analysisWdid,locationWdid,sum_wtd_count
3600645,5300584,45.376
3600645,7200645,7.166
3600649,3603543,287.166
3600649,5300584,0.584
3600649,7200645,14.332
3600660,5300584,0.292
3600671,3603543,287.166
3600671,5300584,0.584
3600671,7200645,14.332
3600687,3603543,143.583
3600687,5300584,0.292
3600687,7200645,7.166
3600709,5300584,136.128
3600709,7200645,14.332
3600734,3603543,143.583
3600734,5300584,0.292
3600734,7200645,7.166
3600775,5300584,45.376
3600775,7200645,7.166
3600776,5300584,45.376
3600776,7200645,7.166
3600780,3603543,143.583
3600780,5300584,0.292
3600780,7200645,7.166
3600796,3603543,143.583
3600796,5300584,0.292
3600796,7200645,7.166
3600803,5300584,45.376
3600803,7200645,7.166
3600830,3603543,143.583
3600830,5300584,0.292
3600830,7200645,7.166
3600912,5300584,0.292
3600985,5300584,45.376
3600985,7200645,7.166
3601044,3603543,143.583
3601044,5300584,0.292
3601044,3604512,14.0
3601044,7200645,7.166
3601051,5300584,0.292
3601052,5300584,0.292
3601058,3603543,143.583
3601058,5300584,0.292
3601058,7200645,7.166
3601085,3603543,143.583
3601085,5300584,0.292
3601085,3604512,14.0
3601085,7200645,7.166
3601100,3603543,143.583
3601100,5300584,0.292
3601100,7200645,7.166
3602030,3603543,143.583
3602030,5300584,0.292
3602030,3604512,14.0
3602030,7200645,7.166
3602033,3603543,143.583
3602033,5300584,0.292
3602033,3604512,14.0
3602033,7200645,7.166
3602037,3603543,143.583
3602037,5300584,0.292
3602037,3604512,14.0
3602037,7200645,7.166
3602043,3603543,157.583
3602043,5300584,0.292
3602043,7200645,7.166
3602044,3603543,157.583
3602044,5300584,0.292
3602044,7200645,7.166
3602045,3603543,157.583
3602045,5300584,0.292
3602045,7200645,7.166
3602046,3603543,157.583
3602046,5300584,0.292
3602046,7200645,7.166
3602047,3603543,157.583
3602047,5300584,0.292
3602047,7200645,7.166
3602048,3603543,157.583
3602048,5300584,0.292
3602048,7200645,7.166
3602049,5300584,45.376
3602049,7200645,7.166
3603533,3603543,143.583
3603533,5300584,0.292
3603533,7200645,7.166
3603534,3603543,143.583
3603534,5300584,0.292
3603534,7200645,7.166
3603537,5300584,45.376
3603537,7200645,7.166
3603538,5300584,0.292
3603538,3600868,76.916
3603539,3603543,157.583
3603539,5300584,0.292
3603539,7200645,7.166
3603542,3603543,143.583
3603542,5300584,0.292
3603542,3604512,14.0
3603542,7200645,7.166
3603543,3603543,143.583
3603543,5300584,0.584
3603543,7200645,14.332
3603544,5300584,45.376
3603544,7200645,7.166
3603545,5300584,45.376
3603545,7200645,7.166
3603548,5300584,90.752
3603548,7200645,14.332
3603549,5300584,45.376
3603549,7200645,7.166
3603555,3603543,143.583
3603555,5300584,0.292
3603555,7200645,7.166
3603565,3603543,143.583
3603565,5300584,0.292
3603565,7200645,7.166
3603569,3603543,143.583
3603569,5300584,0.292
3603569,7200645,7.166
3603570,3603543,143.583
3603570,5300584,0.292
3603570,3604512,14.0
3603570,7200645,7.166
3603571,5300584,45.376
3603571,7200645,7.166
3603573,3603543,143.583
3603573,5300584,0.292
3603573,7200645,7.166
3603574,3603543,143.583
3603574,5300584,0.292
3603574,7200645,7.166
3603575,3603543,458.749
3603575,5300584,0.8759999999999999
3603575,3604512,73.334
3603575,7200645,21.497999999999998
3603578,5300584,45.376
3603578,7200645,7.166
3603579,5300584,45.376
3603579,7200645,7.166
3603580,5300584,45.376
3603580,7200645,7.166
3603581,5300584,45.376
