analysisWdid,locationWdid,sum_wtd_count
3600645,7200645,49.959
3600645,7200646,71.916
3600645,5300584,12.667
3600649,3603543,162.0
3600649,7200645,99.918
3600649,7200646,143.832
3600649,5300584,25.334
3600660,7200646,71.916
3600660,5300584,12.667
3600662,5300584,12.667
3600671,3603543,162.0
3600671,7200645,102.043
3600671,7200646,143.832
3600671,5300584,25.334
3600687,3603543,81.0
3600687,7200645,49.959
3600687,7200646,71.916
3600687,5300584,12.667
3600709,7200645,102.043
3600709,7200646,215.748
3600709,5300584,38.001
3600734,3603543,81.0
3600734,7200645,49.959
3600734,7200646,71.916
3600734,5300584,12.667
3600775,7200645,52.084
3600775,7200646,71.916
3600775,5300584,12.667
3600776,7200645,52.084
3600776,7200646,71.916
3600776,5300584,12.667
3600780,3603543,81.0
3600780,7200645,52.084
3600780,7200646,71.916
3600780,5300584,12.667
3600796,3603543,81.0
3600796,7200645,49.959
3600796,7200646,71.916
3600796,5300584,12.667
3600803,7200645,49.959
3600803,7200646,71.916
3600803,5300584,12.667
3600830,3603543,81.0
3600830,7200645,49.959
3600830,7200646,71.916
3600830,5300584,12.667
3600912,7200646,71.916
3600912,5300584,12.667
3600985,7200645,52.084
3600985,7200646,71.916
3600985,5300584,12.667
3601018,5300584,12.667
3601044,3603543,81.0
3601044,3604512,57.0
3601044,7200645,52.084
3601044,7200646,71.916
3601044,5300584,12.667
3601051,7200646,71.916
3601051,5300584,12.667
3601052,7200646,71.916
3601052,5300584,12.667
3601058,3603543,81.0
3601058,7200645,49.959
3601058,7200646,71.916
3601058,5300584,12.667
3601085,3603543,81.0
3601085,3604512,57.0
3601085,7200645,52.084
3601085,7200646,71.916
3601085,5300584,12.667
3601100,3603543,81.0
3601100,7200645,52.084
3601100,7200646,71.916
3601100,5300584,12.667
3602030,3603543,81.0
3602030,3604512,57.0
3602030,7200645,52.084
3602030,7200646,71.916
3602030,5300584,12.667
3602033,3603543,81.0
3602033,3604512,57.0
3602033,7200645,52.084
3602033,7200646,71.916
3602033,5300584,12.667
3602037,3603543,81.0
3602037,3604512,57.0
3602037,7200645,52.084
3602037,7200646,71.916
3602037,5300584,12.667
3602043,3603543,81.0
3602043,7200645,52.084
3602043,7200646,71.916
3602043,5300584,12.667
3602044,3603543,81.0
3602044,7200645,52.084
3602044,7200646,71.916
3602044,5300584,12.667
3602045,3603543,81.0
3602045,7200645,52.084
3602045,7200646,71.916
3602045,5300584,12.667
3602046,3603543,81.0
3602046,7200645,52.084
3602046,7200646,71.916
3602046,5300584,12.667
3602047,3603543,81.0
3602047,7200645,52.084
3602047,7200646,71.916
3602047,5300584,12.667
