analysisWdid,locationWdid,sum_wtd_count
3600645,5300584,134.0
3600649,5300584,268.0
3600660,5300584,126.0
3600662,5300584,126.0
3600671,3600881,83.0
3600671,3603543,11.0
3600671,5300584,275.0
3600687,5300584,134.0
3600709,5300584,401.0
3600734,5300584,134.0
3600775,5300584,141.0
3600776,5300584,141.0
3600780,3600881,83.0
3600780,3603543,11.0
3600780,5300584,141.0
3600796,5300584,134.0
3600803,5300584,134.0
3600830,5300584,134.0
3600912,5300584,126.0
3600985,5300584,141.0
3601018,5300584,126.0
3601044,3600881,83.0
3601044,3603543,24.0
3601044,5300584,141.0
3601051,5300584,126.0
3601052,5300584,126.0
3601058,5300584,141.0
3601085,3600881,83.0
3601085,3603543,24.0
3601085,5300584,141.0
3601100,3600881,83.0
3601100,3603543,24.0
3601100,5300584,141.0
3602030,3600881,83.0
3602030,3603543,24.0
3602030,5300584,141.0
3602033,3600881,83.0
3602033,3603543,24.0
3602033,5300584,141.0
3602037,3600881,83.0
3602037,3603543,24.0
3602037,5300584,141.0
3602043,3600881,83.0
3602043,3603543,31.0
3602043,5300584,141.0
3602044,3600881,83.0
3602044,3603543,31.0
3602044,5300584,141.0
3602045,3600881,83.0
3602045,3603543,31.0
3602045,5300584,141.0
3602046,3600881,83.0
3602046,3603543,31.0
3602046,5300584,141.0
3602047,3600881,83.0
3602047,3603543,31.0
3602047,5300584,141.0
3602048,3600881,83.0
3602048,3603543,31.0
3602048,5300584,141.0
3602049,5300584,141.0
3603533,5300584,134.0
3603534,5300584,134.0
3603537,5300584,141.0
3603538,5300584,126.0
3603542,3600881,83.0
3603542,3603543,24.0
3603542,5300584,141.0
3603543,3600881,83.0
3603543,3603543,24.0
3603543,5300584,270.0
3603544,5300584,141.0
3603545,5300584,141.0
3603548,5300584,268.0
3603549,5300584,141.0
3603555,3600881,83.0
3603555,3603543,24.0
3603555,5300584,141.0
3603565,5300584,134.0
3603569,5300584,141.0
3603570,3600881,83.0
3603570,3603543,11.0
3603570,5300584,141.0
3603571,5300584,141.0
3603573,3600881,83.0
3603573,3603543,24.0
3603573,5300584,141.0
3603574,3600881,83.0
3603574,3603543,24.0
3603574,5300584,141.0
3603575,3600881,166.0
3603575,3603543,55.0
3603575,5300584,282.0
3603578,5300584,141.0
3603579,5300584,141.0
3603580,5300584,141.0
3603581,5300584,141.0
3603582,5300584,141.0
3603583,3600881,83.0
3603583,3603543,24.0
3603583,5300584,141.0
3603584,3600881,83.0
3603584,3603543,24.0
3603584,5300584,141.0
3603585,3600881,83.0
3603585,3603543,24.0
3603585,5300584,141.0
3603586,3600881,83.0
3603586,3603543,24.0
3603586,5300584,141.0
3603587,3600881,83.0
3603587,3603543,24.0
3603587,5300584,141.0
3603588,3600881,83.0
3603588,3603543,24.0
3603588,5300584,141.0
3603589,3600881,83.0
3603589,3603543,24.0
3603589,5300584,141.0
3603591,3600881,83.0
3603591,3603543,24.0
3603591,5300584,141.0
3603592,3600881,83.0
3603592,3603543,24.0
3603592,5300584,141.0
3603593,3600881,83.0
3603593,3603543,24.0
3603593,5300584,141.0
3603594,3600881,83.0
3603594,3603543,24.0
3603594,5300584,141.0
3603595,3600881,83.0
3603595,3603543,24.0
3603595,5300584,141.0
3603596,3600881,83.0
3603596,3603543,24.0
3603596,5300584,141.0
3603599,3600881,83.0
3603599,3603543,24.0
3603599,5300584,141.0
3603604,5300584,141.0
3603605,3600881,83.0
3603605,3603543,24.0
3603605,5300584,141.0
3603606,3600881,83.0
3603606,3603543,24.0
3603606,5300584,141.0
3603610,3600881,83.0
3603610,3603543,24.0
3603610,5300584,141.0
3603611,3600881,83.0
3603611,3603543,24.0
3603611,5300584,141.0
3603612,3600881,83.0
3603612,3603543,24.0
3603612,5300584,141.0
3603613,3600881,83.0
3603613,3603543,24.0
3603613,5300584,141.0
3603614,3600881,83.0
3603614,3603543,24.0
3603614,5300584,141.0
3603615,3600881,83.0
3603615,3603543,24.0
3603615,5300584,141.0
3603616,3600881,83.0
3603616,3603543,24.0
3603616,5300584,141.0
3603617,3600881,83.0
3603617,3603543,24.0
3603617,5300584,141.0
3603624,3600881,166.0
3603624,3603543,48.0
3603624,5300584,282.0
3603625,3600881,83.0
3603625,3603543,24.0
3603625,5300584,141.0
3603628,5300584,141.0
3603635,3600881,83.0
3603635,3603543,24.0
3603635,5300584,141.0
3603636,3600881,83.0
3603636,3603543,24.0
3603636,5300584,141.0
3603638,3600881,83.0
3603638,3603543,24.0
3603638,5300584,141.0
3603651,3600881,83.0
3603651,3603543,31.0
3603651,5300584,141.0
3603652,3600881,83.0
3603652,3603543,31.0
3603652,5300584,141.0
3603655,3600881,83.0
3603655,3603543,31.0
3603655,5300584,141.0
3603656,3600881,83.0
3603656,3603543,31.0
3603656,5300584,141.0
3603657,3600881,83.0
3603657,3603543,31.0
3603657,5300584,141.0
3603661,5300584,141.0
3603662,3600881,83.0
3603662,3603543,24.0
3603662,5300584,141.0
3603664,3600881,83.0
3603664,3603543,24.0
3603664,5300584,141.0
3603665,3600881,83.0
3603665,3603543,24.0
3603665,5300584,141.0
3603666,3600881,83.0
3603666,3603543,24.0
3603666,5300584,141.0
3603667,3600881,83.0
3603667,3603543,24.0
3603667,5300584,141.0
3603668,3600881,83.0
3603668,3603543,24.0
3603668,5300584,141.0
3603669,3600881,83.0
3603669,3603543,24.0
3603669,5300584,141.0
3603670,3600881,83.0
3603670,3603543,24.0
3603670,5300584,141.0
3603672,3600881,83.0
3603672,3603543,31.0
3603672,5300584,141.0
3603673,3600881,83.0
3603673,3603543,31.0
3603673,5300584,141.0
3603674,5300584,141.0
3603675,5300584,141.0
3603678,3600881,83.0
3603678,3603543,31.0
3603678,5300584,141.0
3603679,3600881,83.0
3603679,3603543,31.0
3603679,5300584,141.0
3603680,3600881,83.0
3603680,3603543,31.0
3603680,5300584,141.0
3603683,3600881,83.0
3603683,3603543,31.0
3603683,5300584,141.0
3603684,3600881,83.0
3603684,3603543,31.0
3603684,5300584,141.0
3603685,3600881,83.0
3603685,3603543,31.0
3603685,5300584,141.0
3603686,3600881,83.0
3603686,3603543,31.0
3603686,5300584,141.0
3603690,3600881,83.0
3603690,3603543,31.0
3603690,5300584,141.0
3603692,5300584,141.0
3603694,3600881,166.0
3603694,3603543,55.0
3603694,5300584,282.0
3603698,3600881,83.0
3603698,3603543,31.0
3603698,5300584,141.0
3603699,3600881,83.0
3603699,3603543,31.0
3603699,5300584,141.0
3603700,3600881,83.0
3603700,3603543,31.0
3603700,5300584,141.0
3603701,3600881,83.0
3603701,3603543,31.0
3603701,5300584,141.0
3603705,5300584,126.0
3604512,3600881,83.0
3604512,3603543,24.0
3604512,5300584,141.0
3604683,3600881,83.0
3604683,3603543,11.0
3604683,5300584,141.0
3604684,3600881,83.0
3604684,3603543,11.0
3604684,5300584,141.0
3604685,5300584,126.0
3604687,3600881,83.0
3604687,3603543,11.0
3604687,5300584,141.0
3604688,3600881,83.0
3604688,3603543,11.0
3604688,5300584,141.0
3604690,3600881,83.0
3604690,3603543,11.0
3604690,5300584,141.0
3604692,3600881,83.0
3604692,3603543,11.0
3604692,5300584,267.0
3604696,3600881,83.0
3604696,3603543,11.0
3604696,5300584,141.0
3604699,3600881,83.0
3604699,3603543,11.0
3604699,5300584,141.0
3604923,5300584,646.0
3700514,5300584,126.0
3700560,5300584,129.0
3700613,5300584,141.0
3700642,5300584,255.0
3700655,3700539,6.0
3700655,3700699,3.0
3700655,5300584,126.0
3700658,5300584,129.0
3700682,5300584,129.0
3700683,5300584,141.0
3700684,5300584,141.0
3700694,5300584,129.0
3700708,5300584,141.0
3700711,5300584,129.0
3700823,3700539,6.0
3700823,3700699,3.0
3700823,5300584,126.0
3700835,5300584,141.0
3700848,5300584,270.0
3700857,5300584,129.0
3701066,5300584,129.0
3701086,5300584,141.0
3701255,5300584,141.0
3701290,5300584,141.0
3701300,5300584,141.0
3702002,5300584,141.0
3702012,5300584,141.0
3702018,5300584,141.0
3702028,5300584,141.0
3702034,5300584,141.0
3702041,5300584,141.0
3702042,5300584,141.0
3702043,5300584,141.0
3702046,5300584,141.0
3702048,5300584,141.0
3702056,5300584,282.0
3702057,5300584,141.0
3702059,5300584,141.0
3703403,5300584,141.0
3703510,5300584,141.0
3703513,5300584,141.0
3703516,5300584,202.666
3703516,3700534,139.334
3703517,5300584,202.666
3703517,3700534,139.334
3703520,3700539,7.0
3703520,3700594,21.0
3703520,3700699,3.0
3703520,5300584,126.0
3703522,5300584,102.333
3703522,3700534,69.667
3703523,5300584,141.0
3703524,5300584,1539.0
3703528,3700539,6.0
3703528,3700699,3.0
3703530,5300584,126.0
3703533,5300584,141.0
3703534,5300584,141.0
3703535,3702048,8.0
3703535,5300584,141.0
3703536,5300584,141.0
3703537,5300584,141.0
3703538,5300584,141.0
3703539,5300584,141.0
3703540,3700539,7.0
3703540,3700699,3.0
3703540,5300584,141.0
3703541,5300584,141.0
3703542,5300584,141.0
3703543,5300584,141.0
3703544,5300584,141.0
3703545,5300584,282.0
3703546,5300584,141.0
3703547,5300584,141.0
3703550,5300584,141.0
3703551,5300584,141.0
3703552,5300584,141.0
3703554,5300584,141.0
3703556,5300584,141.0
3703569,5300584,141.0
3703580,5300584,141.0
3703590,5300584,141.0
3703591,3700539,7.0
3703591,3700594,21.0
3703591,3700699,3.0
3703591,5300584,131.0
3703594,5300584,141.0
3703595,5300584,141.0
3703596,5300584,282.0
3703597,5300584,141.0
3703598,5300584,141.0
3703600,5300584,282.0
3703601,5300584,141.0
3703603,5300584,141.0
3703604,5300584,141.0
3703605,5300584,141.0
3703606,5300584,141.0
3703607,5300584,141.0
3703608,5300584,282.0
3703614,5300584,141.0
3703616,5300584,141.0
3703627,5300584,141.0
3703630,5300584,141.0
3703635,5300584,141.0
3703644,5300584,141.0
3703645,5300584,141.0
3703659,5300584,141.0
3703665,5300584,141.0
3703681,5300584,141.0
3703682,5300584,141.0
3703683,5300584,141.0
3703684,5300584,282.0
3703686,5300584,141.0
3703688,5300584,141.0
3703689,5300584,141.0
3703690,5300584,141.0
3703695,5300584,141.0
3703696,5300584,141.0
3703697,5300584,141.0
3703699,5300584,141.0
3703703,5300584,141.0
3703704,5300584,141.0
3703706,5300584,141.0
3703718,5300584,141.0
3703723,5300584,141.0
3703724,5300584,141.0
3703727,5300584,141.0
3703730,5300584,141.0
3703731,5300584,141.0
3703732,5300584,141.0
3703735,5300584,141.0
3703736,5300584,141.0
3703742,5300584,141.0
3703743,5300584,141.0
3703744,5300584,141.0
3703745,5300584,141.0
3703746,5300584,141.0
3703747,5300584,141.0
3703748,5300584,141.0
3703750,5300584,141.0
3703751,5300584,141.0
3703753,5300584,141.0
3703754,5300584,141.0
3703755,5300584,141.0
3703756,5300584,141.0
3703757,5300584,141.0
3703759,5300584,141.0
3703760,5300584,141.0
3703765,5300584,141.0
3703769,5300584,141.0
3703770,5300584,141.0
3703774,5300584,141.0
3703778,5300584,141.0
3703781,5300584,141.0
3703782,5300584,141.0
3703783,5300584,141.0
3703785,5300584,141.0
3703786,5300584,141.0
3703789,5300584,141.0
3703792,5300584,141.0
3703793,5300584,141.0
3703795,5300584,141.0
3703796,5300584,141.0
3703797,5300584,141.0
3703798,5300584,141.0
3703799,5300584,141.0
3703801,5300584,141.0
3703802,5300584,141.0
3703803,5300584,141.0
3703804,5300584,141.0
3703805,5300584,141.0
3703807,5300584,141.0
3703808,5300584,141.0
3703809,5300584,141.0
3703811,3700539,7.0
3703811,3700594,21.0
3703811,3700699,3.0
3703811,5300584,131.0
3703813,5300584,141.0
3703814,5300584,134.0
3703816,3700539,7.0
3703816,3700699,3.0
3703816,5300584,141.0
3703817,5300584,141.0
3703818,5300584,141.0
3703820,5300584,141.0
3703822,3700539,7.0
3703822,3700699,3.0
3703822,5300584,141.0
3703825,5300584,141.0
3703829,5300584,141.0
3703830,5300584,141.0
3703833,5300584,141.0
3703836,3700539,7.0
3703836,3700699,3.0
3703836,5300584,141.0
3703838,5300584,141.0
3703840,3700539,7.0
3703840,3700594,21.0
3703840,3700699,3.0
3703840,5300584,131.0
3703842,3700539,7.0
3703842,3700594,21.0
3703842,3700699,3.0
3703842,5300584,126.0
3703843,5300584,141.0
3703847,5300584,141.0
3703851,3700539,7.0
3703851,3700594,21.0
3703851,3700699,3.0
3703851,5300584,131.0
3703855,5300584,141.0
3703856,5300584,141.0
3703858,5300584,134.0
3703859,5300584,141.0
3703863,3700539,7.0
3703863,3700699,3.0
3703863,5300584,141.0
3703877,5300584,141.0
3703878,5300584,141.0
3703879,5300584,141.0
3703880,5300584,141.0
3703882,5300584,141.0
3703883,3700539,7.0
3703883,3700594,21.0
3703883,3700699,3.0
3703883,5300584,131.0
3703884,5300584,141.0
3703889,5300584,141.0
3703891,5300584,141.0
3703892,5300584,141.0
3703893,5300584,141.0
3703894,5300584,141.0
3703898,5300584,141.0
3703899,5300584,141.0
3703900,5300584,141.0
3703901,5300584,141.0
3703902,5300584,141.0
3703903,5300584,141.0
3703904,5300584,141.0
3703905,5300584,141.0
3703906,5300584,141.0
3703907,5300584,141.0
3703908,5300584,141.0
3703909,5300584,141.0
3703910,5300584,141.0
3703911,5300584,141.0
3703913,5300584,141.0
3703914,5300584,141.0
3703924,5300584,141.0
3703925,5300584,141.0
3703926,5300584,141.0
3703927,5300584,141.0
3703930,5300584,141.0
3703931,5300584,141.0
3703934,5300584,141.0
3703935,5300584,141.0
3703936,5300584,141.0
3703937,5300584,141.0
3703938,5300584,141.0
3703939,5300584,141.0
3703943,5300584,141.0
3703944,5300584,141.0
3703948,5300584,141.0
3703949,5300584,141.0
3703950,5300584,141.0
3703951,5300584,141.0
3703954,5300584,141.0
3703955,5300584,141.0
3703956,5300584,141.0
3703958,5300584,141.0
3703960,5300584,141.0
3703969,5300584,141.0
3703976,5300584,141.0
3703977,5300584,141.0
3703983,5300584,141.0
3703984,5300584,45.0
3703987,5300584,141.0
3703990,5300584,141.0
3703991,5300584,141.0
3703992,5300584,141.0
3704078,5300584,141.0
3704093,5300584,141.0
3704516,5300584,141.0
3704614,5300584,141.0
3704642,5300584,126.0
3704643,5300584,141.0
3704648,5300584,129.0
3800517,7200646,5.667
3800528,7200646,5.667
3800547,7200646,5.667
3800570,7200646,5.667
3800574,7200646,5.667
3800606,3801132,27.667
3800653,7200646,5.667
3800712,7200646,5.667
3800715,7200646,5.667
3800740,7200646,5.667
3800749,7200646,5.667
3800755,7200646,5.667
3800757,7200646,5.667
3800768,7200646,5.667
3800789,7200646,5.667
3800809,7200646,5.667
3800838,7200646,5.667
3800840,7200646,5.667
3800854,7200646,5.667
3800880,3800989,13.0
3800880,7200646,5.667
3800881,3800569,151.0
3800890,7200646,5.667
3800902,3800569,57.667
3800920,7200646,5.667
3800924,3801132,27.667
3800930,7200646,5.667
3800948,7200646,5.667
3800968,7200646,5.667
3800970,7200646,5.667
3800996,7200646,5.667
3801012,7200646,5.667
3801028,7200646,5.667
3801038,7200646,5.667
3801062,7200646,5.667
3801073,3801132,55.334
3801078,7200646,11.334
3801146,7200646,5.667
3801147,7200646,5.667
3801360,7200646,5.667
3801418,7200646,5.667
3801661,3801132,27.667
3801707,7200646,5.667
3801708,7200646,5.667
3801709,7200646,5.667
3801763,7200646,11.334
3801764,7200646,5.667
3801766,7200646,11.334
3801767,7200646,5.667
3801768,7200646,5.667
3801773,7200646,5.667
3801775,7200646,5.667
3802000,7200646,11.334
3802006,7200646,5.667
3802007,7200646,5.667
3802010,7200646,5.667
3802011,7200646,5.667
3802020,7200646,5.667
3802029,7200646,5.667
3802044,7200646,5.667
3802077,7200646,5.667
3802111,7200646,5.667
3802112,7200646,5.667
3802113,7200646,11.334
3802114,7200646,5.667
3802115,7200646,5.667
3802116,7200646,5.667
3803500,7200646,5.667
3803501,7200646,5.667
3803502,7200646,5.667
3803504,3801132,27.667
3803508,7200646,5.667
3803511,3800516,41.667
3803512,3800516,41.667
3803513,7200646,11.334
3803514,7200646,5.667
3803515,7200646,5.667
3803516,7200646,5.667
3803520,7200646,5.667
3803521,7200646,5.667
3803522,7200646,5.667
3803523,7200646,5.667
3803524,7200646,5.667
3803525,7200646,5.667
3803526,7200646,5.667
3803527,7200646,5.667
3803529,7200646,5.667
3803530,7200646,5.667
3803532,7200646,5.667
3803537,7200646,5.667
3803538,7200646,5.667
3803542,7200646,5.667
3803543,7200646,5.667
3803547,7200646,5.667
3803549,7200646,5.667
3803552,7200646,5.667
3803553,7200646,5.667
3803554,7200646,5.667
3803559,7200646,5.667
3803560,7200646,5.667
3803561,7200646,5.667
3803562,7200646,5.667
3803565,7200646,5.667
3803566,7200646,5.667
3803575,7200646,5.667
3803581,7200646,5.667
3803582,7200646,5.667
3803583,7200646,5.667
3803584,7200646,5.667
3803585,7200646,5.667
3803586,7200646,5.667
3803587,7200646,5.667
3803588,7200646,5.667
3803589,7200646,5.667
3803590,7200646,5.667
3803592,7200646,5.667
3803593,7200646,5.667
3803594,7200646,5.667
3803597,7200646,5.667
3803598,7200646,5.667
3803599,7200646,5.667
3803600,7200646,5.667
3803601,7200646,5.667
3803602,7200646,5.667
3803604,7200646,5.667
3803606,3800516,41.667
3803607,7200646,5.667
3803609,7200646,5.667
3803610,7200646,5.667
3803611,7200646,5.667
3803619,7200646,5.667
3803622,7200646,5.667
3803624,7200646,5.667
3803626,7200646,5.667
3803627,7200646,5.667
3803632,3800989,13.0
3803632,7200646,5.667
3803635,7200646,5.667
3803638,7200646,5.667
3803639,7200646,5.667
3803640,7200646,5.667
3803641,7200646,5.667
3803654,7200646,5.667
3803655,7200646,5.667
3803657,3800516,41.667
3803660,7200646,5.667
3803663,7200646,5.667
3803668,7200646,5.667
3803669,7200646,5.667
3803670,7200646,5.667
3803671,7200646,5.667
3803673,7200646,5.667
3803674,7200646,5.667
3803675,7200646,5.667
3803676,3801132,27.667
3803679,7200646,5.667
3803685,7200646,5.667
3803687,7200646,5.667
3803688,7200646,5.667
3803690,7200646,5.667
3803691,7200646,5.667
3803692,7200646,5.667
3803704,7200646,5.667
3803705,7200646,5.667
3803711,7200646,11.334
3803713,7200646,11.334
3803721,7200646,5.667
3803722,7200646,11.334
3803726,7200646,5.667
3803729,3800654,17.0
3803729,7200646,5.667
3803730,3800989,13.0
3803730,7200646,5.667
3803731,3800989,13.0
3803731,7200646,5.667
3803733,7200646,11.334
3803734,3800697,150.667
3803740,7200646,5.667
3803743,7200646,5.667
3803745,7200646,5.667
3803746,7200646,5.667
3803747,7200646,5.667
3803751,7200646,11.334
3803752,7200646,5.667
3803754,7200646,5.667
3803759,7200646,11.334
3803760,7200646,5.667
3803761,7200646,11.334
3803762,7200646,5.667
3803763,7200646,5.667
3803764,7200646,5.667
3803765,7200646,5.667
3803766,7200646,5.667
3803767,7200646,5.667
3803768,7200646,5.667
3803769,7200646,5.667
3803770,7200646,5.667
3803771,7200646,5.667
3803772,7200646,5.667
3803773,7200646,5.667
3803774,7200646,5.667
3803775,7200646,5.667
3803776,7200646,11.334
3803778,7200646,5.667
3803779,7200646,5.667
3803780,7200646,5.667
3803781,7200646,5.667
3803785,7200646,5.667
3803786,3800569,75.5
3803789,7200646,5.667
3803790,7200646,5.667
3803793,7200646,5.667
3803794,7200646,5.667
3803795,7200646,5.667
3803796,7200646,5.667
3803797,7200646,5.667
3803798,7200646,5.667
3803799,7200646,5.667
3803801,7200646,5.667
3803802,7200646,5.667
3803803,7200646,5.667
3803807,7200646,5.667
3803814,7200646,11.334
3803815,7200646,17.001
3803820,7200646,5.667
3803821,3801132,27.667
3803822,3800516,41.667
3803823,7200646,5.667
3803826,7200646,5.667
3803827,7200646,5.667
3803829,7200646,5.667
3803830,7200646,5.667
3803832,7200646,5.667
3803835,7200646,5.667
3803837,7200646,5.667
3803844,3800516,41.667
3803846,7200646,5.667
3803848,3800989,13.0
3803848,7200646,5.667
3803849,7200646,5.667
3803852,7200646,5.667
3803853,7200646,5.667
3803854,3800516,41.667
3803863,7200646,11.334
3803865,7200646,5.667
3803866,7200646,5.667
3803871,3800516,41.667
3803872,7200646,5.667
3803873,3801132,27.667
3803877,7200646,5.667
3803879,7200646,5.667
3803881,7200646,5.667
3803895,3800989,13.0
3803895,7200646,5.667
3803898,7200646,5.667
3803901,7200646,5.667
3803907,7200646,5.667
3803908,7200646,5.667
3803909,7200646,5.667
3803910,7200646,5.667
3803911,7200646,5.667
3803912,7200646,5.667
3803913,7200646,5.667
3803914,7200646,5.667
3803915,7200646,5.667
3803916,7200646,5.667
3803917,7200646,5.667
3803918,7200646,5.667
3803919,7200646,5.667
3803920,7200646,5.667
3803921,7200646,5.667
3803926,7200646,5.667
3803927,7200646,5.667
3803928,7200646,5.667
3803930,7200646,5.667
3803934,7200646,5.667
3803935,7200646,5.667
3803936,7200646,5.667
3803938,3800516,41.667
3803939,7200646,5.667
3803940,7200646,5.667
3803941,7200646,5.667
3803942,7200646,5.667
3803943,7200646,5.667
3803945,7200646,5.667
3803946,7200646,5.667
3803947,7200646,5.667
3803948,7200646,5.667
3803950,7200646,11.334
3803951,7200646,5.667
3803953,7200646,5.667
3803954,7200646,5.667
3803955,7200646,5.667
3803956,7200646,5.667
3803959,7200646,5.667
3803960,7200646,5.667
3803966,7200646,11.334
3803968,7200646,11.334
3803969,7200646,11.334
3803970,7200646,5.667
3803971,7200646,5.667
3803972,7200646,5.667
3803973,7200646,5.667
3803974,7200646,5.667
3803975,7200646,5.667
3803976,7200646,5.667
3803977,7200646,5.667
3803978,7200646,5.667
3803979,7200646,5.667
3803980,7200646,5.667
3803981,7200646,5.667
3803982,7200646,5.667
3803983,7200646,5.667
3803984,7200646,5.667
3803985,7200646,11.334
3803986,7200646,5.667
3803988,3800516,41.667
3803989,3800516,41.667
3803990,3800516,41.667
3803992,7200646,5.667
3803993,7200646,5.667
3803996,3801132,27.667
3803998,7200646,5.667
3804000,7200646,5.667
3804006,3801132,27.667
3804007,3801132,27.667
3804008,3801132,27.667
3804009,7200646,11.334
3804010,7200646,5.667
3804011,7200646,5.667
3804012,7200646,5.667
3804013,7200646,5.667
3804014,7200646,5.667
3804015,7200646,5.667
3804016,7200646,5.667
3804017,7200646,5.667
3804018,7200646,5.667
3804019,7200646,17.001
3804020,7200646,5.667
3804022,7200646,5.667
3804023,7200646,5.667
3804024,7200646,5.667
3804025,7200646,5.667
3804026,7200646,5.667
3804027,7200646,5.667
3804028,7200646,5.667
3804029,7200646,5.667
3804030,7200646,5.667
3804031,7200646,5.667
3804032,7200646,5.667
3804035,7200646,5.667
3804036,7200646,5.667
3804037,7200646,5.667
3804038,7200646,5.667
3804039,7200646,5.667
3804040,7200646,5.667
3804041,7200646,5.667
3804042,7200646,5.667
3804043,7200646,5.667
3804044,7200646,5.667
3804045,7200646,5.667
3804046,7200646,5.667
3804047,7200646,5.667
3804050,7200646,5.667
3804051,7200646,5.667
3804052,7200646,5.667
3804057,7200646,5.667
3804060,7200646,5.667
3804066,7200646,5.667
3804067,7200646,11.334
3804068,7200646,5.667
3804069,7200646,5.667
3804070,3800989,13.0
3804070,7200646,5.667
3804072,7200646,5.667
3804073,7200646,5.667
3804074,7200646,5.667
3804075,7200646,5.667
3804076,7200646,5.667
3804079,7200646,5.667
3804082,7200646,11.334
3804083,3801132,27.667
3804084,3801132,27.667
3804085,3801132,27.667
3804086,3800989,13.0
3804086,7200646,5.667
3804087,7200646,5.667
3804088,7200646,5.667
3804091,7200646,5.667
3804092,7200646,5.667
3804097,7200646,5.667
3804098,7200646,5.667
3804099,7200646,5.667
3804100,7200646,5.667
3804105,7200646,5.667
3804106,7200646,5.667
3804107,7200646,5.667
3804108,7200646,5.667
3804110,7200646,5.667
3804111,7200646,5.667
3804112,7200646,5.667
3804113,7200646,5.667
3804116,3800989,13.0
3804116,7200646,5.667
3804117,3800989,13.0
3804117,7200646,5.667
3804118,3800989,13.0
3804118,7200646,5.667
3804119,3800989,13.0
3804119,7200646,5.667
3804120,3800989,13.0
3804120,7200646,5.667
3804121,3800989,13.0
3804121,7200646,5.667
3804122,3800989,13.0
3804122,7200646,5.667
3804123,3800989,13.0
3804123,7200646,5.667
3804124,3800989,13.0
3804124,7200646,5.667
3804125,3800989,13.0
3804125,7200646,5.667
3804126,3800989,13.0
3804126,7200646,5.667
3804127,7200646,5.667
3804128,7200646,5.667
3804129,7200646,5.667
3804130,7200646,5.667
3804131,3800989,13.0
3804131,7200646,5.667
3804132,3800989,13.0
3804132,7200646,5.667
3804134,3800989,13.0
3804134,7200646,5.667
3804136,7200646,11.334
3804137,7200646,5.667
3804138,7200646,5.667
3804139,7200646,5.667
3804140,7200646,5.667
3804141,7200646,5.667
3804146,7200646,5.667
3804147,7200646,5.667
3804148,7200646,5.667
3804149,7200646,5.667
3804150,7200646,5.667
3804151,7200646,5.667
3804154,7200646,5.667
3804155,7200646,5.667
3804156,7200646,5.667
3804157,7200646,5.667
3804158,7200646,5.667
3804174,7200646,5.667
3804184,7200646,5.667
3804185,7200646,5.667
3804198,7200646,11.334
