analysisWdid,locationWdid,sum_wtd_count
3600645,5300584,149.999
3600649,3603543,550.418
3600671,3603543,550.418
3600687,3603543,275.209
3600709,5300584,440.289
3600734,3603543,275.209
3600775,5300584,157.417
3600776,5300584,157.417
3600780,3603543,275.209
3600796,3603543,275.209
3600803,5300584,149.999
3600830,3603543,275.209
3600985,5300584,156.333
3601044,3603543,275.209
3601058,3603543,275.209
3601085,3603543,275.209
3601100,3603543,275.209
3602030,3603543,275.209
3602033,3603543,275.209
3602037,3603543,275.209
3602043,3603543,275.209
3602044,3603543,275.209
3602045,3603543,275.209
3602046,3603543,275.209
3602047,3603543,275.209
3602048,3603543,275.209
3602049,5300584,157.417
3603533,3603543,275.209
3603534,3603543,275.209
3603537,5300584,149.999
3603539,3603543,312.0
3603542,3603543,275.209
3603543,3603543,275.209
3603544,5300584,156.333
3603545,5300584,156.333
3603548,5300584,299.998
3603549,5300584,156.333
3603555,3603543,275.209
3603565,3603543,275.209
3603569,3603543,275.209
3603570,3603543,275.209
3603571,5300584,149.999
3603573,3603543,275.209
3603574,3603543,275.209
3603575,3603543,899.209
3603578,5300584,156.333
3603579,5300584,156.333
3603580,5300584,156.333
3603581,5300584,156.333
3603582,5300584,156.333
3603583,3603543,587.209
3603584,3603543,275.209
3603585,3603543,275.209
3603586,3603543,275.209
3603587,3603543,275.209
3603588,3603543,275.209
3603589,3603543,275.209
3603591,3603543,275.209
3603592,3603543,275.209
3603593,3603543,275.209
3603594,3603543,275.209
3603595,3603543,275.209
3603596,3603543,275.209
3603599,3603543,275.209
3603604,5300584,156.333
3603605,3603543,275.209
3603606,3603543,275.209
3603610,3603543,275.209
3603611,3603543,275.209
3603612,3603543,275.209
3603613,3603543,275.209
3603614,3603543,275.209
3603615,3603543,275.209
3603616,3603543,275.209
3603617,3603543,275.209
3603624,3603543,550.418
3603625,3603543,275.209
3603628,5300584,157.417
3603635,3603543,275.209
3603636,3603543,275.209
3603638,3603543,275.209
3603644,3603543,312.0
3603645,3603543,312.0
3603651,3603543,312.0
3603652,3603543,312.0
3603655,3603543,312.0
3603656,3603543,312.0
3603657,3603543,312.0
3603661,5300584,157.417
3603662,3603543,275.209
3603664,3603543,275.209
3603665,3603543,275.209
3603666,3603543,275.209
3603667,3603543,275.209
3603668,3603543,275.209
3603669,3603543,275.209
3603670,3603543,275.209
3603672,3603543,312.0
3603673,3603543,312.0
3603674,5300584,157.417
3603675,5300584,157.417
3603678,3603543,312.0
3603679,3603543,312.0
3603680,3603543,312.0
3603683,3603543,312.0
3603684,3603543,312.0
3603685,3603543,312.0
3603686,3603543,312.0
3603688,3603543,312.0
3603690,3603543,312.0
3603691,3603543,312.0
3603692,3603543,275.209
3603693,3603543,312.0
3603694,3603543,587.209
3603698,3603543,312.0
3603699,3603543,312.0
3603700,3603543,312.0
3603701,3603543,312.0
3604512,3603543,275.209
3604683,3603543,275.209
3604684,3603543,275.209
3604687,3603543,275.209
3604688,3603543,275.209
3604690,3603543,275.209
3604692,3603543,275.209
3604696,3603543,275.209
3604699,3603543,275.209
3604923,3603543,550.418
3607293,3603543,312.0
3700560,5300584,133.957
3700613,5300584,156.333
3700642,5300584,133.957
3700658,5300584,133.957
3700682,5300584,133.957
3700683,5300584,156.333
3700684,5300584,156.333
3700694,5300584,133.957
3700708,5300584,156.333
3700711,5300584,133.957
3700835,5300584,156.333
3700848,5300584,290.29
3700857,5300584,133.957
3701066,5300584,133.957
3701086,5300584,156.333
3701255,5300584,156.333
3701290,5300584,156.333
3701300,5300584,157.417
3701412,5300584,157.417
3701413,5300584,157.417
3701414,5300584,157.417
3701416,5300584,157.417
3701417,5300584,157.417
3701418,5300584,157.417
3702002,5300584,156.333
3702012,5300584,156.333
3702018,5300584,156.333
3702028,5300584,156.333
3702034,5300584,156.333
3702041,5300584,156.333
3702042,5300584,156.333
3702043,5300584,156.333
3702046,5300584,156.333
3702048,5300584,156.333
3702056,5300584,312.666
3702057,5300584,156.333
3702059,5300584,156.333
3703403,5300584,157.417
3703510,5300584,156.333
3703513,5300584,156.333
3703516,3700534,187.666
3703516,5300584,173.374
3703517,3700534,187.666
3703517,5300584,173.374
3703520,3700539,31.0
3703520,5300584,125.041
3703522,3700534,93.833
3703522,5300584,89.333
3703523,5300584,157.417
3703524,5300584,1654.404
3703528,3700539,7.833
3703530,5300584,133.957
3703533,5300584,156.333
3703534,5300584,156.333
3703535,5300584,156.333
3703536,5300584,156.333
3703537,5300584,156.333
3703538,5300584,156.333
3703539,5300584,156.333
3703540,3700539,31.0
3703540,5300584,136.333
3703541,5300584,156.333
3703542,5300584,156.333
3703543,5300584,156.333
3703544,5300584,156.333
3703545,5300584,312.666
3703546,5300584,156.333
3703547,5300584,156.333
3703550,5300584,156.333
3703551,5300584,156.333
3703552,5300584,156.333
3703554,5300584,156.333
3703556,5300584,156.333
3703569,5300584,156.333
3703580,5300584,156.333
3703590,5300584,156.333
3703591,3700539,31.0
3703591,5300584,136.333
3703594,5300584,156.333
3703595,5300584,156.333
3703596,5300584,471.167
3703597,5300584,156.333
3703598,5300584,156.333
3703600,5300584,313.75
3703601,5300584,156.333
3703603,5300584,156.333
3703604,5300584,156.333
3703605,5300584,156.333
3703606,5300584,156.333
3703607,5300584,156.333
3703608,5300584,312.666
3703614,5300584,156.333
3703616,5300584,156.333
3703627,5300584,156.333
3703630,5300584,156.333
3703635,5300584,156.333
3703644,5300584,156.333
3703645,5300584,156.333
3703659,5300584,313.75
3703665,5300584,156.333
3703681,5300584,156.333
3703682,5300584,156.333
3703683,5300584,156.333
3703684,5300584,312.666
3703686,5300584,156.333
3703688,5300584,156.333
3703689,5300584,313.75
3703690,5300584,157.417
3703695,5300584,156.333
3703696,5300584,157.417
3703697,5300584,157.417
3703699,5300584,157.417
3703703,5300584,156.333
3703704,5300584,156.333
3703706,5300584,157.417
3703718,5300584,156.333
3703723,5300584,157.417
3703724,5300584,157.417
3703727,5300584,157.417
3703730,5300584,157.417
3703731,5300584,157.417
3703732,5300584,157.417
3703735,5300584,157.417
3703736,5300584,157.417
3703742,5300584,157.417
3703743,5300584,156.333
3703744,5300584,157.417
3703745,5300584,157.417
3703746,5300584,157.417
3703747,5300584,157.417
3703748,5300584,157.417
3703750,5300584,157.417
3703751,5300584,156.333
3703753,5300584,156.333
3703754,5300584,156.333
3703755,5300584,156.333
3703756,5300584,156.333
3703757,5300584,156.333
