analysisWdid,locationWdid,sum_wtd_count
3600645,5300584,74.333
3600649,3603543,584.482
3600671,3603543,584.482
3600687,3603543,292.241
3600709,5300584,222.999
3600734,3603543,292.241
3600775,5300584,74.333
3600776,5300584,74.333
3600780,3603543,292.241
3600796,3603543,292.241
3600803,5300584,74.333
3600830,3603543,292.241
3600985,5300584,74.333
3601044,3603543,292.241
3601058,3603543,292.241
3601085,3603543,292.241
3601100,3603543,292.241
3602030,3603543,292.241
3602033,3603543,292.241
3602037,3603543,292.241
3602043,3603543,292.241
3602044,3603543,292.241
3602045,3603543,292.241
3602046,3603543,292.241
3602047,3603543,292.241
3602048,3603543,292.241
3602049,5300584,74.333
3603533,3603543,292.241
3603534,3603543,292.241
3603537,5300584,74.333
3603539,3603543,316.449
3603542,3603543,292.241
3603543,3603543,292.241
3603544,5300584,74.333
3603545,5300584,74.333
3603548,5300584,148.666
3603549,5300584,74.333
3603555,3603543,292.241
3603565,3603543,292.241
3603569,3603543,292.241
3603570,3603543,292.241
3603571,5300584,74.333
3603573,3603543,292.241
3603574,3603543,292.241
3603575,3603543,925.139
3603578,5300584,74.333
3603579,5300584,74.333
3603580,5300584,74.333
3603581,5300584,74.333
3603582,5300584,74.333
3603583,3603543,608.69
3603584,3603543,292.241
3603585,3603543,292.241
3603586,3603543,292.241
3603587,3603543,292.241
3603588,3603543,292.241
3603589,3603543,292.241
3603591,3603543,292.241
3603592,3603543,292.241
3603593,3603543,292.241
3603594,3603543,292.241
3603595,3603543,292.241
3603596,3603543,292.241
3603599,3603543,292.241
3603604,5300584,74.333
3603605,3603543,292.241
3603606,3603543,292.241
3603610,3603543,292.241
3603611,3603543,292.241
3603612,3603543,292.241
3603613,3603543,292.241
3603614,3603543,292.241
3603615,3603543,292.241
3603616,3603543,292.241
3603617,3603543,292.241
3603624,3603543,584.482
3603625,3603543,292.241
3603628,5300584,74.333
3603635,3603543,292.241
3603636,3603543,292.241
3603638,3603543,292.241
3603644,3603543,316.449
3603645,3603543,316.449
3603651,3603543,316.449
3603652,3603543,316.449
3603655,3603543,316.449
3603656,3603543,316.449
3603657,3603543,316.449
3603661,5300584,74.333
3603662,3603543,292.241
3603664,3603543,292.241
3603665,3603543,292.241
3603666,3603543,292.241
3603667,3603543,292.241
3603668,3603543,292.241
3603669,3603543,292.241
3603670,3603543,292.241
3603672,3603543,316.449
3603673,3603543,316.449
3603674,5300584,74.333
3603675,5300584,74.333
3603678,3603543,316.449
3603679,3603543,316.449
3603680,3603543,316.449
3603683,3603543,316.449
3603684,3603543,316.449
3603685,3603543,316.449
3603686,3603543,316.449
3603688,3603543,316.449
3603690,3603543,316.449
3603691,3603543,316.449
3603692,3603543,292.241
3603693,3603543,316.449
3603694,3603543,608.69
3603698,3603543,316.449
3603699,3603543,316.449
3603700,3603543,316.449
3603701,3603543,316.449
3604512,3603543,292.241
3604683,3603543,292.241
3604684,3603543,292.241
3604687,3603543,292.241
3604688,3603543,292.241
3604690,3603543,292.241
3604692,3603543,292.241
3604696,3603543,292.241
3604699,3603543,292.241
3604923,3603543,584.482
3607293,3603543,316.449
3700560,5300584,74.333
3700613,5300584,74.333
3700642,5300584,74.333
3700658,5300584,74.333
3700682,5300584,74.333
3700683,5300584,74.333
3700684,5300584,74.333
3700694,5300584,74.333
3700708,5300584,74.333
3700711,5300584,74.333
3700835,5300584,74.333
3700848,5300584,148.666
3700857,5300584,74.333
3701066,5300584,74.333
3701086,5300584,74.333
3701255,5300584,74.333
3701290,5300584,74.333
3701300,5300584,74.333
3701412,5300584,74.333
3701413,5300584,74.333
3701414,5300584,74.333
3701416,5300584,74.333
3701417,5300584,74.333
3701418,5300584,74.333
3702002,5300584,74.333
3702012,5300584,74.333
3702018,5300584,74.333
3702028,5300584,74.333
3702034,5300584,74.333
3702041,5300584,74.333
3702042,5300584,74.333
3702043,5300584,74.333
3702046,5300584,74.333
3702048,5300584,74.333
3702056,5300584,148.666
3702057,5300584,74.333
3702059,5300584,74.333
3703403,5300584,74.333
3703510,5300584,74.333
3703513,5300584,74.333
3703516,3700534,211.334
3703516,5300584,122.0
3703517,3700534,211.334
3703517,5300584,122.0
3703520,5300584,74.333
3703520,3700539,12.99
3703522,3700534,105.667
3703522,5300584,61.0
3703523,5300584,74.333
3703524,5300584,891.996
3703528,3700539,7.0
3703530,5300584,74.333
3703533,5300584,74.333
3703534,5300584,74.333
3703535,5300584,74.333
3703536,5300584,74.333
3703537,5300584,74.333
3703538,5300584,74.333
3703539,5300584,74.333
3703540,5300584,74.333
3703540,3700539,12.99
3703541,5300584,74.333
3703542,5300584,74.333
3703543,5300584,74.333
3703544,5300584,74.333
3703545,5300584,148.666
3703546,5300584,74.333
3703547,5300584,74.333
3703550,5300584,74.333
3703551,5300584,74.333
3703552,5300584,74.333
3703554,5300584,74.333
3703556,5300584,74.333
3703569,5300584,74.333
3703580,5300584,74.333
3703590,5300584,74.333
3703591,5300584,74.333
3703591,3700539,12.99
3703594,5300584,74.333
3703595,5300584,74.333
3703596,5300584,222.999
3703597,5300584,74.333
3703598,5300584,74.333
3703600,5300584,148.666
3703601,5300584,74.333
3703603,5300584,74.333
3703604,5300584,74.333
3703605,5300584,74.333
3703606,5300584,74.333
3703607,5300584,74.333
3703608,5300584,148.666
3703614,5300584,74.333
3703616,5300584,74.333
3703627,5300584,74.333
3703630,5300584,74.333
3703635,5300584,74.333
3703644,5300584,74.333
3703645,5300584,74.333
3703659,5300584,148.666
3703665,5300584,74.333
3703681,5300584,74.333
3703682,5300584,74.333
3703683,5300584,74.333
3703684,5300584,148.666
3703686,5300584,74.333
3703688,5300584,74.333
3703689,5300584,148.666
3703690,5300584,74.333
3703695,5300584,74.333
3703696,5300584,74.333
3703697,5300584,74.333
3703699,5300584,74.333
3703703,5300584,74.333
3703704,5300584,74.333
3703706,5300584,74.333
3703718,5300584,74.333
3703723,5300584,74.333
3703724,5300584,74.333
3703727,5300584,74.333
3703730,5300584,74.333
3703731,5300584,74.333
3703732,5300584,74.333
3703735,5300584,74.333
3703736,5300584,74.333
3703742,5300584,74.333
3703743,5300584,74.333
3703744,5300584,74.333
3703745,5300584,74.333
3703746,5300584,74.333
3703747,5300584,74.333
3703748,5300584,74.333
3703750,5300584,74.333
3703751,5300584,74.333
3703753,5300584,74.333
3703754,5300584,74.333
3703755,5300584,74.333
3703756,5300584,74.333
3703757,5300584,74.333
3703759,5300584,74.333
3703760,5300584,74.333
3703765,5300584,74.333
3703769,5300584,74.333
3703770,5300584,74.333
3703771,5300584,74.333
3703774,5300584,74.333
3703778,5300584,74.333
3703781,5300584,74.333
3703782,5300584,74.333
3703783,5300584,74.333
3703785,5300584,74.333
3703786,5300584,74.333
3703788,5300584,74.333
3703789,5300584,74.333
3703792,5300584,74.333
3703793,5300584,74.333
3703795,5300584,74.333
3703796,5300584,74.333
3703797,5300584,74.333
3703798,5300584,74.333
3703799,5300584,74.333
3703801,5300584,74.333
3703802,5300584,74.333
3703803,5300584,74.333
3703804,5300584,74.333
3703805,5300584,74.333
3703807,5300584,74.333
3703808,5300584,74.333
3703809,5300584,74.333
3703811,5300584,74.333
3703811,3700539,12.99
3703813,5300584,74.333
3703814,5300584,74.333
3703816,5300584,74.333
3703816,3700539,12.99
3703817,5300584,74.333
3703818,5300584,74.333
3703820,5300584,74.333
3703822,5300584,74.333
3703822,3700539,12.99
3703825,5300584,74.333
3703829,5300584,74.333
3703830,5300584,74.333
3703833,5300584,74.333
3703836,5300584,74.333
3703836,3700539,12.99
3703838,5300584,74.333
3703840,5300584,74.333
3703840,3700539,12.99
3703842,5300584,74.333
3703842,3700539,12.99
3703843,5300584,74.333
3703847,5300584,74.333
3703851,5300584,74.333
3703851,3700539,12.99
3703855,5300584,74.333
3703856,5300584,74.333
3703858,5300584,74.333
3703859,5300584,74.333
3703863,5300584,74.333
