analysisWdid,locationWdid,sum_wtd_count
3600645,5300584,146.667
3600649,5300584,172.0
3600649,3603543,195.668
3600660,5300584,61.0
3600671,5300584,188.833
3600671,3603543,195.668
3600687,5300584,86.0
3600687,3603543,97.834
3600709,5300584,431.834
3600734,5300584,86.0
3600734,3603543,97.834
3600775,5300584,163.5
3600776,5300584,163.5
3600780,5300584,101.0
3600780,3603543,97.834
3600796,5300584,86.0
3600796,3603543,97.834
3600803,5300584,146.667
3600830,5300584,86.0
3600830,3603543,97.834
3600912,5300584,61.0
3600985,5300584,163.5
3601044,5300584,102.833
3601044,3603543,97.834
3601051,5300584,61.0
3601052,5300584,61.0
3601058,5300584,91.0
3601058,3603543,97.834
3601085,5300584,102.833
3601085,3603543,97.834
3601100,5300584,102.833
3601100,3603543,97.834
3602030,5300584,102.833
3602030,3603543,97.834
3602033,5300584,102.833
3602033,3603543,97.834
3602037,5300584,102.833
3602037,3603543,97.834
3602043,5300584,102.833
3602043,3603543,97.834
3602044,5300584,102.833
3602044,3603543,97.834
3602045,5300584,102.833
3602045,3603543,97.834
3602046,5300584,102.833
3602046,3603543,97.834
3602047,5300584,102.833
3602047,3603543,97.834
3602048,5300584,102.833
3602048,3603543,97.834
3602049,5300584,163.5
3603533,5300584,86.0
3603533,3603543,97.834
3603534,5300584,86.0
3603534,3603543,97.834
3603537,5300584,151.667
3603538,5300584,61.0
3603539,5300584,102.833
3603539,3603543,97.834
3603542,5300584,102.833
3603542,3603543,97.834
3603543,5300584,163.833
3603543,3603543,97.834
3603544,5300584,163.5
3603545,5300584,163.5
3603548,5300584,293.334
3603549,5300584,161.667
3603555,5300584,102.833
3603555,3603543,97.834
3603565,5300584,86.0
3603565,3603543,97.834
3603569,5300584,91.0
3603569,3603543,97.834
3603570,5300584,101.0
3603570,3603543,97.834
3603571,5300584,151.667
3603573,5300584,102.833
3603573,3603543,97.834
3603574,5300584,102.833
3603574,3603543,97.834
3603575,5300584,205.666
3603575,3603543,196.668
3603578,5300584,163.5
3603579,5300584,163.5
3603580,5300584,163.5
3603581,5300584,163.5
3603582,5300584,163.5
3603583,5300584,102.833
3603583,3603543,98.834
3603584,5300584,102.833
3603584,3603543,97.834
3603585,5300584,102.833
3603585,3603543,97.834
3603586,5300584,102.833
3603586,3603543,97.834
3603587,5300584,102.833
3603587,3603543,97.834
3603588,5300584,102.833
3603588,3603543,97.834
3603589,5300584,102.833
3603589,3603543,97.834
3603591,5300584,102.833
3603591,3603543,97.834
3603592,5300584,102.833
3603592,3603543,97.834
3603593,5300584,102.833
3603593,3603543,97.834
3603594,5300584,102.833
3603594,3603543,97.834
3603595,5300584,102.833
3603595,3603543,97.834
3603596,5300584,102.833
3603596,3603543,97.834
3603599,5300584,102.833
3603599,3603543,97.834
3603604,5300584,163.5
3603605,5300584,102.833
3603605,3603543,97.834
3603606,5300584,102.833
3603606,3603543,97.834
3603610,5300584,102.833
3603610,3603543,97.834
3603611,5300584,102.833
3603611,3603543,97.834
3603612,5300584,102.833
3603612,3603543,97.834
3603613,5300584,102.833
3603613,3603543,97.834
3603614,5300584,102.833
3603614,3603543,97.834
3603615,5300584,102.833
3603615,3603543,97.834
3603616,5300584,102.833
3603616,3603543,97.834
3603617,5300584,102.833
3603617,3603543,97.834
3603624,5300584,205.666
3603624,3603543,195.668
3603625,5300584,102.833
3603625,3603543,97.834
3603628,5300584,163.5
3603635,5300584,102.833
3603635,3603543,97.834
3603636,5300584,102.833
3603636,3603543,97.834
3603638,5300584,102.833
3603638,3603543,97.834
3603644,5300584,102.833
3603644,3603543,97.834
3603645,5300584,102.833
3603645,3603543,97.834
3603651,5300584,102.833
3603651,3603543,97.834
3603652,5300584,102.833
3603652,3603543,97.834
3603655,5300584,102.833
3603655,3603543,97.834
3603656,5300584,102.833
3603656,3603543,97.834
3603657,5300584,102.833
3603657,3603543,97.834
3603661,5300584,163.5
3603662,5300584,102.833
