analysisWdid,locationWdid,sum_wtd_count
3600645,5300584,225.0
3600649,3600881,88.0
3600649,3603543,10.0
3600649,5300584,223.334
3600660,5300584,111.667
3600662,5300584,213.0
3600671,3600881,234.333
3600671,3603543,57.0
3600671,5300584,223.334
3600687,3600881,44.0
3600687,3603543,5.0
3600687,5300584,111.667
3600709,5300584,675.0
3600734,3600881,44.0
3600734,3603543,5.0
3600734,5300584,111.667
3600775,5300584,237.0
3600776,5300584,237.0
3600780,3600881,190.333
3600780,3603543,52.0
3600780,5300584,111.667
3600796,3600881,44.0
3600796,3603543,5.0
3600796,5300584,111.667
3600803,5300584,225.0
3600830,3600881,44.0
3600830,3603543,5.0
3600830,5300584,111.667
3600912,5300584,111.667
3600985,5300584,237.0
3601018,5300584,213.0
3601044,3600881,190.333
3601044,3603543,64.0
3601044,5300584,111.667
3601051,5300584,111.667
3601052,5300584,111.667
3601058,3600881,44.0
3601058,3603543,5.0
3601058,5300584,111.667
3601085,3600881,190.333
3601085,3603543,64.0
3601085,5300584,111.667
3601100,3600881,190.333
3601100,3603543,64.0
3601100,5300584,111.667
3602030,3600881,190.333
3602030,3603543,64.0
3602030,5300584,111.667
3602033,3600881,190.333
3602033,3603543,64.0
3602033,5300584,111.667
3602037,3600881,190.333
3602037,3603543,64.0
3602037,5300584,111.667
3602043,3600881,190.333
3602043,3603543,64.0
3602043,5300584,111.667
3602044,3600881,190.333
3602044,3603543,64.0
3602044,5300584,111.667
3602045,3600881,190.333
3602045,3603543,64.0
3602045,5300584,111.667
3602046,3600881,190.333
3602046,3603543,64.0
3602046,5300584,111.667
3602047,3600881,190.333
3602047,3603543,64.0
3602047,5300584,111.667
3602048,3600881,190.333
3602048,3603543,64.0
3602048,5300584,111.667
3602049,5300584,237.0
3603533,3600881,44.0
3603533,3603543,5.0
3603533,5300584,111.667
3603534,3600881,44.0
3603534,3603543,5.0
3603534,5300584,111.667
3603537,5300584,237.0
3603538,3600868,25.0
3603538,5300584,95.667
3603539,3600881,190.333
3603539,3603543,64.0
3603539,5300584,111.667
3603542,3600881,190.333
3603542,3603543,64.0
3603542,5300584,111.667
3603543,3600881,190.333
3603543,3603543,64.0
3603543,5300584,223.334
3603544,5300584,237.0
3603545,5300584,237.0
3603548,5300584,450.0
3603549,5300584,237.0
3603555,3600881,190.333
3603555,3603543,64.0
3603555,5300584,111.667
3603565,3600881,44.0
3603565,3603543,5.0
3603565,5300584,111.667
3603569,3600881,44.0
3603569,3603543,5.0
3603569,5300584,111.667
3603570,3600881,190.333
3603570,3603543,52.0
3603570,5300584,111.667
3603571,5300584,237.0
3603573,3600881,190.333
3603573,3603543,64.0
3603573,5300584,111.667
3603574,3600881,190.333
3603574,3603543,64.0
3603574,5300584,111.667
3603575,3600881,570.999
3603575,3603543,192.0
3603575,5300584,335.001
3603578,5300584,237.0
3603579,5300584,237.0
3603580,5300584,237.0
3603581,5300584,237.0
3603582,5300584,237.0
3603583,3600881,380.666
3603583,3603543,128.0
3603583,5300584,223.334
3603584,3600881,190.333
3603584,3603543,64.0
3603584,5300584,111.667
3603585,3600881,190.333
3603585,3603543,64.0
3603585,5300584,111.667
3603586,3600881,190.333
3603586,3603543,64.0
3603586,5300584,111.667
3603587,3600881,190.333
3603587,3603543,64.0
3603587,5300584,111.667
3603588,3600881,190.333
3603588,3603543,64.0
3603588,5300584,111.667
3603589,3600881,190.333
3603589,3603543,64.0
3603589,5300584,111.667
3603591,3600881,190.333
3603591,3603543,64.0
3603591,5300584,111.667
3603592,3600881,190.333
3603592,3603543,64.0
3603592,5300584,111.667
3603593,3600881,190.333
3603593,3603543,64.0
3603593,5300584,111.667
3603594,3600881,190.333
3603594,3603543,64.0
3603594,5300584,111.667
3603595,3600881,190.333
3603595,3603543,64.0
3603595,5300584,111.667
3603596,3600881,190.333
3603596,3603543,64.0
3603596,5300584,111.667
3603599,3600881,190.333
3603599,3603543,64.0
3603599,5300584,111.667
3603604,5300584,237.0
3603605,3600868,25.0
3603605,3600881,181.333
3603605,3603543,64.0
3603605,5300584,95.667
3603606,3600881,190.333
3603606,3603543,64.0
3603606,5300584,111.667
3603610,3600881,190.333
3603610,3603543,64.0
3603610,5300584,111.667
3603611,3600881,190.333
3603611,3603543,64.0
3603611,5300584,111.667
3603612,3600881,190.333
3603612,3603543,64.0
3603612,5300584,111.667
3603613,3600881,190.333
3603613,3603543,64.0
3603613,5300584,111.667
3603614,3600881,190.333
3603614,3603543,64.0
3603614,5300584,111.667
3603615,3600881,190.333
3603615,3603543,64.0
3603615,5300584,111.667
3603616,3600881,190.333
3603616,3603543,64.0
3603616,5300584,111.667
3603617,3600881,190.333
3603617,3603543,64.0
3603617,5300584,111.667
3603624,3600881,380.666
3603624,3603543,128.0
3603624,5300584,223.334
3603625,3600881,190.333
3603625,3603543,64.0
3603625,5300584,111.667
3603628,5300584,237.0
3603635,3600881,190.333
3603635,3603543,64.0
3603635,5300584,111.667
3603636,3600881,190.333
3603636,3603543,64.0
3603636,5300584,111.667
3603638,3600881,190.333
3603638,3603543,64.0
3603638,5300584,111.667
3603644,3600881,190.333
3603644,3603543,64.0
3603644,5300584,111.667
3603645,3600881,190.333
3603645,3603543,64.0
3603645,5300584,111.667
3603651,3600881,190.333
3603651,3603543,64.0
3603651,5300584,111.667
3603652,3600881,190.333
3603652,3603543,64.0
3603652,5300584,111.667
3603655,3600881,190.333
3603655,3603543,64.0
3603655,5300584,111.667
3603656,3600881,190.333
3603656,3603543,64.0
3603656,5300584,111.667
3603657,3600881,190.333
3603657,3603543,64.0
3603657,5300584,111.667
3603661,5300584,237.0
3603662,3600881,190.333
3603662,3603543,64.0
3603662,5300584,111.667
3603664,3600881,190.333
3603664,3603543,64.0
3603664,5300584,111.667
3603665,3600881,190.333
3603665,3603543,64.0
3603665,5300584,111.667
3603666,3600881,190.333
3603666,3603543,64.0
3603666,5300584,111.667
3603667,3600881,190.333
3603667,3603543,64.0
3603667,5300584,111.667
3603668,3600881,190.333
3603668,3603543,64.0
3603668,5300584,111.667
3603669,3600881,190.333
3603669,3603543,64.0
3603669,5300584,111.667
3603670,3600881,190.333
3603670,3603543,64.0
3603670,5300584,111.667
3603672,3600881,190.333
3603672,3603543,64.0
3603672,5300584,111.667
3603673,3600881,190.333
3603673,3603543,64.0
3603673,5300584,111.667
3603674,5300584,237.0
3603675,5300584,237.0
3603678,3600881,190.333
3603678,3603543,64.0
3603678,5300584,111.667
3603679,3600881,190.333
3603679,3603543,64.0
3603679,5300584,111.667
3603680,3600881,190.333
3603680,3603543,64.0
3603680,5300584,111.667
3603683,3600881,190.333
3603683,3603543,64.0
3603683,5300584,111.667
3603684,3600881,190.333
3603684,3603543,64.0
3603684,5300584,111.667
3603685,3600881,190.333
3603685,3603543,64.0
3603685,5300584,111.667
3603686,3600881,190.333
3603686,3603543,64.0
3603686,5300584,111.667
3603688,3600881,190.333
3603688,3603543,64.0
3603688,5300584,111.667
3603690,3600881,190.333
3603690,3603543,64.0
3603690,5300584,111.667
3603691,3600881,190.333
3603691,3603543,64.0
3603691,5300584,111.667
3603692,3600881,44.0
3603692,3603543,5.0
3603692,5300584,111.667
3603693,3600881,190.333
3603693,3603543,64.0
3603693,5300584,111.667
3603694,3600881,380.666
3603694,3603543,128.0
3603694,5300584,223.334
3603698,3600881,190.333
3603698,3603543,64.0
3603698,5300584,111.667
3603699,3600881,190.333
3603699,3603543,64.0
3603699,5300584,111.667
3603700,3600881,190.333
3603700,3603543,64.0
3603700,5300584,111.667
3603701,3600881,190.333
3603701,3603543,64.0
3603701,5300584,111.667
3603705,5300584,213.0
3604512,3600881,190.333
3604512,3603543,64.0
3604512,5300584,111.667
3604683,3600881,190.333
3604683,3603543,52.0
3604683,5300584,111.667
3604684,3600881,190.333
3604684,3603543,52.0
3604684,5300584,111.667
3604685,5300584,111.667
3604687,3600881,190.333
3604687,3603543,52.0
3604687,5300584,111.667
3604688,3600881,190.333
3604688,3603543,52.0
3604688,5300584,111.667
3604690,3600881,190.333
3604690,3603543,52.0
3604690,5300584,111.667
3604692,3600881,190.333
3604692,3603543,52.0
3604692,5300584,223.334
3604696,3600881,190.333
3604696,3603543,52.0
3604696,5300584,111.667
3604699,3600881,190.333
3604699,3603543,52.0
3604699,5300584,111.667
3604923,3600881,88.0
3604923,3603543,10.0
3604923,5300584,558.335
3607293,3600881,190.333
3607293,3603543,64.0
3607293,5300584,111.667
3700514,5300584,213.0
3700560,5300584,213.0
3700613,5300584,237.0
3700642,5300584,426.0
3700655,3700539,56.0
3700655,5300584,213.0
3700658,5300584,213.0
3700682,5300584,213.0
3700683,5300584,237.0
3700684,5300584,237.0
3700694,5300584,213.0
3700708,5300584,237.0
3700711,5300584,213.0
3700823,3700539,56.0
3700823,5300584,213.0
3700835,5300584,237.0
3700848,5300584,450.0
3700857,5300584,213.0
3701066,5300584,213.0
3701086,5300584,237.0
3701255,5300584,237.0
3701290,5300584,237.0
3701300,5300584,237.0
3701412,5300584,237.0
3701413,5300584,237.0
3701414,5300584,237.0
3701416,5300584,237.0
3701417,5300584,237.0
3701418,5300584,237.0
3701453,5300584,1.0
3702002,5300584,237.0
3702012,5300584,237.0
3702018,5300584,237.0
3702028,5300584,237.0
3702034,5300584,237.0
3702041,5300584,237.0
3702042,5300584,237.0
3702043,5300584,237.0
3702046,5300584,237.0
3702048,5300584,237.0
3702056,5300584,474.0
3702057,5300584,237.0
3702059,5300584,237.0
3703403,5300584,237.0
3703510,5300584,237.0
3703513,5300584,237.0
3703516,3700534,132.0
3703516,5300584,426.0
3703517,3700534,132.0
3703517,5300584,426.0
3703520,3700539,57.0
3703520,5300584,213.0
3703522,3700534,66.0
3703522,5300584,213.0
3703523,5300584,237.0
3703524,5300584,2715.667
3703528,3700539,10.0
3703530,5300584,213.0
3703533,5300584,237.0
3703534,5300584,237.0
3703535,5300584,237.0
3703536,5300584,237.0
3703537,5300584,237.0
3703538,5300584,237.0
3703539,5300584,237.0
3703540,3700539,57.0
3703540,5300584,213.0
3703541,5300584,237.0
3703542,5300584,237.0
3703543,5300584,237.0
3703544,5300584,237.0
3703545,5300584,474.0
3703546,5300584,237.0
3703547,5300584,237.0
3703550,5300584,237.0
3703551,5300584,237.0
3703552,5300584,237.0
3703554,5300584,237.0
3703556,5300584,237.0
3703569,5300584,237.0
3703580,5300584,237.0
3703590,5300584,237.0
3703591,3700539,57.0
3703591,5300584,213.0
3703594,5300584,237.0
3703595,5300584,237.0
3703596,5300584,711.0
3703597,5300584,237.0
3703598,5300584,237.0
3703600,5300584,474.0
3703601,5300584,237.0
3703603,5300584,237.0
3703604,5300584,237.0
3703605,5300584,237.0
3703606,5300584,237.0
3703607,5300584,237.0
3703608,5300584,474.0
3703614,5300584,237.0
3703616,5300584,237.0
3703627,5300584,237.0
3703630,5300584,237.0
3703635,5300584,237.0
3703644,5300584,237.0
3703645,5300584,237.0
3703659,5300584,474.0
3703665,5300584,237.0
3703681,5300584,237.0
3703682,5300584,237.0
3703683,5300584,237.0
3703684,5300584,474.0
3703686,5300584,237.0
3703688,5300584,237.0
3703689,5300584,474.0
3703690,5300584,237.0
3703695,5300584,237.0
3703696,5300584,237.0
3703697,5300584,237.0
3703699,5300584,237.0
3703703,5300584,237.0
3703704,5300584,237.0
3703706,5300584,237.0
3703718,5300584,237.0
3703723,5300584,237.0
3703724,5300584,237.0
3703727,5300584,237.0
3703730,5300584,237.0
3703731,5300584,237.0
3703732,5300584,237.0
3703735,5300584,237.0
3703736,5300584,237.0
3703742,5300584,237.0
3703743,5300584,237.0
3703744,5300584,237.0
3703745,5300584,237.0
3703746,5300584,237.0
3703747,5300584,237.0
3703748,5300584,237.0
3703750,5300584,237.0
3703751,5300584,237.0
3703753,5300584,237.0
3703754,5300584,237.0
3703755,5300584,237.0
3703756,5300584,237.0
3703757,5300584,237.0
3703759,5300584,237.0
3703760,5300584,237.0
3703765,5300584,237.0
3703769,5300584,237.0
3703770,5300584,237.0
3703774,5300584,237.0
3703778,5300584,237.0
3703781,5300584,237.0
3703782,5300584,237.0
3703783,5300584,237.0
3703785,5300584,237.0
