analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,951.125
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,679.375
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,407.625
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,407.625
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,407.625
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,407.625
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,407.625
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,407.625
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,407.625
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,376.815
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,376.815
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,376.815
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,376.815
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,376.815
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,271.75
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,271.75
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,271.75
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,271.75
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,271.75
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,271.75
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,271.75
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,271.75
