analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
5104013,DOE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3702041,MIN FLOW EAGLE RIVER GORE CR TO LAKE CR,5300584,SHOSHONE POWER PLANT,82.333
3703757,PILGRIM RANCH POND NO 7,5300584,SHOSHONE POWER PLANT,82.333
5303983,MCCOY RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703785,GRAHAM POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5303952,A J RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104025,ROBINSON SWAN DITCH NO 1 POND 1,5300584,SHOSHONE POWER PLANT,82.333
3703510,BLACK LAKE NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703770,KOPRIVNIKAR POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703403,WILLIAMSON POND,5300584,SHOSHONE POWER PLANT,82.333
5303963,E M CURRY RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703513,CHALK MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5303969,HADLEY NO 2 RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3702059,MIN FLOW EAGLE RIVER LAKE CR TO BRUSH CR,5300584,SHOSHONE POWER PLANT,82.333
3703771,KOPRIVNIKAR POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
5104022,PASCAL POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5303961,ED W HARPER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5303971,HEART LAKE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3702057,MIN FLOW GORE CR MIDDLE,5300584,SHOSHONE POWER PLANT,82.333
5104020,LITTLE HO RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703769,LPL RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703774,BLM BLUE LAKE NO 1,5300584,SHOSHONE POWER PLANT,82.333
5104023,PASCAL POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
5303972,HIDDEN SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703765,PILGRIM RANCH POND NO 15,5300584,SHOSHONE POWER PLANT,82.333
5104024,PICKERING RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3702048,MIN FLOW BEAVER CREEK,5300584,SHOSHONE POWER PLANT,82.333
5303960,CRESENT LAKE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703522,NOECKER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703778,CHRIS JOUFLAS LAKE,5300584,SHOSHONE POWER PLANT,82.333
3703523,NOTTINGHAM RES,5300584,SHOSHONE POWER PLANT,82.333
3703760,PILGRIM RANCH POND NO 10,5300584,SHOSHONE POWER PLANT,82.333
3702046,MIN FLOW EAGLE RIVER S AND E FK TO RESOLUTION CR,5300584,SHOSHONE POWER PLANT,82.333
3703742,PANDO POND,5300584,SHOSHONE POWER PLANT,82.333
5303989,NOBLE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703805,RED CANYON ESTATES POND NO. 10,5300584,SHOSHONE POWER PLANT,82.333
3703807,RED CANYON ESTATES POND NO. 12,5300584,SHOSHONE POWER PLANT,82.333
5304024,TROUTVILLE POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3604696,CON-HOOSIER - DITCH CLAIM 2,5300584,SHOSHONE POWER PLANT,82.333
5103742,WINDY GAP RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5304023,TROUTVILLE POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3604699,CON-HOOSIER TUNNEL,5300584,SHOSHONE POWER PLANT,82.333
5304020,MACKINAW LAKE RES NO 2,5300584,SHOSHONE POWER PLANT,82.333
5103740,VILLAGE LAKE NO 2 AT WINTER PARK RANCH,5300584,SHOSHONE POWER PLANT,82.333
5103745,POLE CREEK MEADOWS RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703804,RED CANYON ESTATES POND NO. 9,5300584,SHOSHONE POWER PLANT,82.333
5103746,ALLEN'S RESERVOIR AND DITCH,5300584,SHOSHONE POWER PLANT,82.333
3700613,GRACE PARK DITCH,5300584,SHOSHONE POWER PLANT,82.333
5304019,LYLE FISH POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703803,RED CANYON ESTATES POND NO. 8,5300584,SHOSHONE POWER PLANT,82.333
5304025,TROUTVILLE POND NO 3,5300584,SHOSHONE POWER PLANT,82.333
3604690,CON-HOOSIER SYS MCCULLOUGH DITCH,5300584,SHOSHONE POWER PLANT,82.333
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
5103737,TWINFLOWER LAKE,5300584,SHOSHONE POWER PLANT,82.333
3604512,DILLON RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5103732,GAYLORD RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3604683,CON-HOOSIER SYS BLUE RIVER DITCH,5300584,SHOSHONE POWER PLANT,82.333
3703811,BEAR GUL RES,5300584,SHOSHONE POWER PLANT,82.333
5304036,STEPHENS POND NO 3,5300584,SHOSHONE POWER PLANT,82.333
3604684,BLUE RIVER DIVERSION PROJECT,5300584,SHOSHONE POWER PLANT,82.333
3703809,RED CANYON ESTATES POND NO. 14,5300584,SHOSHONE POWER PLANT,82.333
5304026,TROUTVILLE POND NO 4,5300584,SHOSHONE POWER PLANT,82.333
5304035,STEPHENS POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3604687,CON-HOOSIER SYS CRYSTAL DITCH,5300584,SHOSHONE POWER PLANT,82.333
5103739,VILLAGE LAKE AT WINTER PARK RANCH,5300584,SHOSHONE POWER PLANT,82.333
5304034,STEPHENS POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3604688,CON-HOOSIER SYS DITCH INTERCEPTED FLOWS,5300584,SHOSHONE POWER PLANT,82.333
3703808,RED CANYON ESTATES POND NO. 13,5300584,SHOSHONE POWER PLANT,82.333
5103747,DIXON NORTHROP RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703802,RED CANYON ESTATES POND NO. 7,5300584,SHOSHONE POWER PLANT,82.333
5103748,LEWIS POND EMPOUNDMENT,5300584,SHOSHONE POWER PLANT,82.333
5303996,STOUT RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5303999,TONIER GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703796,RED CANYON ESTATES POND NO. 1,5300584,SHOSHONE POWER PLANT,82.333
5104027,ROBINSON SWAN DITCH NO 1 POND 2,5300584,SHOSHONE POWER PLANT,82.333
3701290,WARREN E WURTS DITCH EXT,5300584,SHOSHONE POWER PLANT,82.333
5303998,TEPE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3701300,EAGLE RIVER DIVR PT NO. 1,5300584,SHOSHONE POWER PLANT,82.333
3702002,MIN FLOW EAST LAKE CREEK,5300584,SHOSHONE POWER PLANT,82.333
3700683,LEONARD HORN DITCH NO 1,5300584,SHOSHONE POWER PLANT,82.333
5303995,STERNER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703789,GOLDEN POND,5300584,SHOSHONE POWER PLANT,82.333
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5300584,SHOSHONE POWER PLANT,82.333
5303994,SAWMILL RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104010,MURPHY RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,82.333
3701255,HOMESTAKE PROJ CONDUIT,5300584,SHOSHONE POWER PLANT,82.333
5304002,TRAIL RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3701086,STONE CR RES AND DITCH,5300584,SHOSHONE POWER PLANT,82.333
3703797,RED CANYON ESTATES POND NO. 2,5300584,SHOSHONE POWER PLANT,82.333
5104006,BULL RUN CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5304004,WOHLER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703798,RED CANYON ESTATES POND NO. 3,5300584,SHOSHONE POWER PLANT,82.333
5304013,GEORGE A GATES RES NO 1,5300584,SHOSHONE POWER PLANT,82.333
3700835,TOWNSEND DITCH,5300584,SHOSHONE POWER PLANT,82.333
5304014,GEORGE A GATES RES NO 2,5300584,SHOSHONE POWER PLANT,82.333
3700708,METCALF DITCH,5300584,SHOSHONE POWER PLANT,82.333
3703799,RED CANYON ESTATES POND NO. 4,5300584,SHOSHONE POWER PLANT,82.333
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5304015,HERRES POND,5300584,SHOSHONE POWER PLANT,82.333
3700684,LEONARD HORN DITCH NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703801,RED CANYON ESTATES POND NO. 6,5300584,SHOSHONE POWER PLANT,82.333
5304017,JACK HILL RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5104033,YOUNG LIFE POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,82.333
5203982,MARMA LAKE,5300584,SHOSHONE POWER PLANT,82.333
5203984,WHEELOCK POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703727,JAN JOUFLAS POND,5300584,SHOSHONE POWER PLANT,82.333
3703607,STAUFER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5203983,WHEELOCK POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,82.333
3703724,KNAPP POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703614,BEST POND,5300584,SHOSHONE POWER PLANT,82.333
5104054,ECKER POND,5300584,SHOSHONE POWER PLANT,82.333
5203978,HARTMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703616,ARROWHEAD DAM,5300584,SHOSHONE POWER PLANT,82.333
5203975,PINEY PEAK POND NO 5,5300584,SHOSHONE POWER PLANT,82.333
3703627,JUNE CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703723,KNAPP POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5203974,PINEY PEAK POND NO 4,5300584,SHOSHONE POWER PLANT,82.333
3703606,WEBSTER FISH POND NO 3,5300584,SHOSHONE POWER PLANT,82.333
5203990,COX RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104062,KESSLER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5204000,MONIGFLAT RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5204003,PEYTON RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703732,DRY LAKE,5300584,SHOSHONE POWER PLANT,82.333
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,82.333
5204002,NELKREPI24 RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104052,OURAY RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703601,EAGLE POND,5300584,SHOSHONE POWER PLANT,82.333
3703731,MIRANDA POND,5300584,SHOSHONE POWER PLANT,82.333
3703605,WEBSTER FISH POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703603,LAKE CREEK  MEADOWS RES,5300584,SHOSHONE POWER PLANT,82.333
5203996,FILBUR RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104053,OURAY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703604,WEBSTER FISH POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5203994,EDWARDS RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703730,HOLLAND POND,5300584,SHOSHONE POWER PLANT,82.333
3703630,SCHMIDT GYPSUM RANCH DAM,5300584,SHOSHONE POWER PLANT,82.333
5203973,PINEY PEAK POND NO 3,5300584,SHOSHONE POWER PLANT,82.333
5104051,SUN VALLEY RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5203959,OLSEN RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703683,6TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5200662,BEST DITCH,5300584,SHOSHONE POWER PLANT,82.333
5203960,OLSEN RESERVOIR NO 1.5,5300584,SHOSHONE POWER PLANT,82.333
3703699,EAGLE PARK RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703697,O'LAUGHLIN POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703686,MONROE POND,5300584,SHOSHONE POWER PLANT,82.333
5203937,CHRISTENSEN DAM,5300584,SHOSHONE POWER PLANT,82.333
3703703,CHAROLAIS RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703688,PETTY RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5203949,ROCK GAP DAM,5300584,SHOSHONE POWER PLANT,82.333
3703696,O'LAUGHLIN POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5203939,HURT RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703690,COTTON POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
5203961,OLSEN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703682,18TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703635,15TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5203967,GORE CANYON RANCH LAKE 1,5300584,SHOSHONE POWER PLANT,82.333
3703718,JHY RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5203972,PINEY PEAK POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703644,OLSEN RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703706,OGILBY RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5203971,PINEY PEAK POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703645,WATERFORD RANCH PD P7-1,5300584,SHOSHONE POWER PLANT,82.333
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,82.333
5203962,OLSEN RESERVOIR NO 3,5300584,SHOSHONE POWER PLANT,82.333
5203964,OLSEN RESERVOIR NO 5,5300584,SHOSHONE POWER PLANT,82.333
3703665,WATERFORD RANCH PD P19-1,5300584,SHOSHONE POWER PLANT,82.333
3703704,14TH HOLE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5203963,OLSEN RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,82.333
3703681,WILLOW CREEK RES NO1 ENL,5300584,SHOSHONE POWER PLANT,82.333
5200632,SCHLEGAL DITCH (ALKALI),5300584,SHOSHONE POWER PLANT,82.333
3703598,K A C RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5204005,PINJNRPI20 RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5303565,W DEAD HORSE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703750,BRERETON POND,5300584,SHOSHONE POWER PLANT,82.333
3703751,PILGRIM RANCH POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703543,BUXMAN FISH POND,5300584,SHOSHONE POWER PLANT,82.333
5302006,MIN FLOW SWEETWATER CR,5300584,SHOSHONE POWER PLANT,82.333
5104037,C LAZY U FISH POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703544,CAMP HALE POND,5300584,SHOSHONE POWER PLANT,82.333
5300754,PIPELINE DITCH,5300584,SHOSHONE POWER PLANT,82.333
5104038,GORE RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703542,MIN LAKE BRADY NO 1,5300584,SHOSHONE POWER PLANT,82.333
5300704,MIDDLE DERBY DITCH,5300584,SHOSHONE POWER PLANT,82.333
3703546,MIN LAKE CLEVELAND,5300584,SHOSHONE POWER PLANT,82.333
3703748,COLLETT POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5300662,KEEP DITCH,5300584,SHOSHONE POWER PLANT,82.333
3703547,MIN LAKE DELUGE LAKE,5300584,SHOSHONE POWER PLANT,82.333
5104039,HEBERTON RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,82.333
3703813,BIG PARKS RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703550,MIN LAKE FANCY,5300584,SHOSHONE POWER PLANT,82.333
3703755,PILGRIM RANCH POND NO 5,5300584,SHOSHONE POWER PLANT,82.333
3703756,PILGRIM RANCH POND NO 6,5300584,SHOSHONE POWER PLANT,82.333
3703537,MIN LAKE BENCH LAKE NO 2,5300584,SHOSHONE POWER PLANT,82.333
5303562,UP IS LAKE,5300584,SHOSHONE POWER PLANT,82.333
5104028,ROBINSON SWAN DITCH NO 2 POND 2,5300584,SHOSHONE POWER PLANT,82.333
3703538,MIN LAKE BLODGETT LAKE,5300584,SHOSHONE POWER PLANT,82.333
5303543,LOST LAKE,5300584,SHOSHONE POWER PLANT,82.333
3703539,MIN LAKE BRADY 2 (SOPRIS,5300584,SHOSHONE POWER PLANT,82.333
3703753,PILGRIM RANCH POND NO 3,5300584,SHOSHONE POWER PLANT,82.333
5303536,HANGING LAKE,5300584,SHOSHONE POWER PLANT,82.333
5104029,ROBINSON SWAN DITCH NO 2 POND 3,5300584,SHOSHONE POWER PLANT,82.333
3703540,MIN LAKE BORAH,5300584,SHOSHONE POWER PLANT,82.333
3703754,PILGRIM RANCH POND NO 4,5300584,SHOSHONE POWER PLANT,82.333
5104032,WHITING RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703541,MIN LAKE BOWL OF TEARS,5300584,SHOSHONE POWER PLANT,82.333
5300621,HIGHWATER DITCH,5300584,SHOSHONE POWER PLANT,82.333
3703747,WILSON POND NO 4,5300584,SHOSHONE POWER PLANT,82.333
3703597,KEELER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703594,GOLF COURSE RES NO 1,5300584,SHOSHONE POWER PLANT,82.333
3703590,MIN LAKE WHITNEY,5300584,SHOSHONE POWER PLANT,82.333
3703743,JONES CASTLE CREEK POND,5300584,SHOSHONE POWER PLANT,82.333
5204013,TRIANGLE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703591,WILKINSON RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104047,NEVER SUMMER LAKE,5300584,SHOSHONE POWER PLANT,82.333
5204012,STEINRPI22 RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104048,NIELSEN RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104043,KLEINS FISH POND NO 4,5300584,SHOSHONE POWER PLANT,82.333
5204008,SOUTHFORK RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703595,GOLF COURSE RES NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703736,GOLF COURSE POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5204006,REED RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5104049,NORGREN RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703735,MCHATTON POND,5300584,SHOSHONE POWER PLANT,82.333
5204014,TWINPINE RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703580,SCUDDER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5300595,GRIMES BROOKS R INTAKE D,5300584,SHOSHONE POWER PLANT,82.333
3703554,MIN LAKE HUNKY DORY,5300584,SHOSHONE POWER PLANT,82.333
3703551,MIN LAKE GORE LAKE,5300584,SHOSHONE POWER PLANT,82.333
5104040,KLEINS FISH POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5300594,GRIMES BROOKS FDR2 D HG2,5300584,SHOSHONE POWER PLANT,82.333
3703552,MIN LAKE GROUSE LAKE,5300584,SHOSHONE POWER PLANT,82.333
3703746,WILSON POND NO 3,5300584,SHOSHONE POWER PLANT,82.333
5104041,KLEINS FISH POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
3703745,WILSON POND NO 2,5300584,SHOSHONE POWER PLANT,82.333
5204018,UNCAPHER SPR RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
5204020,WASPRE PI21 RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703556,MIN LAKE LAKE THOMAS,5300584,SHOSHONE POWER PLANT,82.333
5104042,KLEINS FISH POND NO 3,5300584,SHOSHONE POWER PLANT,82.333
5204019,WALTER RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703569,MIN LAKE MUCKEY,5300584,SHOSHONE POWER PLANT,82.333
3703744,WILSON POND NO 1,5300584,SHOSHONE POWER PLANT,82.333
5304042,LOWER MCLEAN RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3703817,BOWN RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
3603701,TRIPLE CREEK POND NO 7,5300584,SHOSHONE POWER PLANT,82.333
3603583,HEIT RANCH RESERVOIR,5300584,SHOSHONE POWER PLANT,82.333
