analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,1410.672
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,881.67
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,529.002
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,529.002
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,529.002
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,529.002
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,529.002
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,529.002
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,529.002
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,353.668
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,352.668
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,352.668
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,352.668
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,352.668
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,352.668
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,352.668
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,352.668
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,352.668
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,352.668
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,352.668
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,352.668
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,352.668
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,352.668
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,352.668
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,352.668
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,352.668
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,352.668
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,352.668
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,352.668
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,352.668
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,352.668
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,352.668
3600671,INDEPENDENT BLUE DITCH,5300584,SHOSHONE POWER PLANT,352.668
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,352.668
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,352.668
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,352.668
3600649,HAMILTON DAVIDSON DITCH,5300584,SHOSHONE POWER PLANT,352.668
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,352.668
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,352.668
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,177.334
3603662,EAGLES NEST GOLF COURSE NO1 POND,5300584,SHOSHONE POWER PLANT,176.334
5103694,SCHOLL RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
5103695,CBT SHADOW MOUNTAIN LAKE,5300584,SHOSHONE POWER PLANT,176.334
3703732,DRY LAKE,5300584,SHOSHONE POWER PLANT,176.334
3603668,EAGLES NEST GOLF COURSE NO 9 NORTH POND,5300584,SHOSHONE POWER PLANT,176.334
5103742,WINDY GAP RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
3703745,WILSON POND NO 2,5300584,SHOSHONE POWER PLANT,176.334
5103714,CURTIS PARK RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
5103713,CONRICK RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
5103740,VILLAGE LAKE NO 2 AT WINTER PARK RANCH,5300584,SHOSHONE POWER PLANT,176.334
5103716,EASTWIND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
3603667,EAGLES NEST GOLF COURSE NO 9 SOUTH POND,5300584,SHOSHONE POWER PLANT,176.334
5103739,VILLAGE LAKE AT WINTER PARK RANCH,5300584,SHOSHONE POWER PLANT,176.334
5103730,MOUNTAIN VALLEY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,176.334
3703743,JONES CASTLE CREEK POND,5300584,SHOSHONE POWER PLANT,176.334
5103693,ROCK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
3603665,EAGLES NEST GOLF COURSE NO4 NORTH POND,5300584,SHOSHONE POWER PLANT,176.334
5103732,GAYLORD RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
3703742,PANDO POND,5300584,SHOSHONE POWER PLANT,176.334
5103737,TWINFLOWER LAKE,5300584,SHOSHONE POWER PLANT,176.334
3603664,EAGLES NEST GOLF COURSE NO 4 SOUTH POND,5300584,SHOSHONE POWER PLANT,176.334
5103726,MORAINE LAKE NO 3,5300584,SHOSHONE POWER PLANT,176.334
3703744,WILSON POND NO 1,5300584,SHOSHONE POWER PLANT,176.334
3703736,GOLF COURSE POND NO 1,5300584,SHOSHONE POWER PLANT,176.334
5103725,MORAINE LAKE NO 2,5300584,SHOSHONE POWER PLANT,176.334
3603666,EAGLES NEST GOLF COURSE NO 7 POND,5300584,SHOSHONE POWER PLANT,176.334
5103724,MORAINE LAKE NO 1,5300584,SHOSHONE POWER PLANT,176.334
3703735,MCHATTON POND,5300584,SHOSHONE POWER PLANT,176.334
3703731,MIRANDA POND,5300584,SHOSHONE POWER PLANT,176.334
3703910,KP POND NO. 1,5300584,SHOSHONE POWER PLANT,176.334
3603669,EAGLES NEST GOLF COURSE NO12 POND,5300584,SHOSHONE POWER PLANT,176.334
3703696,O'LAUGHLIN POND NO 1,5300584,SHOSHONE POWER PLANT,176.334
5103546,LURYE RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
3603675,LOWER POND,5300584,SHOSHONE POWER PLANT,176.334
5103539,ORR RESERVOIR EAST NINE MILE,5300584,SHOSHONE POWER PLANT,176.334
3703699,EAGLE PARK RESERVOIR,5300584,SHOSHONE POWER PLANT,176.334
