analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3603575,CLINTON GULCH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,925.139
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,891.996
5103596,RICHMOND POND,5300584,SHOSHONE POWER PLANT,668.997
3603583,HEIT RANCH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,608.69
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,608.69
3600671,INDEPENDENT BLUE DITCH,3603543,GREEN MOUNTAIN RESERVOIR,584.482
3603624,SWAN RIVER WATER SYSTEM PONDS,3603543,GREEN MOUNTAIN RESERVOIR,584.482
3604923,CLIMAX INTEGRATED WATER SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,584.482
3600649,HAMILTON DAVIDSON DITCH,3603543,GREEN MOUNTAIN RESERVOIR,584.482
3603698,TRIPLE CREEK POND NO 4,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603672,LAKE LACY,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603683,WINEGARD POND 1,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603680,HOUSE POND 1,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603539,BEARDSLEY NO 1 POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603679,PUMP POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603673,COUNIHAN POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603652,FAUSEL POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603657,SANDERS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603656,YOSUICHI RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603655,BARBER POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603685,WINEGARD POND 3,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603651,FAUSEL POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603645,DUNHAM POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603644,DUNHAM POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603684,WINEGARD POND 2,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603678,SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603686,WINEGARD POND 4,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603690,BROOKS SNIDER POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603691,BENSON RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603693,MELODY LODGE POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603699,TRIPLE CREEK POND NO 5,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603700,TRIPLE CREEK POND NO 6,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603688,TRENT PARK POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603701,TRIPLE CREEK POND NO 7,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3607293,TOWN OF BRECKENRIDGE WHITEWATER PARK,3603543,GREEN MOUNTAIN RESERVOIR,316.449
3603635,WYLER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604696,CON-HOOSIER - DITCH CLAIM 2,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604699,CON-HOOSIER TUNNEL,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603638,UPPER SLATE LAKE,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603636,EAGLES NEST RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603616,SWEETWATER POND NO 8,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603625,LAKE ALVIN,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603617,SWEETWATER POND NO 9,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604690,CON-HOOSIER SYS MCCULLOUGH DITCH,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603614,SWEETWATER POND NO 6,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603613,SWEETWATER POND NO 5,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603612,SWEETWATER POND NO 4,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603611,SWEETWATER POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604683,CON-HOOSIER SYS BLUE RIVER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604688,CON-HOOSIER SYS DITCH INTERCEPTED FLOWS,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604687,CON-HOOSIER SYS CRYSTAL DITCH,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604684,BLUE RIVER DIVERSION PROJECT,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3604512,DILLON RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603662,EAGLES NEST GOLF COURSE NO1 POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603664,EAGLES NEST GOLF COURSE NO 4 SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603665,EAGLES NEST GOLF COURSE NO4 NORTH POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603666,EAGLES NEST GOLF COURSE NO 7 POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603667,EAGLES NEST GOLF COURSE NO 9 SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603668,EAGLES NEST GOLF COURSE NO 9 NORTH POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603669,EAGLES NEST GOLF COURSE NO12 POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603670,EAGLES NEST GOLF COURSE NO16 EAST POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603606,OFFICERS GULCH POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603692,OFF GUL RP RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603610,SWEETWATER POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603615,SWEETWATER POND NO 7,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603605,MIN LAKE MIRROR LAKE,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602037,MIN FLOW BLUE RIVER 4 - SWAN RIVER TO DILLON,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603555,LOST LAKE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603543,GREEN MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603542,GOOSE PASTURE TARN,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603534,BOBO STRAIT RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602048,MIN FLOW BLUE RIVER 10 - SLATE CK TO GMR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602047,MIN FLOW BLUE RIVER 9 - BOULDER CK TO SLATE CK,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602046,MIN FLOW BLUE RIVER 8 - ROCK CK TO BOULDER CK,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602045,MIN FLOW BLUE RIVER 7 - ROCK CK TO WILLOW CK,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602044,MIN FLOW BLUE RIVER 6 - STRAIGHT CK TO WILLOW CK,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602043,MIN FLOW BLUE RIVER 5 - DILLON TO STRAIGHT CK,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602033,MIN FLOW SNAKE RIVER LOW - NORTH FORK TO DILLON,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3603569,UPPER BLACK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3602030,MIN FLOW BLUE RIVER 3 - SWAN RIVER UP TO POND,3603543,GREEN MOUNTAIN RESERVOIR,292.241
3601100,BLUE RIVER VALLEY RANCH RESERVOIR DIVERSION,3603543,GREEN MOUNTAIN RESERVOIR,292.241
