analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3603680,HOUSE POND 1,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603644,DUNHAM POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603651,FAUSEL POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603652,FAUSEL POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603655,BARBER POND,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603656,YOSUICHI RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603657,SANDERS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603673,COUNIHAN POND,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603678,SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603679,PUMP POND,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603672,LAKE LACY,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603683,WINEGARD POND 1,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603685,WINEGARD POND 3,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3602048,MIN FLOW BLUE RIVER 10 - SLATE CK TO GMR,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603686,WINEGARD POND 4,3603543,GREEN MOUNTAIN RESERVOIR,157.583
3603684,WINEGARD POND 2,3603543,GREEN MOUNTAIN RESERVOIR,157.583
4503683,SMITH UPPER SPRING POND,4500790,TALLMADGE AND GIBSON D,156.0
7200583,COTTONWOOD BRANCH PL,7200799,MORMON MESA DITCH,153.0
7203732,ARNOLD POND,7200799,MORMON MESA DITCH,153.0
7203951,BUCHER RESERVOIR,7200799,MORMON MESA DITCH,153.0
7203924,COTTONWOOD LAKES RES 2,7200799,MORMON MESA DITCH,153.0
7203570,BALD MTN RESERVOIR,7200799,MORMON MESA DITCH,153.0
7203929,JENSEN RESERVOIR,7200799,MORMON MESA DITCH,153.0
7204074,KRUH NO 1 RESERVOIR,7200799,MORMON MESA DITCH,153.0
7203928,FRED DECAMP RESERVOIR,7200799,MORMON MESA DITCH,153.0
7203923,COTTONWOOD LAKES RES 1,7200799,MORMON MESA DITCH,153.0
7203895,LOST LAKE RESERVOIR,7200831,PIONEER OF PLATEAU DITCH,151.0
7203953,CHARLESWORTH RESERVOIR,7200831,PIONEER OF PLATEAU DITCH,151.0
7203888,BULL BASIN NO 1 RES,7200831,PIONEER OF PLATEAU DITCH,151.0
7203954,DONA RESERVOIR,7200831,PIONEER OF PLATEAU DITCH,151.0
7203702,ELKINS RESERVOIR NO. 1,7200831,PIONEER OF PLATEAU DITCH,151.0
7203966,SCHORN RESERVOIR NO 02,7200831,PIONEER OF PLATEAU DITCH,151.0
7203967,SCHORN RESERVOIR NO 03,7200831,PIONEER OF PLATEAU DITCH,151.0
7203902,TWIN BASIN RESERVOIR,7200831,PIONEER OF PLATEAU DITCH,151.0
7203703,ELKINS RESERVOIR NO. 2,7200831,PIONEER OF PLATEAU DITCH,151.0
7204084,SCHORN NATURAL POND,7200831,PIONEER OF PLATEAU DITCH,151.0
7204083,SANDPIPER SPRING POND,7200831,PIONEER OF PLATEAU DITCH,151.0
7204086,SNIPE PONDS,7200831,PIONEER OF PLATEAU DITCH,151.0
3804301,HELL ROARING RESERVOIR NO. 2,3802114,MIN FLOW CRYSTAL R LOWER,147.0
3803797,HELL ROARING RESERVOIR NO. 1,3802114,MIN FLOW CRYSTAL R LOWER,147.0
3603669,EAGLES NEST GOLF COURSE NO12 POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603670,EAGLES NEST GOLF COURSE NO16 EAST POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603595,VALLEY OF THE BLUE RESERVOIR 1,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603594,MIN LAKE UPPER WHEELER,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603593,MIN LAKE SLATE LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603592,SHANE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3600796,SAUMS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603591,MIN LAKE SALMON LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603589,MIN LAKE MOHAWK  NO 7,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3600830,SUPPLY CANAL NO 1 CLINTON,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603588,MIN LAKE MOHAWK NO 6,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3600780,PLUNGER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603587,MIN LAKE MOHAWK NO 5,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603586,MIN LAKE MOHAWK NO 2,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3601044,BRECKENRIDGE SKI AREA PUMP PLANT & PIPELINE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603585,MIN LAKE LOWER WHEELER,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603584,MIN LAKE LOST LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3601058,VIDLER TUNNEL UNIT HDGT D,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3601085,COPPER MTN WEST LAKE PIPELINE 1,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603596,BILLS RANCH LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603668,EAGLES NEST GOLF COURSE NO 9 NORTH POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603574,MIN LAKE CLIFF LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603613,SWEETWATER POND NO 5,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603635,WYLER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603636,EAGLES NEST RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603638,UPPER SLATE LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603617,SWEETWATER POND NO 9,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603616,SWEETWATER POND NO 8,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3600687,KIRKWOOD DITCH,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603615,SWEETWATER POND NO 7,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603614,SWEETWATER POND NO 6,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3600734,MCKAY DITCH,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603612,SWEETWATER POND NO 4,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603599,SAWMILL RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603611,SWEETWATER POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603610,SWEETWATER POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603662,EAGLES NEST GOLF COURSE NO1 POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603606,OFFICERS GULCH POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603664,EAGLES NEST GOLF COURSE NO 4 SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603605,MIN LAKE MIRROR LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603665,EAGLES NEST GOLF COURSE NO4 NORTH POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603666,EAGLES NEST GOLF COURSE NO 7 POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603667,EAGLES NEST GOLF COURSE NO 9 SOUTH POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603692,OFF GUL RP RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603569,UPPER BLACK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3602033,MIN FLOW SNAKE RIVER LOW - NORTH FORK TO DILLON,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604684,BLUE RIVER DIVERSION PROJECT,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603542,GOOSE PASTURE TARN,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604683,CON-HOOSIER SYS BLUE RIVER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603555,LOST LAKE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603543,GREEN MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603625,LAKE ALVIN,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604512,DILLON RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604690,CON-HOOSIER SYS MCCULLOUGH DITCH,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3602030,MIN FLOW BLUE RIVER 3 - SWAN RIVER UP TO POND,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603570,CON-HOOSIER UPPER BLUE LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3601100,BLUE RIVER VALLEY RANCH RESERVOIR DIVERSION,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604696,CON-HOOSIER - DITCH CLAIM 2,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604699,CON-HOOSIER TUNNEL,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604687,CON-HOOSIER SYS CRYSTAL DITCH,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603534,BOBO STRAIT RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603565,REYNOLDS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603533,BLACK LAKE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3602037,MIN FLOW BLUE RIVER 4 - SWAN RIVER TO DILLON,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3604688,CON-HOOSIER SYS DITCH INTERCEPTED FLOWS,3603543,GREEN MOUNTAIN RESERVOIR,143.583
3603573,MIN LAKE BOULDER LAKE,3603543,GREEN MOUNTAIN RESERVOIR,143.583
7203577,BEER PARK RESERVOIR,7200818,PALMER DITCH,140.0
7200938,WILDCAT DITCH (BIG CR),7200818,PALMER DITCH,140.0
7200533,BERTHOLF LANHAM UPDIKE D,7200818,PALMER DITCH,140.0
7200609,EAST FORK FEEDER CANAL,7200818,PALMER DITCH,140.0
7203904,BIG CREEK RESERVOIR NO 1,7200818,PALMER DITCH,140.0
7203903,BEAVER LAKE RESERVOIR,7200818,PALMER DITCH,140.0
7200542,BONHAM BRANCH PIPELINE,7200818,PALMER DITCH,140.0
7203905,BIG CREEK RESERVOIR NO 3,7200818,PALMER DITCH,140.0
7200870,SILVER GAUGE DITCH,7200818,PALMER DITCH,140.0
7203906,BIG CREEK RESERVOIR NO 4,7200818,PALMER DITCH,140.0
7203907,BIG CREEK RESERVOIR NO 5,7200818,PALMER DITCH,140.0
7203913,MICHAELSEN NO 1 RES,7200818,PALMER DITCH,140.0
5109178,VILLAGE CORE POND DEPLETION REACH,5300584,SHOSHONE POWER PLANT,136.128
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,136.128
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,136.128
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,136.128
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,136.128
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,136.128
5103523,DAWSON GULCH SPRING POND,5300584,SHOSHONE POWER PLANT,136.128
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,136.128
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,136.128
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,136.128
3801073,WACO DITCH,3801073,WACO DITCH,131.75
7200746,LEON PARK FEEDER CANAL,7200540,BLACKMAN DUNLAP CLARK D,128.0
7203843,MONUMENT RESERVOIR NO 2,7200540,BLACKMAN DUNLAP CLARK D,128.0
4503575,BATTLEMENT NO 4 RES,4500514,BATTLEMENT DITCH,123.0
4503576,BATTLEMENT NO 5 RES,4500514,BATTLEMENT DITCH,123.0
4503574,BATTLEMENT NO 3 RES,4500514,BATTLEMENT DITCH,123.0
3703522,NOECKER RESERVOIR,3700535,CASTLE NO 2 DITCH,107.958
3802113,MIN FLOW HUNTER CR LOWTT,3802002,MIN FLOW HUNTER CR L AP,105.792
3804158,ZIFF POND,3802002,MIN FLOW HUNTER CR L AP,105.792
7204030,PHYLCON POND NO 2,7200933,WEST SIDE DITCH,104.0
7204029,PHYLCON POND NO 1,7200933,WEST SIDE DITCH,104.0
3904014,DODDS POND,3900646,RIFLE CREEK NO 1 DITCH,94.959
3903994,RAYMOND POND,3900646,RIFLE CREEK NO 1 DITCH,94.959
3904005,ZALESNY POND,3900646,RIFLE CREEK NO 1 DITCH,94.959
3903996,LEECH POND NO 1,3900646,RIFLE CREEK NO 1 DITCH,94.959
3903997,LEECH POND NO 2,3900646,RIFLE CREEK NO 1 DITCH,94.959
3903506,HARRIS RESERVOIR,3900646,RIFLE CREEK NO 1 DITCH,94.959
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,90.752
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,90.752
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,90.752
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,90.752
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,90.752
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,90.752
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,90.752
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,90.752
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,90.752
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,90.752
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,90.752
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,90.752
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,90.752
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,90.752
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,90.752
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,90.752
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,90.752
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,90.752
3703659,WATERFORD RANCH PD P8-2,5300584,SHOSHONE POWER PLANT,90.752
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,90.752
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,90.752
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,90.752
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,90.752
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,90.752
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,90.752
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,90.752
4503552,BEAVER DAM RESERVOIR,4500823,WILLIAMS DITCH NO 1,87.0
4500749,RODERICK DITCH,4500823,WILLIAMS DITCH NO 1,87.0
7201631,CINNAMON BEAR STR TANK D,7200784,MESA CREEK DITCH,85.0
7203875,MESA CREEK RES NO 5,7200784,MESA CREEK DITCH,85.0
7203868,GLACIER SPG RETAIN POND,7200784,MESA CREEK DITCH,85.0
7204087,SUNNYBROOK RES NO 1,7200784,MESA CREEK DITCH,85.0
7204091,VEST RESERVOIR NO 1,7200784,MESA CREEK DITCH,85.0
7203737,GEORGE POND,7200784,MESA CREEK DITCH,85.0
3801764,IND P TM DVR N YORK HGT1,3802049,MIN FLOW ROARING FORK 3,81.146
3803746,TAGERT LAKE,3802049,MIN FLOW ROARING FORK 3,81.146
3801763,IND P TM DVR TUNNEL NO 2,3802049,MIN FLOW ROARING FORK 3,81.146
4503689,TOLINI POND NO 1,4500790,TALLMADGE AND GIBSON D,78.0
4503714,TWIN POND,4500790,TALLMADGE AND GIBSON D,78.0
4500790,TALLMADGE AND GIBSON D,4500790,TALLMADGE AND GIBSON D,78.0
4503690,TOLINI POND NO 2,4500790,TALLMADGE AND GIBSON D,78.0
4503521,BALDY RESERVOIR,4500790,TALLMADGE AND GIBSON D,78.0
4503692,TOLINI POND NO 4,4500790,TALLMADGE AND GIBSON D,78.0
4503520,ROSE POND NO 10,4500790,TALLMADGE AND GIBSON D,78.0
3903551,DONLAN POND NO. 1,3900687,WARE AND HINDS DITCH,78.0
4500584,EAST DIVIDE CREEK DITCH,4500790,TALLMADGE AND GIBSON D,78.0
4503698,TOLINI POND NO 6,4500790,TALLMADGE AND GIBSON D,78.0
4503695,ALSBURY RESERVOIR,4500790,TALLMADGE AND GIBSON D,78.0
4503688,TOLINI POND NO 5,4500790,TALLMADGE AND GIBSON D,78.0
4503691,TOLINI POND NO 3,4500790,TALLMADGE AND GIBSON D,78.0
3603538,CATARACT LAKE,3600868,WESTLAKE DITCH,76.916
3603605,MIN LAKE MIRROR LAKE,3600868,WESTLAKE DITCH,76.916
3603575,CLINTON GULCH RESERVOIR,3604512,DILLON RESERVOIR,73.334
3803786,POLARIS RESERVOIR,3800569,C AND M DITCH,72.0
3803751,VON SPRINGS RESERVOIR 1,3800925,PARK DITCH,72.0
3800881,MOUNTAIN MEADOW DITCH,3800569,C AND M DITCH,72.0
3803722,CONSOLIDATED RESERVOIR,3800925,PARK DITCH,72.0
3804007,WATKINS POND NO 2,3801073,WACO DITCH,65.875
3804277,BEAR DANCE POND NO 1,3801073,WACO DITCH,65.875
3804008,WATKINS POND NO 3,3801073,WACO DITCH,65.875
3800924,PARADISE DITCH,3801073,WACO DITCH,65.875
3804364,DELISE AUGMENTATION POND,3801073,WACO DITCH,65.875
3800606,COLLINS CREEK DITCH,3801073,WACO DITCH,65.875
3804359,SANDERS POND,3801073,WACO DITCH,65.875
3803504,FLYING ELK POND NO 1,3801073,WACO DITCH,65.875
3803996,FOX POND,3801073,WACO DITCH,65.875
3804084,WATKINS POND NO 5,3801073,WACO DITCH,65.875
3803873,SIMONS PONDS NO 1 AND 2,3801073,WACO DITCH,65.875
3804378,UPPER BRAUN POND,3801073,WACO DITCH,65.875
3804083,WATKINS POND NO 4,3801073,WACO DITCH,65.875
3804085,WATKINS POND NO 6,3801073,WACO DITCH,65.875
3804323,THE RANCH @ W CR POND 7,3801073,WACO DITCH,65.875
3804317,THE RANCH @ W CR POND  1,3801073,WACO DITCH,65.875
3804379,LOWER BRAUN POND,3801073,WACO DITCH,65.875
3803821,ELAM POND NO 1 & NO 2,3801073,WACO DITCH,65.875
3804380,BARN POND,3801073,WACO DITCH,65.875
3801661,SALVATION DITCH VAGN EXT,3801073,WACO DITCH,65.875
3803676,PICNIC POND,3801073,WACO DITCH,65.875
3804006,WATKINS POND NO 1,3801073,WACO DITCH,65.875
5103596,RICHMOND POND,7200645,GRAND VALLEY CANAL,64.494
7200820,PARK CREEK DITCH (VEGA),7200540,BLACKMAN DUNLAP CLARK D,64.0
7200879,SOUTHSIDE CANAL,7200540,BLACKMAN DUNLAP CLARK D,64.0
7200506,ANDERSON FEEDER DITCH,7200540,BLACKMAN DUNLAP CLARK D,64.0
7203598,FLATTOP 4 RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,64.0
7203952,CADWELL RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,64.0
7200616,NEW ERIE CANAL,7200540,BLACKMAN DUNLAP CLARK D,64.0
7200703,HOOSIER DITCH,7200540,BLACKMAN DUNLAP CLARK D,64.0
7200730,KIGGINS SALISBURY DITCH,7200540,BLACKMAN DUNLAP CLARK D,64.0
7203679,STEEP CR RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,64.0
7203833,ANDERSON BROS RES NO 1,7200540,BLACKMAN DUNLAP CLARK D,64.0
7203844,VEGA RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,64.0
7203838,KIRKENDALL RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,64.0
7203837,KENDALL RESERVOIR,7200540,BLACKMAN DUNLAP CLARK D,64.0
3904010,M V POND NO 1,3900539,CORYELL DITCH,58.396
3904011,M V POND NO 2,3900539,CORYELL DITCH,58.396
3903571,CONNELLY RESERVOIR,3900539,CORYELL DITCH,58.396
3903572,FIVE MILE L AKE,3900539,CORYELL DITCH,58.396
3903949,SAMPLE RESERVOIR NO 1,3900539,CORYELL DITCH,58.396
3903921,BRUNGS PONDS,3900539,CORYELL DITCH,58.396
3900540,CORYELL JOINT STOCK IRRI,3900539,CORYELL DITCH,58.396
3903950,SAMPLE RESERVOIR NO 2,3900539,CORYELL DITCH,58.396
3900638,PIERSON AND HARRIS DITCH,3900539,CORYELL DITCH,58.396
5102115,MIN FLOW WILLOW CREEK CABIN CK - BLM,7200645,GRAND VALLEY CANAL,57.328
3903594,AARON'S WATER HOLE,3903508,RIFLE GAP RESERVOIR,56.667
3903540,ANDERSON POND NO 1,3903508,RIFLE GAP RESERVOIR,56.667
3903595,AARON'S FISH POND,3903508,RIFLE GAP RESERVOIR,56.667
3903596,AARON'S LOWER POND,3903508,RIFLE GAP RESERVOIR,56.667
3903994,RAYMOND POND,3903508,RIFLE GAP RESERVOIR,56.667
3903996,LEECH POND NO 1,3903508,RIFLE GAP RESERVOIR,56.667
3903997,LEECH POND NO 2,3903508,RIFLE GAP RESERVOIR,56.667
3903552,SHOP CREEK POND,3903508,RIFLE GAP RESERVOIR,56.667
