analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,1164.203
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,823.955
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,523.371
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,523.371
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,523.371
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,523.371
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,513.705
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,513.705
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,504.039
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,348.914
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,348.914
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,348.914
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,348.914
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,348.914
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,348.914
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5103552,GRAND ELK POND A,5300584,SHOSHONE POWER PLANT,348.914
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
3703689,CORNWELL POND NO 1,5300584,SHOSHONE POWER PLANT,348.914
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,348.914
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,348.914
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,348.914
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,348.914
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,348.914
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,348.914
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,348.914
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,348.914
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,348.914
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,348.914
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,348.914
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,348.914
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,348.914
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,348.914
