analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,964.331
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,656.665
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,528.999
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,528.999
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,528.999
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,483.999
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,483.999
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,438.999
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,352.666
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,352.666
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,352.666
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,352.666
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,352.666
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,352.666
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,352.666
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,352.666
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,352.666
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,352.666
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,352.666
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,352.666
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,352.666
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
3600671,INDEPENDENT BLUE DITCH,5300584,SHOSHONE POWER PLANT,307.666
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,307.666
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,307.666
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,307.666
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,307.666
3600649,HAMILTON DAVIDSON DITCH,5300584,SHOSHONE POWER PLANT,262.666
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,262.666
5203949,ROCK GAP DAM,5300584,SHOSHONE POWER PLANT,176.333
3703748,COLLETT POND NO 1,5300584,SHOSHONE POWER PLANT,176.333
3703747,WILSON POND NO 4,5300584,SHOSHONE POWER PLANT,176.333
3703746,WILSON POND NO 3,5300584,SHOSHONE POWER PLANT,176.333
3703735,MCHATTON POND,5300584,SHOSHONE POWER PLANT,176.333
3703745,WILSON POND NO 2,5300584,SHOSHONE POWER PLANT,176.333
3703744,WILSON POND NO 1,5300584,SHOSHONE POWER PLANT,176.333
3703736,GOLF COURSE POND NO 1,5300584,SHOSHONE POWER PLANT,176.333
3703743,JONES CASTLE CREEK POND,5300584,SHOSHONE POWER PLANT,176.333
5203962,OLSEN RESERVOIR NO 3,5300584,SHOSHONE POWER PLANT,176.333
3703731,MIRANDA POND,5300584,SHOSHONE POWER PLANT,176.333
3703732,DRY LAKE,5300584,SHOSHONE POWER PLANT,176.333
3703742,PANDO POND,5300584,SHOSHONE POWER PLANT,176.333
5203960,OLSEN RESERVOIR NO 1.5,5300584,SHOSHONE POWER PLANT,176.333
5203961,OLSEN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,176.333
5203959,OLSEN RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,176.333
5304057,WILBURS POND,5300584,SHOSHONE POWER PLANT,176.333
3703751,PILGRIM RANCH POND NO 1,5300584,SHOSHONE POWER PLANT,176.333
3703802,RED CANYON ESTATES POND NO. 7,5300584,SHOSHONE POWER PLANT,176.333
3703803,RED CANYON ESTATES POND NO. 8,5300584,SHOSHONE POWER PLANT,176.333
3703804,RED CANYON ESTATES POND NO. 9,5300584,SHOSHONE POWER PLANT,176.333
5104054,ECKER POND,5300584,SHOSHONE POWER PLANT,176.333
3703805,RED CANYON ESTATES POND NO. 10,5300584,SHOSHONE POWER PLANT,176.333
3703807,RED CANYON ESTATES POND NO. 12,5300584,SHOSHONE POWER PLANT,176.333
5104053,OURAY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,176.333
3703808,RED CANYON ESTATES POND NO. 13,5300584,SHOSHONE POWER PLANT,176.333
3703809,RED CANYON ESTATES POND NO. 14,5300584,SHOSHONE POWER PLANT,176.333
5104052,OURAY RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,176.333
3703811,BEAR GUL RES,5300584,SHOSHONE POWER PLANT,176.333
3703813,BIG PARKS RESERVOIR,5300584,SHOSHONE POWER PLANT,176.333
5104051,SUN VALLEY RESERVOIR,5300584,SHOSHONE POWER PLANT,176.333
3703816,BORAH LAKE,5300584,SHOSHONE POWER PLANT,176.333
5104049,NORGREN RESERVOIR,5300584,SHOSHONE POWER PLANT,176.333
3703817,BOWN RESERVOIR,5300584,SHOSHONE POWER PLANT,176.333
3703818,BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,176.333
5104048,NIELSEN RESERVOIR,5300584,SHOSHONE POWER PLANT,176.333
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,176.333
3703801,RED CANYON ESTATES POND NO. 6,5300584,SHOSHONE POWER PLANT,176.333
3703753,PILGRIM RANCH POND NO 3,5300584,SHOSHONE POWER PLANT,176.333
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,176.333
3703754,PILGRIM RANCH POND NO 4,5300584,SHOSHONE POWER PLANT,176.333
5203939,HURT RESERVOIR,5300584,SHOSHONE POWER PLANT,176.333
