analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,1418.669
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,1013.335
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,608.001
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,608.001
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,608.001
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,608.001
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,608.001
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,608.001
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,405.334
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,405.334
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,405.334
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,405.334
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,405.334
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,405.334
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,405.334
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,405.334
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,405.334
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,405.334
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,405.334
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,405.334
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,405.334
3600671,INDEPENDENT BLUE DITCH,5300584,SHOSHONE POWER PLANT,405.334
3600649,HAMILTON DAVIDSON DITCH,5300584,SHOSHONE POWER PLANT,405.334
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,405.334
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,405.334
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,405.334
5204018,UNCAPHER SPR RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5104052,OURAY RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,202.667
5203990,COX RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5203994,EDWARDS RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5300595,GRIMES BROOKS R INTAKE D,5300584,SHOSHONE POWER PLANT,202.667
5104051,SUN VALLEY RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5104049,NORGREN RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5203996,FILBUR RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5300594,GRIMES BROOKS FDR2 D HG2,5300584,SHOSHONE POWER PLANT,202.667
5204000,MONIGFLAT RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5104048,NIELSEN RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT,202.667
5204014,TWINPINE RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204002,NELKREPI24 RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204003,PEYTON RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204005,PINJNRPI20 RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204006,REED RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204008,SOUTHFORK RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5203982,MARMA LAKE,5300584,SHOSHONE POWER PLANT,202.667
5204012,STEINRPI22 RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204013,TRIANGLE RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204020,WASPRE PI21 RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5204019,WALTER RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5203937,CHRISTENSEN DAM,5300584,SHOSHONE POWER PLANT,202.667
5203973,PINEY PEAK POND NO 3,5300584,SHOSHONE POWER PLANT,202.667
5203978,HARTMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5203975,PINEY PEAK POND NO 5,5300584,SHOSHONE POWER PLANT,202.667
5203936,CASTLE RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5200662,BEST DITCH,5300584,SHOSHONE POWER PLANT,202.667
5200632,SCHLEGAL DITCH (ALKALI),5300584,SHOSHONE POWER PLANT,202.667
5104655,MOFFAT WATER TUNNEL,5300584,SHOSHONE POWER PLANT,202.667
5104062,KESSLER RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,202.667
5203948,PRICE RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5300662,KEEP DITCH,5300584,SHOSHONE POWER PLANT,202.667
5203949,ROCK GAP DAM,5300584,SHOSHONE POWER PLANT,202.667
5203959,OLSEN RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,202.667
5203960,OLSEN RESERVOIR NO 1.5,5300584,SHOSHONE POWER PLANT,202.667
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,202.667
5203961,OLSEN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,202.667
5203962,OLSEN RESERVOIR NO 3,5300584,SHOSHONE POWER PLANT,202.667
5203963,OLSEN RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,202.667
5104054,ECKER POND,5300584,SHOSHONE POWER PLANT,202.667
5203964,OLSEN RESERVOIR NO 5,5300584,SHOSHONE POWER PLANT,202.667
5104053,OURAY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,202.667
5203967,GORE CANYON RANCH LAKE 1,5300584,SHOSHONE POWER PLANT,202.667
5203971,PINEY PEAK POND NO 1,5300584,SHOSHONE POWER PLANT,202.667
5203972,PINEY PEAK POND NO 2,5300584,SHOSHONE POWER PLANT,202.667
5203939,HURT RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
5203974,PINEY PEAK POND NO 4,5300584,SHOSHONE POWER PLANT,202.667
5300621,HIGHWATER DITCH,5300584,SHOSHONE POWER PLANT,202.667
3600645,GUTHRIE THOMAS DITCH,5300584,SHOSHONE POWER PLANT,202.667
5300704,MIDDLE DERBY DITCH,5300584,SHOSHONE POWER PLANT,202.667
3704643,HOMESTAKE PROJ CONDUIT,5300584,SHOSHONE POWER PLANT,202.667
3703990,RED CANYON POND 15 (A),5300584,SHOSHONE POWER PLANT,202.667
3703991,RED CANYON POND 15 (B),5300584,SHOSHONE POWER PLANT,202.667
3703992,RED CANYON POND 15C,5300584,SHOSHONE POWER PLANT,202.667
3704093,JONES CASTLE CREEK POND NO. 2,5300584,SHOSHONE POWER PLANT,202.667
3704516,HOMESTAKE PROJ RESERVOIR,5300584,SHOSHONE POWER PLANT,202.667
3704614,HOMESTAKE PROJ TUNNEL,5300584,SHOSHONE POWER PLANT,202.667
3704648,WARREN E WURTS DITCH,5300584,SHOSHONE POWER PLANT,202.667
5304015,HERRES POND,5300584,SHOSHONE POWER PLANT,202.667
5304026,TROUTVILLE POND NO 4,5300584,SHOSHONE POWER PLANT,202.667
5304025,TROUTVILLE POND NO 3,5300584,SHOSHONE POWER PLANT,202.667
5304024,TROUTVILLE POND NO 2,5300584,SHOSHONE POWER PLANT,202.667
5304023,TROUTVILLE POND NO 1,5300584,SHOSHONE POWER PLANT,202.667
5304020,MACKINAW LAKE RES NO 2,5300584,SHOSHONE POWER PLANT,202.667
5304019,LYLE FISH POND NO 1,5300584,SHOSHONE POWER PLANT,202.667
