analysisWdid,analysisStructure,priorityWdid,priorityStructure,sum_wtd_count
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,1309.0
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,1090.0
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,657.0
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,657.0
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,656.0
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,656.0
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,655.0
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,438.0
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,438.0
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,438.0
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,438.0
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,438.0
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,438.0
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,438.0
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,438.0
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,438.0
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,438.0
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,438.0
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,437.0
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,437.0
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,437.0
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,437.0
