,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,priorityWdid,priorityStructure
2343,1999-01-04T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT
2365,1999-04-12T00:00:00.0000000,3703524,SYLVAN LAKE,66.7,5300584,SHOSHONE POWER PLANT
2367,1999-04-13T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2368,1999-04-14T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2369,1999-04-15T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2370,1999-04-16T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2371,1999-04-17T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2372,1999-04-18T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2373,1999-04-19T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2374,1999-04-20T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2375,1999-04-21T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT
2376,1999-01-01T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2377,1999-01-02T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2378,1999-01-03T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2379,1999-01-04T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,33.3,5300584,SHOSHONE POWER PLANT
2401,1999-04-12T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,66.7,5300584,SHOSHONE POWER PLANT
2403,1999-04-13T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2404,1999-04-14T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2405,1999-04-15T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2406,1999-04-16T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2407,1999-04-17T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2408,1999-04-18T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2409,1999-04-19T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2410,1999-04-20T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100.0,5300584,SHOSHONE POWER PLANT
2411,1999-04-21T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,33.3,5300584,SHOSHONE POWER PLANT
2412,1999-01-01T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2413,1999-01-02T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2414,1999-01-03T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2415,1999-01-04T00:00:00.0000000,5103683,MARIETTA RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
2437,1999-04-12T00:00:00.0000000,5103683,MARIETTA RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
2439,1999-04-13T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2440,1999-04-14T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2441,1999-04-15T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2442,1999-04-16T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2443,1999-04-17T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2444,1999-04-18T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2445,1999-04-19T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2446,1999-04-20T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2447,1999-04-21T00:00:00.0000000,5103683,MARIETTA RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
2448,1999-01-01T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2449,1999-01-02T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2450,1999-01-03T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2451,1999-01-04T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
2473,1999-04-12T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
2475,1999-04-13T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2476,1999-04-14T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2477,1999-04-15T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2478,1999-04-16T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2479,1999-04-17T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2480,1999-04-18T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2481,1999-04-19T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2482,1999-04-20T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
2483,1999-04-21T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
2484,1999-01-01T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2485,1999-01-02T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2486,1999-01-03T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2487,1999-01-04T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,33.3,5300584,SHOSHONE POWER PLANT
2509,1999-04-12T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,66.7,5300584,SHOSHONE POWER PLANT
2511,1999-04-13T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2512,1999-04-14T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2513,1999-04-15T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2514,1999-04-16T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2515,1999-04-17T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2516,1999-04-18T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2517,1999-04-19T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2518,1999-04-20T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100.0,5300584,SHOSHONE POWER PLANT
2519,1999-04-21T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,33.3,5300584,SHOSHONE POWER PLANT
2520,1999-01-01T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2521,1999-01-02T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2522,1999-01-03T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2523,1999-01-04T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,33.3,5300584,SHOSHONE POWER PLANT
2545,1999-04-12T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,66.7,5300584,SHOSHONE POWER PLANT
2547,1999-04-13T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2548,1999-04-14T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2549,1999-04-15T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2550,1999-04-16T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2551,1999-04-17T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2552,1999-04-18T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2553,1999-04-19T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2554,1999-04-20T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2555,1999-04-21T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,33.3,5300584,SHOSHONE POWER PLANT
2556,1999-01-01T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2557,1999-01-02T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2558,1999-01-03T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2559,1999-01-04T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,33.3,5300584,SHOSHONE POWER PLANT
2581,1999-04-12T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,66.7,5300584,SHOSHONE POWER PLANT
2583,1999-04-13T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2584,1999-04-14T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2585,1999-04-15T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2586,1999-04-16T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2587,1999-04-17T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2588,1999-04-18T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2589,1999-04-19T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2590,1999-04-20T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100.0,5300584,SHOSHONE POWER PLANT
2591,1999-04-21T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,33.3,5300584,SHOSHONE POWER PLANT
2592,1999-01-01T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2593,1999-01-02T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2594,1999-01-03T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2595,1999-01-04T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,33.3,5300584,SHOSHONE POWER PLANT
2617,1999-04-12T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,66.7,5300584,SHOSHONE POWER PLANT
2619,1999-04-13T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2620,1999-04-14T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2621,1999-04-15T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2622,1999-04-16T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2623,1999-04-17T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2624,1999-04-18T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2625,1999-04-19T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2626,1999-04-20T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100.0,5300584,SHOSHONE POWER PLANT
2627,1999-04-21T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,33.3,5300584,SHOSHONE POWER PLANT
2628,1999-01-01T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2629,1999-01-02T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2630,1999-01-03T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2631,1999-01-04T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,33.3,5300584,SHOSHONE POWER PLANT
2653,1999-04-12T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,66.7,5300584,SHOSHONE POWER PLANT
2655,1999-04-13T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2656,1999-04-14T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2657,1999-04-15T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2658,1999-04-16T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2659,1999-04-17T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2660,1999-04-18T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2661,1999-04-19T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2662,1999-04-20T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100.0,5300584,SHOSHONE POWER PLANT
2663,1999-04-21T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,33.3,5300584,SHOSHONE POWER PLANT
2664,1999-01-01T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2665,1999-01-02T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2666,1999-01-03T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2667,1999-01-04T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,33.3,5300584,SHOSHONE POWER PLANT
2689,1999-04-12T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,66.7,5300584,SHOSHONE POWER PLANT
2691,1999-04-13T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2692,1999-04-14T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2693,1999-04-15T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2694,1999-04-16T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2695,1999-04-17T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2696,1999-04-18T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2697,1999-04-19T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2698,1999-04-20T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100.0,5300584,SHOSHONE POWER PLANT
2699,1999-04-21T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,33.3,5300584,SHOSHONE POWER PLANT
2700,1999-01-01T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2701,1999-01-02T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2702,1999-01-03T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2703,1999-01-04T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,33.3,5300584,SHOSHONE POWER PLANT
2725,1999-04-12T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,66.7,5300584,SHOSHONE POWER PLANT
2727,1999-04-13T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2728,1999-04-14T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2729,1999-04-15T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2730,1999-04-16T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2731,1999-04-17T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2732,1999-04-18T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2733,1999-04-19T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2734,1999-04-20T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100.0,5300584,SHOSHONE POWER PLANT
2735,1999-04-21T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,33.3,5300584,SHOSHONE POWER PLANT
2736,1999-01-01T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2737,1999-01-02T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2738,1999-01-03T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2739,1999-01-04T00:00:00.0000000,3700560,CREAMERY DITCH,33.3,5300584,SHOSHONE POWER PLANT
2761,1999-04-12T00:00:00.0000000,3700560,CREAMERY DITCH,66.7,5300584,SHOSHONE POWER PLANT
2763,1999-04-13T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2764,1999-04-14T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2765,1999-04-15T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2766,1999-04-16T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2767,1999-04-17T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2768,1999-04-18T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2769,1999-04-19T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2770,1999-04-20T00:00:00.0000000,3700560,CREAMERY DITCH,100.0,5300584,SHOSHONE POWER PLANT
2771,1999-04-21T00:00:00.0000000,3700560,CREAMERY DITCH,33.3,5300584,SHOSHONE POWER PLANT
2772,1999-01-01T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2773,1999-01-02T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2774,1999-01-03T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2775,1999-01-04T00:00:00.0000000,3700658,HOWARD DITCH,33.3,5300584,SHOSHONE POWER PLANT
2797,1999-04-12T00:00:00.0000000,3700658,HOWARD DITCH,66.7,5300584,SHOSHONE POWER PLANT
2799,1999-04-13T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2800,1999-04-14T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2801,1999-04-15T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2802,1999-04-16T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2803,1999-04-17T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2804,1999-04-18T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2805,1999-04-19T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2806,1999-04-20T00:00:00.0000000,3700658,HOWARD DITCH,100.0,5300584,SHOSHONE POWER PLANT
2807,1999-04-21T00:00:00.0000000,3700658,HOWARD DITCH,33.3,5300584,SHOSHONE POWER PLANT
2808,1999-01-01T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2809,1999-01-02T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2810,1999-01-03T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2811,1999-01-04T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT
2833,1999-04-12T00:00:00.0000000,3703524,SYLVAN LAKE,66.7,5300584,SHOSHONE POWER PLANT
2835,1999-04-13T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2836,1999-04-14T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2837,1999-04-15T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2838,1999-04-16T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2839,1999-04-17T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2840,1999-04-18T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2841,1999-04-19T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2842,1999-04-20T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2843,1999-04-21T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT
2844,1999-01-01T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2845,1999-01-02T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2846,1999-01-03T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2847,1999-01-04T00:00:00.0000000,3700848,WARREN DITCH,33.3,5300584,SHOSHONE POWER PLANT
2869,1999-04-12T00:00:00.0000000,3700848,WARREN DITCH,66.7,5300584,SHOSHONE POWER PLANT
2871,1999-04-13T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2872,1999-04-14T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2873,1999-04-15T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2874,1999-04-16T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2875,1999-04-17T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2876,1999-04-18T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2877,1999-04-19T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2878,1999-04-20T00:00:00.0000000,3700848,WARREN DITCH,100.0,5300584,SHOSHONE POWER PLANT
2879,1999-04-21T00:00:00.0000000,3700848,WARREN DITCH,33.3,5300584,SHOSHONE POWER PLANT
2880,1999-01-01T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2881,1999-01-02T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
2882,1999-01-03T00:00:00.0000000,3703524,SYLVAN LAKE,100.0,5300584,SHOSHONE POWER PLANT
