,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,priorityWdid,priorityStructure
8200,2011-06-01T00:00:00.0000000,3703591,WILKINSON RESERVOIR,33.3,3700561,DAGGETT AND PARKER DITCH
8201,2011-06-02T00:00:00.0000000,3703591,WILKINSON RESERVOIR,100.0,3700720,MUCKEY DITCH
8202,2011-06-03T00:00:00.0000000,3703591,WILKINSON RESERVOIR,100.0,3700720,MUCKEY DITCH
8203,2011-06-04T00:00:00.0000000,3703591,WILKINSON RESERVOIR,33.3,3700720,MUCKEY DITCH
8204,2011-06-04T00:00:00.0000000,3703591,WILKINSON RESERVOIR,66.7,3700622,GYPSUM GRAV SYS TOWN OF
8205,2011-06-05T00:00:00.0000000,3703591,WILKINSON RESERVOIR,33.3,3700622,GYPSUM GRAV SYS TOWN OF
8206,2011-06-05T00:00:00.0000000,3703591,WILKINSON RESERVOIR,66.7,3700823,STRATTON AND CO DITCH
8207,2011-06-06T00:00:00.0000000,3703591,WILKINSON RESERVOIR,33.3,3700823,STRATTON AND CO DITCH
8208,2011-08-23T00:00:00.0000000,3803848,METCALF POND,66.7,3800616,CRAMER DITCH
8209,2011-08-24T00:00:00.0000000,3803848,METCALF POND,100.0,3800616,CRAMER DITCH
8210,2011-08-25T00:00:00.0000000,3803848,METCALF POND,100.0,3800616,CRAMER DITCH
8211,2011-08-26T00:00:00.0000000,3803848,METCALF POND,100.0,3800616,CRAMER DITCH
8212,2011-08-27T00:00:00.0000000,3803848,METCALF POND,100.0,3800616,CRAMER DITCH
8213,2011-08-28T00:00:00.0000000,3803848,METCALF POND,100.0,3800616,CRAMER DITCH
8214,2011-08-29T00:00:00.0000000,3803848,METCALF POND,33.3,3800616,CRAMER DITCH
8276,2011-05-13T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,66.7,3603543,GREEN MOUNTAIN RESERVOIR
8277,2011-05-14T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8278,2011-05-15T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8279,2011-05-16T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8280,2011-05-17T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8281,2011-05-18T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8282,2011-05-19T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8283,2011-05-20T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8284,2011-05-21T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8285,2011-05-22T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8286,2011-05-23T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8287,2011-05-24T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8288,2011-05-25T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8289,2011-05-26T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8290,2011-05-27T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8291,2011-05-28T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8292,2011-05-29T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8293,2011-05-30T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8294,2011-05-31T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8295,2011-06-01T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8296,2011-06-02T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8297,2011-06-03T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8298,2011-06-04T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8299,2011-06-05T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8300,2011-06-06T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8301,2011-06-07T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8302,2011-06-08T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8303,2011-06-09T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,33.3,3603543,GREEN MOUNTAIN RESERVOIR
8304,2011-06-09T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,66.7,3603543,GREEN MOUNTAIN RESERVOIR
8305,2011-06-10T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8306,2011-06-11T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8307,2011-06-12T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8308,2011-06-13T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,100.0,3603543,GREEN MOUNTAIN RESERVOIR
8309,2011-06-14T00:00:00.0000000,3603575,CLINTON GULCH RESERVOIR,33.3,3603543,GREEN MOUNTAIN RESERVOIR
8315,2011-01-01T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8316,2011-01-02T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8317,2011-01-03T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8318,2011-01-04T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8319,2011-01-05T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8320,2011-01-06T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8321,2011-01-07T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8322,2011-01-08T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8323,2011-01-09T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8324,2011-01-10T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8325,2011-01-11T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8326,2011-01-12T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8327,2011-01-13T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8328,2011-01-14T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8329,2011-01-15T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8330,2011-01-16T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8331,2011-01-17T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8332,2011-01-18T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8333,2011-01-19T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8334,2011-01-20T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8335,2011-01-21T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8336,2011-01-22T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8337,2011-01-23T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8338,2011-01-24T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8339,2011-01-25T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8340,2011-01-26T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8341,2011-01-27T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8342,2011-01-28T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8343,2011-01-29T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8344,2011-01-30T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8345,2011-01-31T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8346,2011-02-01T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8347,2011-02-02T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8348,2011-02-03T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8349,2011-02-04T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8350,2011-02-05T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8351,2011-02-06T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8352,2011-02-07T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8353,2011-02-08T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8354,2011-02-09T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8355,2011-02-10T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8356,2011-02-11T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8357,2011-02-12T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8358,2011-02-13T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8359,2011-02-14T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8360,2011-02-15T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8361,2011-02-16T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8362,2011-02-17T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8363,2011-02-18T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8364,2011-02-19T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8365,2011-02-20T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8366,2011-02-21T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8367,2011-02-22T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8368,2011-02-23T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8369,2011-02-24T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8370,2011-02-25T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8371,2011-02-26T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8372,2011-02-27T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8373,2011-02-28T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8374,2011-03-01T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8375,2011-03-02T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8376,2011-03-03T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8377,2011-03-04T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8378,2011-03-05T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8379,2011-03-06T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8380,2011-03-07T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8381,2011-03-08T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8382,2011-03-09T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8383,2011-03-10T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8384,2011-03-11T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8385,2011-03-12T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8386,2011-03-13T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8387,2011-03-14T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8388,2011-03-15T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8389,2011-03-16T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8390,2011-03-17T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8391,2011-03-18T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8392,2011-03-19T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8393,2011-03-20T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8394,2011-03-21T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8395,2011-03-22T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8396,2011-03-23T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8397,2011-03-24T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8398,2011-03-25T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8399,2011-03-26T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8400,2011-03-27T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8401,2011-03-28T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8402,2011-03-29T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8403,2011-03-30T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8404,2011-03-31T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8405,2011-04-01T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8406,2011-04-02T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8407,2011-04-03T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8408,2011-04-04T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8409,2011-04-05T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8410,2011-04-06T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8411,2011-04-07T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8412,2011-04-08T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8413,2011-04-09T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8414,2011-04-10T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8415,2011-04-11T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8416,2011-04-12T00:00:00.0000000,3903954,THOMAS RESERVOIR,33.3,3900661,SAINT NO 2 DITCH
8417,2011-04-13T00:00:00.0000000,3903954,THOMAS RESERVOIR,66.7,3900661,SAINT NO 2 DITCH
8418,2011-04-14T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8419,2011-04-15T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8420,2011-04-16T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8421,2011-04-17T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8422,2011-04-18T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8423,2011-04-19T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8424,2011-04-20T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8425,2011-04-21T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8426,2011-04-22T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8427,2011-04-23T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8428,2011-04-24T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8429,2011-04-25T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8430,2011-04-26T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8431,2011-04-27T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8432,2011-04-28T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8433,2011-04-29T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8434,2011-04-30T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8435,2011-05-01T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8436,2011-05-02T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8437,2011-05-03T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8438,2011-05-04T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8439,2011-05-05T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8440,2011-05-06T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8441,2011-05-07T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8442,2011-05-08T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8443,2011-05-09T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8444,2011-05-10T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8445,2011-05-11T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8446,2011-05-12T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8447,2011-05-13T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8448,2011-05-14T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8449,2011-05-15T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8450,2011-05-16T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8451,2011-05-17T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8452,2011-05-18T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8453,2011-05-19T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8454,2011-05-20T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8455,2011-05-21T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8456,2011-05-22T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8457,2011-05-23T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8458,2011-05-24T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8459,2011-05-25T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8460,2011-05-26T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8461,2011-05-27T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8462,2011-05-28T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8463,2011-05-29T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8464,2011-05-30T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8465,2011-05-31T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8466,2011-06-01T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8467,2011-06-02T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8468,2011-06-03T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8469,2011-06-04T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8470,2011-06-05T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8471,2011-06-06T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8472,2011-06-07T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8473,2011-06-08T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8474,2011-06-09T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8475,2011-06-10T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8476,2011-06-11T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8477,2011-06-12T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8478,2011-06-13T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8479,2011-06-14T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8480,2011-06-15T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8481,2011-06-16T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8482,2011-06-17T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8483,2011-06-18T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8484,2011-06-19T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8485,2011-06-20T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8486,2011-06-21T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8487,2011-06-22T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8488,2011-06-23T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8489,2011-06-24T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8490,2011-06-25T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8491,2011-06-26T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8492,2011-06-27T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8493,2011-06-28T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8494,2011-06-29T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8495,2011-06-30T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
8496,2011-07-01T00:00:00.0000000,3903954,THOMAS RESERVOIR,100.0,3900661,SAINT NO 2 DITCH
