wdid,structureName,structureType,waterSource,streamMile,division,waterDistrict,subdistrict,county,designatedBasinName,managementDistrictName,latdecdeg,longdecdeg
3600728,MAT NO 1 DITCH,DITCH,BLACK CREEK,2.37,5,36,,SUMMIT,,,39.827779,-106.25637
3600729,MAT NO 2 DITCH,DITCH,BLACK CREEK,2.53,5,36,,SUMMIT,,,39.826886,-106.254811
3600730,MAY DITCH,DITCH,BOULDER CREEK,2.1,5,36,,SUMMIT,,,39.732476,-106.16727
3600731,SOUTH WATER RAISE INTERCEPTOR DITCH,DITCH,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.36787,-106.167259
3600732,MCDILL DITCH,DITCH,BLUE RIVER,64.54,5,36,,SUMMIT,,,39.381359,-106.05881
3600733,MCDONALD DITCH,DITCH,BLACK CREEK,0.98,5,36,,SUMMIT,,,39.844633,-106.255018
3600734,MCKAY DITCH,DITCH,BLUE RIVER,40.18,5,36,,SUMMIT,,,39.671486,-106.089539
3600735,MCGEORGE DITCH,DITCH,HOOSIER CREEK,,5,36,,SUMMIT,,,,
3600736,MEADOW CREEK DITCH,DITCH,MEADOW CREEK,3.25,5,36,,SUMMIT,,,39.593281,-106.117249
3600737,MEADOW CREEK DITCH,DITCH,MEADOW CREEK,2.66,5,36,,SUMMIT,,,39.589605,-106.107982
3600738,MEADOW DILLON DITCH,DITCH,MEADOW CREEK,3.48,5,36,,SUMMIT,,,39.604181,-106.121993
3600739,MEXICAN CREEK DITCH,DITCH,SNAKE RIVER,4.5,5,36,,SUMMIT,,,39.60576,-105.983256
3600740,MEXICAN CREEK DITCH,DITCH,SNAKE RIVER,4.66,5,36,,SUMMIT,,,39.600042,-105.980528
3600741,MIDDLE BARTON NO 1 DITCH,DITCH,MIDDLE BARTON CREEK,1.77,5,36,,SUMMIT,,,39.513845,-106.08186
3600742,MIDDLE BARTON NO 2 DITCH,DITCH,MIDDLE BARTON CREEK,1.34,5,36,,SUMMIT,,,39.515152,-106.074005
3600743,MILLER NO 1 DITCH,DITCH,MILLER GULCH,0.17,5,36,,SUMMIT,,,39.810939,-106.172148
3600744,MILLER DITCH,DITCH,MILLER GULCH,0.79,5,36,,SUMMIT,,,39.819307,-106.169603
3600745,MILLER DITCH,DITCH,BLACK CREEK,0.77,5,36,,SUMMIT,,,39.847468,-106.255268
3600746,MILLER NO 2 DITCH,DITCH,BLACK CREEK,0.73,5,36,,SUMMIT,,,39.848083,-106.255045
3600747,MILL POWER DITCH,POWER PLANT,SWAN RIVER,,5,36,,SUMMIT,,,,
3600748,MILL SUPPLY DITCH,DITCH,SWAN RIVER,,5,36,,SUMMIT,,,,
3600749,MINIE DITCH,DITCH,BLUE RIVER,27.63,5,36,,SUMMIT,,,39.807158,-106.168252
3600750,MINNIEHAHA PIPELINE,PIPELINE,SNAKE RIVER,12.76,5,36,,SUMMIT,,,39.57487,-105.882493
3600751,MOLYBDENUM PIPELINE,PIPELINE,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.373389,-106.174377
3600752,MONTEZUMA TOWN PIPELINE,PIPELINE,SNAKE RIVER,12.87,5,36,,SUMMIT,,,39.581287,-105.863209
3600753,MURPHY DITCH,DITCH,SLATE CREEK,1.17,5,36,,SUMMIT,,,39.777708,-106.178933
3600754,MYERS DITCH,DITCH,SNAKE RIVER,7.21,5,36,,SUMMIT,,,39.611344,-105.937734
3600755,MYRTLE PIPELINE,PIPELINE,TENMILE CREEK,6.79,5,36,,SUMMIT,,,39.552834,-106.133312
3600756,NEW DAWN DITCH,DITCH,SWAN RIVER,7.31,5,36,,SUMMIT,,,39.504297,-105.934765
3600757,NOGGLE DITCH,DITCH,SNAKE RIVER,0.28,5,36,,SUMMIT,,,39.625767,-106.046492
3600758,NOONEN DITCH,DITCH,BEAVER CREEK,1.45,5,36,,GRAND,,,39.989208,-106.396081
3600759,NORTH ACORN DITCH HDG 1,DITCH,ACORN CREEK,1.85,5,36,,SUMMIT,,,39.774518,-106.113907
3600760,NORTH TENMILE DITCH,DITCH,NORTH TENMILE CREEK,0.56,5,36,,SUMMIT,,,39.574907,-106.121874
3600761,N P TREMBLAY DITCH,DITCH,SLATE CREEK,0.57,5,36,,SUMMIT,,,39.782252,-106.171182
3600762,OLD HOUSE DITCH,DITCH,OTTER CREEK,0,5,36,,GRAND,,,39.846955,-106.145828
3600763,OLD WHETSTONE SHEEP CREEK DITCH,DITCH,SHEEP CREEK,0.29,5,36,,SUMMIT,,,39.700906,-106.114064
3600764,OTTER CREEK NO 1 DITCH,DITCH,OTTER CREEK,0.68,5,36,,SUMMIT,,,39.852165,-106.268282
3600765,PALMER-MCKINLEY DITCH,DITCH,BLUE RIVER,27.61,5,36,,SUMMIT,,,39.807316,-106.168675
3600766,PASS CREEK NO 1 DITCH,DITCH,PASS CREEK,1.59,5,36,,SUMMIT,,,39.807053,-106.138018
3600767,PEABODY NO 1 DITCH,DITCH,BOULDER CREEK,2.9,5,36,,SUMMIT,,,39.725539,-106.177923
3600768,PEABODY NO 2 DITCH,DITCH,BOULDER CREEK,1.74,5,36,,SUMMIT,,,39.736067,-106.163142
3600769,PEABODY NO 3 DITCH,DITCH,BOULDER CREEK,1.98,5,36,,SUMMIT,,,39.733824,-106.165811
3600770,PEABODY SUTTON DITCH,DITCH,SOUTH FORK DEEP CREEK,1.86,5,36,,SUMMIT,,,39.867639,-106.390515
3600771,PEERLESS DITCH,DITCH,ACORN CREEK,0.2,5,36,,SUMMIT,,,39.767926,-106.147764
3600772,PENNSYLVANIA GOLD PAN D,DITCH,PENNSYLVANIA CREEK,3.1,5,36,,PARK,,,39.428148,-105.817822
3600773,PENNSYLVANIA NO 2 PL,PIPELINE,PERU CREEK,3.96,5,36,,SUMMIT,,,39.603353,-105.805088
3600774,PENNSYLVANIA NO 3 PL,PIPELINE,PERU CREEK,3.48,5,36,,SUMMIT,,,39.59266,-105.814191
3600775,PHARO DITCH,DITCH,BLUE RIVER,9,5,36,,GRAND,,,39.952846,-106.358173
3600776,PHARO BAUER DITCH,DITCH,BLUE RIVER,8.05,5,36,,GRAND,,,39.96344,-106.359062
3600777,PHARO BAUER NO 1 DITCH,DITCH,BLUE RIVER,6.9,5,36,,GRAND,,,39.97726,-106.363704
3600778,PHILLIPS DITCH,DITCH,KEYSTONE CREEK,0.24,5,36,,SUMMIT,,,39.59945,-105.97612
3600779,PHILLIPS DITCH - SECOND ENLARGEMENT,DITCH,SNAKE RIVER,5.22,5,36,,SUMMIT,,,39.603917,-105.971228
3600780,PLUNGER DITCH,DITCH,BLUE RIVER,32.49,5,36,,SUMMIT,,,39.758106,-106.131223
3600781,PUZZLE DITCH,DITCH,SAWMILL CREEK,,5,36,,SUMMIT,,,,
3600782,POLLY ABBETT DITCH,DITCH,SPRUCE CREEK,4.04,5,36,,SUMMIT,,,39.917639,-106.423363
3600783,QUAKEN ASP DITCH,DITCH,QUAKING ASP CREEK,1.29,5,36,,SUMMIT,,,39.734852,-106.111541
3600784,RANKIN NO 1 DITCH,DITCH,STRAIGHT CREEK,2.67,5,36,,SUMMIT,,,39.644615,-106.026602
3600785,RANKIN NO 2 DITCH,DITCH,STRAIGHT CREEK,1.99,5,36,,SUMMIT,,,39.640919,-106.038049
3600786,RECEN PIPELINE,PIPELINE,TENMILE CREEK,17.81,5,36,,SUMMIT,,,39.429625,-106.189051
3600787,REYNOLDS PIPELINE,PIPELINE,SODA CREEK,1.96,5,36,,SUMMIT,,,39.582179,-105.990294
3600788,R H LEE DITCH,DITCH,ELLIOTT CREEK,3.59,5,36,,SUMMIT,,,39.840279,-106.352806
3600789,R H LEE NO 2 DITCH,DITCH,BLUE RIVER,15.93,5,36,,SUMMIT,,,39.869391,-106.327108
3600790,RICE DITCH,DITCH,SNAKE RIVER,3.67,5,36,,SUMMIT,,,39.601232,-105.995503
3600791,ROBERTS IRRIGATING DITCH,DITCH,BOULDER CREEK,0.37,5,36,,SUMMIT,,,39.737477,-106.139988
3600792,ROUSE DITCH,DITCH,BOULDER CREEK,0.34,5,36,,SUMMIT,,,39.737545,-106.139499
3600793,RUBY DITCH,DITCH,WILLOW CREEK,0.97,5,36,,SUMMIT,,,39.649698,-106.093567
3600794,RUTH DITCH,DITCH,WILLOW CREEK,1.25,5,36,,SUMMIT,,,39.647795,-106.101463
3600795,SARAH DITCH,DITCH,BRUSH CREEK,3.78,5,36,,SUMMIT,,,39.789083,-106.241208
3600796,SAUMS DITCH,DITCH,BRUSH CREEK,0.57,5,36,,SUMMIT,,,39.813949,-106.203732
3600797,SAWMILL DITCH,DITCH,WILLOW CREEK,1.25,5,36,,SUMMIT,,,39.63514,-106.112402
3600798,SILVER CREEK DITCH,DITCH,HOOSIER CREEK,0.87,5,36,,SUMMIT,,,39.37415,-106.077466
3600799,SISLER DITCH,DITCH,FRENCH GULCH,2.61,5,36,,SUMMIT,,,39.48043,-106.004223
3600800,SLATE CREEK DITCH,DITCH,SLATE CREEK,1.22,5,36,,SUMMIT,,,39.777235,-106.179902
3600801,SMITH DITCH,DITCH,DEEP CREEK,1.59,5,36,,SUMMIT,,,39.879022,-106.389376
3600802,SMITH NO 1 DITCH,DITCH,DEEP CREEK,1.58,5,36,,SUMMIT,,,39.888342,-106.398056
3600803,SMITH NO 2 DITCH,DITCH,DEEP CREEK,1.59,5,36,,SUMMIT,,,39.86779,-106.387688
3600804,SMITH PIPELINE,PIPELINE,SODA CREEK,3.4,5,36,,SUMMIT,,,39.562647,-105.992301
3600805,SNAKE RIVER DITCH,DITCH,SNAKE RIVER,6.73,5,36,,SUMMIT,,,39.604312,-105.947654
3600806,CURRAN NO 2 DITCH DIV NO 1,DITCH,ROCK CREEK,0.5,5,36,,SUMMIT,,,39.71909,-106.137936
3600807,SNOWDRIFT PLACER NO 1,MINE,SWAN RIVER,7.84,5,36,,SUMMIT,,,39.499899,-105.894842
3600808,SNOWDRIFT PLACER NO 2,MINE,SWAN RIVER,7.84,5,36,,SUMMIT,,,39.499899,-105.894842
3600809,SODA CREEK DITCH,DITCH,SODA CREEK,1.73,5,36,,SUMMIT,,,39.583171,-105.998132
3600810,SONDREGGER DITCH,DITCH,BUSHEE CREEK,1.33,5,36,,SUMMIT,,,39.684944,-106.078287
3600811,SONDREGGER NO 2 DITCH,DITCH,BUSHEE CREEK,0.62,5,36,,SUMMIT,,,39.676904,-106.083514
3600812,SONDREGGER NO 3 DITCH,DITCH,BUSHEE CREEK,0.28,5,36,,SUMMIT,,,39.675713,-106.089418
3600813,SONDREGGER NO 4 DITCH,DITCH,BUSHEE CREEK,0.91,5,36,,SUMMIT,,,39.679108,-106.079001
3600814,SONDREGGER NO 5 DITCH,DITCH,BUSHEE CREEK,1.97,5,36,,SUMMIT,,,39.688584,-106.065679
3600815,SOUTH ACORN DITCH,DITCH,ACORN CREEK,1.96,5,36,,SUMMIT,,,39.763208,-106.11697
3600816,SOUTH ROCK CREEK DITCH,DITCH,ROCK CREEK,0.5,5,36,,SUMMIT,,,39.689449,-106.151536
3600817,SOUTHWEST TROUT CREEK D,DITCH,SODA CREEK,3.36,5,36,,SUMMIT,,,39.558641,-106.001314
3600818,SPERRY DITCH,DITCH,BRUSH CREEK,1.5,5,36,,SUMMIT,,,39.806121,-106.21481
3600819,F W SPERRY DITCH,DITCH,BRUSH CREEK,1.31,5,36,,SUMMIT,,,39.806545,-106.211266
3600820,SPRING CREEK NO 1 DITCH,DITCH,SPRING CREEK,1.88,5,36,,SUMMIT,,,39.910217,-106.375441
3600821,SPRING CREEK NO 2 DITCH,DITCH,SPRING CREEK,1.44,5,36,,SUMMIT,,,39.910707,-106.367519
3600822,SPRING CREEK NO 3 DITCH,DITCH,SPRING CREEK,1.08,5,36,,SUMMIT,,,39.913679,-106.362301
3600823,SPRUCE CREEK GOLD PAN D,DITCH,SPRUCE CREEK,1.34,5,36,,SUMMIT,,,39.428889,-106.05507
3600824,CURRAN NO 2 DITCH DIV NO 2,DITCH,ROCK CREEK,0.5,5,36,,SUMMIT,,,39.719568,-106.134198
3600825,SQUIRES DITCH,DITCH,SODA CREEK,3.76,5,36,,SUMMIT,,,39.557659,-105.991904
3600826,STAFFORD DITCH,DITCH,BIG GULCH,0,5,36,,GRAND,,,39.934428,-106.317011
3600827,STAFFORD BLUE RIVER DITCH,DITCH,BLUE RIVER,12.65,5,36,,SUMMIT,,,39.911017,-106.341775
3600828,STAFFORD GREEN MTN DITCH,DITCH,BIG GULCH,0,5,36,,GRAND,,,39.924316,-106.312593
3600829,STRAIGHT CREEK DITCH,DITCH,STRAIGHT CREEK,2.62,5,36,,SUMMIT,,,39.644498,-106.027649
3600830,SUPPLY CANAL NO 1 CLINTON,DITCH,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.41517,-106.174994
3600831,SUPPLY CANAL NO 2 KOKOMO,DITCH,TENMILE CREEK,18.34,5,36,,SUMMIT,,,39.42471,-106.204256
3600832,SUTTON NO 1 DITCH,DITCH,MARTIN CREEK,1.85,5,36,,SUMMIT,,,39.856758,-106.366003
3600833,SWAN DITCH,DITCH,SWAN RIVER,,5,36,,SUMMIT,,,,
3600834,SWAN RIVER DITCH,DITCH,SWAN RIVER,,5,36,,SUMMIT,,,,
3600835,SWANSON NO 1 DITCH,DITCH,STRAIGHT CREEK,3.1,5,36,,SUMMIT,,,39.65128,-106.023383
3600836,SWANSON NO 2 DITCH,DITCH,STRAIGHT CREEK,2.93,5,36,,SUMMIT,,,39.647528,-106.023286
3600837,SWANSON NO 3 DITCH,DITCH,STRAIGHT CREEK,2.61,5,36,,SUMMIT,,,39.643924,-106.027743
3600838,SWANSON ORO GRANDE DITCH,DITCH,STRAIGHT CREEK,2.59,5,36,,SUMMIT,,,39.644071,-106.028074
3600839,TENDERFOOT DITCH,DITCH,SNAKE RIVER,5.88,5,36,,SUMMIT,,,39.60703,-105.960676
3600840,TENDERFOOT DITCH,DITCH,SNAKE RIVER,5.08,5,36,,SUMMIT,,,39.603792,-105.975911
3600841,TENMILE DIVERSION NO 1,DITCH,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.388495,-106.19862
3600842,TENMILE DIVERSION NO 2,DITCH,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.373357,-106.183551
3600843,NEW COMMON POINT OF DIVERSION,DITCH,CATARACT CREEK,0.93,5,36,,SUMMIT,,,39.856933,-106.286922
3600844,TENMILE PIPELINE,PIPELINE,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.369331,-106.165058
3600845,TOWN RESERVOIR FEEDER DITCH,DITCH,SAWMILL CREEK,1.03,5,36,,SUMMIT,,,39.473168,-106.060873
3600846,TREMBLAY NO 1 DITCH,DITCH,BIG GULCH,2.38,5,36,,SUMMIT,,,39.796106,-106.12747
3600847,TREMBLAY NO 2 DITCH,DITCH,BIG GULCH,2.38,5,36,,SUMMIT,,,39.796106,-106.12747
3600848,UNION FRENCH DITCH,DITCH,FRENCH CREEK,,5,36,,SUMMIT,,,,
3600849,UTE CREEK NO 1,DITCH,SQUAW CREEK,0.91,5,36,,SUMMIT,,,39.798542,-106.189774
3600850,UTE CREEK NO 2,DITCH,SQUAW CREEK,0.87,5,36,,SUMMIT,,,39.799058,-106.189514
3600851,UTE CREEK NO 3,DITCH,SQUAW CREEK,1.15,5,36,,SUMMIT,,,39.795505,-106.191625
3600852,VENDETT DITCH,DITCH,VENDETT GULCH CREEK,0.75,5,36,,SUMMIT,,,39.681179,-106.112592
3600853,VENDETT NO 2 DITCH,DITCH,WILLOW CREEK,1.25,5,36,,SUMMIT,,,39.657577,-106.150687
3600854,VALAER DITCH,DITCH,BLUE RIVER,44.42,5,36,,SUMMIT,,,39.621783,-106.066681
3600855,VALIER NO 1 DITCH,DITCH,WILLOW CREEK,1.25,5,36,,SUMMIT,,,39.651624,-106.09953
3600856,VALIER NO 2 DITCH,DITCH,WILLOW CREEK,0.71,5,36,,SUMMIT,,,39.649265,-106.08884
3600857,VIE DITCH,DITCH,BRUSH CREEK,1.86,5,36,,SUMMIT,,,39.804021,-106.220835
3600858,WAHLSTROM NO 1 DITCH HGT 1,DITCH,HARRIGAN CREEK,2.06,5,36,,SUMMIT,,,39.743355,-106.171387
3600859,WAHLSTROM NO 2 DITCH,DITCH,HARRIGAN CREEK,1.67,5,36,,SUMMIT,,,39.747307,-106.167182
3600860,WAHLSTROM NO 3 DITCH,DITCH,HARRIGAN CREEK,0.89,5,36,,SUMMIT,,,39.755317,-106.158224
3600861,WAHLSTROM NO 4 DITCH,DITCH,HARRIGAN CREEK,0.57,5,36,,SUMMIT,,,39.758832,-106.154419
3600862,WAHLSTROM NO 5 DITCH,DITCH,HARRIGAN CREEK,0.33,5,36,,SUMMIT,,,39.761482,-106.15165
3600863,WARD NO 2 DITCH,DITCH,FISH CREEK,0.42,5,36,,SUMMIT,,,39.723038,-106.09854
3600864,WARD NO 3 DITCH HDG 1,DITCH,BLUE RIVER,37.78,5,36,,SUMMIT,,,39.700737,-106.105337
3600865,WATERS DITCH,DITCH,SLATE CREEK,2.45,5,36,,SUMMIT,,,39.756285,-106.183787
3600866,WATERS SLATE CR HIGHLINE,DITCH,SLATE CREEK,0.13,5,36,,SUMMIT,,,39.734375,-106.11812
3600867,WEST HOOSIER DITCH,DITCH,HOOSIER CREEK,0.85,5,36,,SUMMIT,,,39.377809,-106.072825
3600868,WESTLAKE DITCH,DITCH,CATARACT CREEK,0.93,5,36,,SUMMIT,,,39.856933,-106.286922
3600869,WEST TENMILE DITCH,DITCH,WEST TENMILE CREEK,1.8,5,36,,SUMMIT,,,39.500469,-106.164415
3600870,WEST TROUT CREEK DITCH,DITCH,SODA CREEK,1.86,5,36,,SUMMIT,,,39.596892,-105.962049
3600871,WHATLEY NO 1 DITCH,DITCH,MIDDLE BARTON CREEK,0.95,5,36,,SUMMIT,,,39.52115,-106.066489
3600872,WHATLEY NO 2 DITCH,DITCH,MIDDLE BARTON CREEK,0.95,5,36,,SUMMIT,,,39.525941,-106.067726
3600873,WHATLEY NO 3 DITCH,DITCH,MIDDLE BARTON CREEK,1.44,5,36,,SUMMIT,,,39.519621,-106.076924
3600874,WHATLEY NO 4 DITCH,DITCH,MIDDLE BARTON CREEK,0.92,5,36,,SUMMIT,,,39.525312,-106.065587
3600875,WHATLEY NO 5 DITCH,DITCH,MIDDLE BARTON CREEK,0.88,5,36,,SUMMIT,,,39.521637,-106.064519
3600876,WILLIAMSON DITCH,DITCH,BLUE RIVER,10.94,5,36,,GRAND,,,39.929388,-106.354128
3600877,WILLS TUNNEL PIPELINE,PIPELINE,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.367969,-106.167446
3600878,WIRE PATCH DITCH,DITCH,FRENCH GULCH,4.86,5,36,,SUMMIT,,,39.483952,-105.962197
3600879,W P DITCH,DITCH,OTTER CREEK,0.54,5,36,,SUMMIT,,,39.854019,-106.268258
3600880,YAHVEH DITCH,DITCH,BLUE RIVER,42.11,5,36,,SUMMIT,,,39.649594,-106.076735
3600881,GREEN MTN HYDRO-ELECTRIC,POWER PLANT,BLUE RIVER,15.56,5,36,,SUMMIT,,,39.878686,-106.33283
3600882,CHALK MOUNTAIN INTERCEPTOR DITCH,DITCH,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.383013,-106.205911
3600883,BEAR TRAP SPRING,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.98251,-106.445625
3600884,BEAVER SPRING,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.759828,-106.132194
3600885,BLUE RIVER GALLERY & PIPELINE,PIPELINE,BLUE RIVER,58.55,5,36,,SUMMIT,,,39.455766,-106.031133
3600886,BLUE-WILLIAMS CONDUIT,PIPELINE,BLUE RIVER,12.78,5,36,,SUMMIT,,,39.908466,-106.338448
3600887,BREWER MINE SPRING NO 1,SPRING,ILLINOIS CREEK,,5,36,,SUMMIT,,,39.464527,-106.001434
3600888,BREWER SPRING NO 2,SPRING,ILLINOIS CREEK,,5,36,,SUMMIT,,,39.46763,-105.996331
3600889,BUFFALO MOUNTAIN GALLERY,PIPELINE,BLUE RIVER,43.84,5,36,,SUMMIT,,,39.626805,-106.072187
3600890,WEST INTERCEPTOR DITCH,DITCH,TENMILE CREEK,,5,36,,,,,,
3600891,BVR NO 1 SPG & COLL SYS,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.945049,-106.308365
3600892,CARPENTER SPRING,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.98003,-106.426202
3600893,CHICAGO LODE TUNNEL SPG,SPRING,TENMILE CREEK,,5,36,,SUMMIT,,,39.530511,-106.132329
3600894,CLEAR WATER POND PUMP,PUMP,TENMILE CREEK,18.46,5,36,,SUMMIT,,,39.409224,-106.197067
3600895,CORONET SPG AND PL,SPRING,PENNSYLVANIA CREEK,,5,36,,SUMMIT,,,39.428859,-106.031363
3600896,COX SPRING,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.96952,-106.429532
3600897,CULBREATH DITCH NO 1,DITCH,SHANE GULCH,0.36,5,36,,SUMMIT,,,39.844164,-106.228091
3600898,CULBREATH DITCH NO 2,DITCH,SHANE GULCH,0.38,5,36,,SUMMIT,,,39.844168,-106.227741
3600899,FALCON SPRING,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.759828,-106.132194
3600900,FRIDAY TUNNEL,PIPELINE,FRENCH GULCH,4.04,5,36,,SUMMIT,,,39.486211,-105.981256
3600901,GOLD NUGGET DITCH,DITCH,INDIANA CREEK,2.01,5,36,,SUMMIT,,,39.439296,-106.006198
3600902,HAWK SPRING,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.761006,-106.133208
3600903,HIGH DITCH,DITCH,BLUE RIVER,7.82,5,36,,GRAND,,,39.955273,-106.425442
3600904,HUMMING SPRING,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.759828,-106.132194
3600905,JUG CREEK DITCH,DITCH,MINERS CREEK,0.75,5,36,,SUMMIT,,,39.567875,-106.098429
3600906,KEYSTONE MUNICIPAL DIV 1,PIPELINE,SNAKE RIVER,4.56,5,36,,SUMMIT,,,39.601812,-105.980288
3600907,KEYSTONE MUNICIPAL DIV 2,PIPELINE,SNAKE RIVER,11.36,5,36,,SUMMIT,,,39.597622,-105.875408
3600908,KEYSTONE SNOWLINE DITCH,DITCH,SNAKE RIVER,6.46,5,36,,SUMMIT,,,39.606727,-105.951586
3600909,KITZMILLER PIPELINE,PIPELINE,BLUE RIVER,23.13,5,36,,SUMMIT,,,39.833259,-106.224169
3600910,LINDEMAN ENL SWANSON ORO,DITCH,STRAIGHT CREEK,2.69,5,36,,SUMMIT,,,39.643924,-106.027743
3600911,MONTEZUMA SHAFT - ROBERTS TUNNEL,PUMP,SNAKE RIVER,10.57,5,36,,SUMMIT,,,39.599486,-105.888558
3600912,TIGER RUN - BLUE RIVER DIVERSION,PUMP,BLUE RIVER,51.42,5,36,,SUMMIT,,,39.540059,-106.041084
3600913,MEYERS SPRING NO 1,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.965713,-106.437286
3600914,MEYERS SPRING NO 2,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.967296,-106.44541
3600915,PLANDEL PIPELINE,PIPELINE,BLUE RIVER,18.64,5,36,,SUMMIT,,,39.860388,-106.292189
3600916,PLYMOUTH SPRING,SPRING,SNAKE RIVER,,5,36,,SUMMIT,,,39.585849,-105.87004
3600917,RAINBOW SPRINGS,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.759828,-106.132194
3600918,REVETTE SPRINGS,SPRING,SWAN RIVER,,5,36,,SUMMIT,,,39.53881,-106.028532
3600919,ROYAL DITCH,DITCH,PENNSYLVANIA CREEK,0.9,5,36,,SUMMIT,,,39.426134,-106.02766
3600920,SAN TOY SPRING NO 1,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.995993,-106.438049
3600921,SAN TOY SPRING NO 2,SPRING,BLUE RIVER,,5,36,,GRAND,,,39.990676,-106.434459
3600922,SELLKE SPRING NO 1,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.759828,-106.132194
3600923,SELLKE SPRING NO 2,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.761157,-106.132499
3600924,SELLKE SPRING NO 3,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.760323,-106.132112
3600925,SHIRLEY D & FISH POND,PIPELINE,WILLOW CREEK,0.21,5,36,,SUMMIT,,,39.65002,-106.079469
3600926,TIGER RUN - SWAN RIVER DIVERSION 1,PUMP,SWAN RIVER,0.22,5,36,,SUMMIT,,,39.544594,-106.037707
3600927,STRAIGHT CR TNL DRNG SYS,PIPELINE,STRAIGHT CREEK,8.47,5,36,,SUMMIT,,,39.675292,-105.93361
3600928,STRAIGHT CR UNIT PL,PIPELINE,STRAIGHT CREEK,2.66,5,36,,SUMMIT,,,39.640278,-106.023102
3600929,THIRTY NINE DEG N P&PL,PUMP,BLUE RIVER,64.05,5,36,,SUMMIT,,,39.392133,-106.048392
3600930,UPPER SLATE CREEK DITCH,DITCH,SLATE CREEK,,5,36,,SUMMIT,,,,
3600931,VER PLOEG SPRING,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.553227,-106.038592
3600932,VIDLER TUNNEL DIV PT 1,PIPELINE,PERU CREEK,5.64,5,36,,SUMMIT,,,39.623591,-105.792266
3600933,W PORTAL STRAIGHT CR TUN,PIPELINE,STRAIGHT CREEK,8.48,5,36,,SUMMIT,,,39.675292,-105.93361
3600934,WILLOW HILLS PIPELINE,PIPELINE,BLUE RIVER,18.64,5,36,,SUMMIT,,,39.861268,-106.291656
3600935,YUST SPRING NO 1,SPRING,BLUE RIVER,,5,36,,GRAND,,,40.002136,-106.390482
3600936,B AND L DITCH,DITCH,CUCUMBER CREEK,0.54,5,36,,SUMMIT,,,39.494402,-106.055288
3600937,BLUE RIVER PARK PUMP STATION,PUMP,BLUE RIVER,44.3,5,36,,SUMMIT,,,39.623468,-106.066648
3600938,KEYSTONE LAKE DITCH,DITCH,SNAKE RIVER,5.57,5,36,,SUMMIT,,,39.605681,-105.964723
3600939,WHATLEY SPRING NO 1,SPRING,MIDDLE BARTON CREEK,,5,36,,SUMMIT,,,39.530786,-106.067392
3600940,WHATLEY SPRING NO 2,SPRING,MIDDLE BARTON CREEK,,5,36,,SUMMIT,,,39.523576,-106.062544
3600941,HAMILTON CREEK DIVERSION,DITCH,BLUE RIVER,41.24,5,36,,SUMMIT,,,39.667365,-106.066647
3600942,CHIHUAHUA CR HYDRO POWER,POWER PLANT,PERU CREEK,1.92,5,36,,SUMMIT,,,39.606607,-105.840826
3600943,KEYSTONE HYDRO POWER PROJECT,POWER PLANT,KEYSTONE CREEK,3,5,36,,SUMMIT,,,39.566206,-105.954047
3600944,SILVER CREEK PIPELINE,DITCH,SNAKE RIVER,13.38,5,36,,SUMMIT,,,39.573642,-105.855314
3600945,HOAGLAND CANAL (SPRUCE),DITCH,SPRUCE CREEK,2.11,5,36,,GRAND,,,39.932981,-106.387015
3600946,HOAGLAND CANAL (BENTON),DITCH,BLUE RIVER,7.47,5,36,,GRAND,,,39.971087,-106.378277
3600947,PEAK SEVEN PIPELINE,PIPELINE,MIDDLE BARTON CREEK,2.03,5,36,,SUMMIT,,,39.504186,-106.078023
3600948,CHIYO HORIUCHI SPG NO 1,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.422003,-106.04147
3600949,FURMAN SEEPAGE & SPRINGS,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.634001,-106.081259
3600950,HALLDORSON PIPELINE,PIPELINE,BLUE RIVER,16.67,5,36,,SUMMIT,,,39.871628,-106.306981
3600951,IRISH SPRING NO 1,SPRING,BLUE RIVER,,5,36,,SUMMIT,,,39.748938,-106.122746
