WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Decreed Units,Latitude,Longitude,,
7201654,7.05,12/31/99 0:00,54421.52265,5,C,39.244089,-108.812774,,
3703704,35.11,12/31/78 0:00,47086.00000,1.3,A,39.643817,-106.573093,,
3703635,34.58,12/31/78 0:00,47086.00000,9.2,A,39.644915,-106.578267,,
7200985,4.06,12/31/96 0:00,53335.00000,10,C,39.231682,-108.756806,,
3703682,35.54,12/31/78 0:00,47086.00000,1,A,39.646964,-106.565612,,
3804335,6.39,12/31/02 0:00,55694.00000,0.07,A,39.127233,-106.847788,,
3703683,33.98,12/31/78 0:00,47086.00000,0.6,A,39.650453,-106.578756,,
5304059,8.86,12/31/05 0:00,56613.46751,4.1,A,39.773033,-107.161903,,
7203568,3,12/31/72 0:00,42733.00000,0.5,A,39.329282,-107.751323,,
5200500,8.14,3/8/04 0:00,19190.17333,1,C,39.777569,-106.558806,,
5200500,8.14,8/30/46 0:00,30846.00000,4.3,C,39.777569,-106.558806,,
3700563,2.12,10/3/36 0:00,30894.25353,2.266,C,39.601537,-106.615602,,
3700563,2.12,7/23/58 0:00,38753.37771,1.3,C,39.601537,-106.615602,,
4500500,1.52,5/24/05 0:00,20198.16256,1,C,39.436859,-107.630833,,
4500501,0.81,5/24/05 0:00,20198.19138,0.6,C,39.445066,-107.638869,,
5303952,9.33,9/13/67 0:00,41199.18970,22.24,A,40.031088,-106.88017,,
5200508,9.98,1/26/07 0:00,19790.15493,0.16,C,39.867084,-106.477126,,
5200508,9.98,12/31/77 0:00,46386.44712,0.53,C,39.867084,-106.477126,,
5200509,9.9,1/26/07 0:00,19790.15493,0.12,C,39.86664,-106.480225,,
5200510,9.89,1/26/07 0:00,19790.15493,0.08,C,39.867067,-106.479474,,
5200511,10.4,1/26/07 0:00,19790.19144,1,C,39.857865,-106.475903,,
5200511,10.4,12/31/77 0:00,46386.44712,1.61,C,39.857865,-106.475903,,
5200512,10.12,1/26/07 0:00,20691.00000,1.2,C,39.861605,-106.486403,,
5200513,10.11,1/26/07 0:00,20691.00000,2,C,39.864618,-106.482572,,
3801827,50.83,12/31/88 0:00,50403.43234,0.2,C,39.145702,-106.78305,,
7000504,5.52,5/11/1889 12:00:00 AM,13463.00000,1,C,39.448654,-108.401322,,
7000504,5.52,5/11/1889 12:00:00 AM,14015.00000,1,C,39.448654,-108.401322,,
7201828,45,12/31/14 0:00,59900.58819,4.64,C,39.052123,-108.471014,,
3701244,9.37,12/17/1889 12:00:00 AM,12738.00000,1.5,C,39.78638,-106.737636,,
3701244,9.37,6/4/07 0:00,20427.19981,3.2,C,39.78638,-106.737636,,
3900995,1.3,12/31/02 0:00,55785.00000,0.0438,C,39.638456,-107.69768,,
3903595,1.1,12/31/02 0:00,55785.00000,1.65,A,39.638542,-107.698298,,
3903596,1.1,12/31/02 0:00,55785.00000,0.49,A,39.638086,-107.698132,,
3903594,1.1,12/31/02 0:00,55785.00000,0.46,A,39.639068,-107.697661,,
3600501,4.04,3/2/10 0:00,12167.00000,3.5,C,39.917564,-106.42087,,
3600502,4.04,3/2/10 0:00,16329.00000,2,C,39.917362,-106.424142,,
3900889,118.49,12/31/76 0:00,46020.45441,0.5,C,39.551068,-107.640905,,
4500504,10.48,11/11/08 0:00,21497.20351,0.8,C,39.481581,-107.443361,,
4500504,10.48,7/23/41 0:00,33099.22035,0.674,C,39.481581,-107.443361,,
4500504,10.48,7/23/41 0:00,33099.32262,2.29,C,39.481581,-107.443361,,
5000763,8.74,12/31/86 0:00,49673.46932,0.01,C,40.123652,-106.523015,,
5000764,8.74,12/31/86 0:00,49673.46932,0.15,C,40.123549,-106.523009,,
3804140,40.35,12/31/90 0:00,51134.49094,15,A,39.24834,-106.855233,,
7201259,45.19,12/31/70 0:00,43829.22432,1,C,39.049528,-108.46676,,
7200501,2.14,7/25/41 0:00,30895.23588,1.17,C,39.283978,-107.936248,,
3801159,3.28,12/31/80 0:00,47481.35793,0.2,C,39.38646,-107.202213,,
4503604,1.65,12/31/74 0:00,45581.00000,0.2,A,39.50644,-107.764233,,
5100501,9.36,8/11/17 0:00,23817.14366,0.375,C,40.176752,-106.008181,,
5100501,9.36,11/7/52 0:00,34241.27180,2,C,40.176752,-106.008181,,
7201289,36.15,12/31/78 0:00,46751.46662,3,C,39.075471,-108.599332,,
3803966,11.13,12/31/83 0:00,48800.00000,0.7,A,39.205767,-106.983279,,
3803966,11.13,12/31/97 0:00,53691.53447,1.6,A,39.205767,-106.983279,,
3801474,11.24,12/31/83 0:00,48800.00000,1,C,39.206076,-106.98521,,
3804141,20.33,12/31/92 0:00,51925.00000,0.48,A,39.398027,-107.113704,,
3801872,20.33,12/31/92 0:00,52047.00000,0.067,C,39.397712,-107.114141,,
3801216,0.13,12/31/71 0:00,44292.00000,0.2,C,39.163779,-107.244164,,
5200501,3.95,1/26/07 0:00,19790.18379,5.6,C,39.779518,-106.920195,,
3803619,2.11,12/31/94 0:00,52595.51965,2.05,A,39.294467,-107.006002,,
7201790,3,12/31/08 0:00,57957.00000,0.669,C,39.161699,-108.680426,,
7201255,2.34,12/31/74 0:00,45290.45142,4,C,39.154367,-108.687365,,
7201644,3.32,12/31/98 0:00,54068.00000,1.3,C,39.255204,-108.86774,,
5000500,5.85,8/3/11 0:00,20699.00000,2,C,40.286757,-106.406199,,
7200502,12.32,6/1/16 0:00,22995.18728,1.62,C,39.266563,-107.802424,,
7200502,12.32,7/21/59 0:00,37418.00000,2.05,C,39.266563,-107.802424,,
7200502,12.32,12/31/10 0:00,58439.49156,3,C,39.266563,-107.802424,,
3609026,50.11,1/9/30 0:00,29022.25372,0.21,A,39.555785,-106.046402,,
5003690,2.87,12/31/09 0:00,58215.00000,5.2,A,40.200345,-106.449522,,
5305037,158.52,12/31/73 0:00,39612.00000,0.033,C,39.66071,-107.071232,,
5200502,0.28,1/26/07 0:00,19790.19634,1,C,39.782307,-106.977386,,
3600507,0.55,3/2/10 0:00,12950.00000,1,C,39.782148,-106.170772,,
3600507,0.55,3/2/10 0:00,13301.00000,1.37,C,39.782148,-106.170772,,
3600507,0.55,3/2/10 0:00,17806.00000,1,C,39.782148,-106.170772,,
3600507,0.55,11/16/12 0:00,22964.21102,2.13,C,39.782148,-106.170772,,
3600507,0.55,10/26/37 0:00,30184.23162,5.5,C,39.782148,-106.170772,,
5000501,4.19,8/3/11 0:00,20676.14457,8.5,C,40.273698,-106.54449,,
5000502,2.16,8/3/11 0:00,20676.18112,1,C,40.286439,-106.530734,,
5000502,2.16,12/31/79 0:00,47116.23375,4.2,C,40.286439,-106.530734,,
5000503,3.37,8/3/11 0:00,20676.14457,1,C,40.279391,-106.534448,,
5000681,0.23,12/31/79 0:00,47116.23375,0.75,C,40.302959,-106.518601,,
5000681,0.23,12/31/79 0:00,47204.00000,2.95,C,40.302959,-106.518601,,
5000507,5.64,8/11/06 0:00,13665.00000,1.375,C,40.165259,-106.480239,,
5000507,5.64,7/13/38 0:00,31393.26814,2.225,C,40.165259,-106.480239,,
5003644,6.1,12/31/79 0:00,47116.23375,125.26,A,40.25444,-106.556761,,
7201314,9.05,12/31/82 0:00,48575.00000,0.2,C,39.261045,-108.724972,,
5200729,2.32,12/31/84 0:00,48942.36675,4,C,39.838003,-106.842565,,
3801953,38.12,12/31/94 0:00,52595.45907,0.033,C,39.26186,-106.884509,,
3800501,6.34,8/25/49 0:00,32907.31655,3.3,C,39.329542,-107.346576,,
5100503,238.74,3/18/15 0:00,23454.21687,2.25,C,40.060281,-106.242727,,
4503648,3.47,12/31/72 0:00,44559.13090,1,A,39.440713,-107.619915,,
3801121,0.2,6/3/04 0:00,19874.17302,3.86,C,39.329243,-106.985638,,
7200503,1.2,6/1/16 0:00,22995.19097,0.45,C,39.280169,-107.836477,,
7200503,1.2,7/21/59 0:00,34419.27528,0.2,C,39.280169,-107.836477,,
7200503,1.2,7/21/59 0:00,34419.33311,0.19,C,39.280169,-107.836477,,
5000504,37.08,8/11/06 0:00,19509.00000,1,C,40.305444,-106.515278,,
5000505,40.06,8/11/06 0:00,14406.00000,4,C,40.323497,-106.529005,,
5000506,36.22,8/11/06 0:00,14435.00000,4,C,40.299494,-106.50525,,
3800502,0.7,8/25/36 0:00,30941.19844,2.5,C,39.389486,-106.923182,,
3800503,7.25,8/25/36 0:00,30941.21000,0.46,C,39.379488,-106.925741,,
5100504,3.42,8/11/06 0:00,19174.00000,5.5,C,39.906739,-105.828885,,
7203762,7.87,7/21/59 0:00,37398.00000,16.3,A,39.349534,-108.934994,,
3801773,6.85,10/24/52 0:00,36396.20574,15,C,39.423087,-106.632422,,
3803711,6.65,10/24/52 0:00,36396.20574,600,A,39.423334,-106.636389,,
3803711,6.65,12/31/78 0:00,46751.46203,57.76,A,39.423334,-106.636389,,
7201703,3.24,12/31/02 0:00,55618.00000,0.1,C,39.189516,-108.728607,,
3700502,4.18,12/17/1889 12:00:00 AM,12738.00000,1.7,C,39.750811,-106.672005,,
3700502,4.18,10/3/36 0:00,30894.13103,3.4,C,39.750811,-106.672005,,
5200503,0.44,6/18/02 0:00,17676.00000,0.95,C,39.608799,-107.133606,,
5200503,0.44,8/30/46 0:00,29437.25322,6.92,C,39.608799,-107.133606,,
5300501,0.04,11/20/1890 12:00:00 AM,13284.00000,0.5,C,39.766978,-107.107126,,
5300502,0.35,11/20/1890 12:00:00 AM,13649.00000,0.3,C,39.766944,-107.102047,,
5300503,0.34,11/20/1890 12:00:00 AM,13649.00000,0.12,C,39.766884,-107.102395,,
5300503,0.34,11/20/1890 12:00:00 AM,14731.00000,0.12,C,39.766884,-107.102395,,
5101418,248.77,12/31/84 0:00,48942.45168,1,C,40.063496,-106.106991,,
5103746,248.77,12/31/85 0:00,49308.45168,5,A,40.063495,-106.106942,,
5000508,12.93,8/11/06 0:00,19509.00000,2,C,40.207247,-106.310082,,
4503695,18.47,7/9/65 0:00,40708.00000,249.76,A,39.332675,-107.482199,,
7000500,7.4,1/11/37 0:00,27132.24562,0.36,C,39.581675,-108.52347,,
7000500,7.4,1/11/37 0:00,27132.27059,2.22,C,39.581675,-108.52347,,
3800506,10.08,8/25/36 0:00,30941.18748,0.03,C,39.374771,-106.876959,,
3800506,10.08,8/25/36 0:00,30941.18748,0.07,C,39.374771,-106.876959,,
3800506,10.08,8/25/36 0:00,30941.18809,0.1,C,39.374771,-106.876959,,
3800506,10.08,8/25/36 0:00,30941.19113,3.04,C,39.374771,-106.876959,,
3800506,10.08,6/20/58 0:00,37552.35245,2.96,C,39.374771,-106.876959,,
5100508,3.87,8/11/06 0:00,14610.00000,1.5,C,40.01312,-106.114039,,
7201256,22.4,4/13/72 0:00,40013.38669,5.1,C,39.167159,-108.776729,,
3903956,3.96,12/31/05 0:00,56613.54877,30.9,A,39.472796,-108.085283,,
7201301,0.82,12/31/82 0:00,48295.00000,0.072,C,39.234234,-107.956755,,
5100509,1.43,8/11/06 0:00,13149.00000,0.625,C,40.038337,-105.951522,,
3803794,1.4,12/31/82 0:00,48212.48013,5,A,39.421689,-107.111589,,
3803795,4.97,12/31/82 0:00,48212.48013,0.5,A,39.424189,-107.105412,,
3803796,4.96,12/31/82 0:00,48212.48013,0.5,A,39.42296,-107.10216,,
7000501,7.61,5/11/1889 12:00:00 AM,13236.00000,1,C,39.385436,-108.369701,,
7000501,7.61,5/11/1889 12:00:00 AM,13567.00000,0.7,C,39.385436,-108.369701,,
7201258,4.48,12/31/77 0:00,46517.00000,0.75,C,39.205677,-108.731035,,
7201471,4.47,12/31/77 0:00,46517.00000,0.2,C,39.205295,-108.729889,,
7200507,7.27,7/21/59 0:00,34419.33130,2.5,C,39.134325,-107.829849,,
7203833,7.89,7/21/59 0:00,34419.33130,216.3,A,39.129305,-107.82624,,
4500855,1.42,5/5/1888 12:00:00 AM,13588.00000,1,C,39.471893,-107.885027,,
7200504,19.08,10/14/05 0:00,18749.16893,1.81,C,39.223136,-108.021875,,
5100510,3.77,8/3/11 0:00,21854.00000,1.75,C,39.94919,-106.223871,,
7200504,19.08,7/25/41 0:00,32811.00000,0.8,C,39.223136,-108.021875,,
4500506,3.22,5/7/45 0:00,33441.32263,3.7,C,39.445843,-107.929648,,
7203975,44.98,12/31/84 0:00,48942.48486,2.1,A,39.046781,-108.474705,,
7200506,2.45,7/21/59 0:00,38188.00000,22.7,C,39.107423,-107.830275,,
7200505,3.88,7/25/41 0:00,30895.23517,1.95,C,39.202768,-107.9306,,
4500870,107.14,11/11/13 0:00,23324.18353,1.1,C,39.515347,-107.807695,,
3903540,12.61,12/31/82 0:00,48212.47999,3.25,A,39.738509,-107.690948,,
4503529,108.36,12/31/95 0:00,52960.52837,0.0276,C,39.517962,-107.801124,,
3903541,12.56,12/31/82 0:00,48212.19722,0.5,A,39.737823,-107.691211,,
3900502,11.83,11/10/66 0:00,37503.29340,0.21,C,39.729866,-107.691592,,
7201412,45.03,12/31/84 0:00,49048.00000,0.46,C,39.044879,-108.473652,,
7200508,8.59,7/21/59 0:00,37041.00000,10,C,39.106602,-107.828091,,
3804292,1.44,12/31/01 0:00,55152.55048,1.5,A,39.25578,-107.076332,,
3804291,1.44,12/31/01 0:00,55152.55048,1.5,A,39.255167,-107.077867,,
3800508,7.22,10/24/52 0:00,36676.00000,0.3,C,39.399818,-107.30226,,
5101181,4.08,12/31/77 0:00,46386.46264,0.5,C,40.091376,-105.839339,,
5101173,2.05,12/31/82 0:00,48362.00000,0.25,C,39.982638,-105.84739,,
5200505,3.19,11/20/1890 12:00:00 AM,13649.00000,2,C,39.92436,-106.521621,,
5200505,3.19,1/26/07 0:00,19790.17713,0.5,C,39.92436,-106.521621,,
5200505,3.19,8/30/46 0:00,29437.26828,4.19,C,39.92436,-106.521621,,
5200506,0.38,6/4/17 0:00,24304.23571,1,C,39.891396,-106.536377,,
5200506,0.38,8/30/46 0:00,29437.28258,2.6,C,39.891396,-106.536377,,
5200507,2.23,8/30/46 0:00,29705.00000,0.8,C,39.933972,-106.529206,,
3801222,3.41,12/31/76 0:00,46020.41453,0.2222,C,39.317866,-107.30788,,
3801223,4.47,12/31/76 0:00,46020.41272,0.0462,C,39.317567,-107.311789,,
5000510,6.26,8/11/06 0:00,15493.00000,6,C,40.240123,-106.373668,,
5000509,5.57,8/11/06 0:00,13247.00000,3,C,40.23175,-106.368621,,
5300504,2.79,11/20/1890 12:00:00 AM,14263.00000,0.8,C,39.945137,-106.787968,,
5003606,3.34,7/13/38 0:00,31393.23745,244,A,40.212187,-106.382669,,
5003606,3.34,9/5/64 0:00,34762.34640,102.5,A,40.212187,-106.382669,,
5305041,1.21,12/31/72 0:00,14975.00000,0.0066,C,39.925917,-106.776731,,
5000511,26.12,8/11/06 0:00,11069.00000,4.5,C,40.222275,-106.4383,,
5000511,26.12,7/17/41 0:00,32335.11049,3.5,C,40.222275,-106.4383,,
7000502,26.4,5/11/1889 12:00:00 AM,12641.00000,0.75,C,39.505169,-108.442934,,
7000502,26.4,5/11/1889 12:00:00 AM,13102.00000,0.3,C,39.505169,-108.442934,,
7000502,26.4,5/11/1889 12:00:00 AM,13634.00000,0.375,C,39.505169,-108.442934,,
7000502,26.4,4/14/24 0:00,26764.23527,2.36,C,39.505169,-108.442934,,
7000502,26.4,1/11/37 0:00,27132.27059,3.785,C,39.505169,-108.442934,,
3601092,10.51,10/12/55 0:00,48965.00000,1.1,C,39.641273,-105.875507,,
3603694,4.78,12/31/85 0:00,49563.00000,2,A,39.640967,-105.87645,,
3603694,4.78,6/28/02 0:00,53935.00000,3.6,A,39.640967,-105.87645,,
3601053,5.05,12/31/91 0:00,51863.00000,0.0225,C,39.641611,-105.87144,,
3601054,11.1,12/31/91 0:00,51863.00000,0.0225,C,39.641602,-105.871344,,
3803606,5.7,12/31/92 0:00,52229.00000,0.5,A,39.42344,-107.308106,,
7201072,23.11,7/21/59 0:00,36706.00000,10,C,39.157937,-108.781139,,
7201072,23.11,12/31/02 0:00,55517.51768,10,C,39.157937,-108.781139,,
7201666,46.53,12/31/98 0:00,54178.00000,1,C,39.05798,-108.442868,,
3803597,20.8,12/31/93 0:00,52347.00000,0.36,A,39.392093,-107.106673,,
7200514,6.31,2/7/1890 12:00:00 AM,14058.00000,8.05,C,39.10544,-108.155437,,
3800510,2.34,6/20/58 0:00,37552.29354,1.125,C,39.394693,-107.103785,,
3800511,2.34,6/20/58 0:00,37552.26098,0.75,C,39.394685,-107.103761,,
3801514,20.84,12/31/84 0:00,48942.48446,1,C,39.397661,-107.103966,,
3700505,1.31,3/5/18 0:00,24787.15704,3,C,39.561239,-106.41946,,
5300505,4.13,11/20/1890 12:00:00 AM,14366.00000,0.8,C,40.064332,-106.953017,,
7000503,7.61,5/11/1889 12:00:00 AM,13995.00000,4.6,C,39.41372,-108.41227,,
5000512,10.01,7/12/26 0:00,26514.22209,1.375,C,40.158697,-106.547341,,
5101174,1.49,12/31/82 0:00,48561.00000,0.25,C,39.99021,-105.849302,,
5101175,1.49,12/31/82 0:00,48561.00000,0.25,C,39.990192,-105.849184,,
7203732,3.06,12/31/05 0:00,56854.00000,0.16,A,39.1588,-108.036907,,
7203520,32.63,12/31/98 0:00,54108.00000,0.01,A,39.073877,-108.656301,,
3703616,0.66,12/31/79 0:00,47478.00000,43,A,39.631121,-106.562195,,
3703792,0.08,12/31/98 0:00,54056.53904,2.4,A,39.639795,-106.561052,,
3703782,0.06,12/31/98 0:00,54056.53631,1.38,A,39.639848,-106.562896,,
3701194,0.8,12/31/98 0:00,54056.53570,0.1,C,39.639395,-106.564074,,
3701291,0.8,12/31/98 0:00,54056.53570,0.1,C,39.639326,-106.564032,,
3701292,0.8,12/31/98 0:00,54056.53570,1,C,39.639405,-106.565203,,
3705294,0.06,12/31/98 0:00,54056.53570,0.75,C,39.639365,-106.564016,,
5100512,259.2,11/7/52 0:00,34241.25719,1.9,C,40.115293,-105.965843,,
4500882,3.27,7/9/65 0:00,37681.28641,0.11,C,39.446353,-107.615411,,
4500882,3.27,12/31/98 0:00,54056.46426,0.011,C,39.446353,-107.615411,,
7201264,34.15,4/13/72 0:00,40013.38480,0.3,C,39.08379,-108.641526,,
5103537,4.22,12/31/99 0:00,54699.00000,5,A,39.966529,-105.910702,,
5103537,4.22,12/31/99 0:00,54699.00000,0.25,C,39.966529,-105.910702,,
5200514,3.65,11/20/1890 12:00:00 AM,14484.00000,1.8,C,39.816163,-106.613758,,
5200514,3.65,8/30/46 0:00,29437.26859,2.95,C,39.816163,-106.613758,,
5200676,3.58,8/30/46 0:00,29437.26859,1.1,C,39.816089,-106.61517,,
5200515,3.67,8/30/46 0:00,29437.26844,2,C,39.81623,-106.613467,,
5200515,3.67,8/30/46 0:00,32430.00000,1.76,C,39.81623,-106.613467,,
7201265,72.83,12/31/71 0:00,44422.00000,5,C,39.293315,-108.224593,,
3804139,40.35,12/31/89 0:00,50836.00000,27.3,A,39.245926,-106.854156,,
5104060,0.31,12/31/88 0:00,50726.00000,3.5,A,39.935779,-106.136872,,
5104060,0.31,12/31/95 0:00,53231.00000,4.5,A,39.935779,-106.136872,,
5200517,1.64,1/13/13 0:00,22846.14792,1.5,C,39.824837,-106.585778,,
3800513,45.96,5/11/1889 12:00:00 AM,11151.00000,2,C,39.183339,-106.818913,,
3800513,45.96,5/11/1889 12:00:00 AM,11997.00000,3,C,39.183339,-106.818913,,
3800514,45.76,6/20/58 0:00,37552.13151,3,C,39.187251,-106.811245,,
3803807,3.53,11/5/71 0:00,42285.00000,6.91,A,39.29588,-106.95203,,
3803703,11.72,12/31/93 0:00,52230.52045,14.54,A,39.426027,-107.247811,,
3804159,9.87,12/31/93 0:00,52230.52045,7.12,A,39.445026,-107.272034,,
3804160,9.14,12/31/93 0:00,52230.52045,4.5,A,39.446583,-107.270725,,
3804161,11.03,12/31/93 0:00,52230.52045,0.59,A,39.433058,-107.259272,,
3804162,11.04,12/31/93 0:00,52230.52045,0.65,A,39.432252,-107.25871,,
3804163,10.95,12/31/93 0:00,52230.52045,0.46,A,39.433972,-107.257628,,
3804164,10.92,12/31/93 0:00,52230.52045,0.63,A,39.434175,-107.25602,,
3804220,9.98,12/31/93 0:00,52230.52045,0.23,A,39.438331,-107.264672,,
3804221,9.98,12/31/93 0:00,52230.52045,6.15,A,39.437757,-107.266188,,
3804222,9.98,12/31/93 0:00,52230.52045,3.75,A,39.439395,-107.265235,,
3803704,11.7,12/31/92 0:00,52045.00000,9.72,A,39.426543,-107.24794,,
3803705,11.64,12/31/92 0:00,52045.00000,6.61,A,39.427104,-107.24919,,
3803706,11.68,12/31/93 0:00,52230.52045,5.31,A,39.429483,-107.245692,,
3803707,11.2,12/31/93 0:00,52230.52045,16.58,A,39.431788,-107.251583,,
3803708,10.85,12/31/93 0:00,52230.52045,7.67,A,39.431757,-107.247336,,
3803709,9.98,12/31/93 0:00,52230.52045,27.45,A,39.435833,-107.26641,,
3803710,9.98,12/31/93 0:00,52230.52045,4.91,A,39.437082,-107.264966,,
3804165,9.97,12/31/93 0:00,52230.52045,5.79,A,39.438846,-107.266694,,
3803907,0.79,12/31/76 0:00,46020.44192,6.38,A,39.196234,-106.836592,,
3803915,0.2,12/31/76 0:00,46020.44192,0.61,A,39.205005,-106.843734,,
3803921,0.21,12/31/76 0:00,46294.00000,0.17,A,39.204009,-106.84233,,
3803916,0.78,12/31/76 0:00,46020.45471,0.24,A,39.197911,-106.839936,,
3803917,0.29,12/31/76 0:00,46020.44192,0.09,A,39.200872,-106.840708,,
3803917,0.29,12/31/05 0:00,56977.00000,0.88,A,39.200872,-106.840708,,
3803918,0.61,12/31/76 0:00,46020.44192,0.14,A,39.198797,-106.838573,,
3803919,0.62,12/31/76 0:00,46020.44192,0.07,A,39.198521,-106.839569,,
3803920,0.61,12/31/76 0:00,46020.45471,0.16,A,39.199008,-106.840659,,
3803953,0.61,12/31/76 0:00,46020.45471,0.29,A,39.199008,-106.840659,,
3803908,0.29,12/31/76 0:00,46020.44192,0.08,A,39.200872,-106.840708,,
3803909,0.78,12/31/76 0:00,46294.00000,0.14,A,39.197911,-106.839936,,
3803910,0.21,12/31/76 0:00,46020.44192,0.58,A,39.204009,-106.84233,,
3803911,0.28,12/31/76 0:00,46020.44192,0.29,A,39.202521,-106.840957,,
3803912,0.79,12/31/76 0:00,46294.00000,0.31,A,39.196234,-106.836592,,
3803913,0.54,12/31/76 0:00,46020.45471,0.21,A,39.199669,-106.837063,,
3803913,0.54,12/31/05 0:00,56977.00000,0.83,A,39.199669,-106.837063,,
3803914,0.2,12/31/76 0:00,46020.44192,0.23,A,39.205005,-106.843734,,
3804476,0.28,12/31/05 0:00,56977.00000,1.16,A,39.202438,-106.84281,,
3804473,0.29,12/31/05 0:00,56977.00000,0.57,A,39.201029,-106.845645,,
3804474,0.28,12/31/05 0:00,56977.00000,0.32,A,39.202165,-106.845003,,
3804475,0.29,12/31/05 0:00,56977.00000,0.36,A,39.201737,-106.845193,,
3801465,41.34,12/31/75 0:00,45807.00000,6.51,C,39.224143,-106.85956,,
3801863,46.46,12/31/91 0:00,51499.14762,2,C,39.165564,-106.822228,,
3804018,46.13,11/5/71 0:00,39617.37070,0.0921,A,39.167018,-106.830542,,
3803977,46.46,11/5/71 0:00,39617.37070,0.1841,A,39.161681,-106.823355,,
4500507,4.02,3/21/17 0:00,24535.22004,0.2,C,39.438915,-107.927089,,
3803553,0,12/31/89 0:00,51129.00000,5,A,39.293486,-106.896284,,
3803685,0.18,12/31/81 0:00,48172.00000,3.74,A,39.29634,-106.921194,,
3801418,45.18,12/31/00 0:00,54786.52028,653,C,39.191906,-106.815533,,
7203550,6.59,12/31/99 0:00,54421.53310,0.17,A,39.110984,-108.131068,,
3801234,45.62,12/31/78 0:00,46751.42885,0.1,C,39.189443,-106.811082,,
3801234,45.62,12/31/92 0:00,51864.46932,0.022,C,39.189443,-106.811082,,
7201705,1.59,12/31/01 0:00,55152.52595,0.1,C,39.224839,-108.86628,,
3800517,2.77,3/18/04 0:00,19720.12773,4.2,C,39.514523,-107.317624,,
3800517,2.77,2/15/07 0:00,20667.12868,1,C,39.514523,-107.317624,,
3800517,2.77,10/30/09 0:00,21795.21651,7,C,39.514523,-107.317624,,
3800517,2.77,8/25/36 0:00,30941.22016,2.13,C,39.514523,-107.317624,,
3800517,2.77,10/24/52 0:00,36602.00000,12,C,39.514523,-107.317624,,
3800516,2.77,5/11/1889 12:00:00 AM,11832.00000,4,C,39.462355,-107.32419,,
3800516,2.77,5/11/1889 12:00:00 AM,12873.00000,3,C,39.462355,-107.32419,,
3800516,2.77,5/11/1889 12:00:00 AM,13274.00000,0.7,C,39.462355,-107.32419,,
7200515,22.9,2/7/1890 12:00:00 AM,14001.00000,0.89,C,39.24135,-107.96552,,
7200515,22.9,2/7/1890 12:00:00 AM,14151.00000,0.29,C,39.24135,-107.96552,,
7200515,22.9,6/1/16 0:00,22995.19083,0.72,C,39.24135,-107.96552,,
3800516,2.77,8/25/36 0:00,30941.25336,5.5,C,39.462355,-107.32419,,
3800516,2.77,12/31/79 0:00,47116.46658,2,C,39.462355,-107.32419,,
3800516,2.77,12/31/85 0:00,49308.48660,2,C,39.462355,-107.32419,,
7200515,22.9,12/31/05 0:00,56613.21550,0.025,C,39.24135,-107.96552,,
7201448,3.83,2/7/1890 12:00:00 AM,14142.00000,0.36,C,39.143285,-108.135291,,
7201448,3.83,3/19/1898 12:00:00 AM,17099.14093,0.586,C,39.143285,-108.135291,,
7201448,3.83,3/19/1898 12:00:00 AM,17099.16954,0.781,C,39.143285,-108.135291,,
7201448,3.83,10/14/05 0:00,18749.17806,0.072,C,39.143285,-108.135291,,
7201448,3.83,7/25/41 0:00,30895.18536,0.032,C,39.143285,-108.135291,,
7201448,3.83,7/25/41 0:00,32811.00000,0.1,C,39.143285,-108.135291,,
7200516,2.05,10/15/1895 12:00:00 AM,16513.14121,1.63,C,39.16144,-108.142045,,
7200516,2.05,6/1/16 0:00,22995.19478,1.25,C,39.16144,-108.142045,,
7200516,2.05,6/1/16 0:00,22995.22773,0.18,C,39.16144,-108.142045,,
7200518,1.05,10/14/05 0:00,18749.16954,0.54,C,39.175138,-108.140296,,
7200518,1.05,12/31/90 0:00,51318.00000,1,C,39.175138,-108.140296,,
7200519,1.32,6/1/16 0:00,22995.21305,0.3,C,39.17154,-108.138054,,
4500992,6.03,12/31/74 0:00,45290.43616,0.0699,C,39.407629,-107.949913,,
3800519,8.07,10/24/52 0:00,36396.30347,1.24,C,39.469951,-107.255062,,
3800520,8.07,10/24/52 0:00,36396.23407,0.534,C,39.470151,-107.257614,,
3701087,37.55,5/21/20 0:00,25672.23150,0.28,C,39.637707,-106.530698,,
3701087,37.55,10/3/36 0:00,30894.23880,5.93,C,39.637707,-106.530698,,
3701087,37.55,7/23/58 0:00,38753.37406,2.8,C,39.637707,-106.530698,,
3701087,37.55,12/31/77 0:00,46386.45533,4,C,39.637707,-106.530698,,
3701418,38.11,12/31/05 0:00,56978.00000,1400,C,39.631694,-106.521475,,
3701417,38.07,12/31/05 0:00,56978.00000,1400,C,39.631988,-106.521976,,
3701416,38.03,12/31/05 0:00,56978.00000,1400,C,39.632132,-106.522708,,
3804250,0.15,12/31/95 0:00,53189.00000,0.3,A,39.29169,-106.885974,,
3804251,0.1,12/31/95 0:00,53189.00000,2.5,A,39.290244,-106.887906,,
3804252,0.18,12/31/95 0:00,53189.00000,1,A,39.294028,-106.886222,,
5100513,0.81,11/5/37 0:00,30870.29371,2.5,C,39.996059,-105.784757,,
5100513,0.81,11/7/52 0:00,34241.29371,4.75,C,39.996059,-105.784757,,
3803526,2.24,12/31/90 0:00,51403.00000,5,A,39.46944,-107.319486,,
3600936,0.54,5/31/72 0:00,37324.29005,5,C,39.494402,-106.055288,,
