WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Latitude,Longitude,Lines
5303543,10.67,12/31/72,40176,4356,39.724584,-107.214142,17074
7203675,21.31,12/31/72,40176,13068,39.288694,-107.694227,17074
3903941,0.21,11/10/66,40071,6098400,39.635276,-108.099105,19317
3903503,4,11/10/66,40069,261360,39.628793,-108.113632,19317
3803935,1.91,11/5/71,40061,36590.4,39.395684,-107.223416,17496
5000576,2.15,9/5/64,40028,75,40.172712,-106.259996,20113
7201487,0.2,4/13/72,40013.39608,30,39.19698,-108.049314,17336
7201233,4.22,4/13/72,40013.38954,18.54,39.267744,-107.902795,17336
7203961,12.09,4/13/72,40013.38847,48000942,39.190896,-108.115984,17336
7203962,12.77,4/13/72,40013.38847,417787009.2,39.191212,-108.108006,17336
7204077,7.5,4/13/72,40013.37177,5702004,39.28097,-108.841832,17336
7203842,10.01,4/13/72,40013.3701,3429261,39.107204,-107.749903,17336
7204080,6.33,4/13/72,40013.35184,304920,39.17094,-107.918953,17336
7203887,8.1,4/13/72,40013.31672,435600,39.082981,-108.033557,17336
5104032,0.89,5/30/72,39795,65340,39.913742,-105.793681,17289
3803852,31.56,11/5/71,39617.38872,490050,39.069476,-107.177403,17496
3803956,29.14,11/5/71,39617.38563,592067.52,39.075479,-107.216009,17496
3803853,31.51,11/5/71,39617.38212,1574694,39.06794,-107.177159,17496
3803977,46.46,11/5/71,39617.3707,8019.396,39.161681,-106.823355,17496
3804018,46.13,11/5/71,39617.3707,4011.876,39.167018,-106.830542,17496
3803722,2.45,11/5/71,39617.36038,17467560,39.519347,-107.144277,17496
3802113,2.39,11/5/71,39617.14256,501811.2,39.207511,-106.787233,17496
3803830,2.78,11/5/71,39617.14256,1176120,39.207488,-106.780246,17496
3800838,18.39,11/5/71,39617.11793,11.9,39.400735,-107.146399,17496
3703825,3,12/31/72,39446,21780,39.673202,-106.501158,17074
3800809,0.49,6/20/58,39291,52,39.375463,-107.0439,22382
3803713,14.28,6/20/58,39291,4459193640,39.363693,-106.818708,22382
3804625,35.71,6/20/58,39291,900,39.244396,-106.530528,22382
5104025,8.68,5/30/72,39263,43560,39.971603,-106.157559,17289
5104026,7.91,5/30/72,39263,87120,39.979928,-106.162205,17289
5104027,8.7,5/30/72,39263,26136,39.971348,-106.157311,17289
5104028,7.91,5/30/72,39263,26136,39.980166,-106.16258,17289
5104029,7.87,5/30/72,39263,108900,39.980971,-106.162649,17289
5104030,7.65,5/30/72,39263,108900,39.98392,-106.164094,17289
5004600,16.44,3/30/64,39254.22423,43,40.23506,-106.600799,20272
5004600,16.44,3/30/64,39254.22423,70872120,40.23506,-106.600799,20272
5101237,2.22,5/30/72,39095.38998,295,40.035003,-106.205232,17289
5103709,2.22,5/30/72,39095.38998,4078827720,40.035047,-106.205338,17289
5104020,3.9,5/30/72,39095.3698,1519372.8,40.092414,-105.842784,17289
5104012,1.42,5/30/72,39095.36174,3751387.2,40.073402,-106.072073,17289
5103752,3.42,5/30/72,39095.3564,1626966,40.262,-106.114546,17289
5104024,5.46,5/30/72,39095.29887,858132,40.0884,-105.889151,17289
7203583,3.5,12/31/72,39081,21780,39.199374,-107.668404,17074
3900663,119.42,11/10/66,39041,36,39.542157,-107.618825,19317
3804185,0.74,12/31/72,38886,831996,39.335597,-106.607959,17074
7200963,16.43,7/21/59,38847,20,39.196813,-108.053329,21986
3701290,3.28,7/23/58,38753.37919,44,39.410145,-106.365598,22349
3700708,38.99,7/23/58,38753.37912,18.26,39.626476,-106.507,22349
3701253,1.43,7/23/58,38753.3752,62.18,39.410907,-106.458697,22349
3701254,12.64,7/23/58,38753.3752,38.6,39.397332,-106.474542,22349
3701255,13.76,7/23/58,38753.3752,39.8,39.385556,-106.484085,22349
3701256,13.87,7/23/58,38753.3752,41.3,39.380903,-106.486169,22349
3704516,13.87,7/23/58,38753.3752,1916191332,39.369483,-106.46119,22349
3704614,13.87,7/23/58,38753.3752,300,39.356768,-106.466345,22349
3704643,12.93,7/23/58,38753.3752,179.8,39.390028,-106.47035,22349
3704644,13.87,7/23/58,38753.3752,74.63,39.36773,-106.452192,22349
3700848,21.44,7/23/58,38753.37375,15,39.688493,-106.748421,22349
3703513,6.3,7/23/58,38753.37094,8890596,39.394009,-106.213473,22349
3700835,1.4,7/23/58,38753.36675,12,39.612324,-106.520624,22349
3700613,42.26,7/23/58,38753.35914,11.98,39.611809,-106.457849,22349
5303999,7.52,10/19/62,38753.35215,2800908,40.092312,-106.740697,20800
5303963,3,10/19/62,38753.30942,1132560,40.095542,-106.778364,20800
5303969,8.21,10/19/62,38753.29736,572378.4,40.016813,-106.743943,20800
5103652,5.33,1/14/57,38593,98881.2,39.989039,-105.794049,22904
7203846,22.91,7/21/59,38516,174240,39.263302,-107.711707,21986
3900709,91.4,11/10/66,38374,30.89,39.461171,-108.035714,19317
3903940,8.16,11/10/66,38241,42863911.2,39.806252,-107.545313,19317
5101070,19.64,1/14/57,38236,152939160,39.843352,-106.081849,22904
7203843,3.14,7/21/59,38222,1742400,39.11379,-107.733425,21986
7200506,2.45,7/21/59,38188,22.7,39.107423,-107.830275,21986
3900548,5.48,11/10/66,38167,19.8,39.644321,-107.446489,19317
3803733,15.97,6/20/58,38137,360676.8,39.411942,-107.188485,22382
7203576,25.38,12/31/72,37985,21780,39.240145,-107.669631,17074
3800789,0.43,6/20/58,37908,12,39.404417,-107.135153,22382
5103694,5.93,1/14/57,37905,14017608,40.13675,-106.200454,22904
7203835,17.48,7/21/59,37851,152460,39.222482,-108.061124,21986
5200632,3.3,5/31/72,37837,14.76,39.834394,-106.826108,17288
3900649,9.62,11/10/66,37691,90,39.700598,-107.69772,19317
7203570,6.68,12/31/72,37620,21780,39.132931,-107.983665,17074
5103660,1.97,1/14/57,37566.36808,2665872,40.055602,-105.951735,22904
5103661,8.09,1/14/57,37566.33146,1139529.6,40.046792,-105.94021,22904
3800880,6.29,6/20/58,37552.37524,32.5,39.2982,-107.111746,22382
3800749,6.26,6/20/58,37552.37102,51.56,39.142621,-106.894552,22382
3800653,11.79,6/20/58,37552.36687,20,39.189722,-106.985555,22382
3803722,2.45,6/20/58,37552.36038,12440736,39.519347,-107.144277,22382
3804014,9.48,6/20/58,37552.35245,718740,39.37958,-106.886596,22382
3803973,15.78,6/20/58,37552.34119,217800,39.405439,-107.190094,22382
3803974,15.75,6/20/58,37552.34119,871200,39.40606,-107.191429,22382
3801146,2.36,6/20/58,37552.18058,11.24,39.406217,-106.895176,22382
3903508,11.11,11/10/66,37503.36899,592459560,39.62653,-107.757803,19317
3903505,0,11/10/66,37503.35321,134478432,39.605834,-107.66081,19317
3903928,100.73,11/10/66,37503.29006,43560,39.520065,-107.916453,19317
3900563,7.69,11/10/66,37503.15066,24,39.675752,-107.698383,19317
5300595,3.97,2/7/56,37494,22,39.997425,-106.82643,23246
7200542,12.32,7/21/59,37486,45,39.105333,-107.904932,21986
7200583,7.58,7/21/59,37486,28,39.125517,-107.967292,21986
7200609,12.1,7/21/59,37486,30,39.108995,-107.886269,21986
7200746,2.54,7/21/59,37486,350,39.199932,-107.820726,21986
7200879,33.63,7/21/59,37486,240,39.224159,-107.812662,21986
7203844,33.64,7/21/59,37486,1459260000,39.224116,-107.812397,21986
5300662,1.42,2/7/56,37482,14,39.82997,-107.185433,23246
5303971,17.8,2/7/56,37465,141802174.8,39.771925,-107.318672,23246
5303966,5.95,2/7/56,37446,10771516.8,39.990398,-106.815526,23246
7203762,7.87,7/21/59,37398,710028,39.349534,-108.934994,21986
7203574,23.67,12/31/72,37254,21780,39.248891,-107.695663,17074
7203600,4.57,12/31/72,37254,21780,39.251454,-107.585452,17074
7203647,9.39,12/31/72,37254,21780,39.202242,-107.541416,17074
7203679,44.39,12/31/72,37254,21780,39.154016,-107.722075,17074
3804015,43.89,10/24/52,37214,87120,39.1997,-106.832775,24447
5300754,10.27,2/7/56,37202,15,39.928948,-107.062178,23246
5103682,291.1,11/7/52,37177,83199.6,40.337847,-105.860598,24433
7203841,38.5,7/21/59,37133,5445000,39.211524,-107.751308,21986
3803972,0.17,10/24/52,37133,87120,39.369081,-107.032788,24447
3903539,0.86,9/5/52,37125,87120,39.593785,-107.557123,24496
5003641,2.26,9/5/64,37061,219978,40.141628,-106.316169,20113
7200730,4.55,7/21/59,37037,18,39.174687,-107.806126,21986
7203842,10.01,7/21/59,37010,16173392.4,39.107204,-107.749903,21986
7203843,3.14,7/21/59,37010,9321840,39.11379,-107.733425,21986
3603545,0.71,3/10/52,36801,341946,39.992222,-106.385356,24675
3804016,44.41,10/24/52,36778,233481.6,39.200697,-106.82089,24447
3800755,1.74,10/24/52,36763,30,39.185247,-106.835669,24447
7200616,38.62,7/21/59,36746,20.5,39.207731,-107.762341,21986
3801078,5.12,10/24/52,36734,40,39.273262,-106.958137,24447
3700684,6.46,2/7/56,36730,15,39.758323,-106.777641,23246
3700683,6.46,2/7/56,36718,30,39.758323,-106.777641,23246
4500699,1.35,3/2/53,36676,20.04,39.309424,-107.538532,24318
3800517,2.77,10/24/52,36602,12,39.514523,-107.317624,24447
3703836,3.6,12/31/72,36524,4356,39.47955,-106.932612,17074
5303530,147.25,12/31/72,36524,8712,39.595572,-107.214971,17074
5303536,148.05,12/31/72,36524,87120,39.601687,-107.191817,17074
5303562,5.53,12/31/72,36524,1742400,39.926306,-107.16719,17074
3801147,1.4,10/24/52,36396.35885,12.8,39.401299,-107.229424,24447
3803740,1.89,10/24/52,36396.34942,1986336,39.513822,-107.141455,24447
3803752,4.07,10/24/52,36396.33928,10811156.4,39.519647,-107.085705,24447
3803751,3.53,10/24/52,36396.31303,1058508,39.514123,-107.091286,24447
3803731,1.44,10/24/52,36396.24174,300084.84,39.230748,-107.10114,24447
3803730,1.44,10/24/52,36396.24028,1752767.28,39.222344,-107.121398,24447
3801773,6.85,10/24/52,36396.20574,15,39.423087,-106.632422,24447
3801775,7.69,10/24/52,36396.20574,15,39.430287,-106.623052,24447
3803711,6.65,10/24/52,36396.20574,26136000,39.423334,-106.636389,24447
3803760,7.32,10/24/52,36396.20574,12177198,39.426389,-106.625834,24447
3803751,3.53,10/24/52,36396.17728,474368.4,39.514123,-107.091286,24447
3801028,4.34,10/24/52,36396.15565,21,39.164276,-106.878667,24447
7203789,13.5,7/21/59,36281,196020,39.325673,-108.701118,21986
3900728,91.34,9/5/52,36204,11.49,39.460643,-108.036986,24496
5103665,3.31,11/7/52,36186,5083452,40.100655,-105.844795,24433
7203854,5.45,7/21/59,36065,7230960,39.084047,-108.274104,21986
5003625,21.16,9/5/64,36040,46766016,40.294336,-106.29022,20113
7203859,8.12,7/21/59,35995,13155555.6,39.073363,-108.215456,21986
3703516,7.6,2/7/56,35973,695217.6,39.753303,-106.852015,23246
3703517,9.27,2/7/56,35973,5343940.8,39.76648,-106.866727,23246
3603544,0.31,3/10/52,35969,1777248,39.996866,-106.381279,24675
3600671,33.99,3/10/52,35929,15,39.736577,-106.13337,24675
5103659,8.33,11/7/52,35927,552340.8,40.040876,-105.934316,24433
3603570,64.36,3/10/52,35927,93218400,39.385722,-106.100864,24675
3604683,64.54,3/10/52,35927,200,39.382956,-106.07716,24675
3604687,2.09,3/10/52,35927,40,39.436991,-106.071487,24675
3604688,64.54,3/10/52,35927,50,39.380806,-106.071341,24675
3604689,0.41,3/10/52,35927,50,39.373721,-106.054549,24675
3604690,1.65,3/10/52,35927,60,39.401163,-106.079283,24675
3604692,0.41,3/10/52,35927,40,39.373713,-106.054521,24675
3604696,64.54,3/10/52,35927,20,39.374534,-106.048819,24675
3604697,2.6,3/10/52,35927,60,39.421608,-106.074395,24675
3604699,64.54,3/10/52,35927,20,39.380773,-106.071342,24675
3600780,32.49,3/10/52,35915,12,39.758106,-106.131223,24675
7203598,43.93,12/31/72,35793,21780,39.159748,-107.739305,17074
5203939,8.55,5/31/72,35702,7903090.8,39.808906,-106.778511,17288
5300621,24.25,2/7/56,35686,12.8,40.033116,-106.923238,23246
7203786,14,7/21/59,35654,17424,39.288805,-108.426129,21986
3603549,5.13,3/10/52,35645,635976,39.9795,-106.4579,24675
5303961,28.73,2/7/56,35621,8458916.4,40.021113,-106.997623,23246
7200644,56.24,7/21/59,35476,23.38,39.127617,-108.325965,21986
5303982,1.68,2/7/56,35404,3949149.6,39.904904,-106.871498,23246
7203859,8.12,7/21/59,35294,9543560.4,39.073363,-108.215456,21986
3802113,2.39,8/25/49,35279,15.53,39.207511,-106.787233,25603
3604512,44.67,3/10/52,35238,11006653680,39.618299,-106.065573,24675
3604684,45.59,3/10/52,35238,520,39.616983,-106.044229,24675
3603537,6.1,3/10/52,35016,958320,39.96806,-106.439245,24675
5000770,4.03,9/5/64,34762.3464,4464900,40.264264,-106.403853,20113
5003606,3.34,9/5/64,34762.3464,4464900,40.212187,-106.382669,20113
5003629,13.11,9/5/64,34762.34553,81587880,40.179433,-106.572301,20113
5003623,52.88,9/5/64,34762.33466,18813564,40.349108,-106.592472,20113
5000754,11.04,9/5/64,34762.33024,12,40.178133,-106.31772,20113
4500845,119.54,8/5/64,34762.23131,80.09,39.540357,-107.617269,20144
5000662,2.76,9/5/64,34762.14397,17.54,40.142495,-106.324848,20113
5003640,2.77,9/5/64,34762.14397,154202.4,40.142589,-106.325012,20113
5000734,3.21,9/5/64,34762.13122,21.15,40.062836,-106.393727,20113
5003632,4.41,3/5/45,34648,4676166,40.268171,-106.404895,27237
7203919,6.81,7/21/59,34419.34088,17206200,39.185266,-107.894196,21986
7203769,2.53,7/21/59,34419.3371,60984,39.148288,-109.039493,21986
7203763,10,7/21/59,34419.33402,121968,39.308062,-109.046119,21986
7203833,7.89,7/21/59,34419.3313,9422028,39.129305,-107.82624,21986
7203790,14.29,7/21/59,34419.3281,635976,39.362278,-108.907068,21986
7203894,8.46,7/21/59,34419.32368,5419735.2,39.083859,-108.022735,21986
7203887,8.1,7/21/59,34419.31672,5227200,39.082981,-108.033557,21986
7203770,36,7/21/59,34419.31358,392040,39.210775,-108.518959,21986
7203858,8.14,7/21/59,34419.30938,25340594.4,39.081538,-108.217863,21986
7203868,12.27,7/21/59,34419.30888,408592.8,39.047167,-108.091631,21986
7203845,22.91,7/21/59,34419.30467,174240,39.263208,-107.711736,21986
7203893,8.89,7/21/59,34419.29493,6814090.8,39.076336,-108.037533,21986
7203855,6.37,7/21/59,34419.28794,1629144,39.081814,-108.253431,21986
7203857,6.93,7/21/59,34419.28794,3310560,39.078787,-108.240093,21986
7203976,6.4,7/21/59,34419.28794,522720,39.081339,-108.248918,21986
7203977,6.4,7/21/59,34419.28794,348480,39.080407,-108.248792,21986
7204118,6.94,7/21/59,34419.28794,1768536,39.055934,-108.245202,21986
7204119,6.94,7/21/59,34419.28794,392040,39.057687,-108.237044,21986
7203854,5.45,7/21/59,34419.27316,7159957.2,39.084047,-108.274104,21986
7203854,5.45,7/21/59,34419.27315,2010294,39.084047,-108.274104,21986
7203926,10.89,7/21/59,34419.25733,6098400,39.087852,-107.954869,21986
7203870,7.96,7/21/59,34419.25339,757944,39.101928,-108.21535,21986
7203924,10.05,7/21/59,34419.23861,2395800,39.081226,-107.984054,21986
7203925,11.37,7/21/59,34419.23541,6534000,39.075203,-107.951717,21986
7203863,8.08,7/21/59,34419.21127,1393920,39.099232,-108.205683,21986
7203864,7.78,7/21/59,34419.21127,444312,39.102661,-108.218544,21986
7203865,7.98,7/21/59,34419.21127,653400,39.106626,-108.206516,21986
7203866,7.6,7/21/59,34419.21127,553212,39.104294,-108.220748,21986
7203838,3.5,7/21/59,34419.19201,4791600,39.062688,-107.768426,21986
7203914,12.01,7/21/59,34419.16285,5071690.8,39.129937,-107.851034,21986
5100546,2.25,11/7/52,34241.23679,14.14,40.136722,-105.928877,24433
5100763,236.23,11/7/52,34241.18263,18,40.055336,-106.284165,24433
5101148,228.86,11/7/52,34241.18263,13.84,40.041693,-106.373758,24433
5101149,229.94,11/7/52,34241.18263,13.84,40.045163,-106.357836,24433
3903500,5.03,9/5/52,33978.33865,779724,39.665232,-107.822646,24496
3603692,7.92,12/31/72,33799,278784,39.541875,-106.141964,17074
7203612,26.02,12/31/72,33602,43560,39.254866,-107.646949,17074
3603571,2.33,3/10/52,33466,4080265.2,39.963483,-106.414383,24675
5103693,2.15,3/2/42,33433.3315,8407080,40.077424,-106.21854,28336
5100629,240.53,3/2/42,33433.33149,11.03,40.060998,-106.214923,28336
3601058,5.77,3/10/52,33289,12.96,39.624925,-105.794891,24675
3604626,5.61,3/10/52,33289,12.96,39.622948,-105.79142,24675
3800570,3.7,8/25/49,33160,18,39.378623,-107.204847,25603
4500635,3.01,7/23/41,33099.32262,11.47,39.518713,-107.543106,28558
4500749,9.89,7/23/41,33099.32262,12.63,39.485754,-107.449926,28558
3603569,4.56,3/10/52,33094,18658490.4,39.804933,-106.262959,24675
5000606,13.51,7/17/41,33070,62.25,40.213675,-106.311416,28564
5100763,236.23,10/1/40,33063.12023,24,40.055336,-106.284165,28853
5000734,3.21,7/17/41,33025,51.75,40.062836,-106.393727,28564
5300584,147.54,2/7/56,33023.28989,158,39.587911,-107.193675,23246
5303966,5.95,2/7/56,33023.1952,7787656.8,39.990398,-106.815526,23246
3703814,7.56,12/31/72,33012,1934064,39.542781,-106.220878,17074
5003642,1.16,7/17/41,32977,33671880,40.32765,-106.517349,28564
3900672,0,1/11/43,32959.25995,11.88,39.597055,-107.571008,28021
3900687,0.85,1/11/43,32959.25995,21.1935,39.578272,-107.545778,28021
3804680,1.65,8/25/49,32907.31989,24,39.316429,-107.405447,25603
3801073,1.19,8/25/49,32907.31655,15.26,39.273971,-106.87351,25603
3800854,4.46,8/25/49,32907.15565,65,39.163787,-106.880651,25603
3703858,3,12/31/72,32871,21780,39.677752,-106.523958,17074
5000574,6.36,7/17/41,32733,26621258.4,40.163442,-106.491878,28564
5000627,4.68,7/17/41,32733,26621258.4,40.140645,-106.470466,28564
5003618,3.97,7/17/41,32733,26621258.4,40.153968,-106.458449,28564
5000768,54.19,7/17/41,32653,15.05,40.361029,-106.632369,28564
5003624,52.41,7/17/41,32653,8581320,40.346619,-106.605395,28564
3804184,26.22,12/31/72,32644,5174928,39.316526,-106.640679,17074
5203936,4.09,8/30/46,32347,1386079.2,39.832426,-106.597335,26694
5003612,2.71,7/17/41,32335.22424,1593860.4,40.253965,-106.41001,28564
5000612,227.74,7/17/41,32335.11971,12,40.048666,-106.384052,28564
5000613,226.93,7/17/41,32335.11677,12,40.045833,-106.393731,28564
3603565,1.79,3/10/52,32309,6838920,39.583053,-105.996948,24675
5103684,3.93,7/13/38,32085.32039,1581228,39.986141,-105.984065,29664
3603548,2.97,3/10/52,32075.31563,24955959.6,39.845824,-106.349786,24675
3600671,33.99,3/10/52,32075.31166,18.8,39.736577,-106.13337,24675
3600649,1.56,3/10/52,32075.30102,12.39,39.772565,-106.178702,24675
3600734,40.18,3/10/52,32075.28032,18.67,39.671478,-106.08953,24675
3600645,3.5,3/10/52,32075.23878,14,39.838853,-106.35029,24675
3600649,1.56,3/10/52,32075.2366,22,39.772565,-106.178702,24675
3603548,2.97,3/10/52,32075.22262,15184580.4,39.845824,-106.349786,24675
3600796,0.57,3/10/52,32075.20453,13.79,39.813944,-106.203719,24675
3603534,41.95,3/10/52,32075.19601,1742400,39.652326,-106.074459,24675
3600803,1.59,3/10/52,32075.1894,15,39.86778,-106.387677,24675
3600709,3.57,3/10/52,32075.18262,17.85,40.012803,-106.383593,24675
3603533,5.49,3/10/52,32075.1461,86998032,39.795581,-106.270854,24675
3600687,1.89,3/10/52,32075.09324,13.4,39.768836,-106.181301,24675
5203940,1.86,8/30/46,32054,1150419.6,39.951577,-106.461995,26694
3703517,9.27,2/7/56,31983.22492,3053556,39.76648,-106.866727,23246
3703516,7.6,2/7/56,31983.21512,895593.6,39.753303,-106.852015,23246
3900548,5.48,1/9/37,31780.2275,11.2,39.644321,-107.446489,30214
3604923,18.46,10/26/37,31566,55,39.368315,-106.182027,29924
7203964,47.27,7/25/41,31499,163785.6,39.052486,-108.425353,28556
5000601,6.6,7/13/38,31393.31206,24.5,40.356447,-106.571609,29664
5003637,5.34,7/13/38,31393.30163,2623183.2,40.248682,-106.508229,29664
5003627,4.92,7/13/38,31393.29065,10454400,40.138271,-106.473643,29664
5003643,4.05,7/13/38,31393.26176,2913728.4,40.233676,-106.503109,29664
5003606,3.34,7/13/38,31393.23745,10628640,40.212187,-106.382669,29664
5103709,2.22,11/5/37,31359,4078827720,40.035047,-106.205338,29914
7203889,8.39,7/25/41,31333,2718144,39.088724,-108.011156,28556
3600830,18.46,10/26/37,31272,20,39.415166,-106.174984,29924
3604923,18.46,10/26/37,31272,190,39.368315,-106.182027,29924
5100728,2.61,11/5/37,31259.30133,70,39.996799,-105.75435,29914
5101250,6.05,11/5/37,31259.30133,25,40.050527,-105.779523,29914
5103686,8.03,11/5/37,31259.30133,222156000,40.052502,-105.752172,29914
3600606,0.6,10/12/55,31258,90,39.876799,-106.341912,23364
3600881,15.56,10/12/55,31258,1726,39.878681,-106.332824,23364
3603543,15.77,10/12/55,31258,7011461160,39.876384,-106.330637,23364
5100678,267.07,10/12/55,31258,1100,40.182587,-105.870545,23364
5100958,1.87,10/12/55,31258,400,40.144627,-105.902241,23364
5103695,272.87,10/12/55,31258,856781640,40.207198,-105.841576,23364
5103710,3.8,10/12/55,31258,459688680,40.147279,-105.942433,23364
5104055,266.45,10/12/55,31258,23686098480,40.148114,-105.865992,23364
5104634,0.85,10/12/55,31258,550,40.241634,-105.801378,23364
5203946,200.7,8/30/46,31175,2575702.8,39.83571,-106.690446,26694
7203853,4.92,7/25/41,31160,1199990.88,39.105217,-108.255979,28556
3900610,9.63,1/4/37,31031.27818,12.34,39.519213,-108.131652,30219
3900635,4.93,1/4/37,31031.27818,19.72,39.476396,-108.100497,30219
7203858,8.14,7/25/41,30953,24850980,39.081538,-108.217863,28556
3801763,61.88,8/25/36,30941.29454,322,39.119094,-106.623828,30351
3801766,4.4,8/25/36,30941.29454,171,39.087974,-106.646816,30351
3801767,61.69,8/25/36,30941.29454,21.33,39.126351,-106.619692,30351
3801768,4.84,8/25/36,30941.29454,20,39.094761,-106.633873,30351
3804617,6.72,8/25/36,30941.29454,625,39.0789,-106.613323,30351
3800924,3.98,8/25/36,30941.28641,18,39.253243,-106.838136,30351
3803745,3.83,8/25/36,30941.28447,176749.056,39.316584,-107.163043,30351
3800840,7.67,8/25/36,30941.26945,21.5,39.326386,-107.209097,30351
3801038,11.83,8/25/36,30941.26945,14.08,39.272698,-107.225202,30351
3800574,4.01,8/25/36,30941.25658,36.24,39.375094,-107.201809,30351
3803729,4.36,8/25/36,30941.25336,65485054.8,39.47956,-107.359221,30351
3800606,0.14,8/25/36,30941.24258,13.34,39.256193,-106.84895,30351
3801073,1.19,8/25/36,30941.24258,13.19,39.273971,-106.87351,30351
3800970,4.46,8/25/36,30941.23895,25,39.368861,-107.202217,30351
3800920,15.11,8/25/36,30941.23845,11.2,39.40545,-107.2019,30351
3801078,5.12,8/25/36,30941.21064,15.68,39.273262,-106.958137,30351
3800757,26.65,8/25/36,30941.20923,16.5,39.357198,-107.026504,30351
3800890,11.75,8/25/36,30941.20701,22.89,39.198128,-106.986387,30351
3803743,3.56,8/25/36,30941.19238,536005.8,39.421753,-106.970895,30351
3800712,13.08,8/25/36,30941.18949,17.238,39.417669,-107.232604,30351
3800968,23.72,8/25/36,30941.18377,20.06,39.369826,-107.070723,30351
3801012,5.23,8/25/36,30941.17592,20,39.271569,-106.958102,30351
3800740,22.77,8/25/36,30941.14916,14.821,39.374939,-107.084595,30351
3800547,4.59,8/25/36,30941.14776,14,39.367164,-107.202849,30351
3800996,17.66,8/25/36,30941.14761,42.68,39.400525,-107.159049,30351
3800715,27.73,8/25/36,30941.14723,12.24,39.346417,-107.013347,30351
3801062,17.91,8/25/36,30941.1472,21.56,39.399768,-107.154835,30351
3800528,19.93,8/25/36,30941.1467,33.2,39.399815,-107.119918,30351
3800768,1,8/25/36,30941.1331,15,39.202733,-106.808204,30351
7203837,0.88,7/25/41,30895.30608,3789720,39.113979,-107.806762,28556
7203901,12.47,7/25/41,30895.29903,3898620,39.075693,-108.056619,28556
7203928,10.39,7/25/41,30895.29764,2178000,39.080473,-107.967333,28556
7203903,10.3,7/25/41,30895.27237,1463746.68,39.127065,-107.892894,28556
7203931,11.01,7/25/41,30895.26528,4830368.4,39.080914,-107.952452,28556
7203895,9.32,7/25/41,30895.26526,3647278.8,39.076819,-108.006422,28556
7203913,1.41,7/25/41,30895.26137,2090880,39.121231,-107.889503,28556
7203888,9.79,7/25/41,30895.25758,5471136,39.068807,-108.021762,28556
7200646,61.8,7/25/41,30895.24988,23.5,39.188796,-108.282621,28556
7203918,7.76,7/25/41,30895.24033,130680,39.15675,-107.905406,28556
4500969,82.62,7/25/41,30895.23496,16.89,39.382585,-108.129986,28556
7200645,53.09,7/25/41,30895.23491,119.47,39.101353,-108.350223,28556
7203929,10.43,7/25/41,30895.2321,3952634.4,39.062514,-107.995665,28556
7203902,7.97,7/25/41,30895.22872,5629258.8,39.08269,-108.044387,28556
7203883,12.62,7/25/41,30895.22606,27007.2,39.065295,-108.055098,28556
7203909,12.34,7/25/41,30895.22604,18425880,39.104371,-107.901609,28556
7203931,11.01,7/25/41,30895.226,2626668,39.080914,-107.952452,28556
7203901,12.47,7/25/41,30895.22597,5096520,39.075693,-108.056619,28556
7203919,6.81,7/25/41,30895.22596,2395800,39.185266,-107.894196,28556
7203841,38.5,7/25/41,30895.22594,740520,39.211524,-107.751308,28556
7203841,38.5,7/25/41,30895.22593,958320,39.211524,-107.751308,28556
7203883,12.62,7/25/41,30895.22592,14171810.4,39.065295,-108.055098,28556
7203915,12.02,7/25/41,30895.22591,3288780,39.125849,-107.847891,28556
7203914,12.01,7/25/41,30895.2259,5893668,39.129937,-107.851034,28556
7200646,61.8,7/25/41,30895.21241,1020,39.188796,-108.282621,28556
4500969,82.62,7/25/41,30895.16437,25,39.382585,-108.129986,28556
7200645,53.09,7/25/41,30895.11922,300,39.101353,-108.350223,28556
3703524,5.26,10/3/36,30894.30071,28749.6,39.479397,-106.735913,30312
3700682,3.96,10/3/36,30894.29746,15.23,39.448937,-106.777962,30312
3703520,22.2,10/3/36,30894.29745,41251320,39.467583,-106.778274,30312
3701066,2.1,10/3/36,30894.29391,20,39.379044,-106.239046,30312
3704641,7.14,10/3/36,30894.29391,30,39.375708,-106.234958,30312
3703524,5.26,10/3/36,30894.2934,43995.6,39.479397,-106.735913,30312
3704648,2.2,10/3/36,30894.29013,85,39.354099,-106.352703,30312
3700642,21.6,10/3/36,30894.28011,20.42,39.689736,-106.746039,30312
3700694,4.06,10/3/36,30894.26906,13.74,39.626774,-106.787703,30312
3700711,9.71,10/3/36,30894.26906,13.33,39.566352,-106.763764,30312
3700857,4.95,10/3/36,30894.26906,14.91,39.623455,-106.773835,30312
3703524,5.26,10/3/36,30894.26783,391168.8,39.479397,-106.735913,30312
3700848,21.44,10/3/36,30894.26571,11.83,39.688493,-106.748421,30312
3703524,5.26,10/3/36,30894.24592,91476,39.479397,-106.735913,30312
3700658,36.6,10/3/36,30894.18061,11.92,39.63714,-106.546979,30312
3700560,2.12,10/3/36,30894.17657,13.16,39.615485,-106.614854,30312
5100639,27.47,11/5/37,30870.26117,275,39.861633,-105.749423,29914
5100745,0.24,11/5/37,30870.26117,21.5,39.765145,-105.9065,29914
5100907,1.98,11/5/37,30870.26117,30,39.757041,-105.93306,29914
5100959,0.43,11/5/37,30870.26117,48.6,39.781504,-105.917468,29914
5101264,0.94,11/5/37,30870.26117,75,39.880664,-105.741513,29914
5101268,12.41,11/5/37,30870.26117,49,39.939824,-105.73267,29914
