WDID,Stream Mile,Adjudication Date,Priority Admin No,Net Absolute,Latitude,Longitude,Lines
3804169,26.86,12/31/95,53306,348480,39.356795,-107.022244,8674
3804170,26.76,12/31/95,53306,200376,39.358847,-107.020772,8674
3804171,26.96,12/31/95,53306,370260,39.355858,-107.021196,8674
3804172,26.96,12/31/95,53306,283140,39.358341,-107.01991,8674
3804173,27,12/31/95,53306,34848,39.356737,-107.017252,8674
3804231,2.75,12/31/95,53306,475675.2,39.386946,-107.217217,8674
3804232,2.75,12/31/95,53306,64033.2,39.387212,-107.215577,8674
3804233,2.75,12/31/95,53306,35283.6,39.387514,-107.214855,8674
3804234,2.41,12/31/95,53306,239580,39.388321,-107.217899,8674
3804235,2.44,12/31/95,53306,23086.8,39.388566,-107.216862,8674
3804236,2.69,12/31/95,53306,51836.4,39.388653,-107.216052,8674
3804237,2.69,12/31/95,53306,16988.4,39.388843,-107.215571,8674
3803516,3.85,12/31/95,53253,16552.8,39.159801,-106.84632,8674
5104060,0.31,12/31/95,53231,196020,39.935779,-106.136872,8674
3603651,36.75,12/31/95,53225,43560,39.712622,-106.110763,8674
3603652,36.51,12/31/95,53225,1742400,39.71572,-106.113503,8674
3603655,36.81,12/31/95,53225,226512,39.710421,-106.108549,8674
7204037,7.76,12/31/95,53211,87120,39.168633,-107.896809,8674
7204038,7.76,12/31/95,53211,87120,39.168689,-107.897089,8674
7204039,7.76,12/31/95,53211,87120,39.169101,-107.896805,8674
7204040,7.76,12/31/95,53211,87120,39.169171,-107.89653,8674
7204046,8.04,12/31/95,53211,87120,39.171432,-107.882758,8674
7204047,7.97,12/31/95,53211,87120,39.171541,-107.883086,8674
7204048,7.96,12/31/95,53211,87120,39.171713,-107.883429,8674
7204049,7.95,12/31/95,53211,87120,39.171959,-107.883862,8674
3703596,1.42,12/31/95,53203,392040,39.633494,-106.953356,8674
3703934,0.95,12/31/95,53203,22389.84,39.636407,-106.950006,8674
3703935,1.54,12/31/95,53203,77972.4,39.633981,-106.95803,8674
3804250,0.15,12/31/95,53189,13068,39.29169,-106.885974,8674
3804251,0.1,12/31/95,53189,108900,39.290244,-106.887906,8674
3804252,0.18,12/31/95,53189,43560,39.294028,-106.886222,8674
7204019,2.57,12/31/95,53175,6551859.6,39.231906,-108.856161,8674
3804311,0.15,12/31/95,53124,4356,39.150658,-106.782093,8674
3804277,6.24,12/31/95,53076,43560,39.243422,-106.801276,8674
4503744,3.55,12/31/95,53042,285318,39.517189,-107.656901,8674
4503745,3.61,12/31/95,53042,285318,39.516865,-107.656578,8674
4503743,5.48,12/31/95,53034,6534,39.494733,-107.65563,8674
7003620,4.47,12/31/95,53020,100188,39.374733,-108.31376,8674
7003621,4.41,12/31/95,53020,270072,39.374875,-108.313267,8674
7003622,4.24,12/31/95,53020,91476,39.375051,-108.312262,8674
7003623,4.41,12/31/95,53020,174240,39.374777,-108.312876,8674
7003624,4.18,12/31/95,53020,108900,39.374354,-108.310989,8674
7003625,4.32,12/31/95,53020,45738,39.373454,-108.312161,8674
7003627,4.06,12/31/95,53020,217800,39.373652,-108.309461,8674
7003628,4,12/31/95,53020,241322.4,39.372776,-108.308971,8674
7003629,3.99,12/31/95,53020,286189.2,39.372252,-108.308911,8674
7003630,3.94,12/31/95,53020,143748,39.372518,-108.307565,8674
7003631,3.86,12/31/95,53020,163350,39.371375,-108.307575,8674
7003632,3.86,12/31/95,53020,38332.8,39.371451,-108.307374,8674
7003633,3.82,12/31/95,53020,52272,39.371039,-108.306706,8674
7003634,3.79,12/31/95,53020,19166.4,39.371418,-108.306342,8674
7003635,3.77,12/31/95,53020,39204,39.371324,-108.305777,8674
7003636,3.77,12/31/95,53020,178160.4,39.371085,-108.305961,8674
7003637,3.66,12/31/95,53020,200376,39.371329,-108.304803,8674
5003668,13.16,12/31/95,52976,261360000,40.113067,-106.414864,8674
3703783,7.08,12/31/95,52960.5296,43560,39.594683,-106.729814,8674
3801763,61.88,12/31/95,52960.52754,164.16,39.119094,-106.623828,8674
3801764,2.78,12/31/95,52960.52754,76.61,39.081369,-106.674038,8674
3703925,8.42,12/31/95,52960.52462,6534,39.582899,-106.744613,8674
3703926,8.42,12/31/95,52960.52462,26136,39.583692,-106.745024,8674
7204029,5.85,12/31/95,52960.52365,52272,39.112062,-108.156369,8674
7204030,6,12/31/95,52960.52365,322344,39.110642,-108.156506,8674
3903531,2.24,12/31/95,52960.52169,65340,39.672368,-107.78306,8674
3903532,2.19,12/31/95,52960.52169,54450,39.67158,-107.784177,8674
3703930,0.35,12/31/95,52960.513,140263.2,39.646736,-106.608291,8674
3804244,2.94,12/31/95,52960.51134,52707.6,39.172645,-106.847123,8674
3803626,0.64,12/31/95,52960.50874,871200,39.473989,-107.14944,8674
3803627,0.63,12/31/95,52960.50874,1306800,39.472238,-107.148131,8674
7203841,38.5,12/31/95,52960.50556,6342771.6,39.211524,-107.751308,8674
4503742,5.66,12/31/95,52960.48942,32670,39.493525,-107.654774,8674
3803518,11.09,12/31/95,52960.48212,39204,39.074931,-106.80402,8674
3803519,11.07,12/31/95,52960.48212,12196.8,39.07526,-106.803739,8674
3803520,11.05,12/31/95,52960.48212,30492,39.075579,-106.804072,8674
3803521,11.04,12/31/95,52960.48212,3920.4,39.07586,-106.803957,8674
3803522,11.03,12/31/95,52960.48212,38768.4,39.07626,-106.803764,8674
3803523,11.01,12/31/95,52960.48212,23086.8,39.076581,-106.804406,8674
4503542,119.28,12/31/95,52960.46872,44866.8,39.531674,-107.626316,8674
4503543,119.28,12/31/95,52960.46872,10018.8,39.531674,-107.626316,8674
7204028,13.48,12/31/95,52960.46582,261360,39.187381,-108.095574,8674
5103502,1.14,12/31/95,52960.46233,522720,39.926493,-106.130059,8674
4503533,0.41,12/31/95,52960.45851,435600,39.538926,-107.621767,8674
3803635,0,12/31/95,52960.42155,4356,39.200275,-106.821732,8674
5003675,1.96,12/31/95,52960.39598,60984,40.247859,-106.476644,8674
5003674,8.2,12/31/95,52960.30683,60984,40.212791,-106.51782,8674
5003672,5.9,12/31/95,52960.26766,60984,40.233301,-106.51242,8674
5003673,6.17,12/31/95,52960.26766,60984,40.238816,-106.51605,8674
7202003,38.91,12/31/94,52903,300,39.055689,-108.570544,9039
7203758,3.43,12/31/94,52886,174240,39.20165,-108.800526,9039
3703789,2.15,12/31/94,52883,853776,39.674998,-106.691802,9039
3803691,6.26,12/31/94,52878,43560,39.2414,-106.944423,9039
3803692,6.26,12/31/94,52878,98010,39.23958,-106.945112,9039
3703936,1.46,12/31/94,52822,348480,39.682882,-106.807147,9039
7003612,43.87,12/31/94,52819,35719.2,39.580559,-108.663889,9039
7003613,43.24,12/31/94,52819,21780,39.579719,-108.663336,9039
7003614,41.87,12/31/94,52819,15246,39.563609,-108.650281,9039
7003615,41.87,12/31/94,52819,46609.2,39.563336,-108.649721,9039
7003616,40.47,12/31/94,52819,33976.8,39.541998,-108.630291,9039
7003618,37.99,12/31/94,52819,21780,39.522497,-108.609442,9039
7003619,37.99,12/31/94,52819,21780,39.522224,-108.608893,9039
7004017,43.87,12/31/94,52819,31363.2,39.578951,-108.666327,9039
7204014,36.1,12/31/94,52819,21780,39.523461,-108.620891,9039
7204015,36.11,12/31/94,52819,21780,39.523429,-108.621113,9039
7204016,35.32,12/31/94,52819,10890,39.509367,-108.620985,9039
7204017,42,12/31/94,52819,31363.2,39.57876,-108.666254,9039
5103501,4.86,12/31/94,52803,348480,40.21098,-105.958845,9039
3903530,2.69,12/31/94,52769,306662.4,39.621077,-107.644189,9039
3803524,34.69,12/31/94,52747,304920,39.29568,-106.920183,9039
3703898,23.67,12/31/94,52700,435600,39.696106,-106.709112,9039
3703899,23.67,12/31/94,52700,435600,39.693982,-106.708966,9039
3703900,22.76,12/31/94,52700,2178000,39.686497,-106.713073,9039
3703901,25.99,12/31/94,52700,435600,39.693299,-106.6947,9039
3703902,28.36,12/31/94,52700,871200,39.66598,-106.682431,9039
3703903,29.94,12/31/94,52700,871200,39.664686,-106.682796,9039
3903555,112.58,12/31/94,52685,216885.24,39.553816,-107.738419,9039
3803679,5.59,12/31/94,52595.52536,20473.2,39.352773,-107.204915,9039
3803600,1.65,12/31/94,52595.52535,30492,39.299781,-107.000866,9039
4503746,5.83,12/31/94,52595.52441,261360,39.488937,-107.649777,9039
3703785,0.79,12/31/94,52595.52411,7405.2,39.594942,-106.622681,9039
3703786,0,12/31/94,52595.52411,5662.8,39.612745,-106.647895,9039
3703987,3.3,12/31/94,52595.52184,5662800,39.603915,-106.54271,9039
3803619,2.11,12/31/94,52595.51965,89298,39.294467,-107.006002,9039
3603685,0.31,12/31/94,52595.47847,326700,39.675638,-106.088925,9039
3603686,0.24,12/31/94,52595.47847,230868,39.675,-106.089799,9039
3803500,0.24,12/31/94,52595.47723,18948.6,39.344734,-106.675002,9039
3803501,0.13,12/31/94,52595.47723,35937,39.345049,-106.676855,9039
3803502,0.13,12/31/94,52595.47723,6795.36,39.344533,-106.677051,9039
3603673,31.08,12/31/94,52595.47634,87120,39.776631,-106.141231,9039
3803676,1.83,12/31/94,52595.45456,54450,39.29218,-106.857631,9039
3603684,0.32,12/31/94,52595.43829,47916,39.674575,-106.088771,9039
5203983,7.76,12/31/94,52595.42885,217800,39.835123,-106.796027,9039
5203984,7.47,12/31/94,52595.42885,174240,39.831196,-106.783737,9039
3603683,0.42,12/31/94,52595.39081,4356,39.675863,-106.086881,9039
7204013,45.99,12/31/94,52595.38898,87120,39.054867,-108.449975,9039
3703904,15.51,12/31/94,52595.36705,21780,39.652324,-106.835237,9039
3703905,15.49,12/31/94,52595.36705,69696,39.651766,-106.835104,9039
3703906,15.42,12/31/94,52595.36705,87120,39.651079,-106.836085,9039
3703907,15.38,12/31/94,52595.36705,78408,39.650626,-106.836698,9039
3703523,0.87,12/31/94,52595.33085,958320,39.634829,-106.490902,9039
3903512,2.21,12/31/94,52595.21974,2221560,39.576326,-107.824621,9039
5303614,27.32,12/31/11,52482,2613.6,40.035085,-106.981927,2830
3903549,0.77,12/31/93,52455,17424,39.592681,-107.559,9404
3803624,43.48,12/31/93,52409,19602,39.207984,-106.832543,9404
5104033,6.46,12/31/93,52395,453024,39.944074,-105.89153,9404
3803597,20.8,12/31/93,52347,15681.6,39.392093,-107.106673,9404
3803598,20.93,12/31/93,52347,26136,39.39111,-107.104814,9404
3703770,28.76,12/31/93,52230.52217,21780,39.684319,-106.651412,9404
3703771,28.59,12/31/93,52230.52217,435600,39.688004,-106.653883,9404
3703772,27.93,12/31/93,52230.52217,65340,39.690144,-106.657874,9404
3703773,27.94,12/31/93,52230.52217,43560,39.69045,-106.65953,9404
3803703,11.72,12/31/93,52230.52045,633362.4,39.426027,-107.247811,9404
3803706,11.68,12/31/93,52230.52045,231303.6,39.429483,-107.245692,9404
3803707,11.2,12/31/93,52230.52045,722224.8,39.431788,-107.251583,9404
3803708,10.85,12/31/93,52230.52045,334105.2,39.431757,-107.247336,9404
3803709,9.98,12/31/93,52230.52045,1195722,39.435833,-107.26641,9404
3803710,9.98,12/31/93,52230.52045,213879.6,39.437082,-107.264966,9404
3804159,9.87,12/31/93,52230.52045,310147.2,39.445026,-107.272034,9404
3804160,9.14,12/31/93,52230.52045,196020,39.446583,-107.270725,9404
3804161,11.03,12/31/93,52230.52045,25700.4,39.433058,-107.259272,9404
3804162,11.04,12/31/93,52230.52045,28314,39.432252,-107.25871,9404
3804163,10.95,12/31/93,52230.52045,20037.6,39.433972,-107.257628,9404
3804164,10.92,12/31/93,52230.52045,27442.8,39.434175,-107.25602,9404
3804165,9.97,12/31/93,52230.52045,252212.4,39.438846,-107.266694,9404
3804220,9.98,12/31/93,52230.52045,10018.8,39.438331,-107.264672,9404
3804221,9.98,12/31/93,52230.52045,267894,39.437757,-107.266188,9404
3804222,9.98,12/31/93,52230.52045,163350,39.439395,-107.265235,9404
3803687,36.68,12/31/93,52230.52017,87120,39.279176,-106.89367,9404
3803610,31.92,12/31/93,52230.51956,102801.6,39.32673,-106.947819,9404
7203836,6.07,12/31/93,52230.51834,217800,39.226106,-108.730461,9404
3703774,5.88,12/31/93,52230.51508,8712000,39.74938,-106.771482,9404
3803822,2.98,12/31/93,52230.51286,87120,39.455035,-107.341937,9404
3803688,46.71,12/31/93,52230.50889,296208,39.180495,-106.804786,9404
3903552,9.18,12/31/93,52230.50677,43560,39.695438,-107.703421,9404
3803690,0.16,12/31/93,52230.50094,1089,39.162685,-106.788231,9404
3703750,1.05,12/31/93,52230.49872,233046,39.590821,-106.62137,9404
3804212,0.15,12/31/93,52230.44559,23522.4,39.265223,-106.888486,9404
3703778,27.42,12/31/93,52230.4361,2575267.2,39.696568,-106.666181,9404
3803621,3.7,12/31/93,52230.40907,43560,39.53256,-107.214154,9404
3803622,3.68,12/31/93,52230.40907,43560,39.532242,-107.214248,9404
3903665,5.74,12/31/93,52230.13058,15681.6,39.669641,-107.568238,9404
3703403,4.72,12/31/92,52230,2787.84,39.641732,-106.384191,9769
3803606,5.7,12/31/92,52229,21780,39.42344,-107.308106,9769
4503563,1.89,12/31/92,52173,217800,39.491495,-107.592285,9769
3803552,31.92,12/31/92,52141,11543.4,39.326113,-106.948358,9769
3603657,0.5,12/31/92,52133,21780,39.715253,-106.14133,9769
3603658,0.5,12/31/92,52133,91476,39.714777,-106.139254,9769
3603659,0.5,12/31/92,52133,114127.2,39.715551,-106.138419,9769
3603660,0.5,12/31/92,52133,51836.4,39.71584,-106.137559,9769
3603695,0.5,12/31/92,52133,5793.48,39.716229,-106.132267,9769
3603696,0.5,12/31/92,52133,392.04,39.71594,-106.132402,9769
3603697,0.5,12/31/92,52133,1611.72,39.714468,-106.135423,9769
3603698,0.5,12/31/92,52133,130.68,39.714277,-106.13563,9769
3603699,0.24,12/31/92,52133,4356,39.722635,-106.129548,9769
3603700,0.23,12/31/92,52133,740.52,39.722779,-106.129515,9769
3603701,0.5,12/31/92,52133,6795.36,39.718978,-106.132195,9769
5101245,25.39,12/31/92,52067,326700,39.886513,-105.763653,9769
3804082,6.51,12/31/92,52053,75794.4,39.380664,-106.93578,9769
3803704,11.7,12/31/92,52045,423403.2,39.426543,-107.24794,9769
3803705,11.64,12/31/92,52045,287931.6,39.427104,-107.24919,9769
5203982,8.94,12/31/92,52033,2770416,39.75708,-106.548796,9769
5304051,3.61,12/31/98,52000,200376,39.960171,-106.793091,7578
3703748,19.63,12/31/92,51999,348480,39.68648,-106.779063,9769
3804155,19.24,12/31/92,51979,4791.6,39.402534,-107.131048,9769
3703743,1.86,12/31/92,51959,12022.56,39.69044,-106.807605,9769
3704093,1.86,12/31/92,51959,108900,39.690434,-106.807594,9769
3804019,2.76,12/31/92,51955,15246,39.28537,-107.028721,9769
7202003,38.91,12/31/92,51929,581,39.055689,-108.570544,9769
3804141,20.33,12/31/92,51925,20908.8,39.398027,-107.113704,9769
3803632,0.98,12/31/92,51909,13068,39.336128,-107.060666,9769
3803592,0,12/31/92,51867,23958,39.412391,-107.193634,9769
3803593,0,12/31/92,51867,43560,39.412847,-107.193841,9769
3803594,0,12/31/92,51867,43560,39.415596,-107.216404,9769
3803663,0.55,12/31/92,51864.51773,8712,39.276006,-106.923041,9769
3803664,0.55,12/31/92,51864.51773,8712,39.276094,-106.92302,9769
3803665,0.64,12/31/92,51864.51773,8712,39.274219,-106.925873,9769
3803666,0.64,12/31/92,51864.51773,119790,39.272754,-106.930643,9769
3803667,0.64,12/31/92,51864.51773,174240,39.271266,-106.935145,9769
3803668,0.64,12/31/92,51864.51773,43560,39.272653,-106.936402,9769
3803669,1.87,12/31/92,51864.51773,39204,39.258545,-106.956201,9769
3803670,4.34,12/31/92,51864.51773,80150.4,39.228156,-106.94752,9769
3803671,1.87,12/31/92,51864.51773,78408,39.258541,-106.956256,9769
3803673,2.08,12/31/92,51864.51773,56628,39.253595,-106.964687,9769
3803674,0.25,12/31/92,51864.51773,119790,39.279166,-106.950279,9769
3803675,0.52,12/31/92,51864.51773,8712,39.281211,-106.911681,9769
7204006,21.96,12/31/92,51864.51725,161172,39.162363,-108.798394,9769
7204007,22,12/31/92,51864.51725,161172,39.162072,-108.797767,9769
7204008,21.99,12/31/92,51864.51725,161172,39.162114,-108.798055,9769
7204009,21.99,12/31/92,51864.51725,56628,39.162021,-108.797931,9769
7204010,21.97,12/31/92,51864.51725,56628,39.162254,-108.798317,9769
7204011,22,12/31/92,51864.51725,161172,39.161912,-108.797888,9769
3803525,2.74,12/31/92,51864.51675,30056.4,39.430049,-107.166468,9769
3803602,0.89,12/31/92,51864.51671,43560,39.211673,-106.896159,9769
3904014,11.29,12/31/92,51864.51651,8712,39.730004,-107.873701,9769
3703699,5.08,12/31/92,51864.51574,143791560,39.402276,-106.231083,9769
3806523,1.96,12/31/92,51864.51269,358934.4,39.471606,-107.314804,9769
3803863,1.81,12/31/92,51864.51264,43560,39.473955,-107.314905,9769
3603575,18.41,12/31/92,51864.51194,185130000,39.415302,-106.172546,9769
3803511,5.93,12/31/92,51864.50982,206474.4,39.420732,-107.313375,9769
3803512,5.62,12/31/92,51864.50982,9757.44,39.424639,-107.312822,9769
4503733,1.42,12/31/92,51864.50473,87120,39.492812,-107.60089,9769
3703796,0.16,12/31/92,51864.49825,43560,39.666593,-106.642471,9769
3703797,0.22,12/31/92,51864.49825,108900,39.667047,-106.641624,9769
3703798,0.27,12/31/92,51864.49825,87120,39.667618,-106.640979,9769
3703799,0.41,12/31/92,51864.49825,148104,39.669427,-106.640015,9769
3703801,0.59,12/31/92,51864.49825,21780,39.671972,-106.639255,9769
3703802,0.82,12/31/92,51864.49825,217800,39.675151,-106.638396,9769
3703803,1.1,12/31/92,51864.49825,143748,39.679056,-106.637033,9769
3703804,1.22,12/31/92,51864.49825,230868,39.680611,-106.636461,9769
3703805,1.64,12/31/92,51864.49825,21780,39.686125,-106.633743,9769
3703807,1.56,12/31/92,51864.49825,78408,39.685122,-106.634798,9769
3703808,1.79,12/31/92,51864.49825,26136,39.687795,-106.632185,9769
3703809,1.88,12/31/92,51864.49825,13068,39.688979,-106.631788,9769
3703948,1.7,12/31/92,51864.49825,3049.2,39.686961,-106.63337,9769
3703949,1.66,12/31/92,51864.49825,2613.6,39.686262,-106.633427,9769
3703950,1.65,12/31/92,51864.49825,696.96,39.686241,-106.633942,9769
3703990,1.99,12/31/92,51864.49825,8712,39.690013,-106.630049,9769
3703991,2.06,12/31/92,51864.49825,2178,39.690579,-106.629046,9769
3703992,2.11,12/31/92,51864.49825,2178,39.691087,-106.628455,9769
3603690,0.93,12/31/92,51864.4949,21780,39.489949,-106.059423,9769
7203757,1.71,12/31/92,51864.45714,83635.2,39.222855,-107.944519,9769
3703746,2.93,12/31/92,51864.43464,47916,39.619687,-106.961479,9769
3703747,2.9,12/31/92,51864.43464,121968,39.620468,-106.962185,9769
3703744,2.93,12/31/92,51864.43372,104544,39.620179,-106.962359,9769
3703745,2.9,12/31/92,51864.43372,26136,39.620523,-106.96218,9769
3803733,15.97,12/31/92,51864.42155,360676.8,39.411942,-107.188485,9769
3703769,4.36,12/31/92,51864.35154,435600,39.601612,-106.865484,9769
3804151,44.96,12/31/92,51864.33054,13068,39.194156,-106.817087,9769
5304056,8.27,12/31/92,51864.32323,1089000,39.993479,-106.928776,9769
5304057,8.27,12/31/92,51864.32323,108900,39.989695,-106.936284,9769
5304058,8.12,12/31/92,51864.32323,74052,39.982887,-106.936115,9769
3703735,2.8,12/31/92,51864.30785,217800,39.613,-106.887257,9769
3804174,2.89,12/31/91,51829,4791.6,39.202578,-106.904444,10135
5103720,29.9,12/31/91,51818,26745.84,40.329775,-105.998399,10135
3703727,1.35,12/31/91,51726,121968,39.678408,-106.684007,10135
3703730,28.02,12/31/91,51726,444312,39.689157,-106.672125,10135
3703731,2.09,12/31/91,51726,178596,39.675724,-106.692474,10135
3703732,25.97,12/31/91,51726,871200,39.698537,-106.695701,10135
5203946,200.7,12/31/91,51695,739213.2,39.83571,-106.690446,10135
3804148,8.98,12/31/91,51687,71874,39.378592,-106.896492,10135
3804149,8.94,12/31/91,51687,47916,39.378448,-106.897248,10135
3803599,22.51,12/31/91,51619,187308,39.388225,-107.079608,10135
3804154,21.58,12/31/91,51619,2466367.2,39.390912,-107.083654,10135
3803513,8.48,12/31/91,51499.5148,184694.4,39.457438,-107.273629,10135
7204125,2.38,12/31/91,51499.51437,174240,39.216425,-107.949651,10135
3804156,21.58,12/31/91,51499.51416,239580,39.395122,-107.080908,10135
3703723,3.2,12/31/91,51499.51368,54885.6,39.583903,-106.608578,10135
3703724,3.25,12/31/91,51499.51368,1010592,39.583339,-106.608996,10135
3703736,0.49,12/31/91,51499.51328,261360,39.656873,-106.626646,10135
3703955,2.75,12/31/91,51499.5125,309276,39.625097,-106.672912,10135
3703956,2.82,12/31/91,51499.5125,320601.6,39.623638,-106.672865,10135
3703958,2.91,12/31/91,51499.5125,820670.4,39.62201,-106.664485,10135
3703960,3.1,12/31/91,51499.5125,358498.8,39.620954,-106.664017,10135
3703742,58.56,12/31/91,51499.51088,769269.6,39.447145,-106.331829,10135
5104062,1.51,12/31/91,51499.51074,47916,40.099403,-105.947544,10135
3803515,1.24,12/31/91,51499.50982,1110344.4,39.292663,-106.990935,10135
5304044,3.01,12/31/91,51499.50038,65340,39.971122,-106.766667,10135
5304045,3.17,12/31/91,51499.50038,43560,39.972905,-106.769085,10135
5304046,3.35,12/31/91,51499.50038,65340,39.974679,-106.771505,10135
5304047,3.67,12/31/91,51499.50038,313632,39.977552,-106.77598,10135
5304048,3.73,12/31/91,51499.50038,261360,39.978116,-106.777796,10135
5304049,3.72,12/31/91,51499.50038,43560,39.977204,-106.778699,10135
5304050,3.71,12/31/91,51499.50038,21780,39.976387,-106.778776,10135
5304051,3.61,12/31/91,51499.50038,731808,39.960171,-106.793091,10135
5304052,5.01,12/31/91,51499.50038,10890,39.958565,-106.819823,10135
5304053,4.98,12/31/91,51499.50038,5662.8,39.958187,-106.819801,10135
5304054,4.93,12/31/91,51499.50038,6969.6,39.957487,-106.820169,10135
5304055,4.89,12/31/91,51499.50038,21780,39.957231,-106.822187,10135
3804157,49.3,12/31/91,51499.49825,25700.4,39.160755,-106.788356,10135
5304041,22,12/31/91,51499.49414,130680,40.057164,-106.890407,10135
7204126,0.45,12/31/91,51499.49389,261360,39.267519,-107.914206,10135
3804147,9.3,12/31/91,51499.49125,131986.8,39.37988,-106.889884,10135
3603656,0.51,12/31/91,51499.49093,76230,39.495119,-106.054776,10135
7204126,0.45,12/31/91,51499.48729,261360,39.267519,-107.914206,10135
3800948,2.68,12/31/91,51499.48347,13.4,39.346892,-107.166747,10135
5304041,22,12/31/91,51499.39598,130680,40.057164,-106.890407,10135
5103720,29.9,12/31/91,51499.38715,55321.2,40.329775,-105.998399,10135
3803513,8.48,12/31/91,51499.36889,297950.4,39.457438,-107.273629,10135
5102089,266.25,12/31/90,51465,40,40.146104,-105.868428,10500
5102096,18.87,12/31/90,51465,11,39.951706,-105.814571,10500
5102109,13.94,12/31/90,51465,17,39.998168,-105.841096,10500
5102111,5.76,12/31/90,51465,11,39.897373,-105.882348,10500
5102112,4.41,12/31/90,51465,11,39.9148,-105.873796,10500
5102113,13.59,12/31/90,51465,17,40.001438,-105.845986,10500
5102114,13.59,12/31/90,51465,30,40.001458,-105.846026,10500
3804138,1.31,12/31/90,51424,43560,39.205049,-106.804633,10500
7203949,3.79,12/31/90,51408,392040,39.112085,-108.183026,10500
3803526,2.24,12/31/90,51403,217800,39.46944,-107.319486,10500
4503521,18.52,12/31/90,51389,2352240,39.331886,-107.48228,10500
3603672,0.96,12/31/90,51361,217800,39.650929,-106.092452,10500
3904007,1.32,12/31/90,51354,230868,39.542075,-107.956921,10500
3904008,1.32,12/31/90,51354,152460,39.54067,-107.956745,10500
7204120,46.57,12/31/90,51337,5445,39.048877,-108.437385,10500
3803547,0.89,12/31/90,51255,43560,39.344937,-107.200526,10500
3803747,1.33,12/31/90,51255,3606768,39.340785,-107.191844,10500
3804211,1.48,12/31/90,51255,653400,39.3343,-107.199856,10500
4503729,3.58,12/31/90,51195,87120,39.506886,-107.617011,10500
3804099,1.13,12/31/90,51134.51134,152460,39.316666,-106.9825,10500
3803814,12.06,12/31/90,51134.51059,224334,39.421179,-107.244589,10500
3904010,2.22,12/31/90,51134.50948,43560,39.611307,-107.548758,10500
3904011,2.22,12/31/90,51134.50948,43560,39.610969,-107.547349,10500
3804158,1.14,12/31/90,51134.5081,108900,39.242155,-106.842505,10500
4503716,1.07,12/31/90,51134.50769,159865.2,39.498165,-107.599394,10500
4503718,1.61,12/31/90,51134.50769,104108.4,39.497178,-107.591839,10500
4503719,1.36,12/31/90,51134.50769,80150.4,39.496573,-107.592945,10500
4503723,1.36,12/31/90,51134.50769,17859.6,39.495865,-107.594273,10500
3804150,2.51,12/31/90,51134.50624,21780,39.98708,-106.856621,10500
3803527,20.54,12/31/90,51134.50585,348480,39.40023,-107.106925,10500
7204124,3.47,12/31/90,51134.49338,43560,39.283027,-107.955834,10500
5304043,8.13,12/31/90,51134.49308,405108,39.763549,-107.155011,10500
3804140,40.35,12/31/90,51134.49094,653400,39.24834,-106.855233,10500
3804100,8.64,12/31/90,51134.47999,60984,39.2335,-106.979875,10500
3803939,47.62,12/31/90,51134.47847,43560,39.174716,-106.794449,10500
3803759,3.17,12/31/91,51134.46173,49658400,39.243091,-106.950427,10135
5304042,7.97,12/31/90,51134.44925,337590,39.767742,-107.148487,10500
3803604,7.84,12/31/90,51134.34879,297950.4,39.465207,-107.27568,10500
3904006,5.37,12/31/90,51134.34819,21780,39.574152,-107.754971,10500
3803553,0,12/31/89,51129,217800,39.293486,-106.896284,10865
3803587,0.13,12/31/89,51125,283140,39.200981,-106.857089,10865
3803588,0.13,12/31/89,51125,117612,39.203976,-106.857609,10865
3803589,0.13,12/31/89,51125,339768,39.205523,-106.854215,10865
3803590,0.13,12/31/89,51125,453024,39.204968,-106.852833,10865
3803815,12.14,12/31/79,51059,769705.2,39.422036,-107.242896,14518
3804097,4.05,12/31/89,51013,4356,39.15704,-106.848228,10865
3804098,4.06,12/31/89,51013,4356,39.156946,-106.848295,10865
3804105,4.47,12/31/89,50979,62726.4,39.328938,-107.349041,10865
3904005,10.91,12/31/89,50967,3049.2,39.720639,-107.86976,10865
5102070,6.37,12/31/89,50961,20,40.114969,-105.757478,10865
3804086,1.44,12/31/89,50951,15246,39.34366,-107.075595,10865
3804146,0,12/31/89,50891,10018.8,39.290734,-106.907663,10865
3804139,40.35,12/31/89,50836,1189188,39.245926,-106.854156,10865
5303569,1.83,12/31/89,50769.50702,28749.6,39.778392,-107.175498,10865
5303570,10.8,12/31/89,50769.50702,28749.6,39.778816,-107.175488,10865
5303571,1.83,12/31/89,50769.50702,64904.4,39.778505,-107.174743,10865
5304035,9.84,12/31/89,50769.50702,104544,39.777931,-107.170755,10865
5304036,10.79,12/31/89,50769.50702,87120,39.780087,-107.173041,10865
3803607,7,12/31/89,50769.50659,217.8,39.201297,-106.950373,10865
3803609,7,12/31/89,50769.50659,217.8,39.201661,-106.950416,10865
4503715,1.42,12/31/89,50769.50556,43560,39.492252,-107.599478,10865
7204106,47.27,12/31/89,50769.5022,304920,39.056953,-108.42771,10865
4503714,1.34,12/31/89,50769.50158,38768.4,39.463212,-107.612137,10865
3804092,1.56,12/31/89,50769.50129,16117.2,39.20539,-106.800709,10865
3804136,2.73,12/31/89,50769.49171,87120,39.174148,-106.84412,10865
7204107,1.61,12/31/89,50769.48364,87120,39.087248,-108.657864,10865
5303955,1.51,12/31/89,50769.47664,401623.2,39.752486,-107.12523,10865
5304034,8.86,12/31/89,50769.47116,1742400,39.775623,-107.159287,10865
3804091,50.23,12/31/89,50769.37289,113256,39.14579,-106.808713,10865
