wdid,streamMile,adminNumber,netAbsolute,lat,long,sum_netAbs
4503502,0.88,53691.534470000006,283140.0,39.50025,-107.59803000000001,283140.0
7203889,8.39,53691.531970000004,1467972.0,39.088724,-108.011156,4186116.0
7203889,8.39,31333.0,2718144.0,39.088724,-108.011156,4186116.0
5303510,10.8,53691.52595,195148.8,39.775118,-107.179749,195148.8
5303508,2.17,53691.5223,130680.0,39.73129,-107.066969,130680.0
3903534,114.29,53691.51735,108900.0,39.562281,-107.71433400000001,108900.0
3903535,114.3,53691.51735,108900.0,39.562869,-107.712883,108900.0
3903536,114.29,53691.51735,87120.0,39.561795000000004,-107.71477800000001,87120.0
3903537,114.22,53691.5159,56628.0,39.564315,-107.721948,56628.0
5103500,0.94,53691.51541,225205.2,40.193996999999996,-105.878654,225205.2
5303515,5.53,53691.50981,1454904.0,40.001062,-106.788302,1454904.0
7204074,2.3,53691.50525,105850.8,39.175802000000004,-108.03144499999999,105850.8
5303509,2.17,53691.46751,217800.0,39.73144,-107.06690800000001,217800.0
5303511,10.8,53691.42367999999,128066.4,39.777558,-107.180574,128066.4
5303512,10.8,53691.42367999999,185130.0,39.776783,-107.17916000000001,185130.0
5303513,10.82,53691.42367999999,217800.0,39.780462,-107.17941699999999,217800.0
3803529,7.26,53691.38868,10018.8,39.535086,-107.112049,10018.8
3803530,6.85,53691.38868,108900.0,39.541627000000005,-107.09768000000001,108900.0
3803532,5.09,53691.38868,34848.0,39.529740999999994,-107.07513700000001,34848.0
3804264,6.71,53691.38868,418176.0,39.53887,-107.095904,418176.0
3803542,5.54,53691.29674,43560.0,39.533687,-107.080017,43560.0
3803543,6.02,53691.29674,21780.0,39.530617,-107.091002,21780.0
5003620,4.06,53680.0,885139.2,40.181839000000004,-106.50209299999999,885139.2
5003621,3.66,53680.0,214315.2,40.180412,-106.495175,214315.2
5302027,0.79,53656.0,217800.0,39.601333000000004,-107.191479,217800.0
3803660,10.33,53648.0,204732.0,39.469878,-107.117672,204732.0
7201631,8.56,53631.0,35283.6,39.071125,-108.13795,35283.6
3703908,32.36,53624.0,130680.0,39.6322,-106.61378300000001,130680.0
3703939,0.91,53596.0,9713.88,39.680446,-106.67327900000001,9713.88
5103515,10.04,53559.0,89733.6,39.953651,-105.771679,89733.6
3703909,32.36,53543.0,130680.0,39.631867,-106.613693,130680.0
4503526,82.99,53496.0,52707.6,39.373816,-108.12141899999999,52707.6
4503527,82.09,53496.0,111513.6,39.372766,-108.12958700000001,111513.6
3803654,32.64,53469.0,91476.0,39.319716,-106.93936799999999,91476.0
3803655,32.62,53469.0,7840.8,39.320129,-106.939608,7840.8
5003671,8.35,53461.0,348480.0,40.213215999999996,-106.216444,348480.0
7203747,2.6,53404.0,283140.0,39.589577,-108.86071899999999,283140.0
7203756,39.03,53404.0,65340.0,39.585753000000004,-108.876056,65340.0
5103516,3.65,53340.0,111078.0,39.994033,-105.910077,111078.0
5103517,3.65,53340.0,135036.0,39.994019,-105.91239399999999,135036.0
5103518,3.6,53340.0,40075.2,39.995525,-105.91412700000001,40075.2
3703937,0.92,53325.53142,6185.52,39.680314,-106.674012,6185.52
3703938,0.92,53325.53142,1481.04,39.680424,-106.67392199999999,1481.04
3600775,9.0,53325.52868,12.0,39.952843,-106.358157,12.0
3600776,8.05,53325.52868,30.0,39.963434,-106.35905100000001,30.0
3703894,30.22,53325.52807,74923.2,39.658905,-106.666335,74923.2
4503509,85.25,53325.5229,217800.0,39.389117999999996,-108.075682,217800.0
4503510,85.21,53325.5229,217800.0,39.389161,-108.076613,217800.0
5003670,9.42,53325.520169999996,871200.0,40.108634,-106.51632,871200.0
4503520,14.97,53325.51681,217800.0,39.374952,-107.47496100000001,217800.0
3803657,4.54,53325.509360000004,4356.0,39.439882,-107.311777,4356.0
3703891,3.66,53325.50829,15681.6,39.612707,-106.647696,15681.6
3703913,1.43,53325.49095,27878.4,39.633793,-106.61288,27878.4
3703914,1.41,53325.49095,37026.0,39.634104,-106.612572,37026.0
3703915,1.39,53325.49095,12196.8,39.634359,-106.61234499999999,12196.8
3703931,1.23,53325.46264,354142.8,39.632670000000005,-106.896976,354142.8
3703892,2.5,53325.2791,43560.0,39.709737,-106.633243,43560.0
3703893,3.25,53325.2791,261360.0,39.722584999999995,-106.627927,261360.0
4503531,5.7,53325.224819999996,987505.2,39.496859,-107.627403,987505.2
3801541,27.47,53306.0,19.9,39.348975,-107.016484,19.9
3804166,27.11,53306.0,283140.0,39.352057,-107.021396,283140.0
3804167,27.27,53306.0,204732.0,39.34941,-107.02256499999999,204732.0
3804168,27.0,53306.0,161172.0,39.355928000000006,-107.01765900000001,161172.0
3804169,26.86,53306.0,348480.0,39.356795,-107.022244,348480.0
3804170,26.76,53306.0,200376.0,39.358847,-107.020772,200376.0
3804171,26.96,53306.0,370260.0,39.355858000000005,-107.021196,370260.0
3804172,26.96,53306.0,283140.0,39.358340999999996,-107.01991000000001,283140.0
3804173,27.0,53306.0,34848.0,39.356737,-107.017252,34848.0
3804231,2.75,53306.0,475675.2,39.386946,-107.21721699999999,475675.2
3804232,2.75,53306.0,64033.2,39.387212,-107.215577,64033.2
3804233,2.75,53306.0,35283.6,39.387514,-107.214855,35283.6
3804234,2.41,53306.0,239580.0,39.388321000000005,-107.217899,239580.0
3804235,2.44,53306.0,23086.8,39.388566,-107.216862,23086.8
3804236,2.69,53306.0,51836.4,39.388653000000005,-107.216052,51836.4
3804237,2.69,53306.0,16988.4,39.388843,-107.215571,16988.4
3803516,3.85,53253.0,16552.8,39.159801,-106.84631999999999,16552.8
5104060,0.31,53231.0,196020.0,39.935779,-106.136872,348480.0
5104060,0.31,50726.0,152460.0,39.935779,-106.136872,348480.0
3603651,36.75,53225.0,43560.0,39.712621999999996,-106.11076299999999,43560.0
3603652,36.51,53225.0,1742400.0,39.715720000000005,-106.11350300000001,1742400.0
3603655,36.81,53225.0,226512.0,39.710421000000004,-106.108549,226512.0
7204037,7.76,53211.0,87120.0,39.168633,-107.896809,87120.0
7204038,7.76,53211.0,87120.0,39.168689,-107.897089,87120.0
7204039,7.76,53211.0,87120.0,39.169101,-107.896805,87120.0
7204040,7.76,53211.0,87120.0,39.169171,-107.89653,87120.0
7204046,8.04,53211.0,87120.0,39.171432,-107.88275800000001,87120.0
7204047,7.97,53211.0,87120.0,39.171541,-107.883086,87120.0
7204048,7.96,53211.0,87120.0,39.171713000000004,-107.883429,87120.0
7204049,7.95,53211.0,87120.0,39.171959,-107.88386200000001,87120.0
3703934,0.95,53203.0,22389.84,39.636407,-106.950006,22389.84
3703935,1.54,53203.0,77972.4,39.633981,-106.95803000000001,77972.4
3804250,0.15,53189.0,13068.0,39.29169,-106.885974,13068.0
3804251,0.1,53189.0,108900.0,39.290244,-106.887906,108900.0
3804252,0.18,53189.0,43560.0,39.294028000000004,-106.886222,43560.0
7204019,2.57,53175.0,6551859.6,39.231906,-108.85616100000001,6551859.6
3804311,0.15,53124.0,4356.0,39.150658,-106.78209299999999,4356.0
3804277,6.24,53076.0,43560.0,39.243421999999995,-106.801276,43560.0
4503744,3.55,53042.0,285318.0,39.517189,-107.656901,285318.0
4503745,3.61,53042.0,285318.0,39.516865,-107.656578,285318.0
4503743,5.48,53034.0,6534.0,39.494733000000004,-107.65563,6534.0
7003621,4.41,53020.0,270072.0,39.374875,-108.313267,270072.0
7003622,4.24,53020.0,91476.0,39.375051,-108.31226200000002,91476.0
7003625,4.32,53020.0,45738.0,39.373453999999995,-108.312161,45738.0
7003627,4.06,53020.0,217800.0,39.373652,-108.30946100000001,217800.0
7003628,4.0,53020.0,241322.4,39.372776,-108.308971,241322.4
7003629,3.99,53020.0,286189.2,39.372252,-108.30891100000001,286189.2
7003631,3.86,53020.0,163350.0,39.371375,-108.307575,163350.0
7003632,3.86,53020.0,38332.8,39.371451,-108.307374,38332.8
7003634,3.79,53020.0,19166.4,39.371418,-108.30634199999999,19166.4
7003636,3.77,53020.0,178160.4,39.371085,-108.30596100000001,178160.4
7003637,3.66,53020.0,200376.0,39.371328999999996,-108.304803,200376.0
3703783,7.08,52960.5296,43560.0,39.594683,-106.72981399999999,43560.0
3801763,61.88,52960.527539999995,164.16,39.119094,-106.623828,486.15999999999997
3801763,61.88,30941.29454,322.0,39.119094,-106.623828,486.15999999999997
3801764,2.78,52960.527539999995,76.61,39.081369,-106.674038,76.61
3703925,8.42,52960.52462,6534.0,39.582899,-106.74461299999999,6534.0
3703926,8.42,52960.52462,26136.0,39.583692,-106.745024,26136.0
7204029,5.85,52960.52365,52272.0,39.112062,-108.156369,52272.0
7204030,6.0,52960.52365,322344.0,39.110642,-108.15650600000001,322344.0
3903531,2.24,52960.521689999994,65340.0,39.672368,-107.78306,65340.0
3903532,2.19,52960.521689999994,54450.0,39.67158,-107.784177,54450.0
3703930,0.35,52960.513,140263.2,39.646736,-106.608291,140263.2
3804244,2.94,52960.51134,52707.6,39.172645,-106.847123,52707.6
3803626,0.64,52960.50874,871200.0,39.473989,-107.14943999999998,871200.0
3803627,0.63,52960.50874,1306800.0,39.472238,-107.148131,1306800.0
7203841,38.5,52960.505560000005,6342771.6,39.211524,-107.75130800000001,13486611.6
7203841,38.5,37133.0,5445000.0,39.211524,-107.75130800000001,13486611.6
7203841,38.5,30895.225939999997,740520.0,39.211524,-107.75130800000001,13486611.6
7203841,38.5,30895.22593,958320.0,39.211524,-107.75130800000001,13486611.6
4503742,5.66,52960.48942,32670.0,39.493525,-107.654774,32670.0
3803518,11.09,52960.48212,39204.0,39.074931,-106.80402,39204.0
3803519,11.07,52960.48212,12196.8,39.07526,-106.803739,12196.8
3803520,11.05,52960.48212,30492.0,39.075579,-106.80407199999999,30492.0
3803521,11.04,52960.48212,3920.4,39.07586,-106.80395700000001,3920.4
3803522,11.03,52960.48212,38768.4,39.07626,-106.80376399999999,38768.4
3803523,11.01,52960.48212,23086.8,39.076581,-106.804406,23086.8
4503542,119.28,52960.46872,44866.8,39.531674,-107.62631599999999,44866.8
4503543,119.28,52960.46872,10018.8,39.531674,-107.62631599999999,10018.8
7204028,13.48,52960.46582,261360.0,39.187381,-108.095574,261360.0
5103502,1.14,52960.46233,522720.0,39.926493,-106.130059,522720.0
4503533,0.41,52960.458510000004,435600.0,39.538926000000004,-107.62176699999999,435600.0
3803635,0.0,52960.42155,4356.0,39.200275,-106.82173200000001,4356.0
5003675,1.96,52960.39598,60984.0,40.247859000000005,-106.476644,60984.0
5003674,8.2,52960.30683,60984.0,40.212790999999996,-106.51782,60984.0
5003672,5.9,52960.267660000005,60984.0,40.233301000000004,-106.51241999999999,60984.0
5003673,6.17,52960.267660000005,60984.0,40.238816,-106.51605,60984.0
7202003,38.91,52903.0,300.0,39.055689,-108.570544,881.0
7202003,38.91,51929.0,581.0,39.055689,-108.570544,881.0
7203758,3.43,52886.0,174240.0,39.20165,-108.800526,174240.0
3703789,2.15,52883.0,853776.0,39.674997999999995,-106.691802,853776.0
3803691,6.26,52878.0,43560.0,39.2414,-106.944423,43560.0
3803692,6.26,52878.0,98010.0,39.23958,-106.94511200000001,98010.0
3703936,1.46,52822.0,348480.0,39.682882,-106.807147,348480.0
7003612,43.87,52819.0,35719.2,39.580559,-108.66388899999998,35719.2
7003613,43.24,52819.0,21780.0,39.579719,-108.66333600000002,21780.0
7003614,41.87,52819.0,15246.0,39.563609,-108.650281,15246.0
7003615,41.87,52819.0,46609.2,39.563336,-108.649721,46609.2
7003616,40.47,52819.0,33976.8,39.541998,-108.63029099999999,33976.8
7003618,37.99,52819.0,21780.0,39.522496999999994,-108.60944199999999,21780.0
7003619,37.99,52819.0,21780.0,39.522224,-108.608893,21780.0
7004017,43.87,52819.0,31363.2,39.578951,-108.666327,31363.2
7204014,36.1,52819.0,21780.0,39.523461,-108.62089099999999,21780.0
7204015,36.11,52819.0,21780.0,39.523429,-108.621113,21780.0
7204016,35.32,52819.0,10890.0,39.509367,-108.620985,10890.0
7204017,42.0,52819.0,31363.2,39.578759999999996,-108.66625400000001,31363.2
5103501,4.86,52803.0,348480.0,40.21098,-105.958845,348480.0
3903530,2.69,52769.0,306662.4,39.621077,-107.64418899999998,306662.4
3803524,34.69,52747.0,304920.0,39.29568,-106.92018300000001,304920.0
3703898,23.67,52700.0,435600.0,39.696106,-106.709112,435600.0
3703899,23.67,52700.0,435600.0,39.693982,-106.70896599999999,435600.0
3703900,22.76,52700.0,2178000.0,39.686496999999996,-106.713073,2178000.0
3703901,25.99,52700.0,435600.0,39.693298999999996,-106.6947,435600.0
3703902,28.36,52700.0,871200.0,39.66598,-106.68243100000001,871200.0
3703903,29.94,52700.0,871200.0,39.664685999999996,-106.682796,871200.0
3903555,112.58,52685.0,216885.24,39.553816,-107.738419,216885.24
3803679,5.59,52595.52536,20473.2,39.352773,-107.20491499999999,20473.2
3803600,1.65,52595.52535,30492.0,39.299781,-107.00086599999999,30492.0
4503746,5.83,52595.524410000005,261360.0,39.488937,-107.649777,261360.0
3703785,0.79,52595.524110000006,7405.2,39.594941999999996,-106.622681,7405.2
3703786,0.0,52595.524110000006,5662.8,39.612745000000004,-106.64789499999999,5662.8
3703987,3.3,52595.52184,5662800.0,39.603915,-106.54271000000001,5662800.0
3803619,2.11,52595.51965,89298.0,39.294467,-107.006002,89298.0
3603685,0.31,52595.47847,326700.0,39.675638,-106.088925,326700.0
3603686,0.24,52595.47847,230868.0,39.675,-106.089799,230868.0
3803500,0.24,52595.477230000004,18948.6,39.344734,-106.675002,18948.6
3803501,0.13,52595.477230000004,35937.0,39.345048999999996,-106.676855,35937.0
3803502,0.13,52595.477230000004,6795.36,39.344533,-106.677051,6795.36
3603673,31.08,52595.47634,87120.0,39.776631,-106.141231,87120.0
3803676,1.83,52595.454560000006,54450.0,39.29218,-106.85763100000001,54450.0
3603684,0.32,52595.43829,47916.0,39.674575,-106.088771,47916.0
5203983,7.76,52595.42885,217800.0,39.835122999999996,-106.796027,217800.0
5203984,7.47,52595.42885,174240.0,39.831196000000006,-106.78373700000002,174240.0
3603683,0.42,52595.390810000004,4356.0,39.675863,-106.086881,4356.0
7204013,45.99,52595.38898,87120.0,39.054867,-108.449975,87120.0
3703904,15.51,52595.36705,21780.0,39.652324,-106.835237,21780.0
3703905,15.49,52595.36705,69696.0,39.651765999999995,-106.835104,69696.0
3703906,15.42,52595.36705,87120.0,39.651078999999996,-106.83608500000001,87120.0
3703907,15.38,52595.36705,78408.0,39.650626,-106.836698,78408.0
3703523,0.87,52595.33085,958320.0,39.634828999999996,-106.490902,958320.0
3903512,2.21,52595.21974,2221560.0,39.576326,-107.824621,2221560.0
5303614,27.32,52482.0,2613.6,40.035084999999995,-106.981927,2613.6
3903549,0.77,52455.0,17424.0,39.592681,-107.559,17424.0
3803624,43.48,52409.0,19602.0,39.207984,-106.83254299999999,19602.0
5104033,6.46,52395.0,453024.0,39.944074,-105.89153,453024.0
3803597,20.8,52347.0,15681.6,39.392093,-107.106673,15681.6
3803598,20.93,52347.0,26136.0,39.39111,-107.10481399999999,26136.0
3703770,28.76,52230.52217,21780.0,39.684319,-106.65141200000001,21780.0
3703771,28.59,52230.52217,435600.0,39.688004,-106.65388300000001,435600.0
3703772,27.93,52230.52217,65340.0,39.690144000000004,-106.65787399999999,65340.0
3703773,27.94,52230.52217,43560.0,39.69045,-106.65953,43560.0
3803703,11.72,52230.52045,633362.4,39.426027000000005,-107.24781100000001,633362.4
3803706,11.68,52230.52045,231303.6,39.429483000000005,-107.24569199999999,231303.6
3803707,11.2,52230.52045,722224.8,39.431788,-107.25158300000001,722224.8
3803708,10.85,52230.52045,334105.2,39.431757,-107.247336,334105.2
3803709,9.98,52230.52045,1195722.0,39.435833,-107.26641000000001,1195722.0
3803710,9.98,52230.52045,213879.6,39.437082000000004,-107.26496599999999,213879.6
3804159,9.87,52230.52045,310147.2,39.445026,-107.272034,310147.2
3804160,9.14,52230.52045,196020.0,39.446583000000004,-107.270725,196020.0
3804161,11.03,52230.52045,25700.4,39.433058,-107.259272,25700.4
3804162,11.04,52230.52045,28314.0,39.432252000000005,-107.25871000000001,28314.0
3804163,10.95,52230.52045,20037.6,39.433972,-107.257628,20037.6
3804164,10.92,52230.52045,27442.8,39.434175,-107.25601999999999,27442.8
3804165,9.97,52230.52045,252212.4,39.438846000000005,-107.266694,252212.4
3804220,9.98,52230.52045,10018.8,39.438331,-107.26467199999999,10018.8
3804221,9.98,52230.52045,267894.0,39.437757,-107.26618799999999,267894.0
3804222,9.98,52230.52045,163350.0,39.439395000000005,-107.265235,163350.0
3803687,36.68,52230.520169999996,87120.0,39.279176,-106.89367,87120.0
3803610,31.92,52230.51956,102801.6,39.32673,-106.947819,102801.6
7203836,6.07,52230.518339999995,217800.0,39.226106,-108.730461,217800.0
3703774,5.88,52230.515080000005,8712000.0,39.74938,-106.771482,8712000.0
3803822,2.98,52230.51286,87120.0,39.455034999999995,-107.34193700000002,87120.0
3803688,46.71,52230.50889,296208.0,39.180495,-106.80478600000001,296208.0
3903552,9.18,52230.50677,43560.0,39.695438,-107.70342099999999,43560.0
3803690,0.16,52230.50094,1089.0,39.162684999999996,-106.78823100000001,1089.0
3703750,1.05,52230.498719999996,233046.0,39.590821000000005,-106.62137,233046.0
3804212,0.15,52230.445589999996,23522.4,39.265223,-106.88848600000001,23522.4
3703778,27.42,52230.4361,2575267.2,39.696568,-106.66618100000001,2575267.2
3803621,3.7,52230.40907,43560.0,39.53256,-107.21415400000001,43560.0
3803622,3.68,52230.40907,43560.0,39.532242,-107.214248,43560.0
3903665,5.74,52230.130580000005,15681.6,39.669641,-107.568238,15681.6
3703403,4.72,52230.0,2787.84,39.641732,-106.38419099999999,2787.84
3803606,5.7,52229.0,21780.0,39.42344,-107.30810600000001,21780.0
4503563,1.89,52173.0,217800.0,39.491495,-107.592285,217800.0
3803552,31.92,52141.0,11543.4,39.326113,-106.94835800000001,11543.4
3603657,0.5,52133.0,21780.0,39.715253000000004,-106.14133000000001,21780.0
3603658,0.5,52133.0,91476.0,39.714777000000005,-106.13925400000001,91476.0
3603659,0.5,52133.0,114127.2,39.715551,-106.138419,114127.2
3603660,0.5,52133.0,51836.4,39.71584,-106.13755900000001,51836.4
3603695,0.5,52133.0,5793.48,39.716229,-106.132267,5793.48
3603696,0.5,52133.0,392.04,39.71594,-106.132402,392.04
3603697,0.5,52133.0,1611.72,39.714468,-106.135423,1611.72
3603698,0.5,52133.0,130.68,39.714277,-106.13563,130.68
3603699,0.24,52133.0,4356.0,39.722635,-106.129548,4356.0
3603700,0.23,52133.0,740.52,39.722778999999996,-106.12951499999998,740.52
3603701,0.5,52133.0,6795.36,39.718978,-106.132195,6795.36
5101245,25.39,52067.0,326700.0,39.886513,-105.763653,326700.0
3804082,6.51,52053.0,75794.4,39.380664,-106.93578000000001,337154.4
3804082,6.51,50556.0,261360.0,39.380664,-106.93578000000001,337154.4
3803704,11.7,52045.0,423403.2,39.426543,-107.24793999999999,423403.2
3803705,11.64,52045.0,287931.6,39.427104,-107.24918999999998,287931.6
5203982,8.94,52033.0,2770416.0,39.75708,-106.548796,2770416.0
5304051,3.61,52000.0,200376.0,39.960171,-106.79309099999999,932184.0
5304051,3.61,51499.50038,731808.0,39.960171,-106.79309099999999,932184.0
3703748,19.63,51999.0,348480.0,39.686479999999996,-106.779063,348480.0
3804155,19.24,51979.0,4791.6,39.402534,-107.13104799999999,4791.6
3703743,1.86,51959.0,12022.56,39.69044,-106.80760500000001,321734.16000000003
3703743,1.86,48212.317760000005,205603.2,39.69044,-106.80760500000001,321734.16000000003
3703743,1.86,25375.19691,104108.4,39.69044,-106.80760500000001,321734.16000000003
3704093,1.86,51959.0,108900.0,39.690434,-106.807594,108900.0
3804019,2.76,51955.0,15246.0,39.28537,-107.02872099999999,100188.0
3804019,2.76,50145.0,48351.6,39.28537,-107.02872099999999,100188.0
3804019,2.76,42442.0,36590.4,39.28537,-107.02872099999999,100188.0
3804141,20.33,51925.0,20908.8,39.398027,-107.113704,20908.8
3803632,0.98,51909.0,13068.0,39.336128,-107.060666,13068.0
3803592,0.0,51867.0,23958.0,39.412391,-107.193634,23958.0
3803593,0.0,51867.0,43560.0,39.412847,-107.19384099999999,43560.0
3803594,0.0,51867.0,43560.0,39.415596,-107.216404,43560.0
3803663,0.55,51864.51773,8712.0,39.276006,-106.923041,8712.0
3803664,0.55,51864.51773,8712.0,39.276094,-106.92302,8712.0
3803665,0.64,51864.51773,8712.0,39.274219,-106.925873,8712.0
3803666,0.64,51864.51773,119790.0,39.272754,-106.93064299999999,119790.0
3803667,0.64,51864.51773,174240.0,39.271266,-106.93514499999999,174240.0
3803668,0.64,51864.51773,43560.0,39.272653000000005,-106.936402,43560.0
3803669,1.87,51864.51773,39204.0,39.258545,-106.95620100000001,39204.0
3803670,4.34,51864.51773,80150.4,39.228156,-106.94752,80150.4
3803671,1.87,51864.51773,78408.0,39.258540999999994,-106.95625600000001,78408.0
3803673,2.08,51864.51773,56628.0,39.253595000000004,-106.96468700000001,56628.0
3803674,0.25,51864.51773,119790.0,39.279166,-106.95027900000001,119790.0
3803675,0.52,51864.51773,8712.0,39.281211,-106.911681,8712.0
7204006,21.96,51864.51725,161172.0,39.162363,-108.79839399999999,161172.0
7204007,22.0,51864.51725,161172.0,39.162071999999995,-108.797767,161172.0
7204008,21.99,51864.51725,161172.0,39.162114,-108.798055,161172.0
7204009,21.99,51864.51725,56628.0,39.162021,-108.797931,56628.0
7204010,21.97,51864.51725,56628.0,39.162254,-108.798317,56628.0
7204011,22.0,51864.51725,161172.0,39.161912,-108.79788799999999,161172.0
3803525,2.74,51864.51675,30056.4,39.430049,-107.166468,30056.4
3803602,0.89,51864.51671,43560.0,39.211673,-106.89615900000001,43560.0
3904014,11.29,51864.51651,8712.0,39.730004,-107.873701,8712.0
3703699,5.08,51864.515739999995,143791560.0,39.402276,-106.23108300000001,143791560.0
3806523,1.96,51864.512689999996,358934.4,39.471606,-107.31480400000001,358934.4
3803863,1.81,51864.51264,43560.0,39.473955,-107.31490500000001,261360.0
3803863,1.81,47113.0,217800.0,39.473955,-107.31490500000001,261360.0
3803511,5.93,51864.50982,206474.4,39.420732,-107.313375,206474.4
3803512,5.62,51864.50982,9757.44,39.424639,-107.312822,9757.44
4503733,1.42,51864.50473,87120.0,39.492812,-107.60088999999999,87120.0
3703796,0.16,51864.49825,43560.0,39.666593,-106.642471,43560.0
3703797,0.22,51864.49825,108900.0,39.667047,-106.641624,108900.0
3703798,0.27,51864.49825,87120.0,39.667618,-106.640979,87120.0
3703799,0.41,51864.49825,148104.0,39.669427,-106.64001499999999,148104.0
3703801,0.59,51864.49825,21780.0,39.671972,-106.639255,21780.0
3703802,0.82,51864.49825,217800.0,39.675151,-106.638396,217800.0
3703803,1.1,51864.49825,143748.0,39.679056,-106.637033,143748.0
3703804,1.22,51864.49825,230868.0,39.680611,-106.63646100000001,230868.0
3703805,1.64,51864.49825,21780.0,39.686125,-106.633743,21780.0
3703807,1.56,51864.49825,78408.0,39.685122,-106.634798,78408.0
3703808,1.79,51864.49825,26136.0,39.687795,-106.632185,26136.0
3703809,1.88,51864.49825,13068.0,39.688978999999996,-106.63178799999999,13068.0
3703948,1.7,51864.49825,3049.2,39.686961,-106.63337,3049.2
3703949,1.66,51864.49825,2613.6,39.686262,-106.633427,2613.6
3703950,1.65,51864.49825,696.96,39.686240999999995,-106.63394199999999,696.96
3703990,1.99,51864.49825,8712.0,39.690013,-106.630049,8712.0
3703991,2.06,51864.49825,2178.0,39.690579,-106.629046,2178.0
3703992,2.11,51864.49825,2178.0,39.691086999999996,-106.628455,2178.0
3603690,0.93,51864.4949,21780.0,39.489948999999996,-106.059423,21780.0
7203757,1.71,51864.45714,83635.2,39.222854999999996,-107.944519,83635.2
3703746,2.93,51864.43464,47916.0,39.619687,-106.961479,47916.0
3703747,2.9,51864.43464,121968.0,39.620468,-106.962185,121968.0
3703744,2.93,51864.43372,104544.0,39.620179,-106.962359,104544.0
3703745,2.9,51864.43372,26136.0,39.620523,-106.96218,26136.0
3803733,15.97,51864.42155,360676.8,39.411941999999996,-107.18848500000001,721353.6
3803733,15.97,38137.0,360676.8,39.411941999999996,-107.18848500000001,721353.6
3703769,4.36,51864.351539999996,435600.0,39.601612,-106.86548400000001,435600.0
3804151,44.96,51864.330539999995,13068.0,39.194156,-106.81708700000001,13068.0
5304056,8.27,51864.32323,1089000.0,39.993479,-106.928776,1089000.0
5304057,8.27,51864.32323,108900.0,39.989695000000005,-106.93628400000001,108900.0
3703735,2.8,51864.30785,217800.0,39.613,-106.887257,217800.0
3804174,2.89,51829.0,4791.6,39.202578,-106.904444,4791.6
5103720,29.9,51818.0,26745.84,40.329775,-105.99839899999999,82067.04
5103720,29.9,51499.38715,55321.2,40.329775,-105.99839899999999,82067.04
3703727,1.35,51726.0,121968.0,39.678408000000005,-106.68400700000001,121968.0
3703730,28.02,51726.0,444312.0,39.689157,-106.672125,444312.0
3703731,2.09,51726.0,178596.0,39.675724,-106.692474,178596.0
3703732,25.97,51726.0,871200.0,39.698537,-106.695701,871200.0
5203946,200.7,51695.0,739213.2,39.83571,-106.690446,3314916.0
5203946,200.7,31175.0,2575702.8,39.83571,-106.690446,3314916.0
3804148,8.98,51687.0,71874.0,39.378592,-106.896492,71874.0
3804149,8.94,51687.0,47916.0,39.378448,-106.897248,47916.0
3803599,22.51,51619.0,187308.0,39.388225,-107.07960800000001,187308.0
3804154,21.58,51619.0,2466367.2,39.390912,-107.08365400000001,2466367.2
3803513,8.48,51499.5148,184694.4,39.457438,-107.273629,482644.80000000005
3803513,8.48,51499.36889,297950.4,39.457438,-107.273629,482644.80000000005
7204125,2.38,51499.51437,174240.0,39.216425,-107.949651,174240.0
3804156,21.58,51499.51416,239580.0,39.395122,-107.08090800000001,239580.0
3703723,3.2,51499.513680000004,54885.6,39.583903,-106.60857800000001,54885.6
3703724,3.25,51499.513680000004,1010592.0,39.583339,-106.60899599999999,1010592.0
3703736,0.49,51499.51328,261360.0,39.656873,-106.626646,261360.0
3703955,2.75,51499.5125,309276.0,39.625097,-106.67291200000001,309276.0
3703956,2.82,51499.5125,320601.6,39.623638,-106.67286499999999,320601.6
3703958,2.91,51499.5125,820670.4,39.622009999999996,-106.66448500000001,820670.4
3703960,3.1,51499.5125,358498.8,39.620954,-106.66401699999999,358498.8
3703742,58.56,51499.51088,769269.6,39.447145,-106.331829,769269.6
5104062,1.51,51499.51074,47916.0,40.099403,-105.947544,47916.0
3803515,1.24,51499.50982,1110344.4,39.292663,-106.99093500000001,1110344.4
5304044,3.01,51499.50038,65340.0,39.971121999999994,-106.766667,65340.0
5304045,3.17,51499.50038,43560.0,39.972905,-106.769085,43560.0
5304046,3.35,51499.50038,65340.0,39.974678999999995,-106.771505,65340.0
5304047,3.67,51499.50038,313632.0,39.977552,-106.77598,313632.0
5304048,3.73,51499.50038,261360.0,39.978116,-106.777796,261360.0
5304049,3.72,51499.50038,43560.0,39.977204,-106.778699,43560.0
5304050,3.71,51499.50038,21780.0,39.976387,-106.77877600000001,21780.0
5304052,5.01,51499.50038,10890.0,39.958565,-106.819823,10890.0
5304053,4.98,51499.50038,5662.8,39.958187,-106.819801,5662.8
5304054,4.93,51499.50038,6969.6,39.957487,-106.82016899999999,6969.6
5304055,4.89,51499.50038,21780.0,39.957231,-106.82218700000001,21780.0
3804157,49.3,51499.49825,25700.4,39.160755,-106.78835600000001,25700.4
5304041,22.0,51499.494139999995,130680.0,40.057164,-106.89040700000001,261360.0
5304041,22.0,51499.39598,130680.0,40.057164,-106.89040700000001,261360.0
7204126,0.45,51499.49389,261360.0,39.267519,-107.91420600000001,522720.0
7204126,0.45,51499.48729,261360.0,39.267519,-107.91420600000001,522720.0
