stationNum,siteId,stationName,dataSource,division,waterDistrict,county,state,utmX,utmY,latitude,longitude,locationAccuracy,measType,porStart,porEnd,porLastModified,measUnit,lines
1872,07K09S,MC CLURE PASS,SCS,5,38,Gunnison,CO,302646,4334052,39.133308,-107.283309,User supplied,Precip,1/1/09,12/12/20,2020-12-16T02:17:01.0600000,in,4363
1879,07K11S,SCHOFIELD PASS,SCS,5,38,Gunnison,CO,322521,4320629,39.016705,-107.050007,User supplied,Precip,1/1/09,12/12/20,2020-12-16T02:17:21.8270000,in,4363
1883,06K06S,NAST LAKE,SCS,5,38,Pitkin,CO,362037,4351289,39.300006,-106.600005,User supplied,Precip,1/1/09,12/12/20,2020-12-16T02:06:25.9670000,in,4363
1890,FRT02,"CSU FRUITA EXPT STATION, 2 MI ENE FRUITA",CoAgMet,5,72,MESA,CO,180380.2,4343310,39.180307,-108.700011,,Precip,6/16/92,2/28/17,2017-05-22T13:34:29.8970000,in,9023
1891,GJC01,"GRAND JUNCTION, 3 MI NW GRAND JUNCTION",CoAgMet,5,72,MESA,CO,186232.6,4342505.9,39.175208,-108.632011,,Precip,10/1/93,5/10/09,2017-05-22T13:34:29.8970000,in,5700
2685,USC00051743,COLLBRAN 2 SW,NOAA,5,72,MESA ,CO,242820.7,4347264.9,39.236607,-107.979707,User supplied,Precip,2/1/00,12/12/20,2020-12-16T00:51:57.5300000,in,7620
2906,WFD01,"WOLFORD MTN RESERVOIR, 5 MI NNW KREMMLING",CoAgMet,5,50,GRAND,CO,379458.5,4444111.2,40.138703,-106.415018,,Precip,11/30/04,2/28/17,2017-05-22T13:34:29.8970000,in,4473
2928,ORM01,"ORCHARD MESA, ORCHARD MESA",CoAgMet,5,72,MESA,CO,200531.8,4327136.8,39.042008,-108.460009,,Precip,1/2/06,2/28/17,2017-05-22T13:34:29.8970000,in,4075
2937,06J08S,ARAPAHO RIDGE,NRCS,5,50,Grand,CO,382686.8,4467629.8,40.350991,-106.381425,,Precip,8/1/14,12/12/20,2020-12-16T02:03:12.2300000,in,2325
2939,07J03S,BEAR RIVER,NRCS,5,53,Routt,CO,329399,4435223,40.050005,-107.000012,,Precip,1/1/09,12/12/20,2020-12-16T02:14:40.0570000,in,4363
2941,06K45S,BEAVER CK VILLAGE,NRCS,5,37,Eagle,CO,369780,4384461,39.600002,-106.516708,,Precip,1/1/09,12/12/20,2020-12-16T02:10:51.1130000,in,4363
2944,06J18S,BUFFALO PARK,NRCS,5,50,Grand,CO,365275,4453011,40.216703,-106.583314,,Precip,1/1/09,12/12/20,2020-12-16T02:04:09.7470000,in,4363
2956,06K01S,HOOSIER PASS,NRCS,5,36,Summit,CO,408110,4358014,39.36671,-106.066713,,Precip,1/1/09,12/12/20,2020-12-16T02:05:42.6700000,in,4363
2957,06K10S,IVANHOE,NRCS,5,38,Pitkin,CO,366316,4349361,39.283311,-106.550015,,Precip,1/1/09,12/12/20,2020-12-16T02:06:55.9830000,in,4363
2960,05K21S,JONES PASS,NRCS,5,51,Grand,CO,422915,4402251,39.766706,-105.900009,,Precip,1/1/09,12/12/20,2020-12-16T01:58:07.1600000,in,4363
2966,06K44S,MCCOY PARK,NRCS,5,37,Eagle,CO,368355,4384486,39.60001,-106.533305,,Precip,1/1/09,12/12/20,2020-12-16T02:10:34.0070000,in,4363
2970,06K12S,MIDDLE FORK CAMP,NRCS,5,51,Grand,CO,412940,4404200,39.783303,-106.016713,,Precip,1/1/09,12/12/20,2020-12-16T02:07:13.7830000,in,4363
3488,06K46S,CHAPMAN TUNNEL,NRCS,5,38,PITKIN,CO,360500,4345765.3,39.250003,-106.61668,,Precip,8/1/14,12/12/20,2020-12-16T02:11:03.1770000,in,2325
3513,06K29S,ELLIOT RIDGE,NRCS,5,36,SUMMIT,CO,378807.5,4412068.8,39.850006,-106.416669,,Precip,8/1/14,12/1/20,2020-12-16T02:08:46.7530000,in,2314
3521,USC00057033,RIFLE 3ENE,NOAA,5,39,GARFIELD ,CO,265788,4382162.5,39.557202,-107.72611,,Precip,1/1/09,12/13/20,2020-12-16T01:31:07.3530000,in,4364
3762,05K30S,FOOL CREEK,NRCS,5,51,GRAND,CO,425877.2,4413317.9,39.866673,-105.866682,,Precip,8/1/14,12/12/20,2020-12-16T01:59:04.4930000,in,2325
3958,USC00053147,FRUITA 2 W,NOAA,5,72,MESA ,CO,173752.9,4342348.9,39.169207,-108.77611,,Precip,6/1/12,10/31/14,2019-08-14T16:07:58.6400000,in,882
3959,USC00053486,GRAND JUNCTION WEATHER FORECAST OFFICE,NOAA,5,72,MESA ,CO,195265.8,4335989.2,39.119804,-108.524709,,Precip,11/1/11,12/12/20,2020-12-16T01:05:47.1370000,in,3329
3994,USW00003076,GRAND JUNCTION 9 W,NOAA,5,72,MESA ,CO,176970.6,4334719.8,39.101808,-108.735306,,Precip,6/17/09,8/30/17,2018-05-14T03:18:18.9400000,in,2996
3998,USW00093073,ASPEN PITKIN CO AIRPORT SARDY FIELD,NOAA,5,38,PITKIN ,CO,338544.8,4343967.6,39.23001,-106.870569,,Precip,5/21/98,12/9/20,2020-12-16T02:35:13.5030000,in,8238
4000,USW00003098,EAGLE 13 SSE,NOAA,5,37,EAGLE ,CO,350896.8,4371779.2,39.482705,-106.733708,,Precip,7/19/10,8/30/17,2018-05-14T03:18:18.9400000,in,2599
4001,USW00003016,RIFLE GARFIELD CO AIRPORT,NOAA,5,45,GARFIELD ,CO,266237.4,4378880.1,39.527785,-107.719736,,Precip,4/1/98,12/10/20,2020-12-16T02:27:35.3430000,in,8289
4593,US1COME0021,GRAND JUNCTION 2.8 SSE,CoCoRaHS,5,72,MESA ,CO,192670.3,4326317.2,39.031904,-108.550314,,Precip,4/5/04,10/2/07,2013-08-08T07:39:21.5800000,in,1275
4595,US1COME0059,GRAND JUNCTION 3.8 SSE,CoCoRaHS,5,72,MESA ,CO,195107.2,4326767.1,39.036805,-108.522413,,Precip,8/10/06,7/2/16,2018-01-14T03:41:14.0730000,in,3614
4596,US1COME0064,GRAND JUNCTION 5.5 SW,CoCoRaHS,5,72,MESA ,CO,185377.8,4327428.4,39.039303,-108.634909,,Precip,10/1/07,12/13/20,2020-12-15T23:48:24.2500000,in,4822
4601,US1COME0013,GRAND JUNCTION 2.7 SSE,CoCoRaHS,5,72,MESA ,CO,193920.9,4328369.8,39.050808,-108.53681,,Precip,7/7/03,9/2/16,2019-08-14T14:17:16.8570000,in,4806
4602,US1COME0014,GRAND JUNCTION 4.3 WSW,CoCoRaHS,5,72,MESA ,CO,185090.7,4328918.8,39.052608,-108.638907,,Precip,7/18/03,10/2/06,2013-08-08T07:39:21.5800000,in,1172
4604,US1COME0077,GRAND JUNCTION 4.2 ESE,CoCoRaHS,5,72,MESA ,CO,198884.8,4329634.5,39.063902,-108.480109,,Precip,3/11/11,4/13/12,2015-01-28T14:15:10.5630000,in,399
4607,US1COME0049,GRAND JUNCTION 1.0 ESE,CoCoRaHS,5,72,MESA ,CO,193377.4,4330436.8,39.069208,-108.544016,,Precip,11/16/04,12/13/20,2020-12-15T23:48:04.2800000,in,5871
4609,US1COME0025,GRAND JUNCTION .1 E,CoCoRaHS,5,72,MESA ,CO,192037.4,4330745,39.071506,-108.559615,,Precip,7/1/03,9/15/11,2015-01-28T14:15:10.5630000,in,2998
4610,US1COME0047,GRAND JUNCTION 2.4 W,CoCoRaHS,5,72,MESA ,CO,187972.6,4330972.1,39.072105,-108.606607,,Precip,11/23/04,12/9/13,2015-01-28T14:15:10.5630000,in,3303
4611,US1COME0075,GRAND JUNCTION 1.1 SSW,CoCoRaHS,5,72,MESA ,CO,192239.9,4330826,39.072306,-108.557309,,Precip,2/1/11,10/20/16,2019-08-14T14:18:44.7270000,in,2088
4612,US1COME0008,CLIFTON 1.4 SSE,CoCoRaHS,5,72,MESA ,CO,202088.2,4330457.4,39.072403,-108.443513,,Precip,2/15/03,5/10/08,2013-08-08T07:39:21.5800000,in,1911
4613,US1COME0028,GRAND JUNCTION .61 E,CoCoRaHS,5,72,MESA ,CO,192755.7,4330939.2,39.073504,-108.551407,,Precip,2/17/04,10/22/04,2013-08-08T07:39:21.5800000,in,248
4614,US1COME0078,GRAND JUNCTION 1.0 SSW,CoCoRaHS,5,72,MESA ,CO,192031.8,4331045.4,39.074203,-108.559808,,Precip,7/19/11,10/4/16,2019-08-14T14:18:51.8500000,in,1904
4615,US1COME0057,GRAND JUNCTION 1.2 SE,CoCoRaHS,5,72,MESA ,CO,193983.2,4331080.3,39.075203,-108.537313,,Precip,6/13/06,7/30/13,2015-01-28T14:15:10.5630000,in,2604
4616,US1COGN0050,MARBLE 0.5 NNW,CoCoRaHS,5,38,GUNNISON ,CO,310513.9,4327838.6,39.07911,-107.19061,,Precip,1/1/10,12/11/20,2020-12-15T22:32:28.4230000,in,3997
4617,US1COGN0002,MARBLE .9 N,CoCoRaHS,5,38,GUNNISON ,CO,310663.9,4327957.1,39.080205,-107.18891,,Precip,9/30/03,11/19/15,2017-01-14T03:50:30.5830000,in,4433
4621,US1COME0045,GRAND JUNCTION 4.4 ENE,CoCoRaHS,5,72,MESA ,CO,198900,4332291.1,39.087805,-108.481111,,Precip,5/19/04,12/15/08,2013-08-08T07:39:21.5800000,in,1671
4623,US1COME0061,MESA 5.7 SSE,CoCoRaHS,5,72,MESA ,CO,231513.3,4331285.9,39.089407,-108.104214,,Precip,6/30/07,2/17/15,2019-08-14T14:18:01.1070000,in,2789
4624,US1COME0067,GRAND JUNCTION 1.0 E,CoCoRaHS,5,72,MESA ,CO,194235.8,4332671.5,39.089611,-108.535109,,Precip,10/7/07,12/13/20,2020-12-15T23:48:30.8730000,in,4816
4626,US1COME0068,GRAND JUNCTION 3.3 E,CoCoRaHS,5,72,MESA ,CO,197942,4332839.3,39.092403,-108.492411,,Precip,5/13/08,11/4/08,2013-08-08T07:39:21.5800000,in,175
4627,US1COME0012,GRAND JUNCTION 4 ENE,CoCoRaHS,5,72,MESA ,CO,198004.3,4332881.4,39.092802,-108.491714,,Precip,7/26/03,11/12/06,2013-08-08T07:39:21.5800000,in,1205
4628,US1COME0015,GRAND JUNCTION 4.5 WNW,CoCoRaHS,5,72,MESA ,CO,185072.8,4333445.2,39.093304,-108.641208,,Precip,7/9/03,6/14/07,2013-08-08T07:39:21.5800000,in,1436
4632,US1COME0011,GRAND JUNCTION 7.7 WNW,CoCoRaHS,5,72,MESA ,CO,180072,4334704,39.102807,-108.699511,,Precip,7/9/03,7/13/05,2013-08-08T07:39:21.5800000,in,735
4635,US1COME0052,GRAND JUNCTION 3.4 N,CoCoRaHS,5,72,MESA ,CO,192334.3,4336326.1,39.121805,-108.558714,,Precip,6/4/05,6/6/20,2020-06-15T22:39:30.4800000,in,5481
4643,US1COME0042,COLLBRAN 6.4 S,CoCoRaHS,5,72,MESA ,CO,246368,4337525.8,39.150008,-107.93501,,Precip,4/23/04,2/22/07,2013-08-08T07:39:21.5800000,in,1035
4648,US1COME0018,FRUITA .3 NW,CoCoRaHS,5,72,MESA ,CO,177486.6,4341360.1,39.161706,-108.732506,,Precip,8/1/03,12/27/10,2015-01-28T14:15:10.5630000,in,2705
4652,US1COME0003,GRAND JUNCTION 8 NNW,CoCoRaHS,5,72,MESA ,CO,187394.3,4342759.6,39.17791,-108.618714,,Precip,3/8/03,12/13/20,2020-12-15T23:47:34.8670000,in,6490
4653,US1COME0010,FRUITA 4.1 ENE,CoCoRaHS,5,72,MESA ,CO,184098.8,4343025.4,39.179103,-108.656908,,Precip,7/10/03,6/20/08,2013-08-08T07:39:21.5800000,in,1807
4655,US1COPT0005,ASPEN 1.7 WSW,CoCoRaHS,5,38,PITKIN ,CO,339809.8,4338856.2,39.184204,-106.854708,,Precip,4/12/05,12/28/15,2019-08-14T14:41:02.9900000,in,3912
4668,US1COME0007,FRUITA 4.5 NNE,CoCoRaHS,5,72,MESA ,CO,180026.1,4347983.9,39.222207,-108.706312,,Precip,9/8/03,5/16/20,2020-06-15T22:39:14.9770000,in,6095
4673,US1COME0044,LOMA 4.4 ENE,CoCoRaHS,5,72,MESA ,CO,195223,4336002,39.119906,-108.525211,,Precip,4/22/04,4/25/05,2013-08-08T07:39:21.5800000,in,368
4680,US1COME0053,COLLBRAN 0.2 ESE,CoCoRaHS,5,72,MESA ,CO,244748,4347535.1,39.239606,-107.95751,,Precip,5/26/05,12/13/20,2020-12-15T23:48:16.1770000,in,5680
4693,US1COPT0001,REDSTONE 5 N,CoCoRaHS,5,38,PITKIN ,CO,306615,4347302.3,39.253504,-107.241211,,Precip,11/1/03,3/31/04,2013-08-08T07:39:21.5800000,in,151
4705,US1COME0024,MACK 5 NW,CoCoRaHS,5,72,MESA ,CO,160740,4353336,39.263003,-108.931916,,Precip,7/25/03,12/12/20,2020-12-15T23:47:53.0530000,in,6350
4715,US1COPT0007,CARBONDALE 8.2 S,CoCoRaHS,5,38,PITKIN ,CO,308118.5,4350152.7,39.279508,-107.224616,,Precip,11/30/09,8/12/13,2015-01-28T14:15:10.5630000,in,1351
4724,US1COME0023,MACK 5 N,CoCoRaHS,5,72,MESA ,CO,166377,4356941.7,39.297609,-108.868511,,Precip,7/10/03,6/3/09,2015-01-28T14:15:10.5630000,in,2155
4734,US1COPT0004,SNOWMASS 7.0 W,CoCoRaHS,5,38,PITKIN ,CO,318067.9,4355233.8,39.327408,-107.110709,,Precip,4/2/05,10/12/20,2020-10-15T22:39:32.6370000,in,5672
4758,US1COEG0006,BASALT 5.8 E,CoCoRaHS,5,38,EAGLE ,CO,334207,4360636.6,39.37931,-106.92491,,Precip,10/4/03,12/13/20,2020-12-15T22:11:18.8500000,in,6280
4766,US1COSU0029,BRECKENRIDGE 6.2 S,CoCoRaHS,5,36,SUMMIT ,CO,409541.7,4360349.9,39.387907,-106.050407,,Precip,11/4/04,9/21/06,2013-08-08T07:39:21.5800000,in,686
4773,US1COGF0047,CARBONDALE 0.5 W,CoCoRaHS,5,38,GARFIELD ,CO,308605.4,4363279.3,39.397803,-107.222716,,Precip,9/27/07,12/13/20,2020-12-15T22:29:04.3870000,in,4826
4774,US1COSU0012,BRECKENRIDGE 5.6 S,CoCoRaHS,5,36,SUMMIT ,CO,409933.8,4361477.5,39.398111,-106.046008,,Precip,1/1/03,6/13/05,2013-08-08T07:39:21.5800000,in,894
4776,US1COGF0050,CARBONDALE 5.0 E,CoCoRaHS,5,38,GARFIELD ,CO,317390.1,4363467.7,39.401409,-107.120812,,Precip,12/30/09,8/1/14,2016-01-16T01:39:55.9930000,in,1675
4785,US1COGF0045,SILT 9.6 S,CoCoRaHS,5,45,GARFIELD ,CO,272220.6,4365760.8,39.411308,-107.645706,,Precip,1/7/07,11/8/20,2020-12-15T22:28:45.1100000,in,5054
4787,US1COGF0051,CARBONDALE 1.4 NNE,CoCoRaHS,5,38,GARFIELD ,CO,310393.2,4365212.4,39.415603,-107.202513,,Precip,7/10/10,11/21/10,2015-01-28T14:15:10.5630000,in,134
4795,US1COSU0019,BRECKENRIDGE 3.4 SSE,CoCoRaHS,5,36,SUMMIT ,CO,411092.9,4364938.4,39.429403,-106.03301,,Precip,10/4/03,1/26/10,2015-01-28T14:15:10.5630000,in,2306
4797,US1COGF0003,GLENWOOD SPRINGS 8 S,CoCoRaHS,5,38,GARFIELD ,CO,300218.2,4367533.4,39.434202,-107.321313,,Precip,9/12/03,12/3/05,2013-08-08T07:39:21.5800000,in,813
4809,US1COGF0026,PARACHUTE 3.5 E,CoCoRaHS,5,45,GARFIELD ,CO,242996.3,4371385.1,39.453705,-107.986915,,Precip,8/23/04,10/13/12,2015-01-28T14:15:10.5630000,in,2973
4810,US1COGF0049,CARBONDALE 4.6 NNE,CoCoRaHS,5,38,GARFIELD ,CO,312109.2,4369901.8,39.458208,-107.183913,,Precip,6/24/09,12/13/20,2020-12-15T22:29:15.8230000,in,4190
4820,US1COSU0040,BRECKENRIDGE 3.3 SE,CoCoRaHS,5,36,SUMMIT ,CO,413044.1,4369289.6,39.46881,-106.010911,,Precip,9/21/06,1/20/16,2019-08-14T15:04:29.3070000,in,3408
4828,US1COSU0011,BRECKENRIDGE 1.7 W,CoCoRaHS,5,36,SUMMIT ,CO,407244.1,4369889.6,39.47361,-106.078412,,Precip,2/1/03,4/25/04,2013-08-08T07:39:21.5800000,in,449
4830,US1COGF0033,GLENWOOD SPRINGS 5.3 SSE,CoCoRaHS,5,38,GARFIELD ,CO,302837.7,4372320.1,39.477905,-107.292307,,Precip,5/13/04,12/13/20,2020-12-15T22:28:30.7830000,in,6058
4834,US1COSU0037,BRECKENRIDGE 1.12 E,CoCoRaHS,5,36,SUMMIT ,CO,411840.4,4370868.2,39.482904,-106.025115,,Precip,1/18/06,12/3/06,2013-08-08T07:39:21.5800000,in,319
4842,US1COGF0017,SILT 7.2 ESE,CoCoRaHS,5,45,GARFIELD ,CO,271145.9,4374602.6,39.49061,-107.66121,,Precip,10/4/03,6/5/05,2013-08-08T07:39:21.5800000,in,610
4851,US1COSU0001,BRECKENRIDGE 1.8 NNW,CoCoRaHS,5,36,SUMMIT ,CO,409045.6,4373120.5,39.502902,-106.057905,,Precip,12/10/02,4/5/04,2013-08-08T07:39:21.5800000,in,482
4852,US1COSU0045,BRECKENRIDGE 2.0 NW,CoCoRaHS,5,36,SUMMIT ,CO,408633.3,4373158.7,39.503209,-106.062714,,Precip,12/8/09,1/14/11,2015-01-28T14:15:10.5630000,in,402
4853,US1COSU0023,BRECKENRIDGE 1.9 NNW,CoCoRaHS,5,36,SUMMIT ,CO,408711.1,4373191.1,39.503506,-106.061811,,Precip,6/11/04,2/19/05,2013-08-08T07:39:21.5800000,in,253
4854,US1COGF0035,CATTLE CREEK 5.1 NE,CoCoRaHS,5,38,GARFIELD ,CO,311992.7,4375035.7,39.504409,-107.186708,,Precip,7/15/04,6/17/13,2015-01-28T14:15:10.5630000,in,3259
4870,US1COSU0039,BRECKENRIDGE 0.9 NNE,CoCoRaHS,5,36,SUMMIT ,CO,410503.4,4375001.6,39.52001,-106.041215,,Precip,9/21/06,1/2/19,2019-08-14T15:04:23.8500000,in,4486
4874,US1COGF0036,RIFLE 0.8 S,CoCoRaHS,5,45,GARFIELD ,CO,261028.5,4378441.6,39.52241,-107.780116,,Precip,10/15/04,11/29/05,2013-08-08T07:39:21.5800000,in,410
4876,US1COSU0031,BRECKENRIDGE 3.1 N,CoCoRaHS,5,36,SUMMIT ,CO,410619.9,4375411,39.523707,-106.039909,,Precip,2/13/05,2/18/10,2015-01-28T14:15:10.5630000,in,1831
4882,US1COGF0004,GLENWOOD SPRINGS 1.4 S,CoCoRaHS,5,38,GARFIELD ,CO,300400,4378258.3,39.530804,-107.322411,,Precip,9/19/03,12/6/15,2019-08-13T15:23:56.4370000,in,4461
4884,US1COGF0007,RIFLE 0.8 SW,CoCoRaHS,5,39,GARFIELD ,CO,260302.6,4379453,39.531307,-107.788906,,Precip,9/15/03,6/6/11,2015-01-28T14:15:10.5630000,in,2821
4885,US1COGF0019,SILT 1.2 SSW,CoCoRaHS,5,45,GARFIELD ,CO,270699.6,4379293.1,39.532705,-107.668006,,Precip,10/3/03,1/14/11,2015-01-28T14:15:10.5630000,in,2660
4894,US1COGF0001,GLENWOOD SPRINGS .64 S,CoCoRaHS,5,38,GARFIELD ,CO,300043.4,4379433.8,39.541308,-107.326915,,Precip,9/12/03,12/13/20,2020-12-15T22:28:20.8700000,in,6302
4896,US1COGF0018,GLENWOOD SPRINGS .47 SSE,CoCoRaHS,5,52,GARFIELD ,CO,300411.5,4379701.9,39.543807,-107.322705,,Precip,10/6/03,7/19/04,2013-08-08T07:39:21.5800000,in,287
4897,US1COGF0009,GLENWOOD SPRINGS .48 SSE,CoCoRaHS,5,52,GARFIELD ,CO,300506,4379699.5,39.543811,-107.321611,,Precip,9/17/03,10/4/05,2013-08-08T07:39:21.5800000,in,748
4901,US1COGF0005,GLENWOOD SPRINGS .31 SSE,CoCoRaHS,5,52,GARFIELD ,CO,300444.4,4379978.8,39.546308,-107.322416,,Precip,9/14/03,11/29/04,2013-08-08T07:39:21.5800000,in,442
4904,US1COGF0006,RIFLE .96 NNW,CoCoRaHS,5,39,GARFIELD ,CO,260498.6,4381335.8,39.548308,-107.787306,,Precip,10/9/03,1/19/18,2019-08-13T15:24:18.3170000,in,5216
4907,US1COGF0002,RIFLE 0.9 NE,CoCoRaHS,5,39,GARFIELD ,CO,262163.7,4381495.5,39.550211,-107.768007,,Precip,9/12/03,11/13/18,2019-08-13T15:23:47.0100000,in,5541
4910,US1COGF0008,SILT .56 ENE,CoCoRaHS,5,39,GARFIELD ,CO,272650.4,4381268.7,39.551009,-107.646016,,Precip,9/29/03,2/23/04,2013-08-08T07:39:21.5800000,in,147
4913,US1COGF0028,RIFLE 3.2 ENE,CoCoRaHS,5,39,GARFIELD ,CO,265549.2,4381947.5,39.55521,-107.728814,,Precip,1/31/04,11/13/19,2019-11-15T22:00:42.8870000,in,5765
4919,US1COGF0013,GLENWOOD SPRINGS 1.4 WNW,CoCoRaHS,5,39,GARFIELD ,CO,298320.9,4381644.5,39.560802,-107.347609,,Precip,9/29/03,6/16/04,2013-08-08T07:39:21.5800000,in,261
4923,US1COGF0012,RIFLE 4.3 ENE,CoCoRaHS,5,39,GARFIELD ,CO,267225.2,4382763.5,39.563011,-107.709613,,Precip,9/29/03,5/1/06,2013-08-08T07:39:21.5800000,in,945
4924,US1COGF0040,GLENWOOD SPRINGS 1.7 NW,CoCoRaHS,5,39,GARFIELD ,CO,298088,4382272.6,39.56641,-107.35051,,Precip,3/26/05,12/12/20,2020-12-15T22:28:40.8400000,in,5740
4925,US1COGF0014,NEW CASTLE 3.4 E,CoCoRaHS,5,45,GARFIELD ,CO,287521.7,4382589.4,39.566703,-107.473508,,Precip,3/7/04,12/2/13,2015-01-28T14:15:10.5630000,in,3557
4929,US1COGF0046,GLENWOOD SPRINGS 2.1 NW,CoCoRaHS,5,39,GARFIELD ,CO,297654.8,4382472.7,39.568109,-107.355608,,Precip,1/23/07,12/5/20,2020-12-15T22:28:53.1330000,in,5065
4935,US1COGF0052,NEW CASTLE 1.0 SW,CoCoRaHS,5,39,GARFIELD ,CO,281657.5,4383486.2,39.573305,-107.542004,,Precip,11/18/10,6/1/12,2015-01-28T14:15:10.5630000,in,561
4940,US1COEG0022,MINTURN 0.9 SE,CoCoRaHS,5,37,EAGLE ,CO,378607,4381630.9,39.575807,-106.413411,,Precip,7/1/08,10/30/08,2013-08-08T07:39:21.5800000,in,121
4946,US1COSU0004,FRISCO 0.5 N,CoCoRaHS,5,36,SUMMIT ,CO,405885.7,4381971.8,39.582308,-106.095907,,Precip,12/13/98,12/13/20,2020-12-16T00:26:36.5470000,in,8036
4949,US1COSU0033,FRISCO .5 WNW,CoCoRaHS,5,36,SUMMIT ,CO,405391.3,4382277.6,39.58501,-106.101714,,Precip,5/15/05,10/16/06,2013-08-08T07:39:21.5800000,in,519
4951,US1COGF0011,GLENWOOD SPRINGS 7.1 WNW,CoCoRaHS,5,39,GARFIELD ,CO,289615.3,4384642.7,39.585709,-107.449815,,Precip,9/15/03,6/19/07,2013-08-08T07:39:21.5800000,in,1373
4953,US1COGF0025,GLENWOOD SPRINGS 7.1 WNW,CoCoRaHS,5,39,GARFIELD ,CO,289673.5,4384885.5,39.587911,-107.449205,,Precip,12/10/03,12/3/09,2015-01-28T14:15:10.5630000,in,2185
4958,US1COSU0046,KEYSTONE 1.8 SW,CoCoRaHS,5,36,SUMMIT ,CO,414716.2,4382823.8,39.590908,-105.993212,,Precip,3/24/10,12/1/14,2019-08-13T21:29:57.4700000,in,1713
4959,US1COGF0032,RIFLE 4.0 NNE,CoCoRaHS,5,39,GARFIELD ,CO,262427.9,4386165.2,39.592305,-107.766609,,Precip,5/30/04,12/8/06,2013-08-08T07:39:21.5800000,in,922
4960,US1COSU0025,DILLON 3.3 SE,CoCoRaHS,5,36,SUMMIT ,CO,413747.7,4383001.1,39.592406,-106.004507,,Precip,11/19/04,5/29/06,2013-08-08T07:39:21.5800000,in,556
4963,US1COSU0016,DILLON 2.3 SE,CoCoRaHS,5,36,SUMMIT ,CO,413530.2,4383514.1,39.597005,-106.007112,,Precip,3/12/03,10/23/20,2020-11-15T23:12:09.9630000,in,6435
4967,US1COSU0013,KEYSTONE 0.1 W,CoCoRaHS,5,36,SUMMIT ,CO,415173.3,4383784.5,39.599602,-105.988014,,Precip,1/1/03,1/16/07,2013-08-08T07:39:21.5800000,in,1476
4972,US1COEG0017,EAGLE 4.9 SE,CoCoRaHS,5,37,EAGLE ,CO,348572.8,4385337.1,39.604406,-106.763808,,Precip,1/26/05,12/2/06,2013-08-08T07:39:21.5800000,in,675
4978,US1COEG0001,GYPSUM 3.0 SE,CoCoRaHS,5,37,EAGLE ,CO,335948.1,4386239.3,39.610203,-106.911012,,Precip,4/16/03,6/10/15,2019-08-13T14:20:09.2100000,in,4438
4985,US1COEG0029,GYPSUM 1.9 SSW,CoCoRaHS,5,37,EAGLE ,CO,332074.5,4387033.4,39.616603,-106.956316,,Precip,7/12/11,12/12/20,2020-12-15T22:11:59.0530000,in,3441
4987,US1COEG0009,VAIL 4.1 WSW,CoCoRaHS,5,37,EAGLE ,CO,377298.7,4386336.5,39.618002,-106.429507,,Precip,11/11/03,4/19/06,2013-08-08T07:39:21.5800000,in,890
4994,US1COSU0006,SILVERTHORNE 2.1 WSW,CoCoRaHS,5,36,SUMMIT ,CO,405435.6,4386595.1,39.623906,-106.101806,,Precip,12/10/02,12/13/20,2020-12-16T00:26:43.3770000,in,6578
5003,US1COSU0007,DILLON 0.6 WNW,CoCoRaHS,5,36,SUMMIT ,CO,409955.2,4386962.8,39.627709,-106.049212,,Precip,12/10/02,3/10/13,2015-01-28T14:15:10.5630000,in,3743
5006,US1COSU0020,DILLON .75 SE,CoCoRaHS,5,36,SUMMIT ,CO,410464.8,4387234.3,39.630203,-106.043307,,Precip,12/28/03,11/7/20,2020-12-16T00:26:53.6270000,in,6159
5011,US1COSU0009,SILVERTHORNE 1.8 SE,CoCoRaHS,5,36,SUMMIT ,CO,409202.8,4387948.4,39.636503,-106.058108,,Precip,1/29/03,5/9/04,2013-08-08T07:39:21.5800000,in,466
5013,US1COSU0049,SILVERTHORNE 1.4 SE,CoCoRaHS,5,36,SUMMIT ,CO,408887.2,4388107.5,39.637911,-106.061812,,Precip,10/31/10,1/27/13,2015-01-28T14:15:10.5630000,in,819
5015,US1COSU0024,DILLON 0.7 NNE,CoCoRaHS,5,36,SUMMIT ,CO,410880.1,4388261.8,39.639508,-106.038611,,Precip,7/13/04,7/30/05,2013-08-08T07:39:21.5800000,in,382
5023,US1COSU0002,SILVERTHORNE 3.2 WNW,CoCoRaHS,5,36,SUMMIT ,CO,407999.4,4388506.6,39.64141,-106.072215,,Precip,1/15/03,4/29/05,2013-08-08T07:39:21.5800000,in,835
5024,US1COEG0025,EAGLE 1.0 SSE,CoCoRaHS,5,37,EAGLE ,CO,343865.4,4389550.5,39.641502,-106.819614,,Precip,10/31/08,12/4/13,2015-01-28T14:15:10.5630000,in,1860
5026,US1COEG0030,GYPSUM 0.5 E,CoCoRaHS,5,37,EAGLE ,CO,333668.4,4390052.6,39.64411,-106.938515,,Precip,11/7/11,5/17/16,2019-08-13T14:24:34.4970000,in,1653
5028,US1COEG0021,VAIL 0.9 WNW,CoCoRaHS,5,37,EAGLE ,CO,380280.9,4389287.1,39.645006,-106.395309,,Precip,7/5/08,12/13/20,2020-12-15T22:11:48.3530000,in,4544
5035,US1COEG0019,VAIL 2.6 E,CoCoRaHS,5,37,EAGLE ,CO,386249.3,4389529.7,39.648009,-106.325813,,Precip,5/1/05,12/13/20,2020-12-15T22:11:36.8800000,in,5705
