analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,86.751,13.16,78849.0,50,15.77,209199.0,36,6840229.599
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,86.751,2.94,17.0,50,15.77,209199.0,36,1474.767
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,86.751,1.51,13.0,53,15.77,209199.0,36,1127.7630000000001
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,86.751,5.95,554.06,53,15.77,209199.0,36,48065.25906
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,86.751,257.52,600.0,51,15.77,209199.0,36,52050.600000000006
5000768,MARTIN LILY POND FEEDER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,57.834,54.19,33.45,50,15.77,209199.0,36,1934.5473000000002
5103720,VAGABOND RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,57.834,29.9,1.884,51,15.77,209199.0,36,108.959256
3703684,BRETT RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,57.834,0.34,7.2,37,15.77,209199.0,36,416.4048
3603548,HOAGLAND NO 1 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.834,2.97,921.5,36,15.77,209199.0,36,53294.031
5003606,ANTELOPE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.834,3.34,346.5,50,15.77,209199.0,36,20039.481
3603575,CLINTON GULCH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.834,18.41,8710.0,36,15.77,209199.0,36,503734.14
5100763,KINNEY BARRIGER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,57.834,236.23,65.0,51,15.77,209199.0,36,3759.21
5103709,WILLIAMS FORK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,57.834,2.22,187274.0,51,15.77,209199.0,36,10830804.516
