analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,137.08100000000002,5.26,1002.58,37,147.54,1408.0,53,137434.66898000002
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,97.915,18.46,519.3342,36,147.54,1408.0,53,50850.60819300001
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,58.749,1.51,13.0,53,147.54,1408.0,53,763.7370000000001
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,58.749,3.21,96.4,50,147.54,1408.0,53,5663.403600000001
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,58.749,3.57,75.8,36,147.54,1408.0,53,4453.1742
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,58.749,13.16,78849.0,50,147.54,1408.0,53,4632299.901000001
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,58.749,5.95,554.06,53,147.54,1408.0,53,32550.47094
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,58.749,2.94,17.0,50,147.54,1408.0,53,998.7330000000001
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,58.749,257.52,600.0,51,147.54,1408.0,53,35249.4
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,3.34,346.5,50,147.54,1408.0,53,13571.018999999998
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,39.166,0.31,8.0,51,147.54,1408.0,53,313.328
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,15.77,209199.0,36,147.54,1408.0,53,8193488.033999999
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,39.166,54.19,33.45,50,147.54,1408.0,53,1310.1027
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,2.67,185.05,50,147.54,1408.0,53,7247.6683
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,18.41,8710.0,36,147.54,1408.0,53,341135.86
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,3.73,84.89,53,147.54,1408.0,53,3324.80174
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,9.27,192.78,37,147.54,1408.0,53,7550.421479999999
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,5.66,93.24,50,147.54,1408.0,53,3651.8378399999997
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,7.6,36.52,37,147.54,1408.0,53,1430.34232
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,15.28,5.5,51,147.54,1408.0,53,215.41299999999998
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,39.166,0.34,7.2,37,147.54,1408.0,53,281.9952
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,200.7,76.1,52,147.54,1408.0,53,2980.5325999999995
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,39.166,7.25,28.0,53,147.54,1408.0,53,1096.648
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,1.86,69.1942,52,147.54,1408.0,53,2710.0600371999994
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,3.29,204.77,50,147.54,1408.0,53,8020.02182
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,5.0,38.2,50,147.54,1408.0,53,1496.1412
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,52.41,803.0,50,147.54,1408.0,53,31450.298
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,3.97,916.64,50,147.54,1408.0,53,35901.12224
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,39.166,0.01,36.0,37,147.54,1408.0,53,1409.9759999999999
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,39.166,60.22,19.0,37,147.54,1408.0,53,744.154
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,43.8,233.38,50,147.54,1408.0,53,9140.56108
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,39.166,0.24,4.24,51,147.54,1408.0,53,166.06384
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,0.0,216.15,50,147.54,1408.0,53,8465.730899999999
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,39.166,5.59,4.74,51,147.54,1408.0,53,185.64684
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,39.166,37.52,271.8686,37,147.54,1408.0,53,10648.0055876
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,39.166,5.5,2.28,51,147.54,1408.0,53,89.29847999999998
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,39.166,236.23,65.0,51,147.54,1408.0,53,2545.79
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,2.22,187274.0,51,147.54,1408.0,53,7334773.483999999
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,39.166,7.56,396.36,37,147.54,1408.0,53,15523.83576
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,3.19,2.21,51,147.54,1408.0,53,86.55685999999999
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,39.166,21.44,35.466,37,147.54,1408.0,53,1389.061356
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,39.166,4.5,1033.94,50,147.54,1408.0,53,40495.29404
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,39.166,1.42,10.114,37,147.54,1408.0,53,396.124924
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,39.166,29.9,1.884,51,147.54,1408.0,53,73.788744
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,39.166,1.41,56.0,36,147.54,1408.0,53,2193.296
3600671,INDEPENDENT BLUE DITCH,5300584,SHOSHONE POWER PLANT,39.166,33.99,40.95,36,147.54,1408.0,53,1603.8477
