analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5003647,CONFLUENCE RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,31.5,2.94,17.0,50,45.59,520.0,36,535.5
5003668,WOLFORD MOUNTAIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,31.5,13.16,78849.0,50,45.59,520.0,36,2483743.5
5303955,BEAVER DAM RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,31.5,1.51,13.0,53,45.59,520.0,36,409.5
5104700,WINDY GAP PUMP PL CANAL,3604684,BLUE RIVER DIVERSION PROJECT,31.5,257.52,600.0,51,45.59,520.0,36,18900.0
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,28.998,13.16,78849.0,50,147.54,1408.0,53,2286463.302
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,28.998,1.51,13.0,53,147.54,1408.0,53,376.974
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,28.998,257.52,600.0,51,147.54,1408.0,53,17398.8
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,28.998,2.94,17.0,50,147.54,1408.0,53,492.966
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,4.78,5.6,36,45.59,520.0,36,117.6
5104008,GLENN POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,21.0,5.5,2.28,51,45.59,520.0,36,47.879999999999995
5303966,GRIMES BROOKS RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,5.95,554.06,53,45.59,520.0,36,11635.259999999998
5303570,PERRY POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,21.0,10.8,1.41,53,45.59,520.0,36,29.61
5104021,MEADOW SPRINGS RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,3.19,2.21,51,45.59,520.0,36,46.41
3703689,CORNWELL POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,21.0,0.7,0.4,37,45.59,520.0,36,8.4
3703596,COTTON POND,3604684,BLUE RIVER DIVERSION PROJECT,21.0,1.42,10.114,37,45.59,520.0,36,212.394
3703684,BRETT RANCH POND,3604684,BLUE RIVER DIVERSION PROJECT,21.0,0.34,7.2,37,45.59,520.0,36,151.20000000000002
5303571,PERRY POND NO 3,3604684,BLUE RIVER DIVERSION PROJECT,21.0,1.83,3.49,53,45.59,520.0,36,73.29
5103552,GRAND ELK POND A,3604684,BLUE RIVER DIVERSION PROJECT,21.0,1.3,33.55,51,45.59,520.0,36,704.55
5104007,GLENN POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,21.0,5.59,4.74,51,45.59,520.0,36,99.54
3703600,BENCHMARK LAKE,3604684,BLUE RIVER DIVERSION PROJECT,21.0,37.52,271.8686,37,45.59,520.0,36,5709.2406
5304041,HEWES RESERVOIR NO 4,3604684,BLUE RIVER DIVERSION PROJECT,21.0,22.0,6.0,53,45.59,520.0,36,126.0
5303588,GORE VIEW POND,3604684,BLUE RIVER DIVERSION PROJECT,21.0,222.2,14.1,53,45.59,520.0,36,296.09999999999997
5104060,ASPEN CANYON RANCH POND 1,3604684,BLUE RIVER DIVERSION PROJECT,21.0,0.31,8.0,51,45.59,520.0,36,168.0
3703608,BLACK LAKE,3604684,BLUE RIVER DIVERSION PROJECT,21.0,7.56,396.36,37,45.59,520.0,36,8323.56
5103529,TIMBERLINE POND,3604684,BLUE RIVER DIVERSION PROJECT,21.0,0.24,4.24,51,45.59,520.0,36,89.04
3702056,MIN FLOW GORE CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,21.0,0.01,36.0,37,45.59,520.0,36,756.0
3603624,SWAN RIVER WATER SYSTEM PONDS,3604684,BLUE RIVER DIVERSION PROJECT,21.0,1.41,56.0,36,45.59,520.0,36,1176.0
3603575,CLINTON GULCH RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,18.41,8710.0,36,45.59,520.0,36,182910.0
5303569,PERRY POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,21.0,1.83,1.41,53,45.59,520.0,36,29.61
5003646,MARTIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,0.0,216.15,50,45.59,520.0,36,4539.150000000001
5103720,VAGABOND RANCH POND,3604684,BLUE RIVER DIVERSION PROJECT,21.0,29.9,1.884,51,45.59,520.0,36,39.564
5303518,WASHBURN CABIN POND,3604684,BLUE RIVER DIVERSION PROJECT,21.0,7.25,28.0,53,45.59,520.0,36,588.0
5003651,BASIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,43.8,233.38,50,45.59,520.0,36,4900.98
5004600,SARVIS DITCH,3604684,BLUE RIVER DIVERSION PROJECT,21.0,16.44,1670.0,50,45.59,520.0,36,35070.0
5303976,JONES NO 3 RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,3.73,84.89,53,45.59,520.0,36,1782.69
3703545,CAMP HALE POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,21.0,60.22,19.0,37,45.59,520.0,36,399.0
5003649,HEINI-KRAMER RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,5.0,38.2,50,45.59,520.0,36,802.2
5003648,LEWIS RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,5.66,93.24,50,45.59,520.0,36,1958.04
5003645,BINCO RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,4.5,1033.94,50,45.59,520.0,36,21712.74
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,15.28,5.5,51,45.59,520.0,36,115.5
5003655,MILK CREEK RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,21.0,2.67,185.05,50,45.59,520.0,36,3886.05
