analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,93.0,13.16,78849.0,50,15.77,209199.0,36,7332957.0
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,93.0,1.51,13.0,53,15.77,209199.0,36,1209.0
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,93.0,257.52,600.0,51,15.77,209199.0,36,55800.0
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,93.0,5.95,554.06,53,15.77,209199.0,36,51527.579999999994
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,93.0,2.94,17.0,50,15.77,209199.0,36,1581.0
5003645,BINCO RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,4.5,1033.94,50,15.77,209199.0,36,64104.280000000006
5104021,MEADOW SPRINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,3.19,2.21,51,15.77,209199.0,36,137.02
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,0.0,216.15,50,15.77,209199.0,36,13401.300000000001
3603575,CLINTON GULCH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,18.41,8710.0,36,15.77,209199.0,36,540020.0
5103752,KINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,3.42,1127.35,51,15.77,209199.0,36,69895.7
5003648,LEWIS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,5.66,93.24,50,15.77,209199.0,36,5780.88
5003649,HEINI-KRAMER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,5.0,38.2,50,15.77,209199.0,36,2368.4
5003651,BASIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,43.8,233.38,50,15.77,209199.0,36,14469.56
5104008,GLENN POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,62.0,5.5,2.28,51,15.77,209199.0,36,141.35999999999999
5003655,MILK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,62.0,2.67,185.05,50,15.77,209199.0,36,11473.1
5304051,BUCK POND,3603543,GREEN MOUNTAIN RESERVOIR,62.0,3.61,21.4,53,15.77,209199.0,36,1326.8
5104007,GLENN POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,62.0,5.59,4.74,51,15.77,209199.0,36,293.88
5304041,HEWES RESERVOIR NO 4,3603543,GREEN MOUNTAIN RESERVOIR,62.0,22.0,6.0,53,15.77,209199.0,36,372.0
