analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,210.0,5.26,1002.58,37,147.54,1408.0,53,210541.80000000002
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,150.0,18.46,519.3342,36,147.54,1408.0,53,77900.13
4500969,BLUESTONE VALLEY DITCH,7200646,GRAND VALLEY PROJECT,90.0,82.62,106.0,45,61.8,2313.7,72,9540.0
3804019,FRANK POND 1,7200646,GRAND VALLEY PROJECT,90.0,2.76,2.3,38,61.8,2313.7,72,206.99999999999997
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,90.0,5.95,554.06,53,147.54,1408.0,53,49865.399999999994
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,90.0,1.51,13.0,53,147.54,1408.0,53,1170.0
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,90.0,2.94,17.0,50,147.54,1408.0,53,1530.0
3803815,CORYELL POND NO 2A,7200646,GRAND VALLEY PROJECT,90.0,12.14,27.34,38,61.8,2313.7,72,2460.6
7003508,CNR POND NO 6,7200646,GRAND VALLEY PROJECT,90.0,5.0,31.74,70,61.8,2313.7,72,2856.6
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,90.0,13.16,78849.0,50,147.54,1408.0,53,7096410.0
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,90.0,3.21,96.4,50,147.54,1408.0,53,8676.0
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,90.0,257.52,600.0,51,147.54,1408.0,53,54000.0
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,90.0,3.57,75.8,36,147.54,1408.0,53,6822.0
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,9.27,192.78,37,147.54,1408.0,53,11566.8
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,1.86,69.1942,52,147.54,1408.0,53,4151.652
5303570,PERRY POND NO 2,5300584,SHOSHONE POWER PLANT,60.0,10.8,1.41,53,147.54,1408.0,53,84.6
5303571,PERRY POND NO 3,5300584,SHOSHONE POWER PLANT,60.0,1.83,3.49,53,147.54,1408.0,53,209.4
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,60.0,222.2,14.1,53,147.54,1408.0,53,846.0
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,52.41,803.0,50,147.54,1408.0,53,48180.0
3803863,RAINBOW POND,7200646,GRAND VALLEY PROJECT,60.0,1.81,6.0,38,61.8,2313.7,72,360.0
4503603,BARTON PORTER RESERVOIR,7200646,GRAND VALLEY PROJECT,60.0,7.59,1206.0,45,61.8,2313.7,72,72360.0
3804198,DUMP POOL NO 1,7200646,GRAND VALLEY PROJECT,60.0,35.49,0.4,38,61.8,2313.7,72,24.0
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,60.0,1.41,56.0,36,147.54,1408.0,53,3360.0
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,60.0,1.42,10.114,37,147.54,1408.0,53,606.84
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,3.19,2.21,51,147.54,1408.0,53,132.6
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,4.5,1033.94,50,147.54,1408.0,53,62036.4
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,3.97,916.64,50,147.54,1408.0,53,54998.4
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,3.73,84.89,53,147.54,1408.0,53,5093.4
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,200.7,76.1,52,147.54,1408.0,53,4566.0
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,3.29,204.77,50,147.54,1408.0,53,12286.2
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,60.0,3.34,346.5,50,147.54,1408.0,53,20790.0
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,60.0,37.52,271.8686,37,147.54,1408.0,53,16312.116000000002
3803513,O'NEILL RESERVOIR,7200646,GRAND VALLEY PROJECT,60.0,8.48,11.08,38,61.8,2313.7,72,664.8
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,60.0,54.19,33.45,50,147.54,1408.0,53,2007.0000000000002
4503609,ISLAND RANCH LAKE NO 1,7200646,GRAND VALLEY PROJECT,60.0,115.37,20.0,45,61.8,2313.7,72,1200.0
5303569,PERRY POND NO 1,5300584,SHOSHONE POWER PLANT,60.0,1.83,1.41,53,147.54,1408.0,53,84.6
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,60.0,7.25,28.0,53,147.54,1408.0,53,1680.0
3803969,FOX POND NO 2,7200646,GRAND VALLEY PROJECT,60.0,35.68,0.56,38,61.8,2313.7,72,33.6
