analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,31.294,5.26,1002.58,37,147.54,1408.0,53,31374.738520000003
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,21.126,257.52,600.0,51,147.54,1408.0,53,12675.6
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,21.126,13.16,78849.0,50,147.54,1408.0,53,1665763.9740000002
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,21.126,2.94,17.0,50,147.54,1408.0,53,359.142
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,21.126,1.51,13.0,53,147.54,1408.0,53,274.63800000000003
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,20.21,18.46,519.3342,36,147.54,1408.0,53,10495.744182
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,18.126,5.95,554.06,53,147.54,1408.0,53,10042.89156
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,18.126,3.21,96.4,50,147.54,1408.0,53,1747.3464000000001
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,15.126,3.57,75.8,36,147.54,1408.0,53,1146.5508
5000617,MCMAHON DITCH,5300584,SHOSHONE POWER PLANT,14.084,10.86,4094.0,50,147.54,1408.0,53,57659.896
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,14.084,236.23,65.0,51,147.54,1408.0,53,915.4599999999999
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,3.29,204.77,50,147.54,1408.0,53,2883.98068
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,18.41,8710.0,36,147.54,1408.0,53,122671.64
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,3.73,84.89,53,147.54,1408.0,53,1195.59076
5004600,SARVIS DITCH,5300584,SHOSHONE POWER PLANT,14.084,16.44,1670.0,50,147.54,1408.0,53,23520.28
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,14.084,0.24,4.24,51,147.54,1408.0,53,59.71616
5303588,GORE VIEW POND,5300584,SHOSHONE POWER PLANT,14.084,222.2,14.1,53,147.54,1408.0,53,198.5844
3703608,BLACK LAKE,5300584,SHOSHONE POWER PLANT,14.084,7.56,396.36,37,147.54,1408.0,53,5582.33424
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,14.084,0.31,8.0,51,147.54,1408.0,53,112.672
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,14.084,0.34,7.2,37,147.54,1408.0,53,101.4048
3603624,SWAN RIVER WATER SYSTEM PONDS,5300584,SHOSHONE POWER PLANT,14.084,1.41,56.0,36,147.54,1408.0,53,788.704
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,4.5,1033.94,50,147.54,1408.0,53,14562.01096
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,0.0,216.15,50,147.54,1408.0,53,3044.2566
5003648,LEWIS RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,5.66,93.24,50,147.54,1408.0,53,1313.1921599999998
5003649,HEINI-KRAMER RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,5.0,38.2,50,147.54,1408.0,53,538.0088000000001
5303518,WASHBURN CABIN POND,5300584,SHOSHONE POWER PLANT,14.084,7.25,28.0,53,147.54,1408.0,53,394.352
5003651,BASIN RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,43.8,233.38,50,147.54,1408.0,53,3286.9239199999997
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,14.084,0.01,36.0,37,147.54,1408.0,53,507.024
5003655,MILK CREEK RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,2.67,185.05,50,147.54,1408.0,53,2606.2442
5104008,GLENN POND NO 2,5300584,SHOSHONE POWER PLANT,14.084,5.5,2.28,51,147.54,1408.0,53,32.11152
3703545,CAMP HALE POND NO 1,5300584,SHOSHONE POWER PLANT,14.084,60.22,19.0,37,147.54,1408.0,53,267.596
5304051,BUCK POND,5300584,SHOSHONE POWER PLANT,14.084,3.61,21.4,53,147.54,1408.0,53,301.39759999999995
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,3.19,2.21,51,147.54,1408.0,53,31.125639999999997
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,14.084,29.9,1.884,51,147.54,1408.0,53,26.534256
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,15.28,5.5,51,147.54,1408.0,53,77.462
5103752,KINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,14.084,3.42,1127.35,51,147.54,1408.0,53,15877.597399999999
5104007,GLENN POND NO 1,5300584,SHOSHONE POWER PLANT,14.084,5.59,4.74,51,147.54,1408.0,53,66.75816
3703596,COTTON POND,5300584,SHOSHONE POWER PLANT,14.084,1.42,10.114,37,147.54,1408.0,53,142.44557600000002
5304041,HEWES RESERVOIR NO 4,5300584,SHOSHONE POWER PLANT,14.084,22.0,6.0,53,147.54,1408.0,53,84.50399999999999
3703600,BENCHMARK LAKE,5300584,SHOSHONE POWER PLANT,14.084,37.52,271.8686,37,147.54,1408.0,53,3828.9973624
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,3.97,916.64,50,147.54,1408.0,53,10160.03776
3700848,WARREN DITCH,5300584,SHOSHONE POWER PLANT,11.084,21.44,35.466,37,147.54,1408.0,53,393.105144
3600671,INDEPENDENT BLUE DITCH,5300584,SHOSHONE POWER PLANT,11.084,33.99,40.95,36,147.54,1408.0,53,453.88980000000004
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,52.41,803.0,50,147.54,1408.0,53,8900.452
5103709,WILLIAMS FORK RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,2.22,187274.0,51,147.54,1408.0,53,2075745.0159999998
5203946,OXFORD RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,200.7,76.1,52,147.54,1408.0,53,843.4923999999999
5203940,JONES RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,1.86,69.1942,52,147.54,1408.0,53,766.9485127999999
3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,5300584,SHOSHONE POWER PLANT,11.084,0.41,60.0,36,147.54,1408.0,53,665.04
3703517,G G RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,9.27,192.78,37,147.54,1408.0,53,2136.7735199999997
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,3.34,346.5,50,147.54,1408.0,53,3840.6059999999998
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,7.6,36.52,37,147.54,1408.0,53,404.78768
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,11.084,15.77,209199.0,36,147.54,1408.0,53,2318761.716
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,11.084,54.19,33.45,50,147.54,1408.0,53,370.75980000000004
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,8.084,2.97,921.5,36,147.54,1408.0,53,7449.406
3600649,HAMILTON DAVIDSON DITCH,5300584,SHOSHONE POWER PLANT,8.084,1.56,50.39,36,147.54,1408.0,53,407.35276
5102044,MIN LEVEL CRATER LAKE,5300584,SHOSHONE POWER PLANT,7.042000000000002,3.72,1560.0,51,147.54,1408.0,53,10985.520000000002
5102045,MIN LEVEL GOURD LAKE,5300584,SHOSHONE POWER PLANT,7.042000000000002,4.3,35.0,51,147.54,1408.0,53,246.47000000000006
5102047,MIN LEVEL PAWNEE LAKE,5300584,SHOSHONE POWER PLANT,7.042000000000002,3.22,242.0,51,147.54,1408.0,53,1704.1640000000004
5103501,ZEPHYR POND NO 1,5300584,SHOSHONE POWER PLANT,7.042000000000002,4.86,8.0,51,147.54,1408.0,53,56.33600000000001
5102046,MIN LEVEL PARIKA LAKE,5300584,SHOSHONE POWER PLANT,7.042000000000002,295.58,17.0,51,147.54,1408.0,53,119.71400000000003
5102111,MIN FLOW ST LOUIS CK - EAST ST LOUIS-WEST ST LOUIS,5300584,SHOSHONE POWER PLANT,7.042000000000002,5.76,11.0,51,147.54,1408.0,53,77.46200000000002
5103502,NEWBERRY POND,5300584,SHOSHONE POWER PLANT,7.042000000000002,1.14,12.0,51,147.54,1408.0,53,84.50400000000002
5102069,MIN FLOW COLORADO RIVER RANGER CK-GRANBY RESERVOIR,5300584,SHOSHONE POWER PLANT,7.042000000000002,272.61,50.0,51,147.54,1408.0,53,352.1000000000001
5103515,RANCH CREEK RANCH POND,5300584,SHOSHONE POWER PLANT,7.042000000000002,10.04,2.06,51,147.54,1408.0,53,14.506520000000004
5102048,MIN LEVEL STONE LAKE,5300584,SHOSHONE POWER PLANT,7.042000000000002,4.1,24.0,51,147.54,1408.0,53,169.00800000000004
5102089,MIN FLOW COLORADO RIVER GRANBY OUTLET-FRASER,5300584,SHOSHONE POWER PLANT,7.042000000000002,266.25,40.0,51,147.54,1408.0,53,281.68000000000006
5103500,BAUMBERGER POND,5300584,SHOSHONE POWER PLANT,7.042000000000002,0.94,5.17,51,147.54,1408.0,53,36.407140000000005
5102068,MIN FLOW NORTH FORK COLORADO RIVER,5300584,SHOSHONE POWER PLANT,7.042000000000002,277.89,18.0,51,147.54,1408.0,53,126.75600000000003
5102115,MIN FLOW WILLOW CREEK CABIN CK - BLM,5300584,SHOSHONE POWER PLANT,7.042000000000002,14.0,30.0,51,147.54,1408.0,53,211.26000000000005
5102114,MIN FLOW FRASER RIVER CROOKED CK - COLORADO RIVER,5300584,SHOSHONE POWER PLANT,7.042000000000002,13.59,30.0,51,147.54,1408.0,53,211.26000000000005
5102109,MIN FLOW FRASER RIVER ST LOUIS CK - RANCH CK,5300584,SHOSHONE POWER PLANT,7.042000000000002,13.94,17.0,51,147.54,1408.0,53,119.71400000000003
5102113,MIN FLOW FRASER RIVER RANCH CK - CROOKED CK,5300584,SHOSHONE POWER PLANT,7.042000000000002,13.59,17.0,51,147.54,1408.0,53,119.71400000000003
5102070,MIN FLOW ARAPAHO CREEK,5300584,SHOSHONE POWER PLANT,7.042000000000002,6.37,20.0,51,147.54,1408.0,53,140.84000000000003
5102112,MIN FLOW ST LOUIS CK - WEST ST LOUIS-KING CREEK,5300584,SHOSHONE POWER PLANT,7.042000000000002,4.41,11.0,51,147.54,1408.0,53,77.46200000000002
5102096,MIN FLOW FRASER RIVER VASQUEZ - ST LOUIS,5300584,SHOSHONE POWER PLANT,7.042000000000002,18.87,11.0,51,147.54,1408.0,53,77.46200000000002
3703938,VANHEE POND NO 2,5300584,SHOSHONE POWER PLANT,7.042000000000002,0.92,0.034,37,147.54,1408.0,53,0.23942800000000006
5103516,POLE CREEK GOLF COURSE POND NO 1,5300584,SHOSHONE POWER PLANT,7.042000000000002,3.65,2.55,51,147.54,1408.0,53,17.957100000000004
5103517,POLE CREEK GOLF COURSE POND NO 2,5300584,SHOSHONE POWER PLANT,7.042000000000002,3.65,3.1,51,147.54,1408.0,53,21.830200000000005
5103730,MOUNTAIN VALLEY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,7.042000000000002,8.49,8.23,51,147.54,1408.0,53,57.955660000000016
5103726,MORAINE LAKE NO 3,5300584,SHOSHONE POWER PLANT,7.042000000000002,2.98,8.0,51,147.54,1408.0,53,56.33600000000001
5103725,MORAINE LAKE NO 2,5300584,SHOSHONE POWER PLANT,7.042000000000002,2.96,5.0,51,147.54,1408.0,53,35.21000000000001
5103724,MORAINE LAKE NO 1,5300584,SHOSHONE POWER PLANT,7.042000000000002,4.0,3.0,51,147.54,1408.0,53,21.126000000000005
5103716,EASTWIND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,7.042000000000002,0.97,8.0,51,147.54,1408.0,53,56.33600000000001
5103713,CONRICK RESERVOIR,5300584,SHOSHONE POWER PLANT,7.042000000000002,12.25,14.14,51,147.54,1408.0,53,99.57388000000003
