analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,184.044,5.26,1002.58,37,147.54,1408.0,53,184518.83352000001
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,131.46,18.46,519.3342,36,147.54,1408.0,53,68271.673932
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,78.876,257.52,600.0,51,147.54,1408.0,53,47325.600000000006
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,78.876,3.21,96.4,50,147.54,1408.0,53,7603.6464000000005
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,78.876,13.16,78849.0,50,147.54,1408.0,53,6219293.724
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,78.876,5.95,554.06,53,147.54,1408.0,53,43702.03656
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,78.876,2.94,17.0,50,147.54,1408.0,53,1340.892
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,78.876,1.51,13.0,53,147.54,1408.0,53,1025.3880000000001
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,78.876,3.57,75.8,36,147.54,1408.0,53,5978.8008
5003618,HINMAN RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,3.97,916.64,50,147.54,1408.0,53,48200.597760000004
5000768,MARTIN LILY POND FEEDER DITCH,5300584,SHOSHONE POWER PLANT,52.584,54.19,33.45,50,147.54,1408.0,53,1758.9348000000002
5104021,MEADOW SPRINGS RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,3.19,2.21,51,147.54,1408.0,53,116.21064000000001
3603548,HOAGLAND NO 1 RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,2.97,921.5,36,147.54,1408.0,53,48456.156
3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,15.77,209199.0,36,147.54,1408.0,53,11000520.216
5003606,ANTELOPE RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,3.34,346.5,50,147.54,1408.0,53,18220.356
3703516,G G LOWER RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,7.6,36.52,37,147.54,1408.0,53,1920.3676800000003
5103720,VAGABOND RANCH POND,5300584,SHOSHONE POWER PLANT,52.584,29.9,1.884,51,147.54,1408.0,53,99.068256
5003616,HEINI RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,3.29,204.77,50,147.54,1408.0,53,10767.625680000001
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,52.584,0.01,36.0,37,147.54,1408.0,53,1893.0240000000001
5100763,KINNEY BARRIGER DITCH,5300584,SHOSHONE POWER PLANT,52.584,236.23,65.0,51,147.54,1408.0,53,3417.96
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,0.0,216.15,50,147.54,1408.0,53,11366.0316
3603575,CLINTON GULCH RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,18.41,8710.0,36,147.54,1408.0,53,458006.64
5003624,MARTIN LILY POND RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,52.41,803.0,50,147.54,1408.0,53,42224.952000000005
5303976,JONES NO 3 RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,3.73,84.89,53,147.54,1408.0,53,4463.85576
5103529,TIMBERLINE POND,5300584,SHOSHONE POWER PLANT,52.584,0.24,4.24,51,147.54,1408.0,53,222.95616
3703684,BRETT RANCH POND,5300584,SHOSHONE POWER PLANT,52.584,0.34,7.2,37,147.54,1408.0,53,378.6048
5003645,BINCO RESERVOIR,5300584,SHOSHONE POWER PLANT,52.584,4.5,1033.94,50,147.54,1408.0,53,54368.70096000001
5104060,ASPEN CANYON RANCH POND 1,5300584,SHOSHONE POWER PLANT,52.584,0.31,8.0,51,147.54,1408.0,53,420.672
