analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5104700,WINDY GAP PUMP PL CANAL,3704516,HOMESTAKE PROJ RESERVOIR,10.998,257.52,600.0,51,13.87,43989.7,37,6598.799999999999
5003647,CONFLUENCE RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,10.998,2.94,17.0,50,13.87,43989.7,37,186.96599999999998
5003668,WOLFORD MOUNTAIN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,10.998,13.16,78849.0,50,13.87,43989.7,37,867181.3019999999
5303955,BEAVER DAM RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,10.998,1.51,13.0,53,13.87,43989.7,37,142.974
5103752,KINGS RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,3.42,1127.35,51,13.87,43989.7,37,8265.730200000002
5303571,PERRY POND NO 3,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,1.83,3.49,53,13.87,43989.7,37,25.588680000000007
5003616,HEINI RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,3.29,204.77,50,13.87,43989.7,37,1501.3736400000005
5103552,GRAND ELK POND A,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,1.3,33.55,51,13.87,43989.7,37,245.98860000000005
5003645,BINCO RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,4.5,1033.94,50,13.87,43989.7,37,7580.8480800000025
5003646,MARTIN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,0.0,216.15,50,13.87,43989.7,37,1584.8118000000004
5303976,JONES NO 3 RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,3.73,84.89,53,13.87,43989.7,37,622.4134800000002
5003648,LEWIS RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,5.66,93.24,50,13.87,43989.7,37,683.6356800000001
5003651,BASIN RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,43.8,233.38,50,13.87,43989.7,37,1711.1421600000003
5303588,GORE VIEW POND,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,222.2,14.1,53,13.87,43989.7,37,103.38120000000002
3603624,SWAN RIVER WATER SYSTEM PONDS,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,1.41,56.0,36,13.87,43989.7,37,410.5920000000001
5303570,PERRY POND NO 2,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,10.8,1.41,53,13.87,43989.7,37,10.338120000000002
5000617,MCMAHON DITCH,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,10.86,4094.0,50,13.87,43989.7,37,30017.208000000006
5303569,PERRY POND NO 1,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,1.83,1.41,53,13.87,43989.7,37,10.338120000000002
5003655,MILK CREEK RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,2.67,185.05,50,13.87,43989.7,37,1356.7866000000004
5103529,TIMBERLINE POND,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,0.24,4.24,51,13.87,43989.7,37,31.08768000000001
5303518,WASHBURN CABIN POND,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,7.25,28.0,53,13.87,43989.7,37,205.29600000000005
5104060,ASPEN CANYON RANCH POND 1,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,0.31,8.0,51,13.87,43989.7,37,58.65600000000001
3702056,MIN FLOW GORE CR LOWER,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,0.01,36.0,37,13.87,43989.7,37,263.95200000000006
5004600,SARVIS DITCH,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,16.44,1670.0,50,13.87,43989.7,37,12244.440000000002
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,15.28,5.5,51,13.87,43989.7,37,40.32600000000001
3603694,ARAPAHOE BASIN SNOWMAKING RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,4.78,5.6,36,13.87,43989.7,37,41.059200000000004
3703545,CAMP HALE POND NO 1,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,60.22,19.0,37,13.87,43989.7,37,139.30800000000002
5003649,HEINI-KRAMER RESERVOIR,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,5.0,38.2,50,13.87,43989.7,37,280.08240000000006
5304051,BUCK POND,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,3.61,21.4,53,13.87,43989.7,37,156.90480000000002
3703600,BENCHMARK LAKE,3704516,HOMESTAKE PROJ RESERVOIR,7.332000000000002,37.52,271.8686,37,13.87,43989.7,37,1993.3405752000006
