analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,69.999,13.16,78849.0,50,15.77,209199.0,36,5519351.151
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,69.999,2.94,17.0,50,15.77,209199.0,36,1189.983
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,69.999,257.52,600.0,51,15.77,209199.0,36,41999.399999999994
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,69.999,5.95,554.06,53,15.77,209199.0,36,38783.645939999995
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,69.999,1.51,13.0,53,15.77,209199.0,36,909.987
5003655,MILK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,46.666,2.67,185.05,50,15.77,209199.0,36,8635.5433
3603624,SWAN RIVER WATER SYSTEM PONDS,3603543,GREEN MOUNTAIN RESERVOIR,46.666,1.41,56.0,36,15.77,209199.0,36,2613.296
5303518,WASHBURN CABIN POND,3603543,GREEN MOUNTAIN RESERVOIR,46.666,7.25,28.0,53,15.77,209199.0,36,1306.648
5003651,BASIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,46.666,43.8,233.38,50,15.77,209199.0,36,10890.91108
5003649,HEINI-KRAMER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,46.666,5.0,38.2,50,15.77,209199.0,36,1782.6412
5003648,LEWIS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,46.666,5.66,93.24,50,15.77,209199.0,36,4351.137839999999
3703545,CAMP HALE POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,46.666,60.22,19.0,37,15.77,209199.0,36,886.654
