analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
7203854,PALISADE CABIN RESERVOIR,7200645,GRAND VALLEY CANAL,96.87,5.45,1022.0,72,53.09,940.28,72,99001.14
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,90.0,1.51,13.0,53,15.77,209199.0,36,1170.0
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,90.0,2.94,17.0,50,15.77,209199.0,36,1530.0
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,90.0,257.52,600.0,51,15.77,209199.0,36,54000.0
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,90.0,5.95,554.06,53,15.77,209199.0,36,49865.399999999994
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,90.0,13.16,78849.0,50,15.77,209199.0,36,7096410.0
5003651,BASIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,43.8,233.38,50,15.77,209199.0,36,14002.8
3703684,BRETT RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,60.0,0.34,7.2,37,15.77,209199.0,36,432.0
5103529,TIMBERLINE POND,3603543,GREEN MOUNTAIN RESERVOIR,60.0,0.24,4.24,51,15.77,209199.0,36,254.4
3600649,HAMILTON DAVIDSON DITCH,3603543,GREEN MOUNTAIN RESERVOIR,60.0,1.56,50.39,36,15.77,209199.0,36,3023.4
3603548,HOAGLAND NO 1 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,2.97,921.5,36,15.77,209199.0,36,55290.0
5100763,KINNEY BARRIGER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,60.0,236.23,65.0,51,15.77,209199.0,36,3900.0
5004600,SARVIS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,60.0,16.44,1670.0,50,15.77,209199.0,36,100200.0
5003655,MILK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,2.67,185.05,50,15.77,209199.0,36,11103.0
5303976,JONES NO 3 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.73,84.89,53,15.77,209199.0,36,5093.4
5203940,JONES RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,1.86,69.1942,52,15.77,209199.0,36,4151.652
5003649,HEINI-KRAMER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,5.0,38.2,50,15.77,209199.0,36,2292.0
5304041,HEWES RESERVOIR NO 4,3603543,GREEN MOUNTAIN RESERVOIR,60.0,22.0,6.0,53,15.77,209199.0,36,360.0
3604923,CLIMAX INTEGRATED WATER SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,60.0,18.46,519.3342,36,15.77,209199.0,36,31160.052
5003648,LEWIS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,5.66,93.24,50,15.77,209199.0,36,5594.4
5000617,MCMAHON DITCH,3603543,GREEN MOUNTAIN RESERVOIR,60.0,10.86,4094.0,50,15.77,209199.0,36,245640.0
5000734,DEBERARD DITCH OVERFLOW SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.21,96.4,50,15.77,209199.0,36,5784.0
5000768,MARTIN LILY POND FEEDER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,60.0,54.19,33.45,50,15.77,209199.0,36,2007.0000000000002
5003606,ANTELOPE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.34,346.5,50,15.77,209199.0,36,20790.0
5003616,HEINI RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.29,204.77,50,15.77,209199.0,36,12286.2
5003618,HINMAN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.97,916.64,50,15.77,209199.0,36,54998.4
5003624,MARTIN LILY POND RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,52.41,803.0,50,15.77,209199.0,36,48180.0
5003645,BINCO RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,4.5,1033.94,50,15.77,209199.0,36,62036.4
3603575,CLINTON GULCH RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,18.41,8710.0,36,15.77,209199.0,36,522600.0
5103709,WILLIAMS FORK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,2.22,187274.0,51,15.77,209199.0,36,11236440.0
5104007,GLENN POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,60.0,5.59,4.74,51,15.77,209199.0,36,284.40000000000003
5303588,GORE VIEW POND,3603543,GREEN MOUNTAIN RESERVOIR,60.0,222.2,14.1,53,15.77,209199.0,36,846.0
3600671,INDEPENDENT BLUE DITCH,3603543,GREEN MOUNTAIN RESERVOIR,60.0,33.99,40.95,36,15.77,209199.0,36,2457.0
3600709,LOBACK DITCH,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.57,75.8,36,15.77,209199.0,36,4548.0
5104060,ASPEN CANYON RANCH POND 1,3603543,GREEN MOUNTAIN RESERVOIR,60.0,0.31,8.0,51,15.77,209199.0,36,480.0
3702056,MIN FLOW GORE CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,60.0,0.01,36.0,37,15.77,209199.0,36,2160.0
3703516,G G LOWER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,7.6,36.52,37,15.77,209199.0,36,2191.2000000000003
3703517,G G RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,9.27,192.78,37,15.77,209199.0,36,11566.8
5303518,WASHBURN CABIN POND,3603543,GREEN MOUNTAIN RESERVOIR,60.0,7.25,28.0,53,15.77,209199.0,36,1680.0
3703545,CAMP HALE POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,60.0,60.22,19.0,37,15.77,209199.0,36,1140.0
5104021,MEADOW SPRINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.19,2.21,51,15.77,209199.0,36,132.6
5104008,GLENN POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,60.0,5.5,2.28,51,15.77,209199.0,36,136.79999999999998
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,0.0,216.15,50,15.77,209199.0,36,12969.0
3703596,COTTON POND,3603543,GREEN MOUNTAIN RESERVOIR,60.0,1.42,10.114,37,15.77,209199.0,36,606.84
5103752,KINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.42,1127.35,51,15.77,209199.0,36,67641.0
3603624,SWAN RIVER WATER SYSTEM PONDS,3603543,GREEN MOUNTAIN RESERVOIR,60.0,1.41,56.0,36,15.77,209199.0,36,3360.0
5304051,BUCK POND,3603543,GREEN MOUNTAIN RESERVOIR,60.0,3.61,21.4,53,15.77,209199.0,36,1284.0
3703600,BENCHMARK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,60.0,37.52,271.8686,37,15.77,209199.0,36,16312.116000000002
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,60.0,15.28,5.5,51,15.77,209199.0,36,330.0
3703608,BLACK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,60.0,7.56,396.36,37,15.77,209199.0,36,23781.600000000002
5103720,VAGABOND RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,60.0,29.9,1.884,51,15.77,209199.0,36,113.03999999999999
7203842,MONUMENT RESERVOIR NO 1,7200645,GRAND VALLEY CANAL,58.122,10.01,572.722,72,53.09,940.28,72,33287.748084
3803815,CORYELL POND NO 2A,7200645,GRAND VALLEY CANAL,58.122,12.14,27.34,38,53.09,940.28,72,1589.05548
3804019,FRANK POND 1,7200645,GRAND VALLEY CANAL,58.122,2.76,2.3,38,53.09,940.28,72,133.6806
3801073,WACO DITCH,7200645,GRAND VALLEY CANAL,38.74800000000001,1.19,38.2,38,53.09,940.28,72,1480.1736000000005
7204126,KENNEDY POND,7200645,GRAND VALLEY CANAL,38.74800000000001,0.45,12.0,72,53.09,940.28,72,464.9760000000001
4503715,RIEGER POND,7200645,GRAND VALLEY CANAL,38.74800000000001,1.42,12.65,45,53.09,940.28,72,490.16220000000015
3803863,RAINBOW POND,7200645,GRAND VALLEY CANAL,38.74800000000001,1.81,6.0,38,53.09,940.28,72,232.48800000000006
3801763,IND P TM DVR TUNNEL NO 2,7200645,GRAND VALLEY CANAL,38.74800000000001,61.88,486.16,38,53.09,940.28,72,18837.727680000007
3801766,IND P TM DVR N YORK HGT3,7200645,GRAND VALLEY CANAL,38.74800000000001,4.4,210.0,38,53.09,940.28,72,8137.080000000003
3802000,MIN FLOW HUNTER CR LOWER,7200645,GRAND VALLEY CANAL,38.74800000000001,0.01,30.0,38,53.09,940.28,72,1162.4400000000003
3802113,MIN FLOW HUNTER CR LOWTT,7200645,GRAND VALLEY CANAL,38.74800000000001,2.39,49.838,38,53.09,940.28,72,1931.1228240000007
3803513,O'NEILL RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,8.48,11.08,38,53.09,940.28,72,429.32784000000015
3803711,ALICIA LAKE RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,6.65,657.76,38,53.09,940.28,72,25486.884480000008
3803713,RUEDI RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,14.28,172135.0,38,53.09,940.28,72,6669886.980000002
3803722,CONSOLIDATED RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,2.45,1281.6,38,53.09,940.28,72,49659.43680000001
3803733,JAMES RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,15.97,16.56,38,53.09,940.28,72,641.6668800000001
3803751,VON SPRINGS RESERVOIR 1,7200645,GRAND VALLEY CANAL,38.74800000000001,3.53,46.08,38,53.09,940.28,72,1785.5078400000004
3803759,WILDCAT RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,3.17,2280.0,38,53.09,940.28,72,88345.44000000003
3803761,MIN LAKE GALENA LAKE,7200645,GRAND VALLEY CANAL,38.74800000000001,4.4,128.62,38,53.09,940.28,72,4983.7677600000015
3803776,TAGERT POND,7200645,GRAND VALLEY CANAL,38.74800000000001,52.96,21.63,38,53.09,940.28,72,838.1192400000002
3803814,CORYELL POND NO 1,7200645,GRAND VALLEY CANAL,38.74800000000001,12.06,10.3,38,53.09,940.28,72,399.10440000000017
3803950,TRENTAZ CORRAL SP STO TK,7200645,GRAND VALLEY CANAL,38.74800000000001,40.09,0.0045,38,53.09,940.28,72,0.17436600000000005
4503685,ISLAND RANCH LAKE NO 2,7200645,GRAND VALLEY CANAL,38.74800000000001,115.29,24.0,45,53.09,940.28,72,929.9520000000002
3803966,ADAMS RANCH POND,7200645,GRAND VALLEY CANAL,38.74800000000001,11.13,2.3,38,53.09,940.28,72,89.12040000000002
3803968,FOX POND NO 1,7200645,GRAND VALLEY CANAL,38.74800000000001,35.7,0.88,38,53.09,940.28,72,34.09824000000001
3803969,FOX POND NO 2,7200645,GRAND VALLEY CANAL,38.74800000000001,35.68,0.56,38,53.09,940.28,72,21.69888000000001
3803985,WENDI SMITH RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,6.6,0.7,38,53.09,940.28,72,27.123600000000007
3804009,QUEENS POND,7200645,GRAND VALLEY CANAL,38.74800000000001,4.01,0.25,38,53.09,940.28,72,9.687000000000003
3804067,ELK MOUNTAIN RES LOWER,7200645,GRAND VALLEY CANAL,38.74800000000001,11.28,6.1,38,53.09,940.28,72,236.36280000000005
3804082,CHESAPEAKE POND,7200645,GRAND VALLEY CANAL,38.74800000000001,6.51,7.74,38,53.09,940.28,72,299.9095200000001
3804136,BERLIN POND,7200645,GRAND VALLEY CANAL,38.74800000000001,2.73,3.37,38,53.09,940.28,72,130.58076000000005
3804198,DUMP POOL NO 1,7200645,GRAND VALLEY CANAL,38.74800000000001,35.49,0.4,38,53.09,940.28,72,15.499200000000005
3804625,FRY ARK PR BOUSTEAD TUNNEL,7200645,GRAND VALLEY CANAL,38.74800000000001,35.71,1000.0,38,53.09,940.28,72,38748.000000000015
3900548,DEWEESE DITCH,7200645,GRAND VALLEY CANAL,38.74800000000001,5.48,35.0,39,53.09,940.28,72,1356.1800000000005
4500969,BLUESTONE VALLEY DITCH,7200645,GRAND VALLEY CANAL,38.74800000000001,82.62,106.0,45,53.09,940.28,72,4107.288000000001
4503603,BARTON PORTER RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,7.59,1206.0,45,53.09,940.28,72,46730.08800000001
4503609,ISLAND RANCH LAKE NO 1,7200645,GRAND VALLEY CANAL,38.74800000000001,115.37,20.0,45,53.09,940.28,72,774.9600000000003
4503686,ISLAND RANCH LAKE NO 3,7200645,GRAND VALLEY CANAL,38.74800000000001,115.25,20.0,45,53.09,940.28,72,774.9600000000003
3801078,WALKER WONDER DITCH,7200645,GRAND VALLEY CANAL,38.74800000000001,5.12,71.92,38,53.09,940.28,72,2786.756160000001
7203889,BULL BASIN NO 2 RES,7200645,GRAND VALLEY CANAL,38.74800000000001,8.39,96.1,72,53.09,940.28,72,3723.682800000001
7203887,BIG BEAVER RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,8.1,130.0,72,53.09,940.28,72,5037.240000000002
7203859,RAPID CREEK RES NO 2,7200645,GRAND VALLEY CANAL,38.74800000000001,8.12,521.1,72,53.09,940.28,72,20191.582800000007
7203858,RAPID CREEK RES NO 1,7200645,GRAND VALLEY CANAL,38.74800000000001,8.14,1152.24,72,53.09,940.28,72,44646.99552000001
7203843,MONUMENT RESERVOIR NO 2,7200645,GRAND VALLEY CANAL,38.74800000000001,3.14,254.0,72,53.09,940.28,72,9841.992000000004
7203841,BOB MCKELVIE RESERVOIR,7200645,GRAND VALLEY CANAL,38.74800000000001,38.5,309.61,72,53.09,940.28,72,11996.768280000004
7200746,LEON PARK FEEDER CANAL,7200645,GRAND VALLEY CANAL,38.74800000000001,2.54,450.0,72,53.09,940.28,72,17436.600000000006
7003635,FURR POND NO 16,7200645,GRAND VALLEY CANAL,38.74800000000001,3.77,1.57,70,53.09,940.28,72,60.83436000000002
5303508,JARNOT POND 1,3603543,GREEN MOUNTAIN RESERVOIR,30.0,2.17,3.0,53,15.77,209199.0,36,90.0
5101148,THOMPSON PUMP NO 1,3603543,GREEN MOUNTAIN RESERVOIR,30.0,228.86,13.84,51,15.77,209199.0,36,415.2
5303969,HADLEY NO 2 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,30.0,8.21,13.14,53,15.77,209199.0,36,394.20000000000005
5100546,BUNTE HIGHLINE DITCH,3603543,GREEN MOUNTAIN RESERVOIR,30.0,2.25,45.0,51,15.77,209199.0,36,1350.0
5100629,FARRIS SOUTH SIDE DITCH,3603543,GREEN MOUNTAIN RESERVOIR,30.0,240.53,14.405,51,15.77,209199.0,36,432.15
5100728,HAMILTON-CABIN CREEK DITCH,3603543,GREEN MOUNTAIN RESERVOIR,30.0,2.61,70.0,51,15.77,209199.0,36,2100.0
5303963,E M CURRY RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,30.0,3.0,26.0,53,15.77,209199.0,36,780.0
