analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
7203854,PALISADE CABIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,18.33,5.45,1022.0,72,15.77,209199.0,36,18733.26
5303966,GRIMES BROOKS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,16.998,5.95,554.06,53,15.77,209199.0,36,9417.91188
5303955,BEAVER DAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,16.998,1.51,13.0,53,15.77,209199.0,36,220.97400000000002
5003668,WOLFORD MOUNTAIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,16.998,13.16,78849.0,50,15.77,209199.0,36,1340275.3020000001
5104700,WINDY GAP PUMP PL CANAL,3603543,GREEN MOUNTAIN RESERVOIR,16.998,257.52,600.0,51,15.77,209199.0,36,10198.800000000001
5003647,CONFLUENCE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,16.998,2.94,17.0,50,15.77,209199.0,36,288.966
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,11.665,18.46,519.3342,36,147.54,1408.0,53,6058.033442999999
5303976,JONES NO 3 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,3.73,84.89,53,15.77,209199.0,36,961.9734800000001
5103529,TIMBERLINE POND,3603543,GREEN MOUNTAIN RESERVOIR,11.332,0.24,4.24,51,15.77,209199.0,36,48.04768000000001
5104007,GLENN POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,11.332,5.59,4.74,51,15.77,209199.0,36,53.713680000000004
5003616,HEINI RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,3.29,204.77,50,15.77,209199.0,36,2320.45364
5003649,HEINI-KRAMER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,5.0,38.2,50,15.77,209199.0,36,432.8824000000001
5303518,WASHBURN CABIN POND,3603543,GREEN MOUNTAIN RESERVOIR,11.332,7.25,28.0,53,15.77,209199.0,36,317.29600000000005
5104008,GLENN POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,11.332,5.5,2.28,51,15.77,209199.0,36,25.836959999999998
3603548,HOAGLAND NO 1 RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,2.97,921.5,36,15.77,209199.0,36,10442.438
5003651,BASIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,43.8,233.38,50,15.77,209199.0,36,2644.6621600000003
5103709,WILLIAMS FORK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,2.22,187274.0,51,15.77,209199.0,36,2122188.9680000003
3703608,BLACK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,11.332,7.56,396.36,37,15.77,209199.0,36,4491.551520000001
5104021,MEADOW SPRINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,3.19,2.21,51,15.77,209199.0,36,25.04372
5003618,HINMAN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,3.97,916.64,50,15.77,209199.0,36,10387.36448
3703684,BRETT RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,11.332,0.34,7.2,37,15.77,209199.0,36,81.5904
5304041,HEWES RESERVOIR NO 4,3603543,GREEN MOUNTAIN RESERVOIR,11.332,22.0,6.0,53,15.77,209199.0,36,67.992
3703545,CAMP HALE POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,11.332,60.22,19.0,37,15.77,209199.0,36,215.30800000000002
3703689,CORNWELL POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,11.332,0.7,0.4,37,15.77,209199.0,36,4.532800000000001
5003624,MARTIN LILY POND RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,52.41,803.0,50,15.77,209199.0,36,9099.596000000001
5003648,LEWIS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,5.66,93.24,50,15.77,209199.0,36,1056.59568
5103752,KINGS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,3.42,1127.35,51,15.77,209199.0,36,12775.1302
5103750,FRASER VALLEY DOWNSTREAM RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,15.28,5.5,51,15.77,209199.0,36,62.32600000000001
5000768,MARTIN LILY POND FEEDER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,11.332,54.19,33.45,50,15.77,209199.0,36,379.0554000000001
5003606,ANTELOPE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,3.34,346.5,50,15.77,209199.0,36,3926.5380000000005
5000734,DEBERARD DITCH OVERFLOW SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,11.332,3.21,96.4,50,15.77,209199.0,36,1092.4048
5103720,VAGABOND RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,11.332,29.9,1.884,51,15.77,209199.0,36,21.349488
5303588,GORE VIEW POND,3603543,GREEN MOUNTAIN RESERVOIR,11.332,222.2,14.1,53,15.77,209199.0,36,159.7812
5000617,MCMAHON DITCH,3603543,GREEN MOUNTAIN RESERVOIR,11.332,10.86,4094.0,50,15.77,209199.0,36,46393.208000000006
5103552,GRAND ELK POND A,3603543,GREEN MOUNTAIN RESERVOIR,11.332,1.3,33.55,51,15.77,209199.0,36,380.1886
5303571,PERRY POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,11.332,1.83,3.49,53,15.77,209199.0,36,39.548680000000004
5303570,PERRY POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,11.332,10.8,1.41,53,15.77,209199.0,36,15.97812
5303569,PERRY POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,11.332,1.83,1.41,53,15.77,209199.0,36,15.97812
3703600,BENCHMARK LAKE,3603543,GREEN MOUNTAIN RESERVOIR,11.332,37.52,271.8686,37,15.77,209199.0,36,3080.8149752000004
5003645,BINCO RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,4.5,1033.94,50,15.77,209199.0,36,11716.608080000002
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,0.0,216.15,50,15.77,209199.0,36,2449.4118000000003
3703596,COTTON POND,3603543,GREEN MOUNTAIN RESERVOIR,11.332,1.42,10.114,37,15.77,209199.0,36,114.61184800000002
5100763,KINNEY BARRIGER DITCH,3603543,GREEN MOUNTAIN RESERVOIR,11.332,236.23,65.0,51,15.77,209199.0,36,736.58
5004600,SARVIS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,11.332,16.44,1670.0,50,15.77,209199.0,36,18924.440000000002
5003655,MILK CREEK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,2.67,185.05,50,15.77,209199.0,36,2096.9866
3703516,G G LOWER RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,7.6,36.52,37,15.77,209199.0,36,413.8446400000001
3702056,MIN FLOW GORE CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,11.332,0.01,36.0,37,15.77,209199.0,36,407.952
5203940,JONES RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,11.332,1.86,69.1942,52,15.77,209199.0,36,784.1086744
5104060,ASPEN CANYON RANCH POND 1,3603543,GREEN MOUNTAIN RESERVOIR,11.332,0.31,8.0,51,15.77,209199.0,36,90.656
