analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703524,SYLVAN LAKE,5300584,SHOSHONE POWER PLANT,180.537,5.26,1002.58,37,147.54,1408.0,53,181002.78546
3604923,CLIMAX INTEGRATED WATER SYSTEM,5300584,SHOSHONE POWER PLANT,128.955,18.46,519.3342,36,147.54,1408.0,53,66970.74176100001
3804019,FRANK POND 1,7200646,GRAND VALLEY PROJECT,93.0,2.76,2.3,38,61.8,2313.7,72,213.89999999999998
7003508,CNR POND NO 6,7200646,GRAND VALLEY PROJECT,93.0,5.0,31.74,70,61.8,2313.7,72,2951.8199999999997
3803815,CORYELL POND NO 2A,7200646,GRAND VALLEY PROJECT,93.0,12.14,27.34,38,61.8,2313.7,72,2542.62
5104700,WINDY GAP PUMP PL CANAL,5300584,SHOSHONE POWER PLANT,77.373,257.52,600.0,51,147.54,1408.0,53,46423.8
5003647,CONFLUENCE RESERVOIR,5300584,SHOSHONE POWER PLANT,77.373,2.94,17.0,50,147.54,1408.0,53,1315.3410000000001
5000734,DEBERARD DITCH OVERFLOW SYSTEM,5300584,SHOSHONE POWER PLANT,77.373,3.21,96.4,50,147.54,1408.0,53,7458.757200000001
5303955,BEAVER DAM RESERVOIR,5300584,SHOSHONE POWER PLANT,77.373,1.51,13.0,53,147.54,1408.0,53,1005.849
5303966,GRIMES BROOKS RESERVOIR,5300584,SHOSHONE POWER PLANT,77.373,5.95,554.06,53,147.54,1408.0,53,42869.28438
5003668,WOLFORD MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT,77.373,13.16,78849.0,50,147.54,1408.0,53,6100783.677
3600709,LOBACK DITCH,5300584,SHOSHONE POWER PLANT,77.373,3.57,75.8,36,147.54,1408.0,53,5864.8734
4503609,ISLAND RANCH LAKE NO 1,7200646,GRAND VALLEY PROJECT,62.0,115.37,20.0,45,61.8,2313.7,72,1240.0
4503591,DOUBLE R RES LOWER,7200646,GRAND VALLEY PROJECT,62.0,6.19,1.0,45,61.8,2313.7,72,62.0
4503603,BARTON PORTER RESERVOIR,7200646,GRAND VALLEY PROJECT,62.0,7.59,1206.0,45,61.8,2313.7,72,74772.0
3804082,CHESAPEAKE POND,7200646,GRAND VALLEY PROJECT,62.0,6.51,7.74,38,61.8,2313.7,72,479.88
3803985,WENDI SMITH RESERVOIR,7200646,GRAND VALLEY PROJECT,62.0,6.6,0.7,38,61.8,2313.7,72,43.4
3803969,FOX POND NO 2,7200646,GRAND VALLEY PROJECT,62.0,35.68,0.56,38,61.8,2313.7,72,34.720000000000006
3804067,ELK MOUNTAIN RES LOWER,7200646,GRAND VALLEY PROJECT,62.0,11.28,6.1,38,61.8,2313.7,72,378.2
4503715,RIEGER POND,7200646,GRAND VALLEY PROJECT,62.0,1.42,12.65,45,61.8,2313.7,72,784.3000000000001
3804057,MAROLT RESERVOIR,7200646,GRAND VALLEY PROJECT,62.0,3.23,21.1,38,61.8,2313.7,72,1308.2
3804198,DUMP POOL NO 1,7200646,GRAND VALLEY PROJECT,62.0,35.49,0.4,38,61.8,2313.7,72,24.8
