,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
10150,2003-07-31T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10401,2003-07-31T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10652,2003-07-31T00:00:00.0000000,3600830,SUPPLY CANAL NO 1 CLINTON,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10903,2003-07-31T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
11052,2003-07-31T00:00:00.0000000,7203889,BULL BASIN NO 2 RES,50,7200645,GRAND VALLEY CANAL,3603543,GREEN MOUNTAIN RESERVOIR
11169,2003-07-31T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
11427,2003-07-31T00:00:00.0000000,5003606,ANTELOPE RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
11685,2003-07-31T00:00:00.0000000,5003643,WOODS RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
11943,2003-07-31T00:00:00.0000000,5003627,MCELROY RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
12201,2003-07-31T00:00:00.0000000,5003637,RUDOLPH RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
12459,2003-07-31T00:00:00.0000000,5000601,MARTIN NO 1 DITCH (NORTH FORK HGT),33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
12717,2003-07-31T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
12866,2003-07-31T00:00:00.0000000,3900548,DEWEESE DITCH,50,7200645,GRAND VALLEY CANAL,3603543,GREEN MOUNTAIN RESERVOIR
13048,2003-07-31T00:00:00.0000000,3703516,G G LOWER RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
13306,2003-07-31T00:00:00.0000000,3703517,G G RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
13564,2003-07-31T00:00:00.0000000,5203940,JONES RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
13822,2003-07-31T00:00:00.0000000,3600687,KIRKWOOD DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
14080,2003-07-31T00:00:00.0000000,3603533,BLACK LAKE RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
14338,2003-07-31T00:00:00.0000000,3600709,LOBACK DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
14596,2003-07-31T00:00:00.0000000,3600803,SMITH NO 2 DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
14854,2003-07-31T00:00:00.0000000,3603534,BOBO STRAIT RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
15112,2003-07-31T00:00:00.0000000,3600796,SAUMS DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
15370,2003-07-31T00:00:00.0000000,3603548,HOAGLAND NO 1 RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
15628,2003-07-31T00:00:00.0000000,3600649,HAMILTON DAVIDSON DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
15886,2003-07-31T00:00:00.0000000,3600645,GUTHRIE THOMAS DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
16144,2003-07-31T00:00:00.0000000,3600734,MCKAY DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
16402,2003-07-31T00:00:00.0000000,3600649,HAMILTON DAVIDSON DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
16660,2003-07-31T00:00:00.0000000,3600671,INDEPENDENT BLUE DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
