,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
144,2000-04-03T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
145,2000-04-04T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
146,2000-04-05T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
147,2000-04-06T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
148,2000-04-07T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,37.5,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
285,2000-04-03T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
286,2000-04-04T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
287,2000-04-05T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
288,2000-04-06T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
289,2000-04-07T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,37.5,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
426,2000-04-03T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
427,2000-04-04T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
428,2000-04-05T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
429,2000-04-06T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
430,2000-04-07T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,37.5,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
567,2000-04-03T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
568,2000-04-04T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
569,2000-04-05T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
570,2000-04-06T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
571,2000-04-07T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,37.5,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
708,2000-04-03T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
709,2000-04-04T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
710,2000-04-05T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
711,2000-04-06T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
712,2000-04-07T00:00:00.0000000,3604923,CLIMAX INTEGRATED WATER SYSTEM,37.5,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
849,2000-04-03T00:00:00.0000000,5203948,PRICE RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
850,2000-04-04T00:00:00.0000000,5203948,PRICE RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
851,2000-04-05T00:00:00.0000000,5203948,PRICE RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
852,2000-04-06T00:00:00.0000000,5203948,PRICE RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
853,2000-04-07T00:00:00.0000000,5203948,PRICE RESERVOIR,37.5,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1026,2000-04-03T00:00:00.0000000,3703842,HELLSHOLE RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1027,2000-04-04T00:00:00.0000000,3703842,HELLSHOLE RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1028,2000-04-05T00:00:00.0000000,3703842,HELLSHOLE RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
