,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
620,2002-04-01T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
621,2002-04-02T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
622,2002-04-03T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
623,2002-04-04T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
624,2002-04-05T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,66.7,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
625,2002-04-05T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
626,2002-04-06T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
627,2002-04-07T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
628,2002-04-08T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
629,2002-04-09T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
630,2002-04-10T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
631,2002-04-11T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
632,2002-04-12T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
633,2002-04-13T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
634,2002-04-14T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
635,2002-04-15T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
636,2002-04-18T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
637,2002-04-19T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
638,2002-04-20T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
639,2002-04-21T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
640,2002-04-22T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
641,2002-04-23T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
642,2002-04-24T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
643,2002-04-25T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
644,2002-04-26T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
645,2002-04-27T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
646,2002-04-28T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,50,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
647,2002-04-29T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
648,2002-04-30T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
943,2002-04-01T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
944,2002-04-02T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
945,2002-04-03T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
946,2002-04-04T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
947,2002-04-05T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,66.7,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
948,2002-04-05T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
949,2002-04-06T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
950,2002-04-07T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
951,2002-04-08T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
952,2002-04-09T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
953,2002-04-10T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
954,2002-04-11T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
955,2002-04-12T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
956,2002-04-13T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
957,2002-04-14T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
958,2002-04-15T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
959,2002-04-18T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
960,2002-04-19T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
961,2002-04-20T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
962,2002-04-21T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
963,2002-04-22T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
964,2002-04-23T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,66.7,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
965,2002-04-24T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
966,2002-04-25T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
967,2002-04-26T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
968,2002-04-27T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
969,2002-04-28T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,50,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
970,2002-04-29T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,50,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
971,2002-04-30T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,3603543,GREEN MOUNTAIN RESERVOIR,5300584,SHOSHONE POWER PLANT
1266,2002-04-01T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1267,2002-04-02T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1268,2002-04-03T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
