,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
30403,2001-06-24T00:00:00.0000000,3604688,CON-HOOSIER SYS DITCH INTERCEPTED FLOWS,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
30404,2001-06-25T00:00:00.0000000,3604688,CON-HOOSIER SYS DITCH INTERCEPTED FLOWS,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
30705,2001-06-24T00:00:00.0000000,5103659,F W LINKE RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
30706,2001-06-25T00:00:00.0000000,5103659,F W LINKE RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31007,2001-06-24T00:00:00.0000000,3604690,CON-HOOSIER SYS MCCULLOUGH DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31008,2001-06-25T00:00:00.0000000,3604690,CON-HOOSIER SYS MCCULLOUGH DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31309,2001-06-24T00:00:00.0000000,3603570,CON-HOOSIER UPPER BLUE LAKE,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31310,2001-06-25T00:00:00.0000000,3603570,CON-HOOSIER UPPER BLUE LAKE,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31611,2001-06-24T00:00:00.0000000,3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31612,2001-06-25T00:00:00.0000000,3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31913,2001-06-24T00:00:00.0000000,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
31914,2001-06-25T00:00:00.0000000,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
32215,2001-06-24T00:00:00.0000000,3604687,CON-HOOSIER SYS CRYSTAL DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
32216,2001-06-25T00:00:00.0000000,3604687,CON-HOOSIER SYS CRYSTAL DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
32517,2001-06-24T00:00:00.0000000,3604696,CON-HOOSIER - DITCH CLAIM 2,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
32518,2001-06-25T00:00:00.0000000,3604696,CON-HOOSIER - DITCH CLAIM 2,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
32819,2001-06-24T00:00:00.0000000,3604699,CON-HOOSIER TUNNEL,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
32820,2001-06-25T00:00:00.0000000,3604699,CON-HOOSIER TUNNEL,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
33121,2001-06-24T00:00:00.0000000,3600671,INDEPENDENT BLUE DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
33122,2001-06-25T00:00:00.0000000,3600671,INDEPENDENT BLUE DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
33423,2001-06-24T00:00:00.0000000,3603544,GRIGGS RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
33424,2001-06-25T00:00:00.0000000,3603544,GRIGGS RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
33725,2001-06-24T00:00:00.0000000,3703516,G G LOWER RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
33726,2001-06-25T00:00:00.0000000,3703516,G G LOWER RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
34027,2001-06-24T00:00:00.0000000,3703517,G G RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
34028,2001-06-25T00:00:00.0000000,3703517,G G RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
34354,2001-06-24T00:00:00.0000000,5003625,MATHESON RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
34355,2001-06-25T00:00:00.0000000,5003625,MATHESON RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
34681,2001-06-24T00:00:00.0000000,5103665,HANKINSON RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
34682,2001-06-25T00:00:00.0000000,5103665,HANKINSON RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
35594,2001-06-24T00:00:00.0000000,3703836,ERICKSON LK RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
35595,2001-06-25T00:00:00.0000000,3703836,ERICKSON LK RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
35943,2001-06-24T00:00:00.0000000,5303536,HANGING LAKE,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
35944,2001-06-25T00:00:00.0000000,5303536,HANGING LAKE,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
36245,2001-06-24T00:00:00.0000000,5303562,UP IS LAKE,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
36246,2001-06-25T00:00:00.0000000,5303562,UP IS LAKE,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
36641,2001-06-24T00:00:00.0000000,3700683,LEONARD HORN DITCH NO 1,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
36642,2001-06-25T00:00:00.0000000,3700683,LEONARD HORN DITCH NO 1,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
36943,2001-06-24T00:00:00.0000000,3700684,LEONARD HORN DITCH NO 2,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
36944,2001-06-25T00:00:00.0000000,3700684,LEONARD HORN DITCH NO 2,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
37411,2001-06-24T00:00:00.0000000,3603545,GRIGGS RESERVOIR NO 2,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
37412,2001-06-25T00:00:00.0000000,3603545,GRIGGS RESERVOIR NO 2,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
37788,2001-06-24T00:00:00.0000000,5003641,WHEATLEY DIVR POND NO 2,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
37789,2001-06-25T00:00:00.0000000,5003641,WHEATLEY DIVR POND NO 2,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
38209,2001-06-24T00:00:00.0000000,5103682,LITTLE BUCKAROO FISH PND,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
38210,2001-06-25T00:00:00.0000000,5103682,LITTLE BUCKAROO FISH PND,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
38511,2001-06-24T00:00:00.0000000,5300754,PIPELINE DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
38512,2001-06-25T00:00:00.0000000,5300754,PIPELINE DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
38960,2001-06-24T00:00:00.0000000,5303966,GRIMES BROOKS RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
38961,2001-06-25T00:00:00.0000000,5303966,GRIMES BROOKS RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
39262,2001-06-24T00:00:00.0000000,5303971,HEART LAKE RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
39263,2001-06-25T00:00:00.0000000,5303971,HEART LAKE RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
39564,2001-06-24T00:00:00.0000000,5300662,KEEP DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
39565,2001-06-25T00:00:00.0000000,5300662,KEEP DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
40016,2001-06-24T00:00:00.0000000,5300595,GRIMES BROOKS R INTAKE D,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
40017,2001-06-25T00:00:00.0000000,5300595,GRIMES BROOKS R INTAKE D,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
40882,2001-06-24T00:00:00.0000000,5103661,F W LINKE NO 3 RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
40883,2001-06-25T00:00:00.0000000,5103661,F W LINKE NO 3 RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
41184,2001-06-24T00:00:00.0000000,5103660,F W LINKE NO 2 RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
41185,2001-06-25T00:00:00.0000000,5103660,F W LINKE NO 2 RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
41558,2001-06-24T00:00:00.0000000,5200632,SCHLEGAL DITCH (ALKALI),54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
41559,2001-06-25T00:00:00.0000000,5200632,SCHLEGAL DITCH (ALKALI),68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
41885,2001-06-24T00:00:00.0000000,5103694,SCHOLL RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
41886,2001-06-25T00:00:00.0000000,5103694,SCHOLL RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
42403,2001-06-24T00:00:00.0000000,5101070,HENDERSON MINE WATER SYSTEM,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
42404,2001-06-25T00:00:00.0000000,5101070,HENDERSON MINE WATER SYSTEM,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
42824,2001-06-24T00:00:00.0000000,5103652,CLAYTON RESERVOIR NO 1,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
42825,2001-06-25T00:00:00.0000000,5103652,CLAYTON RESERVOIR NO 1,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
43126,2001-06-24T00:00:00.0000000,5303969,HADLEY NO 2 RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
43127,2001-06-25T00:00:00.0000000,5303969,HADLEY NO 2 RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
43428,2001-06-24T00:00:00.0000000,5303963,E M CURRY RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
43429,2001-06-25T00:00:00.0000000,5303963,E M CURRY RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
43730,2001-06-24T00:00:00.0000000,5303999,TONIER GULCH RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
43731,2001-06-25T00:00:00.0000000,5303999,TONIER GULCH RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44032,2001-06-24T00:00:00.0000000,3700613,GRACE PARK DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44033,2001-06-25T00:00:00.0000000,3700613,GRACE PARK DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44334,2001-06-24T00:00:00.0000000,3700835,TOWNSEND DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44335,2001-06-25T00:00:00.0000000,3700835,TOWNSEND DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44636,2001-06-24T00:00:00.0000000,3703513,CHALK MOUNTAIN RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44637,2001-06-25T00:00:00.0000000,3703513,CHALK MOUNTAIN RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44938,2001-06-24T00:00:00.0000000,3700848,WARREN DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
44939,2001-06-25T00:00:00.0000000,3700848,WARREN DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
45240,2001-06-24T00:00:00.0000000,3701255,HOMESTAKE PROJ CONDUIT,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
45241,2001-06-25T00:00:00.0000000,3701255,HOMESTAKE PROJ CONDUIT,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
45542,2001-06-24T00:00:00.0000000,3704516,HOMESTAKE PROJ RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
45543,2001-06-25T00:00:00.0000000,3704516,HOMESTAKE PROJ RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
45844,2001-06-24T00:00:00.0000000,3704614,HOMESTAKE PROJ TUNNEL,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
45845,2001-06-25T00:00:00.0000000,3704614,HOMESTAKE PROJ TUNNEL,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
46146,2001-06-24T00:00:00.0000000,3704643,HOMESTAKE PROJ CONDUIT,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
46147,2001-06-25T00:00:00.0000000,3704643,HOMESTAKE PROJ CONDUIT,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
46448,2001-06-24T00:00:00.0000000,3700708,METCALF DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
46449,2001-06-25T00:00:00.0000000,3700708,METCALF DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
46450,2001-06-30T00:00:00.0000000,3700708,METCALF DITCH,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
46754,2001-06-24T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
46755,2001-06-25T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
46756,2001-06-30T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47204,2001-06-24T00:00:00.0000000,5104024,PICKERING RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
47205,2001-06-25T00:00:00.0000000,5104024,PICKERING RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
47206,2001-06-30T00:00:00.0000000,5104024,PICKERING RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47510,2001-06-24T00:00:00.0000000,5103752,KINGS RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
47511,2001-06-25T00:00:00.0000000,5103752,KINGS RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
47512,2001-06-30T00:00:00.0000000,5103752,KINGS RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47816,2001-06-24T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
47817,2001-06-25T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
47818,2001-06-30T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48122,2001-06-24T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
48123,2001-06-25T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
48124,2001-06-30T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48428,2001-06-24T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
48429,2001-06-25T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
48430,2001-06-30T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48734,2001-06-24T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
48735,2001-06-25T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
48736,2001-06-30T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49040,2001-06-24T00:00:00.0000000,5004600,SARVIS DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49041,2001-06-25T00:00:00.0000000,5004600,SARVIS DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49042,2001-06-30T00:00:00.0000000,5004600,SARVIS DITCH,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49346,2001-06-24T00:00:00.0000000,5004600,SARVIS DITCH,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49347,2001-06-25T00:00:00.0000000,5004600,SARVIS DITCH,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49348,2001-06-30T00:00:00.0000000,5004600,SARVIS DITCH,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49652,2001-06-24T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49653,2001-06-25T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49654,2001-06-30T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49958,2001-06-24T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49959,2001-06-25T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
49960,2001-06-30T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50264,2001-06-24T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
50265,2001-06-25T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
50266,2001-06-30T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50570,2001-06-24T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
50571,2001-06-25T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
50572,2001-06-30T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50876,2001-06-24T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
50877,2001-06-25T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
50878,2001-06-30T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51323,2001-06-24T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
51324,2001-06-25T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
51325,2001-06-30T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52052,2001-06-24T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
52053,2001-06-25T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
52054,2001-06-30T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52533,2001-06-24T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
52534,2001-06-25T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
52535,2001-06-30T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,54.2,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52980,2001-06-24T00:00:00.0000000,3703822,CHERRY LAKE,54.2,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
52981,2001-06-25T00:00:00.0000000,3703822,CHERRY LAKE,68.8,5300584,SHOSHONE POWER PLANT,3604684,BLUE RIVER DIVERSION PROJECT
