,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
47360,2003-05-08T00:00:00.0000000,3700708,METCALF DITCH,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47361,2003-05-09T00:00:00.0000000,3700708,METCALF DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47362,2003-05-10T00:00:00.0000000,3700708,METCALF DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47363,2003-05-11T00:00:00.0000000,3700708,METCALF DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47364,2003-05-12T00:00:00.0000000,3700708,METCALF DITCH,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47659,2003-05-08T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47660,2003-05-09T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47661,2003-05-10T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47662,2003-05-11T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
47663,2003-05-12T00:00:00.0000000,3701290,WARREN E WURTS DITCH EXT,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48134,2003-05-08T00:00:00.0000000,5104024,PICKERING RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48135,2003-05-09T00:00:00.0000000,5104024,PICKERING RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48136,2003-05-10T00:00:00.0000000,5104024,PICKERING RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48137,2003-05-11T00:00:00.0000000,5104024,PICKERING RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48138,2003-05-12T00:00:00.0000000,5104024,PICKERING RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48433,2003-05-08T00:00:00.0000000,5103752,KINGS RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48434,2003-05-09T00:00:00.0000000,5103752,KINGS RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48435,2003-05-10T00:00:00.0000000,5103752,KINGS RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48436,2003-05-11T00:00:00.0000000,5103752,KINGS RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48437,2003-05-12T00:00:00.0000000,5103752,KINGS RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48732,2003-05-08T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48733,2003-05-09T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48734,2003-05-10T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48735,2003-05-11T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
48736,2003-05-12T00:00:00.0000000,5104012,COTTONWOOD RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49031,2003-05-08T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49032,2003-05-09T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49033,2003-05-10T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49034,2003-05-11T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49035,2003-05-12T00:00:00.0000000,5104020,LITTLE HO RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49330,2003-05-08T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49331,2003-05-09T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49332,2003-05-10T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49333,2003-05-11T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49334,2003-05-12T00:00:00.0000000,5101237,WILLIAMS FORK POWER CONDUIT,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49629,2003-05-08T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49630,2003-05-09T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49631,2003-05-10T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49632,2003-05-11T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49633,2003-05-12T00:00:00.0000000,5103709,WILLIAMS FORK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49928,2003-05-08T00:00:00.0000000,5004600,SARVIS DITCH,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49929,2003-05-09T00:00:00.0000000,5004600,SARVIS DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49930,2003-05-10T00:00:00.0000000,5004600,SARVIS DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49931,2003-05-11T00:00:00.0000000,5004600,SARVIS DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
49932,2003-05-12T00:00:00.0000000,5004600,SARVIS DITCH,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50232,2003-05-08T00:00:00.0000000,5004600,SARVIS DITCH,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50233,2003-05-09T00:00:00.0000000,5004600,SARVIS DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50234,2003-05-10T00:00:00.0000000,5004600,SARVIS DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50235,2003-05-11T00:00:00.0000000,5004600,SARVIS DITCH,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50236,2003-05-12T00:00:00.0000000,5004600,SARVIS DITCH,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50536,2003-05-08T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50537,2003-05-09T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50538,2003-05-10T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50539,2003-05-11T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50540,2003-05-12T00:00:00.0000000,5104025,ROBINSON SWAN DITCH NO 1 POND 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50840,2003-05-08T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50841,2003-05-09T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50842,2003-05-10T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50843,2003-05-11T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
50844,2003-05-12T00:00:00.0000000,5104026,ROBINSON SWAN DITCH NO 2 POND 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51144,2003-05-08T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51145,2003-05-09T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51146,2003-05-10T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51147,2003-05-11T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51148,2003-05-12T00:00:00.0000000,5104027,ROBINSON SWAN DITCH NO 1 POND 2,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51448,2003-05-08T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51449,2003-05-09T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51450,2003-05-10T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51451,2003-05-11T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51452,2003-05-12T00:00:00.0000000,5104028,ROBINSON SWAN DITCH NO 2 POND 2,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51752,2003-05-08T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51753,2003-05-09T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51754,2003-05-10T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51755,2003-05-11T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
51756,2003-05-12T00:00:00.0000000,5104029,ROBINSON SWAN DITCH NO 2 POND 3,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52275,2003-05-08T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52276,2003-05-09T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52277,2003-05-10T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52278,2003-05-11T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
52279,2003-05-12T00:00:00.0000000,3703825,CROSS GUL #2 RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53236,2003-05-08T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53237,2003-05-09T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53238,2003-05-10T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53239,2003-05-11T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53240,2003-05-12T00:00:00.0000000,5104032,WHITING RESERVOIR NO 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53645,2003-05-08T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53646,2003-05-09T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53647,2003-05-10T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53648,2003-05-11T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
53649,2003-05-12T00:00:00.0000000,5000576,HAYPARK CANAL HGT NO 1,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54168,2003-05-08T00:00:00.0000000,3703822,CHERRY LAKE,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54169,2003-05-09T00:00:00.0000000,3703822,CHERRY LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54170,2003-05-10T00:00:00.0000000,3703822,CHERRY LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54171,2003-05-11T00:00:00.0000000,3703822,CHERRY LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54172,2003-05-12T00:00:00.0000000,3703822,CHERRY LAKE,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54472,2003-05-08T00:00:00.0000000,3703851,LOST LAKE,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54473,2003-05-09T00:00:00.0000000,3703851,LOST LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54474,2003-05-10T00:00:00.0000000,3703851,LOST LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54475,2003-05-11T00:00:00.0000000,3703851,LOST LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54476,2003-05-12T00:00:00.0000000,3703851,LOST LAKE,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54776,2003-05-08T00:00:00.0000000,5303543,LOST LAKE,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54777,2003-05-09T00:00:00.0000000,5303543,LOST LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54778,2003-05-10T00:00:00.0000000,5303543,LOST LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54779,2003-05-11T00:00:00.0000000,5303543,LOST LAKE,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
54780,2003-05-12T00:00:00.0000000,5303543,LOST LAKE,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
55095,2003-05-08T00:00:00.0000000,5104021,MEADOW SPRINGS RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
55096,2003-05-09T00:00:00.0000000,5104021,MEADOW SPRINGS RESERVOIR,100,5300584,SHOSHONE POWER PLANT,3704516,HOMESTAKE PROJ RESERVOIR
