,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
166,2001-04-01T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
167,2001-04-02T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
168,2001-04-03T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
169,2001-04-04T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
170,2001-04-05T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
171,2001-04-06T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
172,2001-04-07T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
173,2001-04-08T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
174,2001-04-09T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
175,2001-04-10T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
176,2001-04-11T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
177,2001-04-12T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
178,2001-04-13T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
179,2001-04-14T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
180,2001-04-15T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
181,2001-04-16T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
182,2001-04-17T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
183,2001-04-18T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
184,2001-04-19T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
185,2001-04-20T00:00:00.0000000,3600912,TIGER RUN - BLUE RIVER DIVERSION,58.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
303,2001-04-01T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
304,2001-04-02T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
305,2001-04-03T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
306,2001-04-04T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
307,2001-04-05T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
308,2001-04-06T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
309,2001-04-07T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
310,2001-04-08T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
311,2001-04-09T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
312,2001-04-10T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
313,2001-04-11T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
314,2001-04-12T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
315,2001-04-13T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
316,2001-04-14T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
317,2001-04-15T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
318,2001-04-16T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
319,2001-04-17T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
320,2001-04-18T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
321,2001-04-19T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
322,2001-04-20T00:00:00.0000000,3601051,FREMONT NO 1 DITCH - MIDDLE FORK,58.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
440,2001-04-01T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
441,2001-04-02T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
442,2001-04-03T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
443,2001-04-04T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
444,2001-04-05T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
445,2001-04-06T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
446,2001-04-07T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
447,2001-04-08T00:00:00.0000000,3601052,FREMONT NO 1 DITCH - NORTH FORK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
