,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,locationWdid,locationStructure,priorityWdid,priorityStructure
1654,2003-04-02T00:00:00.0000000,3603538,CATARACT LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1823,2003-04-01T00:00:00.0000000,3604685,BOREAS NO 2 DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1824,2003-04-02T00:00:00.0000000,3604685,BOREAS NO 2 DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1993,2003-04-01T00:00:00.0000000,3600660,HIGH MILLER DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
1994,2003-04-02T00:00:00.0000000,3600660,HIGH MILLER DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2163,2003-04-01T00:00:00.0000000,3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2164,2003-04-02T00:00:00.0000000,3604692,CON-HOOSIER - EAST HOOSIER DITCH CLAIM 1,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2333,2003-04-01T00:00:00.0000000,3600709,LOBACK DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2334,2003-04-02T00:00:00.0000000,3600709,LOBACK DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2503,2003-04-01T00:00:00.0000000,3703524,SYLVAN LAKE,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2504,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2673,2003-04-01T00:00:00.0000000,3703524,SYLVAN LAKE,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2674,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2843,2003-04-01T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
2844,2003-04-02T00:00:00.0000000,5000734,DEBERARD DITCH OVERFLOW SYSTEM,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3019,2003-04-01T00:00:00.0000000,5103683,MARIETTA RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3020,2003-04-02T00:00:00.0000000,5103683,MARIETTA RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3189,2003-04-01T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3190,2003-04-02T00:00:00.0000000,5103714,CURTIS PARK RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3359,2003-04-01T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3360,2003-04-02T00:00:00.0000000,5101310,FRASER RIVER DIVERSION PROJECT - VASQUEZ CREEK,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3529,2003-04-01T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3530,2003-04-02T00:00:00.0000000,5100907,WILLIAMS FORK DIVERSION PROJECT,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3699,2003-04-01T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3700,2003-04-02T00:00:00.0000000,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3869,2003-04-01T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
3870,2003-04-02T00:00:00.0000000,5100959,WILLIAMS FORK DIVERSION PROJECT,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4039,2003-04-01T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4040,2003-04-02T00:00:00.0000000,5104655,MOFFAT WATER TUNNEL,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4209,2003-04-01T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4210,2003-04-02T00:00:00.0000000,5100639,FRASER RIVER DIVERSION PROJECT - FRASER RIVER,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4379,2003-04-01T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4380,2003-04-02T00:00:00.0000000,5101270,FRASER RIVER DIVERSION PROJECT- WEST ST LOUIS,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4554,2003-04-01T00:00:00.0000000,3700560,CREAMERY DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4555,2003-04-02T00:00:00.0000000,3700560,CREAMERY DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4556,2003-04-02T00:00:00.0000000,3700560,CREAMERY DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
4557,2003-04-03T00:00:00.0000000,3700560,CREAMERY DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
4738,2003-04-01T00:00:00.0000000,3700658,HOWARD DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4739,2003-04-02T00:00:00.0000000,3700658,HOWARD DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4740,2003-04-02T00:00:00.0000000,3700658,HOWARD DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
4741,2003-04-03T00:00:00.0000000,3700658,HOWARD DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
4922,2003-04-01T00:00:00.0000000,3703524,SYLVAN LAKE,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4923,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
4924,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
4925,2003-04-03T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5106,2003-04-01T00:00:00.0000000,3700848,WARREN DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5107,2003-04-02T00:00:00.0000000,3700848,WARREN DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5108,2003-04-02T00:00:00.0000000,3700848,WARREN DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5109,2003-04-03T00:00:00.0000000,3700848,WARREN DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5290,2003-04-01T00:00:00.0000000,3703524,SYLVAN LAKE,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5291,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5292,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5293,2003-04-03T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5474,2003-04-01T00:00:00.0000000,3700694,MATHEWS DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5475,2003-04-02T00:00:00.0000000,3700694,MATHEWS DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5476,2003-04-02T00:00:00.0000000,3700694,MATHEWS DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5477,2003-04-03T00:00:00.0000000,3700694,MATHEWS DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5658,2003-04-01T00:00:00.0000000,3700711,MILES DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5659,2003-04-02T00:00:00.0000000,3700711,MILES DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5660,2003-04-02T00:00:00.0000000,3700711,MILES DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5661,2003-04-03T00:00:00.0000000,3700711,MILES DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5842,2003-04-01T00:00:00.0000000,3700857,WILKINSON DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5843,2003-04-02T00:00:00.0000000,3700857,WILKINSON DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
5844,2003-04-02T00:00:00.0000000,3700857,WILKINSON DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
5845,2003-04-03T00:00:00.0000000,3700857,WILKINSON DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6026,2003-04-01T00:00:00.0000000,3700642,HOLLINGSWORTH DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6027,2003-04-02T00:00:00.0000000,3700642,HOLLINGSWORTH DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6028,2003-04-02T00:00:00.0000000,3700642,HOLLINGSWORTH DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6029,2003-04-03T00:00:00.0000000,3700642,HOLLINGSWORTH DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6210,2003-04-01T00:00:00.0000000,3704648,WARREN E WURTS DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6211,2003-04-02T00:00:00.0000000,3704648,WARREN E WURTS DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6212,2003-04-02T00:00:00.0000000,3704648,WARREN E WURTS DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6213,2003-04-03T00:00:00.0000000,3704648,WARREN E WURTS DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6394,2003-04-01T00:00:00.0000000,3703524,SYLVAN LAKE,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6395,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6396,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6397,2003-04-03T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6578,2003-04-01T00:00:00.0000000,3701066,COLUMBINE DITCH HDG 2,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6579,2003-04-02T00:00:00.0000000,3701066,COLUMBINE DITCH HDG 2,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6580,2003-04-02T00:00:00.0000000,3701066,COLUMBINE DITCH HDG 2,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6581,2003-04-03T00:00:00.0000000,3701066,COLUMBINE DITCH HDG 2,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6762,2003-04-01T00:00:00.0000000,3703520,L E D E RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6763,2003-04-02T00:00:00.0000000,3703520,L E D E RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6764,2003-04-02T00:00:00.0000000,3703520,L E D E RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6765,2003-04-03T00:00:00.0000000,3703520,L E D E RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6946,2003-04-01T00:00:00.0000000,3700682,L E D E DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6947,2003-04-02T00:00:00.0000000,3700682,L E D E DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
6948,2003-04-02T00:00:00.0000000,3700682,L E D E DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
6949,2003-04-03T00:00:00.0000000,3700682,L E D E DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
7130,2003-04-01T00:00:00.0000000,3703524,SYLVAN LAKE,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
7131,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
7132,2003-04-02T00:00:00.0000000,3703524,SYLVAN LAKE,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
7133,2003-04-03T00:00:00.0000000,3703524,SYLVAN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9178,2003-04-01T00:00:00.0000000,5203946,OXFORD RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9179,2003-04-02T00:00:00.0000000,5203946,OXFORD RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9180,2003-04-02T00:00:00.0000000,5203946,OXFORD RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9181,2003-04-03T00:00:00.0000000,5203946,OXFORD RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9368,2003-04-01T00:00:00.0000000,3603543,GREEN MOUNTAIN RESERVOIR,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9369,2003-04-02T00:00:00.0000000,3603543,GREEN MOUNTAIN RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9370,2003-04-02T00:00:00.0000000,3603543,GREEN MOUNTAIN RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9371,2003-04-03T00:00:00.0000000,3603543,GREEN MOUNTAIN RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9558,2003-04-01T00:00:00.0000000,5100678,CBT GRANBY PUMP CANAL,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9559,2003-04-02T00:00:00.0000000,5100678,CBT GRANBY PUMP CANAL,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9560,2003-04-02T00:00:00.0000000,5100678,CBT GRANBY PUMP CANAL,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9561,2003-04-03T00:00:00.0000000,5100678,CBT GRANBY PUMP CANAL,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9748,2003-04-01T00:00:00.0000000,5100958,CBT WILLOW CREEK FEEDER,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9749,2003-04-02T00:00:00.0000000,5100958,CBT WILLOW CREEK FEEDER,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9750,2003-04-02T00:00:00.0000000,5100958,CBT WILLOW CREEK FEEDER,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9751,2003-04-03T00:00:00.0000000,5100958,CBT WILLOW CREEK FEEDER,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9938,2003-04-01T00:00:00.0000000,5103695,CBT SHADOW MOUNTAIN LAKE,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9939,2003-04-02T00:00:00.0000000,5103695,CBT SHADOW MOUNTAIN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
9940,2003-04-02T00:00:00.0000000,5103695,CBT SHADOW MOUNTAIN LAKE,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
9941,2003-04-03T00:00:00.0000000,5103695,CBT SHADOW MOUNTAIN LAKE,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
10139,2003-04-01T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
10140,2003-04-02T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
10141,2003-04-02T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
10142,2003-04-03T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,66.7,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10143,2003-04-03T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
10144,2003-04-04T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10145,2003-04-06T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,66.7,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10146,2003-04-07T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,100,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10147,2003-04-08T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,100,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10148,2003-04-09T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,100,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10149,2003-04-10T00:00:00.0000000,5100728,HAMILTON-CABIN CREEK DITCH,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10390,2003-04-01T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
10391,2003-04-02T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
10392,2003-04-02T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
10393,2003-04-03T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,66.7,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10394,2003-04-03T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
10395,2003-04-04T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10396,2003-04-06T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,66.7,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10397,2003-04-07T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,100,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10398,2003-04-08T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,100,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10399,2003-04-09T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,100,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10400,2003-04-10T00:00:00.0000000,5101250,HAMILTON-CABIN CREEK EXTENSION,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10641,2003-04-01T00:00:00.0000000,3600830,SUPPLY CANAL NO 1 CLINTON,100,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
10642,2003-04-02T00:00:00.0000000,3600830,SUPPLY CANAL NO 1 CLINTON,33.3,5300584,SHOSHONE POWER PLANT,5300584,SHOSHONE POWER PLANT
10643,2003-04-02T00:00:00.0000000,3600830,SUPPLY CANAL NO 1 CLINTON,66.7,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
10644,2003-04-03T00:00:00.0000000,3600830,SUPPLY CANAL NO 1 CLINTON,66.7,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
10645,2003-04-03T00:00:00.0000000,3600830,SUPPLY CANAL NO 1 CLINTON,33.3,5300584,SHOSHONE POWER PLANT,5101313,FRASER RIVER DIVERSION PROJECT - FAUN CREEK
10646,2003-04-04T00:00:00.0000000,3600830,SUPPLY CANAL NO 1 CLINTON,33.3,5300584,SHOSHONE POWER PLANT,3603543,GREEN MOUNTAIN RESERVOIR
