PageNumber,PageCount,ResultCount,ResultDateTime
1,1,1825,2020-11-09T12:06:47.8980995-07:00
stationNum,abbrev,usgsSiteId,measType,measDate,value,flagA,flagB,flagC,flagD,dataSource,modified,measUnit
1604,CLFOFDCO,,Streamflow,1939-06-01T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-02T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-03T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-04T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-05T00:00:00.0000000-06:00,16.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-06T00:00:00.0000000-06:00,16.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-07T00:00:00.0000000-06:00,19.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-08T00:00:00.0000000-06:00,18.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-09T00:00:00.0000000-06:00,16.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-10T00:00:00.0000000-06:00,16.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-11T00:00:00.0000000-06:00,16.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-12T00:00:00.0000000-06:00,15.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-13T00:00:00.0000000-06:00,17.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-14T00:00:00.0000000-06:00,18.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-15T00:00:00.0000000-06:00,16.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-16T00:00:00.0000000-06:00,15.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-17T00:00:00.0000000-06:00,14.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-18T00:00:00.0000000-06:00,11.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-19T00:00:00.0000000-06:00,10.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-20T00:00:00.0000000-06:00,8.100000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-21T00:00:00.0000000-06:00,7.500000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-22T00:00:00.0000000-06:00,7.500000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-23T00:00:00.0000000-06:00,7.500000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-24T00:00:00.0000000-06:00,7.500000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-25T00:00:00.0000000-06:00,7.200000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-26T00:00:00.0000000-06:00,7.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-27T00:00:00.0000000-06:00,6.200000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-28T00:00:00.0000000-06:00,6.200000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-29T00:00:00.0000000-06:00,6.200000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-06-30T00:00:00.0000000-06:00,5.400000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-07-01T00:00:00.0000000-06:00,5.400000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-07-02T00:00:00.0000000-06:00,5.400000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-07-03T00:00:00.0000000-06:00,5.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-07-04T00:00:00.0000000-06:00,5.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-07-05T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1604,CLFOFDCO,,Streamflow,1939-07-06T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
