PageNumber,PageCount,ResultCount,ResultDateTime
1,1,2219,2020-11-09T12:06:43.2574717-07:00
stationNum,abbrev,usgsSiteId,measType,measDate,value,flagA,flagB,flagC,flagD,dataSource,modified,measUnit
1707,THOMUPCO,,Streamflow,1939-05-01T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-02T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-03T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-04T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-05T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-06T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-07T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-08T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-09T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-10T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-11T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-12T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-13T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-14T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-15T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-16T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-17T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-18T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-19T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-20T00:00:00.0000000-06:00,0.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-21T00:00:00.0000000-06:00,1.300000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-22T00:00:00.0000000-06:00,1.300000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-23T00:00:00.0000000-06:00,2.500000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-24T00:00:00.0000000-06:00,2.400000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-25T00:00:00.0000000-06:00,2.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-26T00:00:00.0000000-06:00,1.800000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-27T00:00:00.0000000-06:00,1.600000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-28T00:00:00.0000000-06:00,1.400000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-29T00:00:00.0000000-06:00,1.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-30T00:00:00.0000000-06:00,1.100000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-05-31T00:00:00.0000000-06:00,1.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-01T00:00:00.0000000-06:00,1.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-02T00:00:00.0000000-06:00,1.000000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-03T00:00:00.0000000-06:00,3.800000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-04T00:00:00.0000000-06:00,7.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-05T00:00:00.0000000-06:00,7.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-06T00:00:00.0000000-06:00,3.800000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-07T00:00:00.0000000-06:00,1.300000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-08T00:00:00.0000000-06:00,1.800000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-09T00:00:00.0000000-06:00,3.800000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-10T00:00:00.0000000-06:00,7.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-11T00:00:00.0000000-06:00,7.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-12T00:00:00.0000000-06:00,7.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-13T00:00:00.0000000-06:00,6.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-14T00:00:00.0000000-06:00,5.700000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-15T00:00:00.0000000-06:00,5.200000,A,,,,DWR,,cfs
1707,THOMUPCO,,Streamflow,1939-06-16T00:00:00.0000000-06:00,5.000000,A,,,,DWR,,cfs
