analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
54786.17657,33023.28989,118827324.0,30.83,5658444.0,3701300,147.54,158.0,5300584
40785.0,33023.28989,1277370864.0,58.62,60827184.0,3603542,147.54,158.0,5300584
48942.48884,33023.28989,15825348.0,263.42,753588.0,5104052,147.54,158.0,5300584
40221.0,33023.28989,640332.0,3.19,30492.0,5104021,147.54,158.0,5300584
40176.0,33023.28989,13721400.0,3.0,653400.0,3703851,147.54,158.0,5300584
49216.0,33023.28989,39901831.199999996,5.66,1900087.2,5003648,147.54,158.0,5300584
40028.0,33023.28989,1575.0,2.15,75.0,5000576,147.54,158.0,5300584
39795.0,33023.28989,1372140.0,0.89,65340.0,5104032,147.54,158.0,5300584
49304.0,33023.28989,7318080.0,2.31,348480.0,3703681,147.54,158.0,5300584
39446.0,33023.28989,457380.0,3.0,21780.0,3703825,147.54,158.0,5300584
39263.0,33023.28989,2286900.0,7.87,108900.0,5104029,147.54,158.0,5300584
49308.39659,33023.28989,27442800.0,6.71,1306800.0,5103747,147.54,158.0,5300584
39254.22423,33023.28989,1488314520.0,16.44,70872120.0,5004600,147.54,158.0,5300584
39095.38998,33023.28989,85655382120.0,2.22,4078827720.0,5103709,147.54,158.0,5300584
49308.42613,33023.28989,12349260.0,7.65,588060.0,5104010,147.54,158.0,5300584
39095.3698,33023.28989,31906828.8,3.9,1519372.8,5104020,147.54,158.0,5300584
39095.36174,33023.28989,78779131.2,1.42,3751387.2,5104012,147.54,158.0,5300584
49308.44803,33023.28989,47750472.0,0.33,2273832.0,5103745,147.54,158.0,5300584
39095.3564,33023.28989,34166286.0,3.42,1626966.0,5103752,147.54,158.0,5300584
39095.29887,33023.28989,18020772.0,5.46,858132.0,5104024,147.54,158.0,5300584
49308.45168,33023.28989,4573800.0,248.77,217800.0,5103746,147.54,158.0,5300584
38753.37919,33023.28989,924.0,3.28,44.0,3701290,147.54,158.0,5300584
38753.37912,33023.28989,383.46000000000004,38.99,18.26,3700708,147.54,158.0,5300584
49308.4885,33023.28989,11343024.0,0.47,540144.0,3603662,147.54,158.0,5300584
38753.3752,33023.28989,40240017972.0,13.87,1916191332.0,3704516,147.54,158.0,5300584
38753.37375,33023.28989,315.0,21.44,15.0,3700848,147.54,158.0,5300584
38753.37094,33023.28989,186702516.0,6.3,8890596.0,3703513,147.54,158.0,5300584
38753.36675,33023.28989,252.0,1.4,12.0,3700835,147.54,158.0,5300584
40478.0,33023.28989,91476.0,1.34,4356.0,3703840,147.54,158.0,5300584
48942.47664,33023.28989,1829520.0,1.51,87120.0,5303955,147.54,158.0,5300584
38753.35914,33023.28989,251.58,42.26,11.98,3700613,147.54,158.0,5300584
40884.0,33023.28989,91476.0,11.62,4356.0,3703859,147.54,158.0,5300584
41531.0,33023.28989,91476.0,3.9,4356.0,3703829,147.54,158.0,5300584
48577.3141,33023.28989,10519740.0,263.68,500940.0,5104053,147.54,158.0,5300584
41393.0,33023.28989,3082741.2,0.18,146797.2,5104013,147.54,158.0,5300584
