analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
49102.0,21497.18744,118483200.0,2.19,871200.0,3803970,2.72,25.4,3801481
48212.47999,31258.0,20472982.200000003,1.28,653400.0,3603635,266.45,23686098480.0,5104055
55142.0,31258.0,15666.500000000002,55.1,500.0,3607293,266.45,23686098480.0,5104055
51499.49093,31258.0,2388514.5900000003,0.51,76230.0,3603656,266.45,23686098480.0,5104055
56978.56752999999,31258.0,286621750.8,18.41,9147600.0,3603575,266.45,23686098480.0,5104055
51864.4949,31258.0,682432.74,0.93,21780.0,3603690,266.45,23686098480.0,5104055
53935.0,31258.0,4913515.728,4.78,156816.0,3603694,266.45,23686098480.0,5104055
51864.51194,31258.0,5800678290.0,18.41,185130000.0,3603575,266.45,23686098480.0,5104055
35238.0,31258.0,344871479755.44,44.67,11006653680.0,3604512,266.45,23686098480.0,5104055
44194.3068,31258.0,22970686.028400004,0.82,733114.8,3603596,266.45,23686098480.0,5104055
35915.0,31258.0,375.99600000000004,32.49,12.0,3600780,266.45,23686098480.0,5104055
43234.0,31258.0,34290880.319520004,0.94,1094401.44,3603599,266.45,23686098480.0,5104055
35929.0,31258.0,469.995,33.99,15.0,3600671,266.45,23686098480.0,5104055
40785.0,31258.0,1905898156.272,58.62,60827184.0,3603542,266.45,23686098480.0,5104055
35927.0,31258.0,2920812127.2000003,64.36,93218400.0,3603570,266.45,23686098480.0,5104055
48827.0,31258.0,2729730.96,42.22,87120.0,3601100,266.45,23686098480.0,5104055
50313.0,31258.0,3916.6250000000005,29.76,125.0,3602047,266.45,23686098480.0,5104055
50038.48023,31258.0,419013702.36,56.47,13372920.0,3601044,266.45,23686098480.0,5104055
49308.4885,31258.0,16924331.952,0.47,540144.0,3603662,266.45,23686098480.0,5104055
48212.44803,31258.0,404.19570000000004,1.33,12.9,3601085,266.45,23686098480.0,5104055
44559.4266,31258.0,5732435.016000001,64.43,182952.0,3603595,266.45,23686098480.0,5104055
49746.0,31258.0,1002.6560000000001,49.01,32.0,3602037,266.45,23686098480.0,5104055
48212.40754,31258.0,34121637.0,39.97,1089000.0,3603636,266.45,23686098480.0,5104055
44925.41272,31258.0,20472982.200000003,42.74,653400.0,3603583,266.45,23686098480.0,5104055
45290.35239,31258.0,5800678290.0,18.41,185130000.0,3603575,266.45,23686098480.0,5104055
49581.0,31258.0,4367569.536,1.25,139392.0,3603669,266.45,23686098480.0,5104055
47670.0,31258.0,68243274.0,1.41,2178000.0,3603624,266.45,23686098480.0,5104055
45512.0,31258.0,8189192.880000001,0.32,261360.0,3603592,266.45,23686098480.0,5104055
47116.46933,31258.0,750676.0140000001,16.76,23958.0,3603614,266.45,23686098480.0,5104055
49563.0,31258.0,2729730.96,4.78,87120.0,3603694,266.45,23686098480.0,5104055
46034.0,31258.0,2797974234.0,19.34,89298000.0,3803875,266.45,23686098480.0,5104055
46097.0,31258.0,2129190148.8000002,3.72,67953600.0,5102044,266.45,23686098480.0,5104055
49308.49216,31258.0,3412163.7,1.01,108900.0,3603668,266.45,23686098480.0,5104055
46386.18627,31258.0,136486548.0,8.12,4356000.0,3603606,266.45,23686098480.0,5104055
49673.47786,31258.0,72528951.6072,0.62,2314778.4,3603625,266.45,23686098480.0,5104055
48577.4767,31258.0,8189192.880000001,1.41,261360.0,3603624,266.45,23686098480.0,5104055
51361.0,31258.0,6824327.4,0.96,217800.0,3603672,266.45,23686098480.0,5104055
53225.0,31258.0,54594619.2,36.51,1742400.0,3603652,266.45,23686098480.0,5104055
52595.47634,31258.0,2729730.96,31.08,87120.0,3603673,266.45,23686098480.0,5104055
31272.0,31258.0,5953.27,18.46,190.0,3604923,266.45,23686098480.0,5104055
55517.51746,31258.0,6824327.4,0.29,217800.0,3603688,266.45,23686098480.0,5104055
31566.0,31258.0,1723.315,18.46,55.0,3604923,266.45,23686098480.0,5104055
32075.09324,31258.0,419.86220000000003,1.89,13.4,3600687,266.45,23686098480.0,5104055
32075.2366,31258.0,689.326,1.56,22.0,3600649,266.45,23686098480.0,5104055
55152.54756,31258.0,4094596.4400000004,0.08,130680.0,3603691,266.45,23686098480.0,5104055
32075.1461,31258.0,2725909336.656,5.49,86998032.0,3603533,266.45,23686098480.0,5104055
54969.0,31258.0,1364865.48,0.55,43560.0,3603679,266.45,23686098480.0,5104055
54786.54603,31258.0,5459461.92,0.31,174240.0,3603678,266.45,23686098480.0,5104055
32075.196010000003,31258.0,54594619.2,41.95,1742400.0,3603534,266.45,23686098480.0,5104055
52595.43829,31258.0,1501352.0280000002,0.32,47916.0,3603684,266.45,23686098480.0,5104055
32075.30102,31258.0,388.21587000000005,1.56,12.39,3600649,266.45,23686098480.0,5104055
56978.26467999999,31258.0,20472982.200000003,42.74,653400.0,3603583,266.45,23686098480.0,5104055
52133.0,31258.0,3575947.5576,0.5,114127.2,3603659,266.45,23686098480.0,5104055
33799.0,31258.0,8735139.072,7.92,278784.0,3603692,266.45,23686098480.0,5104055
33289.0,31258.0,406.07568000000003,5.77,12.96,3601058,266.45,23686098480.0,5104055
33094.0,31258.0,584626479.7032,4.56,18658490.4,3603569,266.45,23686098480.0,5104055
56613.53112000001,31258.0,2047298.2200000002,1.31,65340.0,3603539,266.45,23686098480.0,5104055
32309.0,31258.0,214283880.36,1.79,6838920.0,3603565,266.45,23686098480.0,5104055
56063.0,31258.0,737027.3592000001,0.52,23522.4,3603645,266.45,23686098480.0,5104055
52595.47847,31258.0,10236491.100000001,0.31,326700.0,3603685,266.45,23686098480.0,5104055
46020.45581,44925.36159,6256958.399999999,6.0,173804.4,4503627,3.35,16.6,4500793
46097.0,23802.2374,181164297.60000002,3.72,67953600.0,5102044,3.41,27.7,3700539
29531.0,23802.2374,11613.096000000001,1.0,4356.0,3703842,3.41,27.7,3700539
45410.0,23802.2374,2903274.0000000005,5.12,1089000.0,5303542,3.41,27.7,3700539
55694.0,23802.2374,4052970.5040000007,5.75,1520244.0,3704051,3.41,27.7,3700539
44925.42542,23802.2374,229939.30080000003,15.81,86248.8,3703591,3.41,27.7,3700539
42520.0,23802.2374,11613.096000000001,20.08,4356.0,3703811,3.41,27.7,3700539
42672.0,23802.2374,23226.192000000003,2.15,8712.0,3703863,3.41,27.7,3700539
40176.0,23802.2374,1741964.4000000001,3.0,653400.0,3703851,3.41,27.7,3700539
36524.0,23802.2374,4645238.4,5.53,1742400.0,5303562,3.41,27.7,3700539
42519.0,23802.2374,11613.096000000001,1.21,4356.0,3703883,3.41,27.7,3700539
30894.29745,23802.2374,109976019.12000002,22.2,41251320.0,3703520,3.41,27.7,3700539
40478.0,23802.2374,11613.096000000001,1.34,4356.0,3703840,3.41,27.7,3700539
