analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
38753.3752,20427.18999,496293554988.0,13.87,1916191332.0,3704516,147.54,1250.0,5300584
20676.17302,20427.18999,7942556160.0,19.77,30666240.0,5101236,147.54,1250.0,5300584
47116.23375,20427.18999,5832476218.8,4.5,22519213.2,5003645,147.54,1250.0,5300584
20676.14748,20427.18999,5406.625,264.14,20.875,5100585,147.54,1250.0,5300584
53325.46264,20427.18999,91722985.2,1.23,354142.8,3703931,147.54,1250.0,5300584
37494.0,20427.18999,5698.0,3.97,22.0,5300595,147.54,1250.0,5300584
53325.49095,20427.18999,9589734.0,1.41,37026.0,3703914,147.54,1250.0,5300584
53325.50829,20427.18999,4061534.4,3.66,15681.6,3703891,147.54,1250.0,5300584
42733.0,20427.18999,5641020.0,3.0,21780.0,7203568,147.54,1250.0,5300584
20676.19822,20427.18999,528563574.0,3.29,2040786.0,5003616,147.54,1250.0,5300584
55517.0,20427.18999,2256408.0,6.08,8712.0,5303596,147.54,1250.0,5300584
20676.19665,20427.18999,6216.0,9.49,24.0,5000539,147.54,1250.0,5300584
55470.0,20427.18999,7897428.0,0.64,30492.0,3703952,147.54,1250.0,5300584
20676.19722,20427.18999,137979349.20000002,3.46,532738.8,5103696,147.54,1250.0,5300584
44925.44528,20427.18999,9318965.04,7.86,35980.56,5304019,147.54,1250.0,5300584
47116.32797,20427.18999,500471294.40000004,7.56,1932321.6,3703608,147.54,1250.0,5300584
20676.13818,20427.18999,2849.0,236.23,11.0,5100763,147.54,1250.0,5300584
53325.2791,20427.18999,67692240.0,3.25,261360.0,3703893,147.54,1250.0,5300584
47558.0,20427.18999,1349557624.8,4.4,5210647.2,3803761,147.54,1250.0,5300584
55517.51746,20427.18999,56410200.0,0.29,217800.0,3603688,147.54,1250.0,5300584
47116.2221,20427.18999,559814824.8000001,5.66,2161447.2,5003648,147.54,1250.0,5300584
52960.52462,20427.18999,6769224.0,8.42,26136.0,3703926,147.54,1250.0,5300584
52960.5296,20427.18999,11282040.0,7.08,43560.0,3703783,147.54,1250.0,5300584
52976.0,20427.18999,67692240000.0,13.16,261360000.0,5003668,147.54,1250.0,5300584
20427.19252,20427.18999,2926.7000000000003,10.38,11.3,5300767,147.54,1250.0,5300584
44925.43464,20427.18999,259486920.0,0.0,1001880.0,5003653,147.54,1250.0,5300584
20427.19478,20427.18999,220338241.20000002,5.26,850726.8,3703524,147.54,1250.0,5300584
50961.0,20427.18999,5180.0,6.37,20.0,5102070,147.54,1250.0,5300584
45776.0,20427.18999,25900.0,0.0,100.0,3802114,147.54,1250.0,5300584
