analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
35927.0,31258.0,31818516127.2,64.36,93218400.0,3603570,266.45,23686098480.0,5104055
46034.0,31258.0,30480354234.000004,19.34,89298000.0,3803875,266.45,23686098480.0,5104055
31272.0,31258.0,64853.270000000004,18.46,190.0,3604923,266.45,23686098480.0,5104055
53225.0,31258.0,594738619.2,36.51,1742400.0,3603652,266.45,23686098480.0,5104055
48212.40754,31258.0,371711637.0,39.97,1089000.0,3603636,266.45,23686098480.0,5104055
48212.44803,31258.0,4403.1957,1.33,12.9,3601085,266.45,23686098480.0,5104055
54786.54603,31258.0,59473861.92,0.31,174240.0,3603678,266.45,23686098480.0,5104055
45290.35239,31258.0,63190978290.00001,18.41,185130000.0,3603575,266.45,23686098480.0,5104055
35238.0,31258.0,3756934120555.4404,44.67,11006653680.0,3604512,266.45,23686098480.0,5104055
51499.49093,31258.0,26019814.590000004,0.51,76230.0,3603656,266.45,23686098480.0,5104055
47116.46933,31258.0,8177656.014,16.76,23958.0,3603614,266.45,23686098480.0,5104055
56978.26467999999,31258.0,223026982.20000002,42.74,653400.0,3603583,266.45,23686098480.0,5104055
47670.0,31258.0,743423274.0,1.41,2178000.0,3603624,266.45,23686098480.0,5104055
55142.0,31258.0,170666.5,55.1,500.0,3607293,266.45,23686098480.0,5104055
49308.4885,31258.0,184368971.95200002,0.47,540144.0,3603662,266.45,23686098480.0,5104055
53935.0,31258.0,53526475.72800001,4.78,156816.0,3603694,266.45,23686098480.0,5104055
49673.47786,31258.0,790110255.6072,0.62,2314778.4,3603625,266.45,23686098480.0,5104055
44194.3068,31258.0,250236274.02840003,0.82,733114.8,3603596,266.45,23686098480.0,5104055
46386.18627,31258.0,1486846548.0,8.12,4356000.0,3603606,266.45,23686098480.0,5104055
44925.41272,31258.0,223026982.20000002,42.74,653400.0,3603583,266.45,23686098480.0,5104055
52133.0,31258.0,38955379.5576,0.5,114127.2,3603659,266.45,23686098480.0,5104055
48827.0,31258.0,29736930.96,42.22,87120.0,3601100,266.45,23686098480.0,5104055
56613.53112000001,31258.0,22302698.220000003,1.31,65340.0,3603539,266.45,23686098480.0,5104055
43234.0,31258.0,373555326.71952003,0.94,1094401.44,3603599,266.45,23686098480.0,5104055
45512.0,31258.0,89210792.88000001,0.32,261360.0,3603592,266.45,23686098480.0,5104055
55152.54756,31258.0,44605396.440000005,0.08,130680.0,3603691,266.45,23686098480.0,5104055
