analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
48212.47999,31258.0,94960582.2,1.28,653400.0,3603635,266.45,23686098480.0,5104055
46097.0,31258.0,9875900548.8,3.72,67953600.0,5102044,266.45,23686098480.0,5104055
50313.0,31258.0,18166.625,29.76,125.0,3602047,266.45,23686098480.0,5104055
46034.0,31258.0,12977946234.0,19.34,89298000.0,3803875,266.45,23686098480.0,5104055
35927.0,31258.0,13547709727.2,64.36,93218400.0,3603570,266.45,23686098480.0,5104055
55152.54756,31258.0,18992116.44,0.08,130680.0,3603691,266.45,23686098480.0,5104055
56978.26467999999,31258.0,94960582.2,42.74,653400.0,3603583,266.45,23686098480.0,5104055
47116.46933,31258.0,3481888.014,16.76,23958.0,3603614,266.45,23686098480.0,5104055
43234.0,31258.0,159052644.47952,0.94,1094401.44,3603599,266.45,23686098480.0,5104055
49581.0,31258.0,20258257.536,1.25,139392.0,3603669,266.45,23686098480.0,5104055
31566.0,31258.0,7993.315,18.46,55.0,3604923,266.45,23686098480.0,5104055
48827.0,31258.0,12661410.959999999,42.22,87120.0,3601100,266.45,23686098480.0,5104055
49673.47786,31258.0,336413689.2072,0.62,2314778.4,3603625,266.45,23686098480.0,5104055
33799.0,31258.0,40516515.072,7.92,278784.0,3603692,266.45,23686098480.0,5104055
44559.4266,31258.0,26588963.016,64.43,182952.0,3603595,266.45,23686098480.0,5104055
51864.4949,31258.0,3165352.7399999998,0.93,21780.0,3603690,266.45,23686098480.0,5104055
35915.0,31258.0,1743.996,32.49,12.0,3600780,266.45,23686098480.0,5104055
53935.0,31258.0,22790539.728,4.78,156816.0,3603694,266.45,23686098480.0,5104055
51864.51194,31258.0,26905498290.0,18.41,185130000.0,3603575,266.45,23686098480.0,5104055
45512.0,31258.0,37984232.88,0.32,261360.0,3603592,266.45,23686098480.0,5104055
32075.2366,31258.0,3197.326,1.56,22.0,3600649,266.45,23686098480.0,5104055
53225.0,31258.0,253228219.2,36.51,1742400.0,3603652,266.45,23686098480.0,5104055
54969.0,31258.0,6330705.4799999995,0.55,43560.0,3603679,266.45,23686098480.0,5104055
32075.1461,31258.0,12643684984.656,5.49,86998032.0,3603533,266.45,23686098480.0,5104055
51361.0,31258.0,31653527.4,0.96,217800.0,3603672,266.45,23686098480.0,5104055
32075.09324,31258.0,1947.4622,1.89,13.4,3600687,266.45,23686098480.0,5104055
35929.0,31258.0,2179.995,33.99,15.0,3600671,266.45,23686098480.0,5104055
48577.4767,31258.0,37984232.88,1.41,261360.0,3603624,266.45,23686098480.0,5104055
45290.35239,31258.0,26905498290.0,18.41,185130000.0,3603575,266.45,23686098480.0,5104055
54786.54603,31258.0,25322821.919999998,0.31,174240.0,3603678,266.45,23686098480.0,5104055
47670.0,31258.0,316535274.0,1.41,2178000.0,3603624,266.45,23686098480.0,5104055
32309.0,31258.0,993920760.36,1.79,6838920.0,3603565,266.45,23686098480.0,5104055
52133.0,31258.0,16586448.3576,0.5,114127.2,3603659,266.45,23686098480.0,5104055
31272.0,31258.0,27613.27,18.46,190.0,3604923,266.45,23686098480.0,5104055
49308.4885,31258.0,78500747.95199999,0.47,540144.0,3603662,266.45,23686098480.0,5104055
49308.49216,31258.0,15826763.7,1.01,108900.0,3603668,266.45,23686098480.0,5104055
33289.0,31258.0,1883.5156800000002,5.77,12.96,3601058,266.45,23686098480.0,5104055
56063.0,31258.0,3418580.9592000004,0.52,23522.4,3603645,266.45,23686098480.0,5104055
33094.0,31258.0,2711694385.3032,4.56,18658490.4,3603569,266.45,23686098480.0,5104055
44194.3068,31258.0,106545773.2284,0.82,733114.8,3603596,266.45,23686098480.0,5104055
52595.47847,31258.0,47480291.1,0.31,326700.0,3603685,266.45,23686098480.0,5104055
52595.47634,31258.0,12661410.959999999,31.08,87120.0,3603673,266.45,23686098480.0,5104055
32075.30102,31258.0,1800.67587,1.56,12.39,3600649,266.45,23686098480.0,5104055
