analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
46749.0,20427.18999,271077455.4048,19.57,1470585.6,5103739,147.54,1250.0,5300584
33023.1952,20427.18999,1435522140.9143999,5.95,7787656.8,5303966,147.54,1250.0,5300584
29531.0,20427.18999,802954.548,1.0,4356.0,3703842,147.54,1250.0,5300584
32075.23878,20427.18999,2580.662,3.5,14.0,3600645,147.54,1250.0,5300584
38753.37919,20427.18999,8110.652,3.28,44.0,3701290,147.54,1250.0,5300584
41799.0,20427.18999,802954.548,2.19,4356.0,3703856,147.54,1250.0,5300584
48485.0,20427.18999,924923343.8412001,43.8,5017676.4,5003651,147.54,1250.0,5300584
38753.37912,20427.18999,3365.9205800000004,38.99,18.26,3700708,147.54,1250.0,5300584
48577.3141,20427.18999,92339773.02,263.68,500940.0,5104053,147.54,1250.0,5300584
41861.0,20427.18999,802954.548,14.06,4356.0,5204000,147.54,1250.0,5300584
29228.28408,20427.18999,9216.65,18.46,50.0,3604923,147.54,1250.0,5300584
38753.3752,20427.18999,353217296801.55597,13.87,1916191332.0,3704516,147.54,1250.0,5300584
32075.30102,20427.18999,2283.88587,1.56,12.39,3600649,147.54,1250.0,5300584
47481.46538,20427.18999,32118181.919999998,9.15,174240.0,3703630,147.54,1250.0,5300584
29022.25372,20427.18999,897703184.664,5.61,4870008.0,3604626,147.54,1250.0,5300584
38753.37375,20427.18999,2764.995,21.44,15.0,3700848,147.54,1250.0,5300584
46386.43625,20427.18999,27541340.9964,2.12,149410.8,3703603,147.54,1250.0,5300584
48577.4042,20427.18999,9635454.576,15.25,52272.0,3703695,147.54,1250.0,5300584
46386.32963,20427.18999,40147727.4,0.47,217800.0,3703597,147.54,1250.0,5300584
32075.2366,20427.18999,4055.326,1.56,22.0,3600649,147.54,1250.0,5300584
29642.28956,20427.18999,10138.315,18.46,55.0,3604923,147.54,1250.0,5300584
46386.18627,20427.18999,802954548.0,8.12,4356000.0,3603606,147.54,1250.0,5300584
30184.29584,20427.18999,3378.8238899999997,3.57,18.33,3600709,147.54,1250.0,5300584
47602.0,20427.18999,36866.6,257.52,200.0,5104700,147.54,1250.0,5300584
48212.47915,20427.18999,23778.957,8.06,129.0,3600985,147.54,1250.0,5300584
30184.29071,20427.18999,7373.32,0.41,40.0,3604689,147.54,1250.0,5300584
32075.1894,20427.18999,2764.995,1.59,15.0,3600803,147.54,1250.0,5300584
41684.0,20427.18999,1605909.096,3.9,8712.0,3703830,147.54,1250.0,5300584
30184.23526,20427.18999,3152.0943,28.69,17.1,3600660,147.54,1250.0,5300584
39095.3564,20427.18999,299903523.678,3.42,1626966.0,5103752,147.54,1250.0,5300584
48212.47999,20427.18999,120443182.2,1.28,653400.0,3603635,147.54,1250.0,5300584
30184.21915,20427.18999,2949.328,4.84,16.0,3604685,147.54,1250.0,5300584
47504.0,20427.18999,32118181.919999998,1.89,174240.0,3703718,147.54,1250.0,5300584
32075.196010000003,20427.18999,321181819.2,41.95,1742400.0,3603534,147.54,1250.0,5300584
41707.0,20427.18999,802954.548,3.5,4356.0,3703817,147.54,1250.0,5300584
39095.29887,20427.18999,158182045.956,5.46,858132.0,5104024,147.54,1250.0,5300584
47558.0,20427.18999,960494230.3176,4.4,5210647.2,3803761,147.54,1250.0,5300584
