analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
46034.0,20427.18999,15716537297.999998,19.34,89298000.0,3803875,147.54,1250.0,5300584
40937.0,20427.18999,766660.3559999999,8.95,4356.0,5203987,147.54,1250.0,5300584
53325.53142,20427.18999,1088657.7055199998,0.92,6185.52,3703937,147.54,1250.0,5300584
55142.0,20427.18999,88000.49999999999,55.1,500.0,3607293,147.54,1250.0,5300584
40912.0,20427.18999,766660.3559999999,11.61,4356.0,3703879,147.54,1250.0,5300584
53340.0,20427.18999,23766471.036,3.65,135036.0,5103517,147.54,1250.0,5300584
40922.0,20427.18999,1533320.7119999998,6.59,8712.0,5204014,147.54,1250.0,5300584
45776.0,20427.18999,17600.1,0.0,100.0,3802114,147.54,1250.0,5300584
55070.0,20427.18999,126544.71899999998,5.29,719.0,3701412,147.54,1250.0,5300584
55067.0,20427.18999,1226656.5695999998,7.08,6969.6,3703984,147.54,1250.0,5300584
53325.49095,20427.18999,6516613.025999999,1.41,37026.0,3703914,147.54,1250.0,5300584
53461.0,20427.18999,61332828.47999999,8.35,348480.0,5003671,147.54,1250.0,5300584
51134.49308,20427.18999,71299413.108,8.13,405108.0,5304043,147.54,1250.0,5300584
41045.0,20427.18999,8049933.737999999,0.0,45738.0,5104019,147.54,1250.0,5300584
49308.4885,20427.18999,95065884.144,0.47,540144.0,3603662,147.54,1250.0,5300584
41050.0,20427.18999,766660.3559999999,1.0,4356.0,3703855,147.54,1250.0,5300584
41199.1897,20427.18999,170505263.17439997,9.33,968774.4,5303952,147.54,1250.0,5300584
53543.0,20427.18999,22999810.679999996,32.36,130680.0,3703909,147.54,1250.0,5300584
49308.45168,20427.18999,38333017.8,248.77,217800.0,5103746,147.54,1250.0,5300584
40884.0,20427.18999,766660.3559999999,11.62,4356.0,3703859,147.54,1250.0,5300584
45863.0,20427.18999,21083159.789999995,2.23,119790.0,5304017,147.54,1250.0,5300584
46020.42575,20427.18999,1303322605.1999998,5.64,7405200.0,5103732,147.54,1250.0,5300584
49308.42613,20427.18999,103499148.05999999,7.65,588060.0,5104010,147.54,1250.0,5300584
40221.0,20427.18999,5366622.492,3.19,30492.0,5104021,147.54,1250.0,5300584
53325.50829,20427.18999,2759977.2816,3.66,15681.6,3703891,147.54,1250.0,5300584
40478.0,20427.18999,766660.3559999999,1.34,4356.0,3703840,147.54,1250.0,5300584
55152.48819,20427.18999,65166130.25999999,3.93,370260.0,5103539,147.54,1250.0,5300584
40785.0,20427.18999,10705645211.183998,58.62,60827184.0,3603542,147.54,1250.0,5300584
53325.52807,20427.18999,13186558.123199997,30.22,74923.2,3703894,147.54,1250.0,5300584
45943.0,20427.18999,298997538.84,283.81,1698840.0,5104047,147.54,1250.0,5300584
49308.44803,20427.18999,400196705.83199996,0.33,2273832.0,5103745,147.54,1250.0,5300584
53325.52868,20427.18999,5280.029999999999,8.05,30.0,3600776,147.54,1250.0,5300584
41199.20666,20427.18999,80652669.4512,3.35,458251.2,5303998,147.54,1250.0,5300584
45655.43802,20427.18999,22999810.679999996,282.27,130680.0,5104038,147.54,1250.0,5300584
54969.0,20427.18999,7666603.559999999,0.55,43560.0,3603679,147.54,1250.0,5300584
41393.0,20427.18999,25836453.997199997,0.18,146797.2,5104013,147.54,1250.0,5300584
53680.0,20427.18999,155785384.33919996,4.06,885139.2,5003620,147.54,1250.0,5300584
54786.54603,20427.18999,30666414.239999995,0.31,174240.0,3603678,147.54,1250.0,5300584
41531.0,20427.18999,766660.3559999999,3.9,4356.0,3703829,147.54,1250.0,5300584
45410.0,20427.18999,191665088.99999997,5.12,1089000.0,5303542,147.54,1250.0,5300584
41551.0,20427.18999,29133093.527999997,1.76,165528.0,5104023,147.54,1250.0,5300584
49451.0,20427.18999,2464.0139999999997,3.53,14.0,5000762,147.54,1250.0,5300584
41684.0,20427.18999,1533320.7119999998,3.9,8712.0,3703830,147.54,1250.0,5300584
53691.42367999999,20427.18999,38333017.8,10.82,217800.0,5303513,147.54,1250.0,5300584
54786.53842999999,20427.18999,22999810.679999996,0.96,130680.0,5103536,147.54,1250.0,5300584
49490.0,20427.18999,15333207.119999997,30.13,87120.0,5003659,147.54,1250.0,5300584
41707.0,20427.18999,766660.3559999999,3.5,4356.0,3703817,147.54,1250.0,5300584
45290.45144,20427.18999,6445.156619999999,3.57,36.62,3600709,147.54,1250.0,5300584
50961.0,20427.18999,3520.0199999999995,6.37,20.0,5102070,147.54,1250.0,5300584
53691.46751,20427.18999,38333017.8,2.17,217800.0,5303509,147.54,1250.0,5300584
41799.0,20427.18999,766660.3559999999,2.19,4356.0,3703856,147.54,1250.0,5300584
45512.0,20427.18999,45999621.35999999,0.32,261360.0,3603592,147.54,1250.0,5300584
53656.0,20427.18999,38333017.8,0.79,217800.0,5302027,147.54,1250.0,5300584
41199.21147,20427.18999,3800872046.9411993,12.92,21595741.2,5303988,147.54,1250.0,5300584
49403.0,20427.18999,4768627414.32,10.86,27094320.0,5000617,147.54,1250.0,5300584
53559.0,20427.18999,15793203.3336,10.04,89733.6,5103515,147.54,1250.0,5300584
41199.21783,20427.18999,249931276.05599996,2.92,1420056.0,5303989,147.54,1250.0,5300584
49308.49216,20427.18999,19166508.9,1.01,108900.0,3603668,147.54,1250.0,5300584
41199.23559,20427.18999,325447321.122,3.73,1849122.0,5303976,147.54,1250.0,5300584
53596.0,20427.18999,1709652.5938799996,0.91,9713.88,3703939,147.54,1250.0,5300584
51134.44925,20427.18999,59416177.58999999,7.97,337590.0,5304042,147.54,1250.0,5300584
41199.32292,20427.18999,190438432.43039995,5.04,1082030.4,5303983,147.54,1250.0,5300584
53624.0,20427.18999,22999810.679999996,32.36,130680.0,3703908,147.54,1250.0,5300584
41231.0,20427.18999,3833301.7799999993,10.76,21780.0,3703882,147.54,1250.0,5300584
