analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
48212.47755,20427.18999,4601418390.7956,4.5,22519213.2,5003645,147.54,1250.0,5300584
44925.42542,20427.18999,17623476.0504,15.81,86248.8,3703591,147.54,1250.0,5300584
37465.0,20427.18999,28974863783.4084,17.8,141802174.8,5303971,147.54,1250.0,5300584
44925.44528,20427.18999,7352015.76648,7.86,35980.56,5304019,147.54,1250.0,5300584
37482.0,20427.18999,2860.662,1.42,14.0,5300662,147.54,1250.0,5300584
37494.0,20427.18999,4495.326,3.97,22.0,5300595,147.54,1250.0,5300584
37566.33146,20427.18999,232843501.75680003,8.09,1139529.6,5103661,147.54,1250.0,5300584
44925.43464,20427.18999,204717146.04,0.0,1001880.0,5003653,147.54,1250.0,5300584
37566.36808,20427.18999,544725623.376,1.97,2665872.0,5103660,147.54,1250.0,5300584
44925.42885,20427.18999,160213418.64,3.18,784080.0,5304014,147.54,1250.0,5300584
37837.0,20427.18999,3015.9550799999997,3.3,14.76,5200632,147.54,1250.0,5300584
48827.0,20427.18999,17801490.96,42.22,87120.0,3601100,147.54,1250.0,5300584
37202.0,20427.18999,3064.995,10.27,15.0,5300754,147.54,1250.0,5300584
37905.0,20427.18999,2864259895.4639997,5.93,14017608.0,5103694,147.54,1250.0,5300584
48832.0,20427.18999,2937246.0083999997,2.12,14374.8,3703756,147.54,1250.0,5300584
46980.0,20427.18999,125856541.0872,12.25,615938.4,5103713,147.54,1250.0,5300584
47023.0,20427.18999,73253135.3004,8.49,358498.8,5103730,147.54,1250.0,5300584
48942.35064,20427.18999,133511182.2,9.24,653400.0,3703665,147.54,1250.0,5300584
47086.0,20427.18999,338228328.24,0.41,1655280.0,3703627,147.54,1250.0,5300584
30894.300710000003,20427.18999,5874492.016799999,5.26,28749.6,3703524,147.54,1250.0,5300584
30894.29746,20427.18999,3111.99159,3.96,15.23,3700682,147.54,1250.0,5300584
48942.47664,20427.18999,17801490.96,1.51,87120.0,5303955,147.54,1250.0,5300584
37446.0,20427.18999,2200976342.2944,5.95,10771516.8,5303966,147.54,1250.0,5300584
37177.0,20427.18999,17000423.866800003,291.1,83199.6,5103682,147.54,1250.0,5300584
47105.0,20427.18999,3133062408.96,7.56,15333120.0,3703608,147.54,1250.0,5300584
31393.23745,20427.18999,2171781897.12,3.34,10628640.0,5003606,147.54,1250.0,5300584
36718.0,20427.18999,6129.99,6.46,30.0,3700683,147.54,1250.0,5300584
31393.312060000004,20427.18999,5006.1585,6.6,24.5,5000601,147.54,1250.0,5300584
45290.35239,20427.18999,37828168290.0,18.41,185130000.0,3603575,147.54,1250.0,5300584
46751.43716,20427.18999,97908200.28,10.6,479160.0,5003650,147.54,1250.0,5300584
31393.30163,20427.18999,536002892.80560005,5.34,2623183.2,5003637,147.54,1250.0,5300584
48577.4739,20427.18999,2719177744.14,3.97,13307580.0,5003618,147.54,1250.0,5300584
31393.29065,20427.18999,2136178915.2,4.92,10454400.0,5003627,147.54,1250.0,5300584
46751.4529,20427.18999,40053354.66,19.3,196020.0,5103740,147.54,1250.0,5300584
36730.0,20427.18999,3064.995,6.46,15.0,3700684,147.54,1250.0,5300584
31393.26176,20427.18999,595370865.1572,4.05,2913728.4,5003643,147.54,1250.0,5300584
48577.4767,20427.18999,53404472.88,1.41,261360.0,3603624,147.54,1250.0,5300584
45290.0,20427.18999,890074.548,7.74,4356.0,5003677,147.54,1250.0,5300584
31359.0,20427.18999,833439104510.76,2.22,4078827720.0,5103709,147.54,1250.0,5300584
46751.46211,20427.18999,20433.3,257.52,100.0,5104700,147.54,1250.0,5300584
31272.0,20427.18999,38823.27,18.46,190.0,3604923,147.54,1250.0,5300584
36801.0,20427.18999,69870852.018,0.71,341946.0,3603545,147.54,1250.0,5300584
45290.18263,20427.18999,89007454.8,8.94,435600.0,5203971,147.54,1250.0,5300584
46883.0,20427.18999,10216.65,42.78,50.0,3702042,147.54,1250.0,5300584
31258.0,20427.18999,4839851560713.84,266.45,23686098480.0,5104055,147.54,1250.0,5300584
37061.0,20427.18999,44948764.674,2.26,219978.0,5003641,147.54,1250.0,5300584
31175.0,20427.18999,526301080.23239994,200.7,2575702.8,5203946,147.54,1250.0,5300584
30894.29745,20427.18999,8429005969.559999,22.2,41251320.0,3703520,147.54,1250.0,5300584
38236.0,20427.18999,31250517380.28,19.64,152939160.0,5101070,147.54,1250.0,5300584
30180.19612,20427.18999,1196616222.3312001,8.86,5856206.4,5303991,147.54,1250.0,5300584
44712.0,20427.18999,52336383.4224,2.5,256132.8,3703606,147.54,1250.0,5300584
49308.45168,20427.18999,44503727.4,248.77,217800.0,5103746,147.54,1250.0,5300584
30870.1401,20427.18999,132265077.8328,2.12,647301.6,5103683,147.54,1250.0,5300584
38753.35914,20427.18999,2447.90934,42.26,11.98,3700613,147.54,1250.0,5300584
49308.4885,20427.18999,110369243.95199999,0.47,540144.0,3603662,147.54,1250.0,5300584
30194.15523,20427.18999,160925478.2784,5.26,787564.8,3703524,147.54,1250.0,5300584
47116.46933,20427.18999,4895410.0139999995,16.76,23958.0,3603614,147.54,1250.0,5300584
38753.36675,20427.18999,2451.996,1.4,12.0,3700835,147.54,1250.0,5300584
30184.29584,20427.18999,3745.4238899999996,3.57,18.33,3600709,147.54,1250.0,5300584
30870.2208,20427.18999,134401256.748,6.94,657756.0,5103714,147.54,1250.0,5300584
30184.29071,20427.18999,8173.32,0.41,40.0,3604689,147.54,1250.0,5300584
38753.37094,20427.18999,1816642152.468,6.3,8890596.0,3703513,147.54,1250.0,5300584
47254.0,20427.18999,11646.981,5.74,57.0,5102039,147.54,1250.0,5300584
30184.23526,20427.18999,3494.0943,28.69,17.1,3600660,147.54,1250.0,5300584
49308.49216,20427.18999,22251863.7,1.01,108900.0,3603668,147.54,1250.0,5300584
44559.44315,20427.18999,53404472.88,2.86,261360.0,5304013,147.54,1250.0,5300584
30184.21915,20427.18999,3269.328,4.84,16.0,3604685,147.54,1250.0,5300584
38753.37375,20427.18999,3064.995,21.44,15.0,3700848,147.54,1250.0,5300584
44559.43736,20427.18999,35602981.92,9.51,174240.0,5003654,147.54,1250.0,5300584
38753.35215,20427.18999,572317934.364,7.52,2800908.0,5303999,147.54,1250.0,5300584
49308.44803,20427.18999,464618914.056,0.33,2273832.0,5103745,147.54,1250.0,5300584
30894.293910000004,20427.18999,6129.99,7.14,30.0,3704641,147.54,1250.0,5300584
38593.0,20427.18999,20204692.2396,5.33,98881.2,5103652,147.54,1250.0,5300584
44925.41272,20427.18999,133511182.2,42.74,653400.0,3603583,147.54,1250.0,5300584
30894.2934,20427.18999,8989752.934799999,5.26,43995.6,3703524,147.54,1250.0,5300584
48942.48884,20427.18999,153982896.804,263.42,753588.0,5104052,147.54,1250.0,5300584
30894.29013,20427.18999,17368.305,2.2,85.0,3704648,147.54,1250.0,5300584
47116.2221,20427.18999,441654990.71760005,5.66,2161447.2,5003648,147.54,1250.0,5300584
30894.280110000003,20427.18999,4172.47986,21.6,20.42,3700642,147.54,1250.0,5300584
49216.0,20427.18999,388250517.8376,5.66,1900087.2,5003648,147.54,1250.0,5300584
47116.23375,20427.18999,4601418390.7956,4.5,22519213.2,5003645,147.54,1250.0,5300584
30894.26783,20427.18999,79928694.4104,5.26,391168.8,3703524,147.54,1250.0,5300584
47116.32797,20427.18999,394837069.4928,7.56,1932321.6,3703608,147.54,1250.0,5300584
30894.265710000003,20427.18999,2417.25939,21.44,11.83,3700848,147.54,1250.0,5300584
49308.39659,20427.18999,267022364.4,6.71,1306800.0,5103747,147.54,1250.0,5300584
44925.39993,20427.18999,6675559.11,216.2,32670.0,5203967,147.54,1250.0,5300584
49308.42613,20427.18999,120160063.98,7.65,588060.0,5104010,147.54,1250.0,5300584
30894.180610000003,20427.18999,2435.64936,36.6,11.92,3700658,147.54,1250.0,5300584
30894.17657,20427.18999,2689.02228,2.12,13.16,3700560,147.54,1250.0,5300584
38753.30942,20427.18999,231419382.48,3.0,1132560.0,5303963,147.54,1250.0,5300584
31566.0,20427.18999,11238.315,18.46,55.0,3604923,147.54,1250.0,5300584
46751.38928,20427.18999,1459722.25872,0.2,7143.84,5304015,147.54,1250.0,5300584
36524.0,20427.18999,356029819.2,5.53,1742400.0,5303562,147.54,1250.0,5300584
45512.0,20427.18999,53404472.88,0.32,261360.0,3603592,147.54,1250.0,5300584
