analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
40221.0,20427.18999,6494796.0,3.19,30492.0,5104021,147.54,1250.0,5300584
47116.32797,20427.18999,411584500.8,7.56,1932321.6,3703608,147.54,1250.0,5300584
47116.23375,20427.18999,4796592411.599999,4.5,22519213.2,5003645,147.54,1250.0,5300584
47116.2221,20427.18999,460388253.6,5.66,2161447.2,5003648,147.54,1250.0,5300584
30870.1401,20427.18999,137875240.79999998,2.12,647301.6,5103683,147.54,1250.0,5300584
47105.0,20427.18999,3265954560.0,7.56,15333120.0,3703608,147.54,1250.0,5300584
47086.0,20427.18999,352574640.0,0.41,1655280.0,3703627,147.54,1250.0,5300584
30870.2208,20427.18999,140102028.0,6.94,657756.0,5103714,147.54,1250.0,5300584
47023.0,20427.18999,76360244.39999999,8.49,358498.8,5103730,147.54,1250.0,5300584
46980.0,20427.18999,131194879.2,12.25,615938.4,5103713,147.54,1250.0,5300584
30894.17657,20427.18999,2803.08,2.12,13.16,3700560,147.54,1250.0,5300584
54786.54692000001,20427.18999,2319570.0,1.36,10890.0,5303568,147.54,1250.0,5300584
30894.180610000003,20427.18999,2538.96,36.6,11.92,3700658,147.54,1250.0,5300584
46883.0,20427.18999,10650.0,42.78,50.0,3702042,147.54,1250.0,5300584
30894.265710000003,20427.18999,2519.79,21.44,11.83,3700848,147.54,1250.0,5300584
30894.26783,20427.18999,83318954.39999999,5.26,391168.8,3703524,147.54,1250.0,5300584
46751.46211,20427.18999,21300.0,257.52,100.0,5104700,147.54,1250.0,5300584
30194.15523,20427.18999,167751302.4,5.26,787564.8,3703524,147.54,1250.0,5300584
30184.29584,20427.18999,3904.2899999999995,3.57,18.33,3600709,147.54,1250.0,5300584
46751.4529,20427.18999,41752260.0,19.3,196020.0,5103740,147.54,1250.0,5300584
47504.0,20427.18999,37113120.0,1.89,174240.0,3703718,147.54,1250.0,5300584
55152.54301,20427.18999,103916736.0,3.75,487872.0,5103550,147.54,1250.0,5300584
54056.52852000001,20427.18999,248657904.0,0.0,1167408.0,5103526,147.54,1250.0,5300584
47609.0,20427.18999,3834.0,0.02,18.0,5302006,147.54,1250.0,5300584
55152.52017,20427.18999,23659614.0,0.8,111078.0,3704065,147.54,1250.0,5300584
53624.0,20427.18999,27834840.0,32.36,130680.0,3703908,147.54,1250.0,5300584
47602.0,20427.18999,42600.0,257.52,200.0,5104700,147.54,1250.0,5300584
47558.0,20427.18999,1109867853.6000001,4.4,5210647.2,3803761,147.54,1250.0,5300584
55152.48819,20427.18999,78865380.0,3.93,370260.0,5103539,147.54,1250.0,5300584
55067.0,20427.18999,1484524.8,7.08,6969.6,3703984,147.54,1250.0,5300584
47481.46538,20427.18999,37113120.0,9.15,174240.0,3703630,147.54,1250.0,5300584
47481.46173,20427.18999,2556.0,10.27,12.0,5300704,147.54,1250.0,5300584
29531.0,20427.18999,927828.0,1.0,4356.0,3703842,147.54,1250.0,5300584
47478.0,20427.18999,398966040.0,0.66,1873080.0,3703616,147.54,1250.0,5300584
47450.0,20427.18999,74226240.0,0.97,348480.0,5103716,147.54,1250.0,5300584
47254.0,20427.18999,12141.0,5.74,57.0,5102039,147.54,1250.0,5300584
30180.19612,20427.18999,1247371963.2,8.86,5856206.4,5303991,147.54,1250.0,5300584
55070.0,20427.18999,153147.0,5.29,719.0,3701412,147.54,1250.0,5300584
30894.280110000003,20427.18999,4349.46,21.6,20.42,3700642,147.54,1250.0,5300584
30894.29013,20427.18999,18105.0,2.2,85.0,3704648,147.54,1250.0,5300584
20676.13818,20427.18999,2343.0,236.23,11.0,5100763,147.54,1250.0,5300584
46751.43716,20427.18999,102061080.0,10.6,479160.0,5003650,147.54,1250.0,5300584
54786.39446,20427.18999,4639140.0,32.36,21780.0,3703983,147.54,1250.0,5300584
46020.44375,20427.18999,74226240.0,2.98,348480.0,5103726,147.54,1250.0,5300584
54786.35276,20427.18999,11133936.0,1.15,52272.0,5103535,147.54,1250.0,5300584
46020.43584,20427.18999,46391400.0,2.96,217800.0,5103725,147.54,1250.0,5300584
46020.42575,20427.18999,1577307600.0,5.64,7405200.0,5103732,147.54,1250.0,5300584
54786.17657,20427.18999,1205248572.0,30.83,5658444.0,3701300,147.54,1250.0,5300584
45943.0,20427.18999,361852920.0,283.81,1698840.0,5104047,147.54,1250.0,5300584
45863.0,20427.18999,25515270.0,2.23,119790.0,5304017,147.54,1250.0,5300584
45776.0,20427.18999,21300.0,0.0,100.0,3802114,147.54,1250.0,5300584
54699.0,20427.18999,46391400.0,4.22,217800.0,5103537,147.54,1250.0,5300584
45655.43802,20427.18999,27834840.0,282.27,130680.0,5104038,147.54,1250.0,5300584
54663.0,20427.18999,92782800.0,9.21,435600.0,3704078,147.54,1250.0,5300584
54617.0,20427.18999,97421940.0,222.2,457380.0,5303588,147.54,1250.0,5300584
45410.0,20427.18999,231957000.0,5.12,1089000.0,5303542,147.54,1250.0,5300584
53691.42367999999,20427.18999,46391400.0,10.82,217800.0,5303513,147.54,1250.0,5300584
45290.45144,20427.18999,7800.0599999999995,3.57,36.62,3600709,147.54,1250.0,5300584
45290.37805,20427.18999,83504520.0,1.29,392040.0,5104048,147.54,1250.0,5300584
45290.36645,20427.18999,9278280.0,0.62,43560.0,3603582,147.54,1250.0,5300584
46020.4479,20427.18999,48154273.199999996,0.6,226076.4,3703601,147.54,1250.0,5300584
46034.0,20427.18999,19020474000.0,19.34,89298000.0,3803875,147.54,1250.0,5300584
53680.0,20427.18999,188534649.6,4.06,885139.2,5003620,147.54,1250.0,5300584
46593.0,20427.18999,2556.0,11.69,12.0,3702043,147.54,1250.0,5300584
30894.2934,20427.18999,9371062.799999999,5.26,43995.6,3703524,147.54,1250.0,5300584
46751.38928,20427.18999,1521637.92,0.2,7143.84,5304015,147.54,1250.0,5300584
30894.293910000004,20427.18999,6390.0,7.14,30.0,3704641,147.54,1250.0,5300584
54786.53842999999,20427.18999,27834840.0,0.96,130680.0,5103536,147.54,1250.0,5300584
46749.0,20427.18999,313234732.8,19.57,1470585.6,5103739,147.54,1250.0,5300584
