analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
42242.0,20427.18999,411873225.192,1.86,1863679.7519999999,5203940,147.54,1250.0,5300584
30894.300710000003,20427.18999,6353661.6,5.26,28749.6,3703524,147.54,1250.0,5300584
35621.0,20427.18999,1869420524.4,28.73,8458916.4,5303961,147.54,1250.0,5300584
35404.0,20427.18999,872762061.6,1.68,3949149.6,5303982,147.54,1250.0,5300584
47086.0,20427.18999,365816880.0,0.41,1655280.0,3703627,147.54,1250.0,5300584
35238.0,20427.18999,2432470463280.0,44.67,11006653680.0,3604512,147.54,1250.0,5300584
35016.0,20427.18999,211788720.0,6.1,958320.0,3603537,147.54,1250.0,5300584
34762.3464,20427.18999,986742900.0,4.03,4464900.0,5000770,147.54,1250.0,5300584
34762.34553,20427.18999,18030921480.0,13.11,81587880.0,5003629,147.54,1250.0,5300584
34762.33466,20427.18999,4157797644.0,52.88,18813564.0,5003623,147.54,1250.0,5300584
47105.0,20427.18999,3388619520.0,7.56,15333120.0,3703608,147.54,1250.0,5300584
34762.14397,20427.18999,34078730.4,2.77,154202.4,5003640,147.54,1250.0,5300584
34648.0,20427.18999,1033432686.0,4.41,4676166.0,5003632,147.54,1250.0,5300584
47116.2221,20427.18999,477679831.20000005,5.66,2161447.2,5003648,147.54,1250.0,5300584
47116.23375,20427.18999,4976746117.2,4.5,22519213.2,5003645,147.54,1250.0,5300584
47116.32797,20427.18999,427043073.6,7.56,1932321.6,3703608,147.54,1250.0,5300584
48577.3141,20427.18999,110707740.0,263.68,500940.0,5104053,147.54,1250.0,5300584
34241.236789999995,20427.18999,3124.94,2.25,14.14,5100546,147.54,1250.0,5300584
34241.18263,20427.18999,3978.0,236.23,18.0,5100763,147.54,1250.0,5300584
47116.46933,20427.18999,5294718.0,16.76,23958.0,3603614,147.54,1250.0,5300584
33799.0,20427.18999,61611264.0,7.92,278784.0,3603692,147.54,1250.0,5300584
33466.0,20427.18999,901738609.2,2.33,4080265.2,3603571,147.54,1250.0,5300584
33433.3315,20427.18999,1857964680.0,2.15,8407080.0,5103693,147.54,1250.0,5300584
33433.33149,20427.18999,2437.6299999999997,240.53,11.03,5100629,147.54,1250.0,5300584
33289.0,20427.18999,2864.1600000000003,5.77,12.96,3601058,147.54,1250.0,5300584
33094.0,20427.18999,4123526378.3999996,4.56,18658490.4,3603569,147.54,1250.0,5300584
33070.0,20427.18999,13757.25,13.51,62.25,5000606,147.54,1250.0,5300584
33063.12023,20427.18999,5304.0,236.23,24.0,5100763,147.54,1250.0,5300584
35645.0,20427.18999,140550696.0,5.13,635976.0,3603549,147.54,1250.0,5300584
35686.0,20427.18999,2828.8,24.25,12.8,5300621,147.54,1250.0,5300584
35702.0,20427.18999,1746583066.8,8.55,7903090.8,5203939,147.54,1250.0,5300584
36801.0,20427.18999,75570066.0,0.71,341946.0,3603545,147.54,1250.0,5300584
46599.0,20427.18999,5487253.2,0.47,24829.2,3703607,147.54,1250.0,5300584
46631.0,20427.18999,240669000.0,7.3,1089000.0,3703595,147.54,1250.0,5300584
46749.0,20427.18999,324999417.6,19.57,1470585.6,5103739,147.54,1250.0,5300584
46751.38928,20427.18999,1578788.6400000001,0.2,7143.84,5304015,147.54,1250.0,5300584
37494.0,20427.18999,4862.0,3.97,22.0,5300595,147.54,1250.0,5300584
46751.43716,20427.18999,105894360.0,10.6,479160.0,5003650,147.54,1250.0,5300584
37482.0,20427.18999,3094.0,1.42,14.0,5300662,147.54,1250.0,5300584
37465.0,20427.18999,31338280630.800003,17.8,141802174.8,5303971,147.54,1250.0,5300584
37446.0,20427.18999,2380505212.8,5.95,10771516.8,5303966,147.54,1250.0,5300584
46751.4529,20427.18999,43320420.0,19.3,196020.0,5103740,147.54,1250.0,5300584
37202.0,20427.18999,3315.0,10.27,15.0,5300754,147.54,1250.0,5300584
37177.0,20427.18999,18387111.6,291.1,83199.6,5103682,147.54,1250.0,5300584
37061.0,20427.18999,48615138.0,2.26,219978.0,5003641,147.54,1250.0,5300584
46751.46211,20427.18999,22100.0,257.52,100.0,5104700,147.54,1250.0,5300584
47023.0,20427.18999,79228234.8,8.49,358498.8,5103730,147.54,1250.0,5300584
36730.0,20427.18999,3315.0,6.46,15.0,3700684,147.54,1250.0,5300584
36718.0,20427.18999,6630.0,6.46,30.0,3700683,147.54,1250.0,5300584
