analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
32075.22262,20427.18999,2718039891.6,2.97,15184580.4,3603548,147.54,1250.0,5300584
52033.0,20427.18999,495904464.0,8.94,2770416.0,5203982,147.54,1250.0,5300584
55152.48819,20427.18999,66276540.0,3.93,370260.0,5103539,147.54,1250.0,5300584
56970.0,20427.18999,11695860.0,222.54,65340.0,5303641,147.54,1250.0,5300584
38753.36675,20427.18999,2148.0,1.4,12.0,3700835,147.54,1250.0,5300584
23542.0,20427.18999,30487208.400000002,4.28,170319.6,5103677,147.54,1250.0,5300584
47481.46173,20427.18999,2148.0,10.27,12.0,5300704,147.54,1250.0,5300584
23802.2374,20427.18999,4958.3,3.41,27.7,3700539,147.54,1250.0,5300584
53691.531720000006,20427.18999,109161360.0,7.25,609840.0,5303518,147.54,1250.0,5300584
38753.37094,20427.18999,1591416684.0,6.3,8890596.0,3703513,147.54,1250.0,5300584
42557.0,20427.18999,419647456.8,6.55,2344399.2,5303972,147.54,1250.0,5300584
52000.0,20427.18999,35867304.0,3.61,200376.0,5304051,147.54,1250.0,5300584
23531.0,20427.18999,193527496.79999998,6.32,1081159.2,5103656,147.54,1250.0,5300584
38753.37375,20427.18999,2685.0,21.44,15.0,3700848,147.54,1250.0,5300584
42618.0,20427.18999,195554779.20000002,13.7,1092484.8,5303979,147.54,1250.0,5300584
38753.35914,20427.18999,2144.42,42.26,11.98,3700613,147.54,1250.0,5300584
23454.22207,20427.18999,311889600.0,7.5,1742400.0,5103680,147.54,1250.0,5300584
29022.25372,20427.18999,871731432.0,5.61,4870008.0,3604626,147.54,1250.0,5300584
38593.0,20427.18999,17699734.8,5.33,98881.2,5103652,147.54,1250.0,5300584
55070.0,20427.18999,128701.0,5.29,719.0,3701412,147.54,1250.0,5300584
52067.0,20427.18999,58479300.0,25.39,326700.0,5101245,147.54,1250.0,5300584
