analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
47670.0,31258.0,597863178.0,1.41,2178000.0,3603624,266.45,23686098480.0,5104055
51499.49093,31258.0,20925211.229999997,0.51,76230.0,3603656,266.45,23686098480.0,5104055
53225.0,31258.0,478290542.4,36.51,1742400.0,3603652,266.45,23686098480.0,5104055
49581.0,31258.0,38263243.392,1.25,139392.0,3603669,266.45,23686098480.0,5104055
52595.47847,31258.0,89679476.69999999,0.31,326700.0,3603685,266.45,23686098480.0,5104055
56613.53112000001,31258.0,17935895.34,1.31,65340.0,3603539,266.45,23686098480.0,5104055
49673.47786,31258.0,635408985.5783999,0.62,2314778.4,3603625,266.45,23686098480.0,5104055
52595.47634,31258.0,23914527.119999997,31.08,87120.0,3603673,266.45,23686098480.0,5104055
49746.0,31258.0,8784.032,49.01,32.0,3602037,266.45,23686098480.0,5104055
48212.40754,31258.0,298931589.0,39.97,1089000.0,3603636,266.45,23686098480.0,5104055
55152.54756,31258.0,35871790.68,0.08,130680.0,3603691,266.45,23686098480.0,5104055
52595.43829,31258.0,13152989.916,0.32,47916.0,3603684,266.45,23686098480.0,5104055
50038.48023,31258.0,3670879912.9199996,56.47,13372920.0,3601044,266.45,23686098480.0,5104055
32309.0,31258.0,1877290378.9199998,1.79,6838920.0,3603565,266.45,23686098480.0,5104055
44194.3068,31258.0,201240745.7148,0.82,733114.8,3603596,266.45,23686098480.0,5104055
32075.30102,31258.0,3401.0673899999997,1.56,12.39,3600649,266.45,23686098480.0,5104055
56978.26467999999,31258.0,179358953.39999998,42.74,653400.0,3603583,266.45,23686098480.0,5104055
53935.0,31258.0,43046148.816,4.78,156816.0,3603694,266.45,23686098480.0,5104055
56978.56752999999,31258.0,2511025347.6,18.41,9147600.0,3603575,266.45,23686098480.0,5104055
32075.2366,31258.0,6039.021999999999,1.56,22.0,3600649,266.45,23686098480.0,5104055
44559.4266,31258.0,50220506.95199999,64.43,182952.0,3603595,266.45,23686098480.0,5104055
49563.0,31258.0,23914527.119999997,4.78,87120.0,3603694,266.45,23686098480.0,5104055
44925.41272,31258.0,179358953.39999998,42.74,653400.0,3603583,266.45,23686098480.0,5104055
52133.0,31258.0,31328030.527199995,0.5,114127.2,3603659,266.45,23686098480.0,5104055
35915.0,31258.0,3294.0119999999997,32.49,12.0,3600780,266.45,23686098480.0,5104055
35927.0,31258.0,25588544018.399998,64.36,93218400.0,3603570,266.45,23686098480.0,5104055
35238.0,31258.0,3021337441813.6797,44.67,11006653680.0,3604512,266.45,23686098480.0,5104055
35929.0,31258.0,4117.514999999999,33.99,15.0,3600671,266.45,23686098480.0,5104055
48827.0,31258.0,23914527.119999997,42.22,87120.0,3601100,266.45,23686098480.0,5104055
48577.4767,31258.0,71743581.36,1.41,261360.0,3603624,266.45,23686098480.0,5104055
56063.0,31258.0,6456922.3224,0.52,23522.4,3603645,266.45,23686098480.0,5104055
45512.0,31258.0,71743581.36,0.32,261360.0,3603592,266.45,23686098480.0,5104055
46034.0,31258.0,24512390297.999996,19.34,89298000.0,3803875,266.45,23686098480.0,5104055
51361.0,31258.0,59786317.8,0.96,217800.0,3603672,266.45,23686098480.0,5104055
