analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
54786.17657,33023.28989,526235292.0,30.83,5658444.0,3701300,147.54,158.0,5300584
38753.37375,33023.28989,1395.0,21.44,15.0,3700848,147.54,158.0,5300584
39095.38998,33023.28989,379330977960.0,2.22,4078827720.0,5103709,147.54,158.0,5300584
48339.0,33023.28989,324086400.0,2.67,3484800.0,5003655,147.54,158.0,5300584
39095.3698,33023.28989,141301670.4,3.9,1519372.8,5104020,147.54,158.0,5300584
39095.36174,33023.28989,348879009.6,1.42,3751387.2,5104012,147.54,158.0,5300584
48485.0,33023.28989,466643905.20000005,43.8,5017676.4,5003651,147.54,158.0,5300584
39095.3564,33023.28989,151307838.0,3.42,1626966.0,5103752,147.54,158.0,5300584
39095.29887,33023.28989,79806276.0,5.46,858132.0,5104024,147.54,158.0,5300584
48577.3141,33023.28989,46587420.0,263.68,500940.0,5104053,147.54,158.0,5300584
38753.37919,33023.28989,4092.0,3.28,44.0,3701290,147.54,158.0,5300584
38753.37912,33023.28989,1698.18,38.99,18.26,3700708,147.54,158.0,5300584
38753.3752,33023.28989,178205793876.0,13.87,1916191332.0,3704516,147.54,158.0,5300584
48577.4042,33023.28989,4861296.0,15.25,52272.0,3703695,147.54,158.0,5300584
48212.47999,33023.28989,60766200.0,1.28,653400.0,3603635,147.54,158.0,5300584
38753.37094,33023.28989,826825428.0,6.3,8890596.0,3703513,147.54,158.0,5300584
38753.36675,33023.28989,1116.0,1.4,12.0,3700835,147.54,158.0,5300584
48577.4739,33023.28989,1237604940.0,3.97,13307580.0,5003618,147.54,158.0,5300584
38753.35914,33023.28989,1114.14,42.26,11.98,3700613,147.54,158.0,5300584
38753.35215,33023.28989,260484444.0,7.52,2800908.0,5303999,147.54,158.0,5300584
48577.4767,33023.28989,24306480.0,1.41,261360.0,3603624,147.54,158.0,5300584
38753.30942,33023.28989,105328080.0,3.0,1132560.0,5303963,147.54,158.0,5300584
48827.0,33023.28989,8102160.0,42.22,87120.0,3601100,147.54,158.0,5300584
38593.0,33023.28989,9195951.6,5.33,98881.2,5103652,147.54,158.0,5300584
38236.0,33023.28989,14223341880.0,19.64,152939160.0,5101070,147.54,158.0,5300584
48832.0,33023.28989,1336856.4,2.12,14374.8,3703756,147.54,158.0,5300584
39254.22423,33023.28989,6591107160.0,16.44,70872120.0,5004600,147.54,158.0,5300584
39263.0,33023.28989,10127700.0,7.87,108900.0,5104029,147.54,158.0,5300584
47888.0,33023.28989,8102160.0,2.12,87120.0,3703751,147.54,158.0,5300584
40922.0,33023.28989,810216.0,6.59,8712.0,5204014,147.54,158.0,5300584
41199.23559,33023.28989,171968346.0,3.73,1849122.0,5303976,147.54,158.0,5300584
47921.0,33023.28989,18229860.0,15.28,196020.0,5103750,147.54,158.0,5300584
41199.21783,33023.28989,132065208.0,2.92,1420056.0,5303989,147.54,158.0,5300584
41199.21147,33023.28989,2008403931.6,12.92,21595741.2,5303988,147.54,158.0,5300584
41199.20666,33023.28989,42617361.6,3.35,458251.2,5303998,147.54,158.0,5300584
41199.1897,33023.28989,90096019.2,9.33,968774.4,5303952,147.54,158.0,5300584
48212.39993,33023.28989,293703300.0,281.45,3158100.0,5104051,147.54,158.0,5300584
41050.0,33023.28989,405108.0,1.0,4356.0,3703855,147.54,158.0,5300584
41045.0,33023.28989,4253634.0,0.0,45738.0,5104019,147.54,158.0,5300584
