analysisAdminNo,priorityAdminNo,wt,analysisStreamMile,analysisNetAbs,analysisWdid,priorityStreamMile,priorityNetAbs,priorityWdid
51864.51651,13484.0,1034550.0,11.29,8712.0,3904014,8.23,11.8,3900574
55785.0,13484.0,8535037.5,1.1,71874.0,3903595,8.23,11.8,3900574
50967.0,13484.0,362092.5,10.91,3049.2,3904005,8.23,11.8,3900574
52230.50677,13484.0,5172750.0,9.18,43560.0,3903552,8.23,11.8,3900574
47847.29584,13484.0,517275.0,11.29,4356.0,3903996,8.23,11.8,3900574
48577.33237,13484.0,25863750.0,10.93,217800.0,3903994,8.23,11.8,3900574
48212.47999,13484.0,77591250.0,1.28,653400.0,3603635,8.23,11.8,3900574
48212.19722,13484.0,2586375.0,12.56,21780.0,3903541,8.23,11.8,3900574
37691.0,13484.0,10687.5,9.62,90.0,3900649,8.23,11.8,3900574
48182.0,13484.0,1293187.5,11.29,10890.0,3903997,8.23,11.8,3900574
46751.45902,13484.0,5483115.0,5.35,46173.6,3903935,8.23,11.8,3900574
20414.19495,13484.0,81832905.0,14.19,689119.2,3903501,8.23,11.8,3900574
33978.33865,13484.0,92592225.0,5.03,779724.0,3903500,8.23,11.8,3900574
19720.1962,13484.0,1034550000.0,9.58,8712000.0,3903506,8.23,11.8,3900574
15458.13715,13484.0,11875.0,7.69,100.0,3900563,8.23,11.8,3900574
37503.15066,13484.0,2850.0,7.69,24.0,3900563,8.23,11.8,3900574
51864.51651,15458.13715,95832.0,11.29,8712.0,3904014,7.69,100.0,3900563
55785.0,15458.13715,790614.0,1.1,71874.0,3903595,7.69,100.0,3900563
50967.0,15458.13715,33541.2,10.91,3049.2,3904005,7.69,100.0,3900563
52230.50677,15458.13715,479160.0,9.18,43560.0,3903552,7.69,100.0,3900563
47847.29584,15458.13715,47916.0,11.29,4356.0,3903996,7.69,100.0,3900563
48577.33237,15458.13715,2395800.0,10.93,217800.0,3903994,7.69,100.0,3900563
