adminNumber,streamMile,netAbs,wdid,latitude,longitude,adjudicationDate
53691.52716,1.42,435600,4503715,39.492252,-107.599478,12/31/1997
53691.5302,1.41,449974.8,4503501,39.494419,-107.597708,12/31/1997
53691.53172,7.25,609840,5303518,40.014138,-106.7594,12/31/1997
53691.53197,8.39,1467972,7203889,39.088724,-108.011156,12/31/1997
53691.53386,1.82,1799899.2,4503500,39.489479,-107.597454,12/31/1997
53691.53447,0.88,283140,4503502,39.50025,-107.59803,12/31/1997
53692,10.03,184694.4,3703954,39.649521,-106.925099,12/31/1997
53874,1.92,2700720,3703944,39.625247,-106.888196,12/31/1997
53880,129.18,104544,3903553,39.574061,-107.466113,12/31/1997
53902,1.21,15246,3905288,39.537548,-107.77887,12/31/1997
53918,26.8,261360,7203516,39.262569,-107.905736,12/31/1994
53935,4.78,156816,3603694,39.640967,-105.87645,6/28/2002
53954,1.95,32670,3803537,39.388327,-106.786245,12/31/1997
53966,5.77,795405.6,3804202,39.478419,-107.296964,12/31/1997
53967,4.91,78408,3903556,39.661824,-107.564249,12/31/1997
53979,7.25,609840,5303518,40.014138,-106.7594,12/31/1997
54042,2.23,52272,5103521,40.097999,-105.934959,12/31/1997
54047,0.22,33976.8,3703911,39.667032,-106.6416,12/31/1997
54056.22158,27.75,98010,7203503,39.427434,-108.787517,12/31/1998
54056.23665,44.34,3027420,7204022,39.547245,-108.662599,12/31/1998
54056.24531,24.23,261360,7203511,39.409511,-108.813008,12/31/1998
54056.3141,6.26,257004,3804268,39.486074,-107.185704,12/31/1998
54056.34758,22.47,261360,7203513,39.390012,-108.816229,12/31/1998
54056.34789,24.71,60984,7203505,39.408124,-108.803481,12/31/1998
54056.36584,22.52,125452.8,7203514,39.389866,-108.813273,12/31/1998
54056.40298,23.98,48787.2,7203509,39.406311,-108.815825,12/31/1998
54056.40329,27.05,135907.2,7203504,39.422359,-108.788746,12/31/1998
54056.42063,28.22,91476,7203502,39.432064,-108.782689,12/31/1998
54056.42124,18.14,71438.4,7203515,39.365011,-108.828248,12/31/1998
54056.47176,23.86,139392,7204023,39.141177,-108.764091,12/31/1998
54056.49673,22.84,784080,7203512,39.397031,-108.820121,12/31/1998
54056.51223,47.13,1742.4,7203518,39.062261,-108.434324,12/31/1998
54056.51316,0.41,30492,3703793,39.634974,-106.565643,12/31/1998
54056.51499,31.89,22215.6,3803549,39.327574,-106.948237,12/31/1998
54056.52839,0.34,41382,3703781,39.630498,-106.532776,12/31/1998
54056.52852,0,1167408,5103526,40.062946,-106.204786,12/31/1998
54056.53029,1.02,2439.36,3903561,39.555658,-107.661524,12/31/1998
54056.53197,1.22,65340,5103538,39.999301,-105.86945,12/31/1998
54056.53478,4.37,152460,7203525,39.227885,-107.732811,12/31/1998
54056.5357,47.48,34848,3804314,39.174798,-106.80097,12/31/1998
54056.53579,2.25,52272,3703924,39.684394,-106.835677,12/31/1998
54056.53631,0.06,60112.8,3703782,39.639848,-106.562896,12/31/1998
54056.53737,2.34,1089000,7203526,39.230528,-108.859184,12/31/1998
54056.53904,0.08,104544,3703792,39.639795,-106.561052,12/31/1998
54056.53931,0.05,87120,5303514,39.783923,-107.131709,12/31/1998
54056.54056,171.24,499633.2,5204024,39.783213,-106.997306,12/31/1998
54108,32.63,435.6,7203520,39.073877,-108.656301,12/31/1998
54120,18.69,74052,3703795,39.689448,-106.796222,12/31/1998
54126,3.28,446054.4,5101205,39.967792,-105.849535,12/31/2008
54168,15.28,43560,5103528,39.989015,-105.828421,12/31/1998
54178,46.53,7405.2,7203523,39.058035,-108.442947,12/31/1998
54219,3.71,61419.6,3803504,39.254404,-106.842814,12/31/1998
54222,11.81,217800,4503552,39.451762,-107.445335,12/31/1998
54250,13.07,20,5002000,40.111755,-106.415406,12/31/1998
54268,1.3,871200,5103552,40.076802,-105.94435,12/31/1998
54377,13.16,560007360,5003668,40.113067,-106.414864,12/31/1998
54380,12.06,900385.2,3804210,39.420082,-107.244008,12/31/1998
54391,0.11,653400,3804327,39.283622,-106.888447,12/31/1998
54405,0.19,32670,3803514,39.083079,-107.244026,12/31/1998
54420,2.61,9626.76,3703927,39.59707,-106.523042,12/31/1998
54421,55.33,130680,7203760,39.115904,-108.321887,12/31/1994
54421.13971,37.52,4509331.2,3703600,39.637663,-106.532052,12/31/1999
54421.18718,6.35,65340,7204027,39.196687,-108.20567,12/31/1999
54421.22053,3.38,65340,3603674,39.904422,-106.40105,12/31/1999
54421.3835,223.43,182952,5303587,40.047884,-106.439418,12/31/1999
54421.39081,11.6,29403,7203529,39.274129,-107.809935,12/31/1999
54421.42063,3.3,8450.64,3803575,39.437716,-107.163167,12/31/1999
54421.4458,0.24,130680,5103529,39.946663,-105.867116,12/31/1999
54421.45899,1.89,39204,3803508,39.490885,-107.13067,12/31/1999
54421.46478,7.89,348480,5303520,39.771149,-107.135237,12/31/1999
54421.49429,0.35,31363.2,3703976,39.646806,-106.608171,12/31/1999
54421.51986,0.69,21780,3703977,39.643083,-106.61087,12/31/1999
54421.5223,11.68,49005,7203528,39.274368,-107.809005,12/31/1999
54421.52806,2.05,65340,3804266,39.213636,-106.876505,12/31/1999
54421.5331,6.59,7405.2,7203550,39.110984,-108.131068,12/31/1999
54421.53492,34.91,1306.8,3804279,39.295862,-106.917245,12/31/1999
54421.53724,3.19,65775.6,5104021,39.972073,-105.863097,12/31/1999
54421.54229,8.17,65340,5103522,40.172378,-105.99627,12/31/1999
54531,2.27,87120,5103530,39.966253,-105.897724,12/31/1999
54594,2.73,59677.2,3804136,39.174148,-106.84412,12/31/1999
54617,222.2,457380,5303588,40.04922,-106.466446,12/31/1999
54659,5.73,65340,4503544,39.492423,-107.644377,12/31/1999
54663,9.21,435600,3704078,39.574741,-106.76458,12/31/1999
54699,4.22,217800,5103537,39.966529,-105.910702,12/31/1999
54716,4.16,2613600,5103534,40.105315,-105.887549,12/31/1999
54726,0,76230,3903558,39.58583,-107.66708,12/31/1999
54786,13.11,38332.8,7203530,39.301231,-108.732312,12/31/1999
54786.17657,30.83,5658444,3701300,39.658954,-106.638852,12/31/1994
54786.35276,1.15,52272,5103535,39.972508,-105.881605,12/31/2000
54786.39446,32.36,21780,3703983,39.631282,-106.611646,12/31/2000
54786.4541,32.25,130680,7203551,39.097767,-108.665385,12/31/2000
54786.51378,6.39,15246,3803641,39.459911,-107.175378,12/31/2000
54786.52028,45.18,653,3801418,39.191906,-106.815533,12/31/2000
54786.52399,6.5,10890,3803638,39.459489,-107.173801,12/31/2000
54786.52686,9.86,579348,3703943,39.652374,-106.922232,12/31/2000
54786.52747,6.5,21780,3803639,39.458378,-107.174029,12/31/2000
54786.52869,0.95,261360,3703951,39.640014,-106.611288,12/31/2000
54786.52906,22.87,1077238.8,3804283,39.355228,-107.107705,12/31/2000
54786.53843,0.96,130680,5103536,39.972611,-105.879896,12/31/2000
54786.54361,9.26,5270.76,4503554,39.377099,-107.601804,12/31/2000
54786.54603,0.31,174240,3603678,39.674699,-106.088877,12/31/2000
54786.54629,0.2,19602,4503547,39.39581,-108.091558,12/31/2000
54786.54673,5.96,27007.2,4503549,39.488784,-107.651556,12/31/2000
54786.54692,1.36,10890,5303568,39.943971,-106.755175,12/31/2000
54786.54728,44.11,16683.48,3803585,39.201662,-106.826033,12/31/2000
54821,4.63,1289376,7203755,39.215808,-108.806918,12/31/2000
54825,1.67,3767.94,4503548,39.456601,-107.987528,12/31/2000
54931,11.15,362941.92,4503562,39.362312,-107.595711,12/31/2000
54969,0.55,43560,3603679,39.676384,-106.084167,12/31/2000
54983,22.16,413820,3803581,39.363603,-107.109764,12/31/2000
55021,2.18,124146,4503546,39.376977,-108.070194,12/31/2000
55067,7.08,6969.6,3703984,39.594657,-106.730186,12/31/2000
55070,5.29,719,3701412,39.64138,-106.374669,12/31/2000
55142,55.1,500,3607293,39.493677,-106.046039,12/31/2000
55152.37407,3.81,6037416,5103755,40.019813,-106.262828,12/31/2001
55152.4806,6.73,5227.2,4503565,39.478478,-107.66863,12/31/2001
55152.48819,3.93,370260,5103539,40.001219,-105.970212,12/31/2001
55152.49124,0.7,8712,3703689,39.659236,-106.599273,12/31/2001
55152.49504,38.61,2787.84,3804294,39.260181,-106.867617,12/31/2001
55152.50129,0.19,7840.8,3804299,39.276662,-106.888549,12/31/2001
55152.52013,3.23,309276,3804057,39.199558,-106.887386,12/31/2001
55152.52017,0.8,111078,3704065,39.660867,-106.599007,12/31/2001
55152.5283,15.05,61419.6,3804295,39.379015,-106.805489,12/31/2001
55152.53903,1.83,32670,5303569,39.778392,-107.175498,12/31/2001
55152.54301,3.75,487872,5103550,40.199979,-105.963615,12/31/2001
55152.54421,12.52,217800,5003680,40.105907,-106.415924,12/31/2001
55152.54542,113.27,120661.2,3903577,39.562839,-107.727693,12/31/2001
55152.54565,1.55,3049.2,3804345,39.306842,-106.982985,12/31/2001
55152.54588,32.25,20037.6,7203710,39.090235,-108.66941,12/31/2001
55152.54633,1.83,87120,5303571,39.778505,-107.174743,12/31/2001
55152.54634,6.54,82764,4503566,39.479573,-107.669057,12/31/2001
55152.54756,0.08,130680,3603691,39.821114,-106.193066,12/31/2001
55152.54978,17.56,87120,7203558,39.251321,-107.735696,12/31/2001
55152.54993,89.42,69696,3903578,39.444162,-108.058136,12/31/2001
55152.55048,1.44,65340,3804291,39.255167,-107.077867,12/31/2001
55152.55092,9.21,21780,4503545,39.487485,-107.461509,12/31/2001
55152.55093,15.42,127630.8,3804298,39.434839,-107.177042,12/31/2001
55152.55097,3.4,21344.4,3804289,39.16537,-106.846009,12/31/2001
55152.55139,2.89,15420.24,7203547,39.161683,-108.172585,12/31/2001
55175,6.24,128066.4,5300755,40.080889,-106.49432,12/31/2001
55199,38.8,50703.84,3804346,39.253592,-106.872655,12/31/2001
55241,3.94,158122.8,7003630,39.372518,-108.307565,12/31/1995
55287,1.3,590238,5103552,40.076802,-105.94435,12/31/2001
55318,4.49,348480,7003507,39.553303,-108.421009,12/31/2001
55410,38.61,104108.4,3804294,39.260181,-106.867617,12/31/2001
55457,120.61,7884.36,3903579,39.557401,-107.608889,12/31/2001
55470,0.64,30492,3703952,39.665461,-106.628491,12/31/2001
55517,6.08,8712,5303596,39.996795,-106.829236,1/15/2007
55517.31411,2.45,20908.8,7203702,39.164668,-108.051936,12/31/2002
55517.36372,2.71,65340,3804330,39.41196,-106.933301,12/31/2002
55517.38855,114.84,59851.44,3903580,39.5503,-107.698487,12/31/2002
55517.40177,2.68,20037.6,7203703,39.160583,-108.054345,12/31/2002
55517.41039,7.61,108900,7003501,39.357781,-108.467221,12/31/2002
55517.48213,2.22,47916,7203717,39.263446,-107.957567,12/31/2002
55517.48364,7.61,217800,7003515,39.390393,-108.365953,12/31/2002
55517.48759,2.65,26136,3804331,39.411104,-106.932778,12/31/2002
55517.48789,2.62,32670,3804332,39.410589,-106.932299,12/31/2002
55517.51377,6.44,15246,3804336,39.125983,-106.849653,12/31/2002
55517.51378,5.09,108900,7203557,39.218218,-107.734311,12/31/2002
55517.51746,0.29,217800,3603688,39.652636,-106.081431,12/31/2002
55517.51768,21.61,687812.4,7203544,39.170079,-108.800028,12/31/2002
55517.5223,0.47,5227.2,3804380,39.276555,-106.884026,12/31/2002
55517.52686,1.93,102801.6,3804130,39.293357,-107.017582,12/31/2002
55517.52776,6.19,21780,4503591,39.489597,-107.662635,12/31/2002
55517.53478,7.61,261360,7003519,39.4256,-108.515902,12/31/2002
55517.53539,32.25,69696,7203532,39.093051,-108.67542,12/31/2002
55517.5413,33.18,87120,7203715,39.152127,-108.611488,12/31/2002
55517.54222,7.61,108900,7003517,39.419076,-108.426433,12/31/2002
55517.54238,7.61,653400,7003516,39.413277,-108.412441,12/31/2002
55517.54252,7.61,871200,7003518,39.414523,-108.47964,12/31/2002
55517.54477,0.17,65340,3903593,39.603191,-107.444375,12/31/2002
55517.54587,7.61,871200,7003520,39.421461,-108.43627,12/31/2002
55517.55336,22.4,304920,7203549,39.169953,-108.776369,12/31/2002
55517.55426,6.13,100188,7203722,39.169952,-108.602155,12/31/2002
55517.55456,47.27,43560,7203545,39.058339,-108.427266,12/31/2002
55668,0.74,26571.6,3804379,39.276185,-106.880194,12/31/2002
55669,2.22,43560,7203719,39.263015,-107.957402,12/31/2002
55671,9.37,65340,3803548,39.46931,-107.136377,12/31/2002
55694,5.75,1520244,3704051,39.588973,-106.952027,12/31/2002
55720,4.36,21780,7203713,39.126166,-108.575115,12/31/2002
55722,50.55,21544.776,3804333,39.148926,-106.785326,12/31/2002
55730,7.61,653400,7003516,39.413277,-108.412441,12/31/2002
55757,5,946994.4,7003508,39.558094,-108.42533,12/31/2001
55785,1.1,71874,3903595,39.638542,-107.698298,12/31/2002
55800,125.66,110076.12,3903968,39.574802,-107.515123,12/31/2002
55806,114.9,39204,3903581,39.549797,-107.697436,12/31/2002
55855,20.59,4094640,5103568,39.938975,-105.798328,12/31/2002
55882.31928,11.84,686070,7203875,39.054234,-108.092843,12/31/2003
55882.41273,20.33,261360,7203720,39.278441,-107.717512,12/31/2003
55882.42215,0.11,30492,5103546,39.982577,-105.869514,12/31/2003
55882.47617,11.45,43560,3803544,39.36976,-106.857307,12/31/2003
55882.50458,49.98,21780,3804355,39.155611,-106.790054,12/31/2003
55882.50495,126.68,2090880,3903609,39.564813,-107.505881,12/31/2003
55882.53934,0.59,73180.8,5303601,39.900373,-106.703328,12/31/2003
55882.54191,3.93,296643.6,5303603,39.947386,-106.727024,12/31/2003
55882.54695,8.28,893851.2,5103571,39.966246,-105.775839,12/31/2003
55882.54755,5.26,16541910,3703524,39.479397,-106.735913,12/31/2003
55882.55287,0.75,10890,3803569,39.295823,-107.202945,12/31/2003
55882.55394,36.31,65340,3804354,39.283657,-106.897885,12/31/2003
55882.55457,8.12,372438,5304058,39.982887,-106.936115,12/31/2003
55882.55558,34.63,101189.88,3803579,39.296682,-106.921378,12/31/2003
55882.5568,6.63,4356,3804352,39.122738,-106.850852,12/31/2003
55882.55722,3.68,21,5300920,39.945751,-106.730588,12/31/2003
55882.55761,33.98,967032,3703993,39.644324,-106.586845,12/31/2003
55904,11.72,13.5,3902023,39.707766,-107.386976,12/31/2003
55938,3.97,551469.6,3804302,39.314967,-107.162808,12/31/2003
55953,3.03,52272,3903597,39.612887,-107.451878,12/31/2003
55961,49.98,128066.4,3804355,39.155611,-106.790054,12/31/2003
55973,15.66,50,5304011,40.054684,-106.821381,12/31/2003
56037,5,87120,7003508,39.558094,-108.42533,12/31/2001
56063,0.52,23522.4,3603645,39.713679,-106.10346,12/31/2003
56156,1.4,130680,7203711,39.241391,-108.883853,12/31/2003
56247.38958,24.62,4007520,3803727,39.341935,-106.632291,12/31/2004
56247.44194,3.1,140263.2,7203731,39.255645,-107.606212,12/31/2004
56247.44712,25.87,17424,3803573,39.383232,-107.012125,12/31/2004
56247.47848,2.73,112384.8,3903587,39.607988,-107.459392,12/31/2004
56247.53592,14.8,24393.6,7203735,39.187998,-108.073791,12/31/2004
56247.53922,22.3,174240,3603693,39.839124,-106.233491,12/31/2004
56247.53959,8.32,108900,3703659,39.80576,-106.719003,12/31/2004
56247.54269,3.18,1581228,5303595,40.04494,-106.814264,12/31/2004
56247.55457,8.27,435600,5303589,39.992471,-106.933563,12/31/2004
56247.55497,1.14,13503.6,3804158,39.242155,-106.842505,12/31/2004
56247.55745,23.05,13068,3804316,39.133565,-107.262437,12/31/2004
56247.5579,1.08,261360,5003681,40.114916,-106.501756,12/31/2004
56247.55799,1.41,11325.6,3704021,39.666354,-106.628147,12/31/2004
56247.56095,0.19,52184.88,3804401,39.211364,-106.852969,12/31/2004
56247.561,2.93,1032372,3803557,39.414795,-106.934576,12/31/2004
56247.5621,2.12,148539.6,3704017,39.621091,-106.609078,12/31/2004
56368,4.09,850726.8,5103508,39.98607,-106.254915,12/31/2004
56400,1.7,38071.44,3804364,39.269049,-106.866913,12/31/2004
56444,6.81,21780,7203724,39.281893,-108.864397,12/31/2003
56461,2.12,53143.2,3703995,39.601008,-106.614763,12/31/2004
56534,44.61,1306.8,3804365,39.19763,-106.820896,12/28/2004
56564,50.61,80150.4,3817084,39.148513,-106.783148,12/31/2003
56599,3.44,390515.4,3709120,39.614094,-106.963666,12/31/2004
56613.40877,0.25,65340,3803571,39.379752,-106.942349,12/31/2005
56613.46751,8.86,178596,5304059,39.773033,-107.161903,12/31/2005
56613.49884,1.49,8712,5103575,39.999699,-105.77167,12/31/2005
56613.5061,36.59,1437.48,3803648,39.280918,-106.895508,12/31/2005
56613.51009,35.72,174065.76,3803612,39.28861,-106.906129,12/31/2005
56613.51224,35.39,6969.6,7203739,39.135728,-108.57447,12/31/2005
56613.51407,1.46,5662.8,5103587,39.999799,-105.773328,12/31/2005
56613.53112,1.31,65340,3603539,39.798451,-106.210832,12/31/2005
56613.54019,29.12,71438.4,7203733,39.102317,-108.696161,12/31/2005
56613.54786,1.74,67953.6,5204031,39.596146,-107.116871,12/31/2005
56613.54877,3.96,1346004,3903956,39.472796,-108.085283,12/31/2005
56613.54908,0.08,24785.64,3803576,39.290811,-106.90663,12/31/2005
56613.55152,1.09,31363.2,5204030,39.599416,-107.134409,12/31/2005
56613.56034,40.54,50529.6,3803700,39.235618,-106.862306,12/31/2005
56613.56346,0,131115.6,5303600,39.903136,-106.799088,12/31/2005
56613.56369,40.54,123274.8,3803698,39.234695,-106.861497,12/31/2005
56613.56492,0,285318,5303598,39.913606,-106.800421,12/31/2005
56613.56536,42.01,263363.76,3804376,39.217857,-106.851478,12/31/2005
56614,4.14,37026,4503567,39.432984,-107.619334,12/31/2005
56721,3.19,87120,4503568,39.508679,-107.613358,12/31/2012
56734,5.86,49658.4,7203729,39.312945,-107.950464,12/31/2005
56784,4.37,28314,4503569,39.430269,-107.619339,12/31/2005
56854,3.06,6969.6,7203732,39.1588,-108.036907,12/31/2005
56886,2.18,18730.8,7204133,39.261961,-107.957699,12/31/2005
56903,47.03,291852,3804337,39.175582,-106.804545,12/31/2005
56911,29.76,5662.8,7203726,39.130768,-108.689599,12/31/2005
56970,222.54,65340,5303641,40.044643,-106.455418,12/31/2005
56977,0.28,50529.6,3804476,39.202438,-106.84281,12/31/2005
56978,38.03,1400,3701416,39.632132,-106.522708,12/31/2005
56978.26468,42.74,653400,3603583,39.645288,-106.064705,12/31/2006
56978.40014,8.46,1107295.2,7203894,39.083859,-108.022735,12/31/2006
56978.42612,9.54,65340,3803717,39.377836,-106.885867,12/31/2006
56978.45107,2.48,65340,7203740,39.113143,-108.586383,12/31/2006
56978.46449,47.27,163785.6,7203964,39.052486,-108.425353,12/31/2006
56978.50271,32.73,23086.8,3804090,39.317895,-106.936982,12/31/2006
56978.52426,6.43,8537.76,3804390,39.20249,-106.944127,12/31/2006
56978.55973,3.51,130680,7204127,39.201528,-108.802672,12/31/2006
56978.56753,18.41,9147600,3603575,39.415302,-106.172546,12/31/2006
56978.56884,4.78,97574.4,3703788,39.583721,-106.707258,12/31/2006
56978.56917,47.08,33759,3803693,39.177301,-106.801011,12/31/2006
56991,2.12,322344,3704032,39.608358,-106.620676,12/31/2006
57052,10.57,59677.2,7204136,39.188937,-108.144168,12/31/2006
57193,31.15,1045.44,3704024,39.661288,-106.629851,12/31/2006
57212,8.89,4892223.6,7203893,39.076336,-108.037533,12/31/2006
57249,1.42,4965.84,3703596,39.633494,-106.953356,12/31/2004
57323,3.61,170755.2,3804394,39.292872,-106.955977,12/31/2006
57340,9.57,317988,5003687,40.280936,-106.379811,12/31/2006
57343.52321,4.72,17990.28,7204134,39.299349,-107.949477,12/31/2007
57343.56003,3.98,4356,7203742,39.208562,-108.804957,12/31/2007
57343.56765,1.11,169884,3804386,39.4793,-107.14013,12/31/2007
57343.56779,8.89,15681.6,7203737,39.074792,-108.130671,12/31/2007
57343.56876,4.22,152460,7203744,39.141504,-108.605425,12/31/2007
57343.57099,5.67,95832,7203741,39.22169,-108.699193,12/31/2007
57432,2.13,356756.4,3704046,39.664842,-106.738266,12/31/2007
57458,40.35,47044.8,3804392,39.239603,-106.866211,12/31/2007
57513,4.73,657756,5003688,40.204642,-106.482169,12/31/2007
57587,5.73,119790,7204135,39.164826,-108.604181,12/31/2007
57607,282.28,272250,5103596,40.288821,-105.857349,12/31/2007
57636,3.04,13939.2,3804144,39.298943,-106.961006,12/31/2007
57647,25.52,47044.8,5109178,39.885001,-105.76153,12/31/2007
57704,5.45,130680,5103523,40.00694,-106.183418,12/31/2007
57708.54238,2.43,411642,4503683,39.412078,-107.530226,12/31/2008
57708.56063,2.08,31363.2,3903603,39.602075,-107.438534,1/21/2008
57708.56156,2.2,21780,3903605,39.604404,-107.442088,1/21/2008
57708.56277,6,4356,3903551,39.672787,-107.569672,12/31/2008
57708.56679,0.67,229996.8,3804399,39.187934,-107.246814,12/31/2008
57708.569,50.43,5183.64,3804420,39.150651,-106.785057,12/31/2008
57708.57415,8.66,612453.6,7003523,39.572391,-108.347543,12/31/2008
57920,3.43,131551.2,3804423,39.174342,-106.871004,12/31/2008
57941,0.12,8712,3804396,39.163227,-106.789241,12/31/2007
58053,10.31,11347380,3803835,39.207,-106.963695,12/31/2008
58073,13.84,13068,3804301,39.246425,-107.236989,12/31/2008
58074,13.84,13068,3803797,39.246365,-107.238702,12/31/2008
58074.44346,10.76,871200,5003665,40.101385,-106.532689,12/31/2009
58074.53478,2.93,217800,5103678,40.105508,-106.082274,12/31/2009
58074.55301,9.53,102801.6,7204142,39.180817,-108.936433,12/31/2009
58074.55304,3.04,40946.4,5103597,39.973873,-105.871062,12/31/2009
58074.55334,19.9,57934.8,7203553,39.167909,-108.82466,12/31/2009
58074.57221,1.91,134600.4,3704029,39.635702,-106.659642,12/31/2009
58074.57495,7.78,566280,4503570,39.393226,-107.606811,12/31/2009
58074.57731,14,18,5102115,40.214103,-106.051179,12/31/2008
58074.57861,4.47,161172,5003689,40.203378,-106.477671,12/31/2009
58074.57947,1.29,910404,5103603,39.948737,-106.147846,12/31/2009
58215,2.87,226512,5003690,40.200345,-106.449522,12/31/2009
58311,193.46,28618.92,5303522,39.906901,-106.747395,12/31/2009
58439.31927,16.6,6098.4,4503749,39.310963,-107.561516,12/31/2010
58439.42155,11.08,16117.2,7204146,39.269089,-107.814484,12/31/2010
58439.45595,2.39,306226.8,3813507,39.2134,-106.903902,12/31/2010
58439.46417,10.31,701316,7204149,39.269423,-107.823674,12/31/2010
58439.49156,11.38,568893.6,7204147,39.271702,-107.812945,12/31/2010
58439.54938,2.4,235224,3804462,39.386329,-107.220398,12/31/2010
58439.56002,1.58,182952,3804425,39.312646,-106.979358,12/31/2010
58439.56856,1.31,329313.6,4503758,39.494835,-107.599761,12/31/2010
58439.57415,0.35,13068,3804450,39.34472,-107.059805,12/31/2010
58439.57678,11.42,279655.2,3804066,39.071269,-106.801363,12/31/2010
58439.57861,2.28,81892.8,3704027,39.685522,-106.838276,12/31/2010
58544,11.3,148104,3809047,39.07332,-106.804513,12/31/2010
58560,2.23,52272,5103521,40.097999,-105.934959,12/31/2010
58565,50.44,12806.64,3804422,39.150495,-106.785226,12/31/2010
58591,10.31,1212274.8,7204149,39.269423,-107.823674,12/31/2010
58804.34995,2.38,117612,3804481,39.177311,-106.840162,12/31/2011
58804.44581,28.9,609.84,5303611,40.045667,-107.007213,12/31/2011
58804.49187,8.21,4356,5303616,40.015976,-106.739727,12/31/2011
58804.52038,9.49,2613.6,5303618,40.022406,-106.700448,12/31/2011
58804.52482,27.56,609.84,5303613,40.036336,-106.991949,12/31/2011
58804.53441,10.92,4356,5303619,40.016236,-106.644779,12/31/2011
58804.55042,1.14,68389.2,3804452,39.250936,-106.856907,12/31/2011
58804.57555,11.42,8712,5303621,40.036255,-106.699081,12/31/2011
58804.58731,4.05,70567.2,7204153,39.160495,-107.999487,12/31/2011
58997,182.06,900,5302033,39.874614,-106.893291,12/31/2011
59024,1.6,565408.8,3704068,39.735825,-106.634988,12/31/2011
59169.59078,0.2,283140,7204156,39.247336,-108.887057,12/31/2012
59466,35.5,1089,3804455,39.290001,-106.909976,12/31/2012
59657,2.06,65340,3804465,39.307069,-106.974585,12/31/2013
59685.58347,282.28,41382,5103596,40.288821,-105.857349,12/31/2007
59861,3.67,10454.4,3803623,39.532062,-107.214254,12/31/2013
59900.46568,35.97,357192,7204161,39.074932,-108.609206,12/31/2014
59900.59761,13.98,3151566,7204158,39.250065,-107.782974,12/31/2014
59928,24.98,14.1,4502007,39.27042,-107.458689,12/31/2014
60438,13.98,267894,7204158,39.250065,-107.782974,12/31/2014
60630.38521,57.96,10280160,5003666,40.402114,-106.627911,12/31/2016
60630.57164,0.6,39204,3701453,39.660602,-106.629774,12/31/2016
60630.57861,1.92,524898,3703944,39.625247,-106.888196,12/31/2016
60630.58648,13.84,49222.8,3804301,39.246425,-107.236989,12/31/2016
60630.59305,0.19,10890,3803514,39.083079,-107.244026,12/31/2016
60841,1.62,108900,5103622,39.967016,-105.885547,12/31/2016
60996.39993,281.45,1899216,5104051,40.280673,-105.857048,12/31/2017
60996.42635,0.01,213879.6,3804518,39.197312,-106.815926,12/31/2017
60996.45715,0.01,36590.4,3804517,39.198522,-106.814023,12/31/2017
60996.47371,10.79,7405.2,3804515,39.079641,-106.803044,12/31/2017
60996.60034,1.65,87120,3704096,39.60461,-106.606214,12/31/2017
61361.60824,2.97,51575.04,3804051,39.20145,-106.893064,12/31/2018
