analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5104018,KOVACS POND NO 1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,0.65,51,64.54,200.0,36,0.637
3703536,MIN LAKE BENCH LAKE NO 1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,9.0,37,45.59,520.0,36,78.741
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,187.313,0.0,26.8,51,147.54,1408.0,53,5019.9884
3703786,GRAHAM POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,0.13,37,15.77,209199.0,36,4.59875
3703536,MIN LAKE BENCH LAKE NO 1,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,9.0,37,2.22,187274.0,51,92.628
5003646,MARTIN RESERVOIR,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,1.96,0.0,216.15,50,64.54,200.0,36,423.654
5003652,COLBURN RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,16.0,50,2.22,187274.0,51,164.672
5003653,COLBURN RESERVOIR NO 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,23.0,50,2.22,187274.0,51,236.716
5103526,CORRAL CREEK WETLAND NO1,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,26.8,51,64.54,200.0,36,26.264
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,1.0,0.0,3.01,53,147.54,1408.0,53,3.01
5303598,YARMONY LODGE POND A,5300584,SHOSHONE POWER PLANT,1.0,0.0,6.55,53,147.54,1408.0,53,6.55
5003646,MARTIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,17.498,0.0,216.15,50,45.59,520.0,36,3782.1927000000005
5003646,MARTIN RESERVOIR,5103709,WILLIAMS FORK RESERVOIR,20.584,0.0,216.15,50,2.22,187274.0,51,4449.2316
3703786,GRAHAM POND NO 2,3604683,CON-HOOSIER SYS BLUE RIVER DITCH,0.98,0.0,0.13,37,64.54,200.0,36,0.1274
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,1.05,51,15.77,209199.0,36,37.143750000000004
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,0.65,51,15.77,209199.0,36,22.993750000000002
5003653,COLBURN RESERVOIR NO 2,3603543,GREEN MOUNTAIN RESERVOIR,35.375,0.0,23.0,50,15.77,209199.0,36,813.625
5303599,YARMONY LODGE POND B,5300584,SHOSHONE POWER PLANT,1.0,0.0,1.78,53,147.54,1408.0,53,1.78
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,374.626,0.0,216.15,50,147.54,1408.0,53,80975.4099
5003653,COLBURN RESERVOIR NO 2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,23.0,50,45.59,520.0,36,201.227
5003652,COLBURN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,16.0,50,45.59,520.0,36,139.984
5103526,CORRAL CREEK WETLAND NO1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,26.8,51,45.59,520.0,36,234.47320000000002
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,187.313,0.0,9.0,37,147.54,1408.0,53,1685.817
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,187.313,0.0,23.0,50,147.54,1408.0,53,4308.199
5104019,KOVACS POND NO 2,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,1.05,51,2.22,187274.0,51,10.8066
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,187.313,0.0,16.0,50,147.54,1408.0,53,2997.008
5104019,KOVACS POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,1.05,51,45.59,520.0,36,9.18645
5104018,KOVACS POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,8.749,0.0,0.65,51,45.59,520.0,36,5.686850000000001
5103526,CORRAL CREEK WETLAND NO1,5103709,WILLIAMS FORK RESERVOIR,10.292,0.0,26.8,51,2.22,187274.0,51,275.8256
