analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
3703697,O'LAUGHLIN POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.42,1.0,37,15.77,209199.0,36
3903954,THOMAS RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.42,17.0,39,15.77,209199.0,36
3703696,O'LAUGHLIN POND NO 1,7200645,GRAND VALLEY CANAL,15.084000000000001,8.42,1.0,37,53.09,940.28,72
3703696,O'LAUGHLIN POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.42,1.0,37,15.77,209199.0,36
3703925,MCKENZIE UPPER POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.42,0.15,37,15.77,209199.0,36
3703697,O'LAUGHLIN POND NO 2,5300584,SHOSHONE POWER PLANT,17.333,8.42,1.0,37,147.54,1408.0,53
3703925,MCKENZIE UPPER POND,3604684,BLUE RIVER DIVERSION PROJECT,17.167,8.42,0.15,37,45.59,520.0,36
3703697,O'LAUGHLIN POND NO 2,7200645,GRAND VALLEY CANAL,15.084000000000001,8.42,1.0,37,53.09,940.28,72
3703696,O'LAUGHLIN POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,17.167,8.42,1.0,37,45.59,520.0,36
3703696,O'LAUGHLIN POND NO 1,5300584,SHOSHONE POWER PLANT,17.333,8.42,1.0,37,147.54,1408.0,53
3703925,MCKENZIE UPPER POND,5300584,SHOSHONE POWER PLANT,17.333,8.42,0.15,37,147.54,1408.0,53
7203894,BULL CREEK RES NO 5,3603543,GREEN MOUNTAIN RESERVOIR,38.062,8.46,242.14,72,15.77,209199.0,36
7203894,BULL CREEK RES NO 5,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,8.46,242.14,72,45.59,520.0,36
7203894,BULL CREEK RES NO 5,7200645,GRAND VALLEY CANAL,30.168000000000003,8.46,242.14,72,53.09,940.28,72
3804069,HENRY RESERVOIR,7200645,GRAND VALLEY CANAL,15.084000000000001,8.47,7.0,38,53.09,940.28,72
3804069,HENRY RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,8.47,7.0,38,45.59,520.0,36
3804069,HENRY RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.47,7.0,38,15.77,209199.0,36
3804068,UPPER HENRY POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,8.47,3.0,38,45.59,520.0,36
3804068,UPPER HENRY POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.47,3.0,38,15.77,209199.0,36
3804068,UPPER HENRY POND,7200645,GRAND VALLEY CANAL,15.084000000000001,8.47,3.0,38,53.09,940.28,72
5103748,LEWIS POND EMPOUNDMENT,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.48,3.0,51,15.77,209199.0,36
3803513,O'NEILL RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,14.334000000000001,8.48,11.08,38,45.59,520.0,36
5103748,LEWIS POND EMPOUNDMENT,7200645,GRAND VALLEY CANAL,15.084000000000001,8.48,3.0,51,53.09,940.28,72
5103748,LEWIS POND EMPOUNDMENT,3604684,BLUE RIVER DIVERSION PROJECT,17.167,8.48,3.0,51,45.59,520.0,36
5103748,LEWIS POND EMPOUNDMENT,5300584,SHOSHONE POWER PLANT,17.333,8.48,3.0,51,147.54,1408.0,53
3803513,O'NEILL RESERVOIR,7200645,GRAND VALLEY CANAL,30.168000000000003,8.48,11.08,38,53.09,940.28,72
3803513,O'NEILL RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062,8.48,11.08,38,15.77,209199.0,36
5103730,MOUNTAIN VALLEY RESERVOIR NO 1,5300584,SHOSHONE POWER PLANT,17.333,8.49,8.23,51,147.54,1408.0,53
5103730,MOUNTAIN VALLEY RESERVOIR NO 1,7200645,GRAND VALLEY CANAL,15.084000000000001,8.49,8.23,51,53.09,940.28,72
5103730,MOUNTAIN VALLEY RESERVOIR NO 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.49,8.23,51,15.77,209199.0,36
5103730,MOUNTAIN VALLEY RESERVOIR NO 1,3604684,BLUE RIVER DIVERSION PROJECT,17.167,8.49,8.23,51,45.59,520.0,36
5203939,HURT RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,17.167,8.55,181.43,52,45.59,520.0,36
5203939,HURT RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,8.55,181.43,52,15.77,209199.0,36
5203939,HURT RESERVOIR,5300584,SHOSHONE POWER PLANT,17.333,8.55,181.43,52,147.54,1408.0,53
5203939,HURT RESERVOIR,7200645,GRAND VALLEY CANAL,15.084000000000001,8.55,181.43,52,53.09,940.28,72
