analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
5003646,MARTIN RESERVOIR,7200645,GRAND VALLEY CANAL,10.0,0.0,216.15,50,53.09,940.28,72,2161.5
5303598,YARMONY LODGE POND A,7200646,GRAND VALLEY PROJECT,9.0,0.0,6.55,53,61.8,2313.7,72,58.949999999999996
5103526,CORRAL CREEK WETLAND NO1,7200646,GRAND VALLEY PROJECT,9.0,0.0,26.8,51,61.8,2313.7,72,241.20000000000002
3803593,BAILEY POND NO 2,7200645,GRAND VALLEY CANAL,13.0,0.0,1.0,38,53.09,940.28,72,13.0
3803592,BAILEY POND NO 1,7200645,GRAND VALLEY CANAL,13.0,0.0,0.55,38,53.09,940.28,72,7.15
5103526,CORRAL CREEK WETLAND NO1,5104055,CBT GRANBY RESERVOIR,10.0,0.0,26.8,51,266.45,543758.0,51,268.0
5303599,YARMONY LODGE POND B,5300584,SHOSHONE POWER PLANT,183.0,0.0,1.78,53,147.54,1408.0,53,325.74
3903558,LAFRENZ POND,7200646,GRAND VALLEY PROJECT,15.0,0.0,1.75,39,61.8,2313.7,72,26.25
5303599,YARMONY LODGE POND B,7200646,GRAND VALLEY PROJECT,9.0,0.0,1.78,53,61.8,2313.7,72,16.02
3703536,MIN LAKE BENCH LAKE NO 1,7200645,GRAND VALLEY CANAL,5.0,0.0,9.0,37,53.09,940.28,72,45.0
3903505,GRASS VALLEY RESERVOIR,7200646,GRAND VALLEY PROJECT,15.0,0.0,6989.2,39,61.8,2313.7,72,104838.0
4503606,DILLMAN DITCH FISH POND,7200646,GRAND VALLEY PROJECT,15.0,0.0,4.8,45,61.8,2313.7,72,72.0
3803936,PAN AND FORK RESERVOIR,7200645,GRAND VALLEY CANAL,13.0,0.0,0.5,38,53.09,940.28,72,6.5
3802011,MIN FLOW N FK CRYSTAL R,7200645,GRAND VALLEY CANAL,7.0,0.0,20.0,38,53.09,940.28,72,140.0
3802010,MIN FLOW S FK CRYSTAL R,7200645,GRAND VALLEY CANAL,7.0,0.0,17.0,38,53.09,940.28,72,119.0
3803594,BAILEY POND NO 3,7200645,GRAND VALLEY CANAL,13.0,0.0,1.0,38,53.09,940.28,72,13.0
5303599,YARMONY LODGE POND B,7200645,GRAND VALLEY CANAL,5.0,0.0,1.78,53,53.09,940.28,72,8.9
5003652,COLBURN RESERVOIR,7200645,GRAND VALLEY CANAL,5.0,0.0,16.0,50,53.09,940.28,72,80.0
5303600,YARMONY LODGE POND C,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,3.01,53,45.59,520.0,36,3.01
5003653,COLBURN RESERVOIR NO 2,7200645,GRAND VALLEY CANAL,5.0,0.0,23.0,50,53.09,940.28,72,115.0
5103526,CORRAL CREEK WETLAND NO1,7200645,GRAND VALLEY CANAL,5.0,0.0,26.8,51,53.09,940.28,72,134.0
5003646,MARTIN RESERVOIR,5104634,CBT ALVA B ADAMS TUNNEL,8.0,0.0,216.15,50,0.85,550.0,51,1729.2
3804137,OGARA POND,7200645,GRAND VALLEY CANAL,13.0,0.0,2.0,38,53.09,940.28,72,26.0
3803553,ASPEN VALLEY RANCH POND,7200645,GRAND VALLEY CANAL,13.0,0.0,5.0,38,53.09,940.28,72,65.0
5103526,CORRAL CREEK WETLAND NO1,5104634,CBT ALVA B ADAMS TUNNEL,4.0,0.0,26.8,51,0.85,550.0,51,107.2
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,183.0,0.0,3.01,53,147.54,1408.0,53,550.8299999999999
3703786,GRAHAM POND NO 2,5104634,CBT ALVA B ADAMS TUNNEL,4.0,0.0,0.13,37,0.85,550.0,51,0.52
5003653,COLBURN RESERVOIR NO 2,5104634,CBT ALVA B ADAMS TUNNEL,4.0,0.0,23.0,50,0.85,550.0,51,92.0
5003652,COLBURN RESERVOIR,5104634,CBT ALVA B ADAMS TUNNEL,4.0,0.0,16.0,50,0.85,550.0,51,64.0
5104018,KOVACS POND NO 1,7200646,GRAND VALLEY PROJECT,9.0,0.0,0.65,51,61.8,2313.7,72,5.8500000000000005
3803635,MARTIN POND,7200646,GRAND VALLEY PROJECT,15.0,0.0,0.1,38,61.8,2313.7,72,1.5
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,183.0,0.0,26.8,51,147.54,1408.0,53,4904.400000000001
3804137,OGARA POND,7200646,GRAND VALLEY PROJECT,15.0,0.0,2.0,38,61.8,2313.7,72,30.0
5303598,YARMONY LODGE POND A,5104634,CBT ALVA B ADAMS TUNNEL,4.0,0.0,6.55,53,0.85,550.0,51,26.2
5104019,KOVACS POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,1.05,51,45.59,520.0,36,1.05
5003646,MARTIN RESERVOIR,7200646,GRAND VALLEY PROJECT,18.0,0.0,216.15,50,61.8,2313.7,72,3890.7000000000003
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,183.0,0.0,23.0,50,147.54,1408.0,53,4209.0
5003653,COLBURN RESERVOIR NO 2,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,23.0,50,45.59,520.0,36,23.0
5303600,YARMONY LODGE POND C,7200646,GRAND VALLEY PROJECT,9.0,0.0,3.01,53,61.8,2313.7,72,27.089999999999996
5003652,COLBURN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,1.0,0.0,16.0,50,45.59,520.0,36,16.0
5003646,MARTIN RESERVOIR,5104055,CBT GRANBY RESERVOIR,20.0,0.0,216.15,50,266.45,543758.0,51,4323.0
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,183.0,0.0,16.0,50,147.54,1408.0,53,2928.0
3803635,MARTIN POND,7200645,GRAND VALLEY CANAL,13.0,0.0,0.1,38,53.09,940.28,72,1.3
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,183.0,0.0,9.0,37,147.54,1408.0,53,1647.0
