analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict,edgeWt
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,74.333,0.0,9.0,37,147.54,1408.0,53,668.997
5104018,KOVACS POND NO 1,5300584,SHOSHONE POWER PLANT,74.333,0.0,0.65,51,147.54,1408.0,53,48.31645
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,74.333,0.0,1.05,51,147.54,1408.0,53,78.04965
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,74.333,0.0,26.8,51,147.54,1408.0,53,1992.1244
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,0.0,16.0,50,147.54,1408.0,53,1189.328
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,148.666,0.0,216.15,50,147.54,1408.0,53,32134.1559
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,74.333,0.0,23.0,50,147.54,1408.0,53,1709.6589999999999
5303598,YARMONY LODGE POND A,5300584,SHOSHONE POWER PLANT,74.333,0.0,6.55,53,147.54,1408.0,53,486.88115
5303599,YARMONY LODGE POND B,5300584,SHOSHONE POWER PLANT,74.333,0.0,1.78,53,147.54,1408.0,53,132.31274
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,74.333,0.0,0.13,37,147.54,1408.0,53,9.66329
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,74.333,0.0,3.01,53,147.54,1408.0,53,223.74232999999998
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,148.666,0.01,36.0,37,147.54,1408.0,53,5351.976
5302006,MIN FLOW SWEETWATER CR,5300584,SHOSHONE POWER PLANT,74.333,0.02,18.0,53,147.54,1408.0,53,1337.994
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,74.333,0.02,14.0,53,147.54,1408.0,53,1040.662
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5300584,SHOSHONE POWER PLANT,74.333,0.02,60.0,36,147.54,1408.0,53,4459.98
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,74.333,0.02,20.0,37,147.54,1408.0,53,1486.6599999999999
5303514,OLSON POND,5300584,SHOSHONE POWER PLANT,74.333,0.05,2.0,53,147.54,1408.0,53,148.666
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,74.333,0.06,5.0,51,147.54,1408.0,53,371.66499999999996
3703782,ARROWHEAD WETLANDS,5300584,SHOSHONE POWER PLANT,74.333,0.06,1.38,37,147.54,1408.0,53,102.57954
3603691,BENSON RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,316.449,0.08,3.0,36,15.77,209199.0,36,949.347
3703792,ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,74.333,0.08,2.4,37,147.54,1408.0,53,178.39919999999998
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5300584,SHOSHONE POWER PLANT,74.333,0.1,130.0,37,147.54,1408.0,53,9663.289999999999
5103546,LURYE RESERVOIR,5300584,SHOSHONE POWER PLANT,74.333,0.11,0.7,51,147.54,1408.0,53,52.0331
3800606,COLLINS CREEK DITCH,3801132,WALTHEN DITCH,9.0,0.14,16.64,38,0.4,16.2773,38,149.76
3703796,RED CANYON ESTATES POND NO. 1,5300584,SHOSHONE POWER PLANT,74.333,0.16,1.0,37,147.54,1408.0,53,74.333
